2021
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Em Branco/ign";"Total"
"130390 SAO PAULO DE OLIVENCA";18;18
"130395 SAO SEBASTIAO DO UATUMA";25;25
"130400 SILVES";27;27
"130406 TABATINGA";145;145
"130410 TAPAUA";14;14
"130420 TEFE";86;86
"130423 TONANTINS";17;17
"130426 UARINI";17;17
"130430 URUCARA";20;20
"130440 URUCURITUBA";37;37
"140002 AMAJARI";6;6
"140005 ALTO ALEGRE";15;15
"140010 BOA VISTA";1316;1316
"140015 BONFIM";24;24
"140017 CANTA";26;26
"140020 CARACARAI";40;40
"140023 CAROEBE";10;10
"140028 IRACEMA";24;24
"140030 MUCAJAI";91;91
"140040 NORMANDIA";14;14
"140045 PACARAIMA";92;92
"140047 RORAINOPOLIS";62;62
"140050 SAO JOAO DA BALIZA";20;20
"140060 SAO LUIZ";23;23
"140070 UIRAMUTA";11;11
" MUNICIPIO IGNORADO - PA";1;1
"150010 ABAETETUBA";230;230
"150013 ABEL FIGUEIREDO";3;3
"150020 ACARA";20;20
"150030 AFUA";30;30
"150034 AGUA AZUL DO NORTE";6;6
"150040 ALENQUER";38;38
"150050 ALMEIRIM";4;4
"150060 ALTAMIRA";137;137
"150070 ANAJAS";82;82
"150080 ANANINDEUA";971;971
"150085 ANAPU";14;14
"150090 AUGUSTO CORREA";7;7
"150095 AURORA DO PARA";24;24
"150100 AVEIRO";9;9
"150110 BAGRE";24;24
"150120 BAIAO";54;54
"150125 BANNACH";10;10
"150130 BARCARENA";121;121
"150140 BELEM";1521;1521
"150145 BELTERRA";11;11
"150150 BENEVIDES";146;146
"150157 BOM JESUS DO TOCANTINS";3;3
"150160 BONITO";2;2
"150170 BRAGANCA";192;192
"150172 BRASIL NOVO";20;20
"150178 BREU BRANCO";34;34
"150180 BREVES";52;52
"150190 BUJARU";32;32
"150195 CACHOEIRA DO PIRIA";20;20
"150200 CACHOEIRA DO ARARI";6;6
"150210 CAMETA";157;157
"150215 CANAA DOS CARAJAS";72;72
"150220 CAPANEMA";151;151
"150230 CAPITAO POCO";83;83
"150240 CASTANHAL";111;111
"150250 CHAVES";11;11
"150260 COLARES";4;4
"150270 CONCEICAO DO ARAGUAIA";25;25
"150275 CONCORDIA DO PARA";9;9
"150276 CUMARU DO NORTE";4;4
"150277 CURIONOPOLIS";27;27
"150280 CURRALINHO";13;13
"150285 CURUA";12;12
"150290 CURUCA";51;51
"150293 DOM ELISEU";23;23
"150295 ELDORADO DOS CARAJAS";56;56
"150300 FARO";18;18
"150304 FLORESTA DO ARAGUAIA";32;32
"150307 GARRAFAO DO NORTE";24;24
"150309 GOIANESIA DO PARA";29;29
"150310 GURUPA";4;4
"150320 IGARAPE-ACU";17;17
"150330 IGARAPE-MIRI";103;103
"150340 INHANGAPI";4;4
"150345 IPIXUNA DO PARA";94;94
"150350 IRITUIA";17;17
"150360 ITAITUBA";140;140
"150370 ITUPIRANGA";35;35
"150375 JACAREACANGA";32;32
"150380 JACUNDA";64;64
"150390 JURUTI";84;84
"150400 LIMOEIRO DO AJURU";44;44
"150405 MAE DO RIO";17;17
"150410 MAGALHAES BARATA";10;10
"150420 MARABA";663;663
"150430 MARACANA";17;17
"150440 MARAPANIM";12;12
"150442 MARITUBA";44;44
"150445 MEDICILANDIA";61;61
"150450 MELGACO";7;7
"150460 MOCAJUBA";34;34
"150470 MOJU";38;38
"150475 MOJUI DOS CAMPOS";6;6
"150480 MONTE ALEGRE";19;19
"150490 MUANA";1;1
"150495 NOVA ESPERANCA DO PIRIA";4;4
"150497 NOVA IPIXUNA";3;3
"150500 NOVA TIMBOTEUA";5;5
"150503 NOVO PROGRESSO";38;38
"150506 NOVO REPARTIMENTO";82;82
"150510 OBIDOS";20;20
"150520 OEIRAS DO PARA";49;49
"150530 ORIXIMINA";2;2
"150540 OUREM";14;14
"150543 OURILANDIA DO NORTE";22;22
"150548 PACAJA";36;36
"150549 PALESTINA DO PARA";4;4
"150550 PARAGOMINAS";241;241
"150553 PARAUAPEBAS";611;611
"150555 PAU D'ARCO";4;4
"150560 PEIXE-BOI";3;3
"150563 PICARRA";7;7
"150565 PLACAS";9;9
"150570 PONTA DE PEDRAS";46;46
"150580 PORTEL";2;2
"150590 PORTO DE MOZ";18;18
"150600 PRAINHA";23;23
"150610 PRIMAVERA";8;8
"150611 QUATIPURU";35;35
"150613 REDENCAO";76;76
"150616 RIO MARIA";34;34
"150618 RONDON DO PARA";6;6
"150619 RUROPOLIS";22;22
"150620 SALINOPOLIS";253;253
"150630 SALVATERRA";21;21
"150635 SANTA BARBARA DO PARA";28;28
"150640 SANTA CRUZ DO ARARI";7;7
"150650 SANTA IZABEL DO PARA";8;8
"150655 SANTA LUZIA DO PARA";33;33
"150660 SANTA MARIA DO PARA";10;10
"150670 SANTANA DO ARAGUAIA";93;93
"150680 SANTAREM";797;797
"150690 SANTAREM NOVO";2;2
"150700 SANTO ANTONIO DO TAUA";3;3
"150710 SAO CAETANO DE ODIVELAS";4;4
"150715 SAO DOMINGOS DO ARAGUAIA";11;11
"150720 SAO DOMINGOS DO CAPIM";10;10
"150730 SAO FELIX DO XINGU";233;233
"150740 SAO FRANCISCO DO PARA";4;4
"150745 SAO GERALDO DO ARAGUAIA";30;30
"150746 SAO JOAO DA PONTA";1;1
"150747 SAO JOAO DE PIRABAS";89;89
"150750 SAO JOAO DO ARAGUAIA";10;10
"150760 SAO MIGUEL DO GUAMA";35;35
"150770 SAO SEBASTIAO DA BOA VISTA";44;44
"150775 SAPUCAIA";20;20
"150780 SENADOR JOSE PORFIRIO";7;7
"150790 SOURE";6;6
"150795 TAILANDIA";104;104
"150796 TERRA ALTA";2;2
"150797 TERRA SANTA";48;48
"150800 TOME-ACU";75;75
"150803 TRACUATEUA";83;83
"150805 TRAIRAO";28;28
"150808 TUCUMA";44;44
"150810 TUCURUI";122;122
"150812 ULIANOPOLIS";2;2
"150815 URUARA";3;3
"150820 VIGIA";46;46
"150830 VISEU";17;17
"150835 VITORIA DO XINGU";42;42
"150840 XINGUARA";195;195
"160005 SERRA DO NAVIO";3;3
"160010 AMAPA";11;11
"160015 PEDRA BRANCA DO AMAPARI";16;16
"160020 CALCOENE";13;13
"160021 CUTIAS";5;5
"160023 FERREIRA GOMES";6;6
"160025 ITAUBAL";2;2
"160027 LARANJAL DO JARI";99;99
"160030 MACAPA";1709;1709
"160040 MAZAGAO";26;26
"160050 OIAPOQUE";49;49
"160053 PORTO GRANDE";24;24
"160055 PRACUUBA";5;5
"160060 SANTANA";181;181
"160070 TARTARUGALZINHO";45;45
"160080 VITORIA DO JARI";12;12
"170025 ABREULANDIA";5;5
"170030 AGUIARNOPOLIS";10;10
"170035 ALIANCA DO TOCANTINS";3;3
"170070 ALVORADA";6;6
"170100 ANANAS";39;39
"170105 ANGICO";2;2
"170110 APARECIDA DO RIO NEGRO";11;11
"170130 ARAGOMINAS";11;11
"170190 ARAGUACEMA";1;1
"170200 ARAGUACU";10;10
"170210 ARAGUAINA";420;420
"170215 ARAGUANA";3;3
"170220 ARAGUATINS";45;45
"170230 ARAPOEMA";11;11
"170240 ARRAIAS";3;3
"170255 AUGUSTINOPOLIS";199;199
"170290 AXIXA DO TOCANTINS";5;5
"170300 BABACULANDIA";5;5
"170305 BANDEIRANTES DO TOCANTINS";1;1
"170307 BARRA DO OURO";1;1
"170310 BARROLANDIA";17;17
"170320 BERNARDO SAYAO";1;1
"170330 BOM JESUS DO TOCANTINS";18;18
"170370 BREJINHO DE NAZARE";6;6
"170380 BURITI DO TOCANTINS";7;7
"170382 CACHOEIRINHA";1;1
"170384 CAMPOS LINDOS";8;8
"170386 CARIRI DO TOCANTINS";4;4
"170389 CARRASCO BONITO";19;19
"170390 CASEARA";2;2
"170410 CENTENARIO";2;2
"170510 CHAPADA DA NATIVIDADE";3;3
"170550 COLINAS DO TOCANTINS";59;59
"170555 COMBINADO";2;2
"170560 CONCEICAO DO TOCANTINS";8;8
"170600 COUTO MAGALHAES";2;2
"170610 CRISTALANDIA";4;4
"170625 CRIXAS DO TOCANTINS";4;4
"170650 DARCINOPOLIS";1;1
"170700 DIANOPOLIS";6;6
"170710 DIVINOPOLIS DO TOCANTINS";5;5
"170720 DOIS IRMAOS DO TOCANTINS";3;3
"170730 DUERE";4;4
"170740 ESPERANTINA";4;4
"170755 FATIMA";2;2
"170765 FIGUEIROPOLIS";2;2
"170770 FILADELFIA";2;2
"170820 FORMOSO DO ARAGUAIA";18;18
"170825 FORTALEZA DO TABOCAO";12;12
"170830 GOIANORTE";3;3
"170900 GOIATINS";27;27
"170930 GUARAI";73;73
"170950 GURUPI";93;93
"170980 IPUEIRAS";1;1
"171050 ITACAJA";11;11
"171070 ITAGUATINS";2;2
"171090 ITAPIRATINS";14;14
"171110 ITAPORA DO TOCANTINS";4;4
"171190 LAGOA DA CONFUSAO";40;40
"171195 LAGOA DO TOCANTINS";1;1
"171200 LAJEADO";7;7
"171215 LAVANDEIRA";8;8
"171245 LUZINOPOLIS";7;7
"171250 MARIANOPOLIS DO TOCANTINS";4;4
"171280 MAURILANDIA DO TOCANTINS";3;3
"171320 MIRACEMA DO TOCANTINS";31;31
"171330 MIRANORTE";16;16
"171360 MONTE DO CARMO";14;14
"171370 MONTE SANTO DO TOCANTINS";4;4
"171380 PALMEIRAS DO TOCANTINS";2;2
"171395 MURICILANDIA";3;3
"171420 NATIVIDADE";5;5
"171488 NOVA OLINDA";21;21
"171500 NOVA ROSALANDIA";7;7
"171510 NOVO ACORDO";1;1
"171515 NOVO ALEGRE";2;2
"171525 NOVO JARDIM";2;2
"171550 OLIVEIRA DE FATIMA";4;4
"171570 PALMEIRANTE";3;3
"171575 PALMEIROPOLIS";6;6
"171610 PARAISO DO TOCANTINS";64;64
"171620 PARANA";15;15
"171650 PEDRO AFONSO";25;25
"171660 PEIXE";9;9
"171665 PEQUIZEIRO";2;2
"171670 COLMEIA";11;11
"171700 PINDORAMA DO TOCANTINS";2;2
"171720 PIRAQUE";5;5
"171750 PIUM";10;10
"171780 PONTE ALTA DO BOM JESUS";6;6
"171790 PONTE ALTA DO TOCANTINS";11;11
"171820 PORTO NACIONAL";195;195
"171830 PRAIA NORTE";4;4
"171840 PRESIDENTE KENNEDY";4;4
"171845 PUGMIL";2;2
"171850 RECURSOLANDIA";6;6
"171855 RIACHINHO";4;4
"171865 RIO DA CONCEICAO";1;1
"171870 RIO DOS BOIS";6;6
"171875 RIO SONO";1;1
"171880 SAMPAIO";8;8
"171884 SANDOLANDIA";5;5
"171886 SANTA FE DO ARAGUAIA";7;7
"171888 SANTA MARIA DO TOCANTINS";2;2
"171889 SANTA RITA DO TOCANTINS";1;1
"171900 SANTA TEREZA DO TOCANTINS";2;2
"172000 SANTA TEREZINHA DO TOCANTINS";3;3
"172010 SAO BENTO DO TOCANTINS";6;6
"172015 SAO FELIX DO TOCANTINS";2;2
"172020 SAO MIGUEL DO TOCANTINS";9;9
"172030 SAO SEBASTIAO DO TOCANTINS";6;6
"172049 SAO VALERIO";10;10
"172065 SILVANOPOLIS";9;9
"172080 SITIO NOVO DO TOCANTINS";5;5
"172085 SUCUPIRA";3;3
"172090 TAGUATINGA";21;21
"172093 TAIPAS DO TOCANTINS";5;5
"172097 TALISMA";2;2
"172100 PALMAS";1814;1814
"172110 TOCANTINIA";4;4
"172120 TOCANTINOPOLIS";13;13
"172125 TUPIRAMA";7;7
"172208 WANDERLANDIA";16;16
"172210 XAMBIOA";5;5
"210005 ACAILANDIA";12;12
"210020 ALCANTARA";25;25
"210030 ALDEIAS ALTAS";17;17
"210043 ALTO ALEGRE DO MARANHAO";36;36
"210047 ALTO ALEGRE DO PINDARE";21;21
"210050 ALTO PARNAIBA";4;4
"210055 AMAPA DO MARANHAO";2;2
"210060 AMARANTE DO MARANHAO";24;24
"210070 ANAJATUBA";15;15
"210080 ANAPURUS";2;2
"210083 APICUM-ACU";71;71
"210087 ARAGUANA";3;3
"210090 ARAIOSES";11;11
"210095 ARAME";27;27
"210100 ARARI";10;10
"210110 AXIXA";5;5
"210120 BACABAL";6;6
"210125 BACABEIRA";4;4
"210130 BACURI";2;2
"210135 BACURITUBA";31;31
"210140 BALSAS";46;46
"210150 BARAO DE GRAJAU";4;4
"210160 BARRA DO CORDA";17;17
"210170 BARREIRINHAS";73;73
"210177 BELA VISTA DO MARANHAO";16;16
"210190 BEQUIMAO";2;2
"210193 BERNARDO DO MEARIM";4;4
"210200 BOM JARDIM";14;14
"210203 BOM JESUS DAS SELVAS";5;5
"210210 BREJO";6;6
"210215 BREJO DE AREIA";1;1
"210220 BURITI";5;5
"210232 BURITICUPU";53;53
"210235 BURITIRANA";2;2
"210237 CACHOEIRA GRANDE";2;2
"210240 CAJAPIO";2;2
"210250 CAJARI";6;6
"210255 CAMPESTRE DO MARANHAO";10;10
"210260 CANDIDO MENDES";16;16
"210270 CANTANHEDE";16;16
"210280 CAROLINA";18;18
"210290 CARUTAPERA";17;17
"210300 CAXIAS";219;219
"210310 CEDRAL";2;2
"210312 CENTRAL DO MARANHAO";1;1
"210315 CENTRO DO GUILHERME";3;3
"210317 CENTRO NOVO DO MARANHAO";1;1
"210320 CHAPADINHA";170;170
"210330 CODO";283;283
"210340 COELHO NETO";57;57
"210350 COLINAS";16;16
"210355 CONCEICAO DO LAGO-ACU";1;1
"210360 COROATA";82;82
"210370 CURURUPU";44;44
"210375 DAVINOPOLIS";23;23
"210380 DOM PEDRO";8;8
"210390 DUQUE BACELAR";11;11
"210400 ESPERANTINOPOLIS";1;1
"210405 ESTREITO";24;24
"210407 FEIRA NOVA DO MARANHAO";7;7
"210409 FORMOSA DA SERRA NEGRA";4;4
"210410 FORTALEZA DOS NOGUEIRAS";9;9
"210420 FORTUNA";7;7
"210430 GODOFREDO VIANA";1;1
"210440 GONCALVES DIAS";1;1
"210455 GOVERNADOR EDISON LOBAO";9;9
"210460 GOVERNADOR EUGENIO BARROS";2;2
"210467 GOVERNADOR NUNES FREIRE";15;15
"210470 GRACA ARANHA";2;2
"210480 GRAJAU";103;103
"210500 HUMBERTO DE CAMPOS";17;17
"210510 ICATU";8;8
"210515 IGARAPE DO MEIO";4;4
"210520 IGARAPE GRANDE";12;12
"210530 IMPERATRIZ";8;8
"210540 ITAPECURU MIRIM";140;140
"210542 ITINGA DO MARANHAO";2;2
"210545 JATOBA";2;2
"210547 JENIPAPO DOS VIEIRAS";5;5
"210550 JOAO LISBOA";1;1
"210560 JOSELANDIA";6;6
"210570 LAGO DA PEDRA";6;6
"210590 LAGO VERDE";12;12
"210592 LAGOA DO MATO";3;3
"210594 LAGO DOS RODRIGUES";1;1
"210596 LAGOA GRANDE DO MARANHAO";1;1
"210598 LAJEADO NOVO";7;7
"210600 LIMA CAMPOS";4;4
"210620 LUIS DOMINGUES";18;18
"210630 MAGALHAES DE ALMEIDA";12;12
"210632 MARACACUME";20;20
"210635 MARAJA DO SENA";2;2
"210637 MARANHAOZINHO";1;1
"210640 MATA ROMA";10;10
"210650 MATINHA";2;2
"210660 MATOES";47;47
"210663 MATOES DO NORTE";13;13
"210667 MILAGRES DO MARANHAO";1;1
"210670 MIRADOR";2;2
"210675 MIRANDA DO NORTE";80;80
"210690 MONCAO";12;12
"210700 MONTES ALTOS";6;6
"210710 MORROS";4;4
"210720 NINA RODRIGUES";3;3
"210725 NOVA COLINAS";3;3
"210735 NOVA OLINDA DO MARANHAO";2;2
"210740 OLHO D'AGUA DAS CUNHAS";6;6
"210745 OLINDA NOVA DO MARANHAO";8;8
"210750 PACO DO LUMIAR";203;203
"210770 PARAIBANO";13;13
"210780 PARNARAMA";4;4
"210790 PASSAGEM FRANCA";5;5
"210800 PASTOS BONS";1;1
"210805 PAULINO NEVES";7;7
"210810 PAULO RAMOS";6;6
"210820 PEDREIRAS";11;11
"210825 PEDRO DO ROSARIO";8;8
"210830 PENALVA";21;21
"210840 PERI MIRIM";6;6
"210845 PERITORO";2;2
"210850 PINDARE-MIRIM";3;3
"210860 PINHEIRO";70;70
"210870 PIO XII";7;7
"210880 PIRAPEMAS";24;24
"210890 POCAO DE PEDRAS";1;1
"210900 PORTO FRANCO";20;20
"210910 PRESIDENTE DUTRA";20;20
"210920 PRESIDENTE JUSCELINO";3;3
"210927 PRESIDENTE SARNEY";16;16
"210930 PRESIDENTE VARGAS";1;1
"210940 PRIMEIRA CRUZ";2;2
"210945 RAPOSA";37;37
"210950 RIACHAO";5;5
"210955 RIBAMAR FIQUENE";4;4
"210960 ROSARIO";39;39
"210970 SAMBAIBA";2;2
"210975 SANTA FILOMENA DO MARANHAO";1;1
"210980 SANTA HELENA";25;25
"210990 SANTA INES";121;121
"211000 SANTA LUZIA";26;26
"211003 SANTA LUZIA DO PARUA";4;4
"211010 SANTA QUITERIA DO MARANHAO";10;10
"211020 SANTA RITA";11;11
"211023 SANTANA DO MARANHAO";7;7
"211027 SANTO AMARO DO MARANHAO";2;2
"211030 SANTO ANTONIO DOS LOPES";2;2
"211040 SAO BENEDITO DO RIO PRETO";4;4
"211050 SAO BENTO";16;16
"211060 SAO BERNARDO";11;11
"211065 SAO DOMINGOS DO AZEITAO";2;2
"211070 SAO DOMINGOS DO MARANHAO";3;3
"211080 SAO FELIX DE BALSAS";1;1
"211085 SAO FRANCISCO DO BREJAO";5;5
"211090 SAO FRANCISCO DO MARANHAO";2;2
"211102 SAO JOAO DO CARU";5;5
"211105 SAO JOAO DO PARAISO";4;4
"211110 SAO JOAO DOS PATOS";3;3
"211120 SAO JOSE DE RIBAMAR";761;761
"211125 SAO JOSE DOS BASILIOS";4;4
"211130 SAO LUIS";2209;2209
"211140 SAO LUIS GONZAGA DO MARANHAO";5;5
"211150 SAO MATEUS DO MARANHAO";12;12
"211153 SAO PEDRO DA AGUA BRANCA";3;3
"211157 SAO PEDRO DOS CRENTES";3;3
"211160 SAO RAIMUNDO DAS MANGABEIRAS";29;29
"211170 SAO VICENTE FERRER";2;2
"211172 SATUBINHA";5;5
"211174 SENADOR ALEXANDRE COSTA";3;3
"211176 SENADOR LA ROCQUE";7;7
"211178 SERRANO DO MARANHAO";2;2
"211180 SITIO NOVO";1;1
"211195 SUCUPIRA DO RIACHAO";1;1
"211200 TASSO FRAGOSO";2;2
"211210 TIMBIRAS";6;6
"211220 TIMON";190;190
"211223 TRIZIDELA DO VALE";29;29
"211227 TUFILANDIA";1;1
"211230 TUNTUM";2;2
"211240 TURIACU";14;14
"211245 TURILANDIA";28;28
"211250 TUTOIA";22;22
"211260 URBANO SANTOS";7;7
"211270 VARGEM GRANDE";4;4
"211280 VIANA";63;63
"211285 VILA NOVA DOS MARTIRIOS";10;10
"211290 VITORIA DO MEARIM";26;26
"211300 VITORINO FREIRE";1;1
"211400 ZE DOCA";3;3
"220020 AGUA BRANCA";5;5
"220027 ALEGRETE DO PIAUI";2;2
"220040 ALTOS";30;30
"220045 ALVORADA DO GURGUEIA";3;3
"220050 AMARANTE";3;3
"220080 ANTONIO ALMEIDA";3;3
"220095 AROEIRAS DO ITAIM";2;2
"220110 AVELINO LOPES";1;1
"220120 BARRAS";8;8
"220130 BARREIRAS DO PIAUI";1;1
"220140 BARRO DURO";2;2
"220150 BATALHA";3;3
"220157 BELEM DO PIAUI";1;1
"220170 BERTOLINIA";1;1
"220177 BOA HORA";2;2
"220180 BOCAINA";2;2
"220190 BOM JESUS";6;6
"220200 BURITI DOS LOPES";7;7
"220202 BURITI DOS MONTES";5;5
"220205 CABECEIRAS DO PIAUI";1;1
"220207 CAJAZEIRAS DO PIAUI";1;1
"220209 CALDEIRAO GRANDE DO PIAUI";1;1
"220211 CAMPO ALEGRE DO FIDALGO";1;1
"220217 CAMPO LARGO DO PIAUI";1;1
"220220 CAMPO MAIOR";41;41
"220240 CAPITAO DE CAMPOS";1;1
"220253 CARAUBAS DO PIAUI";2;2
"220255 CARIDADE DO PIAUI";6;6
"220260 CASTELO DO PIAUI";3;3
"220270 COCAL";5;5
"220271 COCAL DE TELHA";2;2
"220272 COCAL DOS ALVES";1;1
"220273 COIVARAS";9;9
"220275 COLONIA DO GURGUEIA";2;2
"220290 CORRENTE";4;4
"220300 CRISTALANDIA DO PIAUI";3;3
"220310 CRISTINO CASTRO";11;11
"220325 CURRALINHOS";3;3
"220330 DEMERVAL LOBAO";24;24
"220335 DIRCEU ARCOVERDE";2;2
"220340 DOM EXPEDITO LOPES";7;7
"220345 DOM INOCENCIO";3;3
"220350 ELESBAO VELOSO";3;3
"220360 ELISEU MARTINS";1;1
"220370 ESPERANTINA";41;41
"220390 FLORIANO";56;56
"220420 FRANCISCO SANTOS";3;3
"220430 FRONTEIRAS";4;4
"220435 GEMINIANO";7;7
"220440 GILBUES";6;6
"220450 GUADALUPE";1;1
"220465 ILHA GRANDE";17;17
"220470 INHUMA";3;3
"220480 IPIRANGA DO PIAUI";7;7
"220490 ISAIAS COELHO";3;3
"220500 ITAINOPOLIS";3;3
"220520 JAICOS";2;2
"220530 JERUMENHA";4;4
"220535 JOAO COSTA";1;1
"220540 JOAQUIM PIRES";2;2
"220550 JOSE DE FREITAS";32;32
"220552 JULIO BORGES";3;3
"220554 LAGOINHA DO PIAUI";1;1
"220555 LAGOA ALEGRE";1;1
"220557 LAGOA DE SAO FRANCISCO";1;1
"220558 LAGOA DO PIAUI";1;1
"220559 LAGOA DO SITIO";1;1
"220570 LUIS CORREIA";27;27
"220580 LUZILANDIA";4;4
"220585 MADEIRO";18;18
"220595 MARCOLANDIA";3;3
"220605 MASSAPE DO PIAUI";2;2
"220610 MATIAS OLIMPIO";12;12
"220620 MIGUEL ALVES";6;6
"220640 MONSENHOR GIL";1;1
"220650 MONSENHOR HIPOLITO";4;4
"220660 MONTE ALEGRE DO PIAUI";12;12
"220667 MORRO DO CHAPEU DO PIAUI";1;1
"220670 NAZARE DO PIAUI";2;2
"220672 NAZARIA";4;4
"220675 NOSSA SENHORA DE NAZARE";1;1
"220680 NOSSA SENHORA DOS REMEDIOS";2;2
"220700 OEIRAS";53;53
"220730 PAES LANDIM";2;2
"220735 PAJEU DO PIAUI";1;1
"220750 PALMEIRAIS";1;1
"220770 PARNAIBA";262;262
"220777 PATOS DO PIAUI";1;1
"220785 PAVUSSU";2;2
"220790 PEDRO II";20;20
"220800 PICOS";238;238
"220820 PIO IX";1;1
"220830 PIRACURUCA";5;5
"220840 PIRIPIRI";152;152
"220850 PORTO";2;2
"220855 PORTO ALEGRE DO PIAUI";1;1
"220865 QUEIMADA NOVA";1;1
"220880 REGENERACAO";4;4
"220887 RIBEIRA DO PIAUI";1;1
"220910 SANTA CRUZ DO PIAUI";1;1
"220930 SANTA LUZ";1;1
"220935 SANTANA DO PIAUI";1;1
"220940 SANTO ANTONIO DE LISBOA";2;2
"220945 SANTO ANTONIO DOS MILAGRES";2;2
"220985 SAO JOAO DA CANABRAVA";1;1
"220990 SAO JOAO DA SERRA";1;1
"220995 SAO JOAO DA VARJOTA";1;1
