2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/toxocongenitabr.def
Congenital Toxoplasmosis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Total"
"293180 TREMEDAL";-;-;-;-;1;-;-;1
"293320 VERA CRUZ";-;-;-;1;-;-;-;1
"293345 WANDERLEY";1;-;-;-;-;-;-;1
"293350 WENCESLAU GUIMARAES";-;1;-;-;-;-;-;1
"310020 ABAETE";1;-;-;-;-;-;-;1
"310070 AGUA COMPRIDA";-;-;-;-;1;-;-;1
"310110 AIMORES";-;-;2;-;-;-;-;2
"310163 ALFREDO VASCONCELOS";-;-;1;-;-;-;-;1
"310170 ALMENARA";1;-;-;-;-;1;-;2
"310190 ALPINOPOLIS";-;-;-;1;-;-;-;1
"310260 ANDRADAS";1;-;-;-;-;-;-;1
"310290 ANTONIO CARLOS";-;-;-;-;1;-;-;1
"310340 ARACUAI";-;-;-;-;-;1;-;1
"310350 ARAGUARI";-;-;1;-;1;1;-;3
"310375 ARAPORA";-;-;-;-;1;-;-;1
"310400 ARAXA";-;1;-;-;2;-;-;3
"310445 ARICANDUVA";-;-;-;1;-;-;-;1
"310600 BELA VISTA DE MINAS";-;-;-;-;2;-;-;2
"310620 BELO HORIZONTE";4;3;3;11;4;8;-;33
"310670 BETIM";3;1;-;-;-;7;1;12
"310690 BICAS";-;-;-;-;1;-;-;1
"310730 BOCAIUVA";-;-;-;-;2;-;-;2
"310740 BOM DESPACHO";-;-;1;-;-;-;-;1
"310790 BOM REPOUSO";-;-;-;1;2;-;-;3
"310855 BRASILANDIA DE MINAS";-;-;-;-;-;1;-;1
"310880 BRAUNAS";-;-;-;2;-;-;-;2
"310890 BRAZOPOLIS";-;-;-;-;-;2;-;2
"310910 BUENO BRANDAO";-;-;1;-;-;-;-;1
"310930 BURITIS";-;1;1;-;-;-;-;2
"310960 CACHOEIRA DA PRATA";-;1;-;-;-;-;-;1
"311000 CAETE";-;-;-;2;-;-;-;2
"311020 CAJURI";1;-;-;-;-;-;-;1
"311030 CALDAS";-;-;-;3;-;-;-;3
"311120 CAMPO BELO";-;-;-;-;1;1;-;2
"311370 CARLOS CHAGAS";-;-;-;-;1;-;-;1
"311380 CARMESIA";-;-;-;-;1;-;-;1
"311450 CARMOPOLIS DE MINAS";-;-;-;-;1;-;-;1
"311580 CENTRALINA";-;1;-;-;-;-;-;1
"311600 CHALE";-;-;1;-;-;-;-;1
"311650 CLARO DOS POCOES";-;1;-;-;-;-;-;1
"311660 CLAUDIO";1;1;-;-;-;-;-;2
"311750 CONCEICAO DO MATO DENTRO";-;1;1;-;-;-;-;2
"311787 CONFINS";-;1;-;-;-;-;1;2
"311830 CONSELHEIRO LAFAIETE";-;1;-;-;-;-;-;1
"311860 CONTAGEM";1;1;5;1;1;-;-;9
"311910 CORINTO";1;-;-;-;-;-;-;1
"311930 COROMANDEL";-;-;-;-;1;-;-;1
"312120 DELFINOPOLIS";-;-;1;-;-;-;-;1
"312125 DELTA";-;-;-;-;1;-;-;1
"312510 EXTREMA";2;-;-;-;-;-;-;2
"312560 FELISBURGO";-;-;-;-;-;-;1;1
"312610 FORMIGA";-;-;1;-;-;1;1;3
"312675 FRANCISCOPOLIS";-;-;-;-;1;-;-;1
"312695 FREI LAGONEGRO";-;-;1;-;-;-;-;1
"312710 FRUTAL";1;-;-;-;-;-;-;1
"312730 GALILEIA";-;1;-;-;-;-;-;1
"312770 GOVERNADOR VALADARES";-;-;1;-;1;-;-;2
"312800 GUANHAES";1;-;-;2;-;-;-;3
"312810 GUAPE";-;-;-;1;-;-;-;1
"312825 GUARACIAMA";-;1;-;-;1;-;-;2
"312860 GUARDA-MOR";-;1;-;-;-;-;-;1
"312870 GUAXUPE";-;1;-;-;-;-;-;1
"312980 IBIRITE";-;1;4;2;1;1;-;9
"313020 IGARATINGA";-;-;1;-;-;-;-;1
"313090 INHAPIM";-;-;-;-;1;-;-;1
"313120 IPANEMA";-;-;-;-;-;1;-;1
"313130 IPATINGA";-;-;-;-;1;-;-;1
"313220 ITAGUARA";-;1;-;-;-;-;-;1
"313240 ITAJUBA";2;-;1;-;1;-;-;4
"313270 ITAMBACURI";-;-;1;-;-;-;-;1
"313300 ITAMONTE";-;-;1;-;-;-;-;1
"313340 ITAPAGIPE";-;-;-;1;-;-;-;1
"313350 ITAPECERICA";-;2;-;-;-;-;-;2
"313400 ITINGA";1;-;-;-;-;-;-;1
"313410 ITUETA";-;-;1;-;-;-;-;1
"313420 ITUIUTABA";-;-;-;1;1;-;-;2
"313460 JABOTICATUBAS";-;1;-;-;-;-;-;1
"313505 JAIBA";-;-;-;-;-;1;-;1
"313530 JAPARAIBA";-;-;1;-;-;-;-;1
"313550 JEQUERI";-;-;1;1;-;-;-;2
"313620 JOAO MONLEVADE";-;-;-;-;-;1;-;1
"313630 JOAO PINHEIRO";-;1;-;-;-;2;-;3
"313665 JUATUBA";1;-;-;-;-;-;-;1
"313670 JUIZ DE FORA";-;-;2;2;-;-;-;4
"313680 JURAMENTO";-;-;-;-;-;1;-;1
"313700 LADAINHA";-;-;-;1;1;-;-;2
"313753 LAGOA GRANDE";-;-;-;-;-;1;-;1
"313840 LEOPOLDINA";-;1;-;-;-;-;-;1
"313865 LONTRA";1;-;-;-;-;-;-;1
"313867 LUISBURGO";-;1;-;-;-;-;-;1
"313900 MACHADO";-;-;-;1;-;1;-;2
"313940 MANHUACU";1;-;2;-;1;1;-;5
"314000 MARIANA";1;-;-;-;-;-;-;1
"314070 MATEUS LEME";-;-;-;-;-;2;-;2
"314090 MATIPO";-;1;-;-;-;-;-;1
"314200 MIRABELA";1;-;-;-;-;-;-;1
"314300 MONTE BELO";1;-;-;-;-;-;-;1
"314330 MONTES CLAROS";3;-;-;3;1;1;-;8
"314390 MURIAE";-;-;-;-;1;-;-;1
"314410 MUZAMBINHO";-;-;-;-;-;1;-;1
"314460 NEPOMUCENO";-;-;1;1;-;1;-;3
"314470 NOVA ERA";-;-;-;-;-;1;-;1
"314510 NOVA RESENDE";-;-;-;1;-;-;-;1
"314520 NOVA SERRANA";1;-;-;-;-;-;-;1
"314690 PAPAGAIOS";1;-;-;-;-;-;-;1
"314740 PARAOPEBA";-;-;-;-;1;-;-;1
"314790 PASSOS";-;1;-;1;1;1;-;4
"314800 PATOS DE MINAS";-;-;-;-;1;-;-;1
"314990 PERDOES";-;-;-;-;-;-;1;1
"315015 PIEDADE DE CARATINGA";-;-;-;-;-;1;-;1
"315050 PIMENTA";-;-;1;-;-;-;-;1
"315070 PIRAJUBA";1;-;-;-;-;-;-;1
"315180 POCOS DE CALDAS";1;-;-;1;-;-;3;5
"315217 PONTO DOS VOLANTES";-;-;1;-;-;-;-;1
"315250 POUSO ALEGRE";-;-;-;1;1;1;-;3
"315260 POUSO ALTO";1;-;-;-;-;-;-;1
"315360 PRUDENTE DE MORAIS";1;-;-;-;-;-;-;1
"315460 RIBEIRAO DAS NEVES";4;1;1;1;-;1;-;8
"315690 SACRAMENTO";1;-;1;-;-;-;-;2
"315720 SANTA BARBARA";-;1;-;-;-;-;-;1
"315730 SANTA BARBARA DO TUGURIO";-;-;-;-;-;1;-;1
"315733 SANTA CRUZ DE MINAS";1;-;-;-;-;-;-;1
"315780 SANTA LUZIA";-;-;3;1;1;1;-;6
"315790 SANTA MARGARIDA";-;-;-;-;-;1;-;1
"315870 SANTANA DO GARAMBEU";-;-;-;-;-;1;-;1
"315900 SANTANA DO RIACHO";-;-;-;-;-;1;-;1
"315920 SANTA RITA DE CALDAS";1;-;-;-;-;-;-;1
"316050 SANTO ANTONIO DO RIO ABAIXO";-;-;1;-;-;-;-;1
"316250 SAO JOAO DEL REI";1;-;1;-;1;-;-;3
"316265 SAO JOAO DO PACUI";-;-;-;-;-;-;1;1
"316292 SAO JOAQUIM DE BICAS";-;-;-;-;-;1;-;1
"316310 SAO JOSE DA VARGINHA";-;-;-;1;-;-;-;1
"316360 SAO JOSE DO MANTIMENTO";-;-;-;1;-;-;-;1
"316430 SAO ROQUE DE MINAS";-;1;-;-;-;-;-;1
"316470 SAO SEBASTIAO DO PARAISO";-;1;-;-;-;-;-;1
"316557 SENADOR AMARAL";-;-;-;-;2;-;-;2
"316720 SETE LAGOAS";-;-;-;1;-;-;-;1
"316800 TAIOBEIRAS";-;-;-;-;1;1;-;2
"316860 TEOFILO OTONI";-;-;-;-;-;2;-;2
"316870 TIMOTEO";-;-;1;-;2;-;-;3
"316880 TIRADENTES";1;-;-;-;-;-;-;1
"316930 TRES CORACOES";-;-;-;1;-;-;-;1
"316935 TRES MARIAS";-;-;-;-;-;1;-;1
"316980 TURVOLANDIA";-;-;-;-;1;-;-;1
"317010 UBERABA";10;8;2;3;2;3;-;28
"317020 UBERLANDIA";2;-;1;-;3;4;-;10
"317050 URUCANIA";-;-;-;2;-;-;-;2
"317070 VARGINHA";-;-;-;-;1;-;-;1
"317090 VARZELANDIA";-;-;-;1;1;-;-;2
"317120 VESPASIANO";3;-;-;3;1;-;-;7
"317130 VICOSA";1;-;-;-;-;-;-;1
"317170 VIRGINIA";-;-;1;-;-;-;-;1
"320060 ARACRUZ";-;-;-;-;1;-;1;2
"320115 BREJETUBA";-;-;-;-;-;1;-;1
"320120 CACHOEIRO DE ITAPEMIRIM";-;1;-;-;2;1;-;4
"320130 CARIACICA";2;-;4;2;2;3;-;13
"320150 COLATINA";1;-;2;-;2;-;-;5
"320210 ECOPORANGA";-;-;1;-;-;-;-;1
"320230 GUACUI";1;-;-;-;-;-;1;2
"320240 GUARAPARI";2;1;-;-;1;-;-;4
"320255 IBITIRAMA";-;-;-;-;1;-;-;1
"320280 ITAPEMIRIM";-;1;-;-;-;-;-;1
"320300 IUNA";-;-;-;-;-;-;1;1
"320305 JAGUARE";-;-;-;1;-;-;-;1
"320310 JERONIMO MONTEIRO";1;-;-;1;-;-;-;2
"320316 LARANJA DA TERRA";-;-;-;1;-;-;-;1
"320320 LINHARES";3;-;-;1;-;3;1;8
"320330 MANTENOPOLIS";-;-;-;-;2;-;-;2
"320332 MARATAIZES";1;-;-;-;-;-;-;1
"320370 MUNIZ FREIRE";-;1;-;-;-;-;-;1
"320380 MUQUI";-;-;-;-;-;-;1;1
"320405 PEDRO CANARIO";-;-;-;-;2;-;-;2
"320410 PINHEIROS";-;-;-;-;-;-;1;1
"320430 PRESIDENTE KENNEDY";1;-;-;-;-;-;-;1
"320440 RIO NOVO DO SUL";-;-;1;-;-;-;-;1
"320450 SANTA LEOPOLDINA";-;-;2;-;-;-;-;2
"320455 SANTA MARIA DE JETIBA";-;-;-;-;1;-;-;1
"320465 SAO DOMINGOS DO NORTE";-;-;-;-;1;-;-;1
"320470 SAO GABRIEL DA PALHA";-;-;-;-;1;-;-;1
"320490 SAO MATEUS";1;-;-;-;-;1;-;2
"320500 SERRA";3;-;2;1;-;-;-;6
"320501 SOORETAMA";1;-;-;-;-;-;-;1
"320503 VARGEM ALTA";1;-;-;-;-;-;-;1
"320506 VENDA NOVA DO IMIGRANTE";-;-;-;4;1;-;-;5
"320510 VIANA";-;-;1;-;-;-;-;1
"320515 VILA PAVAO";1;-;-;-;-;-;-;1
"320520 VILA VELHA";2;2;5;-;-;6;1;16
"320530 VITORIA";1;2;-;2;1;1;-;7
"330010 ANGRA DOS REIS";-;1;2;1;1;-;1;6
"330020 ARARUAMA";-;1;-;1;2;1;-;5
"330023 ARMACAO DOS BUZIOS";1;1;1;-;-;1;-;4
"330030 BARRA DO PIRAI";1;-;-;1;-;1;-;3
"330045 BELFORD ROXO";1;1;-;-;1;1;-;4
"330070 CABO FRIO";-;-;2;1;-;-;-;3
"330093 CARAPEBUS";-;-;1;1;1;1;-;4
"330100 CAMPOS DOS GOYTACAZES";8;6;8;3;4;4;1;34
"330160 DUAS BARRAS";-;-;-;1;-;-;-;1
"330170 DUQUE DE CAXIAS";2;1;-;1;-;-;-;4
"330187 IGUABA GRANDE";-;-;-;-;1;-;-;1
"330190 ITABORAI";4;1;1;1;-;2;-;9
"330205 ITALVA";-;-;-;1;-;-;-;1
"330220 ITAPERUNA";-;-;-;1;1;1;1;4
"330225 ITATIAIA";-;-;-;-;1;-;-;1
"330227 JAPERI";-;-;1;-;1;-;-;2
"330240 MACAE";-;-;2;-;1;-;-;3
"330250 MAGE";-;2;-;1;-;-;-;3
"330260 MANGARATIBA";-;1;-;-;-;-;-;1
"330270 MARICA";-;1;-;-;-;-;-;1
"330285 MESQUITA";1;-;-;-;-;-;-;1
"330310 NATIVIDADE";-;-;-;-;1;1;-;2
"330330 NITEROI";-;2;2;1;1;1;3;10
"330340 NOVA FRIBURGO";-;-;-;-;2;-;-;2
"330350 NOVA IGUACU";1;3;3;1;4;2;-;14
"330380 PARATY";-;-;-;1;-;-;-;1
"330390 PETROPOLIS";1;-;1;1;-;-;-;3
"330410 PORCIUNCULA";-;-;-;-;2;-;-;2
"330414 QUEIMADOS";-;1;-;-;-;-;-;1
"330415 QUISSAMA";-;-;-;-;1;-;-;1
"330430 RIO BONITO";-;-;-;1;-;-;-;1
"330452 RIO DAS OSTRAS";-;-;-;1;-;-;-;1
"330455 RIO DE JANEIRO";6;7;6;10;3;4;1;37
"330475 SAO FRANCISCO DE ITABAPOANA";2;1;-;-;-;1;-;4
"330490 SAO GONCALO";1;1;4;3;-;-;-;9
"330500 SAO JOAO DA BARRA";-;-;-;-;1;-;-;1
"330510 SAO JOAO DE MERITI";-;-;-;-;2;2;-;4
"330513 SAO JOSE DE UBA";-;-;1;-;-;-;-;1
"330520 SAO PEDRO DA ALDEIA";2;3;1;-;1;-;-;7
"330550 SAQUAREMA";2;-;1;3;-;-;-;6
"330575 TANGUA";1;1;-;-;-;-;-;2
"330610 VALENCA";1;-;-;2;2;-;1;6
"330615 VARRE-SAI";-;-;-;-;-;1;-;1
"330630 VOLTA REDONDA";1;1;-;-;-;-;-;2
"350160 AMERICANA";-;-;1;-;-;-;-;1
"350190 AMPARO";1;-;-;-;-;-;-;1
"350270 APIAI";1;-;-;-;-;-;-;1
"350280 ARACATUBA";-;-;3;2;2;1;-;8
"350360 AREIOPOLIS";-;1;-;-;-;-;-;1
"350460 BADY BASSITT";-;-;-;-;-;1;-;1
"350490 BANANAL";-;-;-;-;1;-;-;1
"350550 BARRETOS";-;-;1;-;-;-;-;1
"350590 BATATAIS";-;-;-;-;2;-;-;2
"350600 BAURU";-;-;2;-;-;1;-;3
"350630 BERNARDINO DE CAMPOS";-;-;-;-;1;-;-;1
"350650 BIRIGUI";2;-;-;-;1;-;-;3
"350700 BOITUVA";-;-;-;-;1;-;-;1
"350750 BOTUCATU";-;-;1;-;-;-;-;1
"350860 CACHOEIRA PAULISTA";-;1;-;-;-;-;-;1
"350950 CAMPINAS";-;-;2;-;1;-;-;3
"351015 CANITAR";-;-;1;-;-;-;-;1
"351020 CAPAO BONITO";-;-;-;1;-;-;-;1
"351050 CARAGUATATUBA";-;1;-;-;1;-;-;2
"351110 CATANDUVA";1;2;7;-;-;4;-;14
"351120 CATIGUA";-;-;-;-;-;1;-;1
"351140 CERQUEIRA CESAR";-;-;-;-;-;-;1;1
"351210 COLOMBIA";-;-;-;-;1;-;-;1
"351300 COTIA";-;-;2;-;1;-;-;3
"351310 CRAVINHOS";1;-;-;-;-;-;-;1
"351350 CUBATAO";-;-;-;-;-;1;-;1
"351380 DIADEMA";1;1;-;3;1;1;-;7
"351460 DUMONT";1;-;-;-;-;-;-;1
"351492 ELISIARIO";-;-;-;-;1;-;-;1
"351500 EMBU DAS ARTES";1;-;-;1;-;-;-;2
"351540 FARTURA";-;1;-;-;-;-;-;1
"351550 FERNANDOPOLIS";-;-;-;-;1;-;-;1
"351620 FRANCA";-;1;-;-;-;-;-;1
"351640 FRANCO DA ROCHA";-;1;-;1;-;-;-;2
"351750 GUAPIACU";-;1;-;-;-;1;-;2
"351760 GUAPIARA";-;-;-;-;-;-;1;1
"351800 GUARANI D'OESTE";1;-;-;-;-;-;-;1
"351820 GUARARAPES";-;1;-;-;-;-;-;1
"351880 GUARULHOS";6;7;1;2;2;2;-;20
"351907 HORTOLANDIA";-;-;1;1;1;1;-;4
"351940 IBIRA";-;-;-;1;-;-;-;1
"351970 IBIUNA";1;-;-;-;-;-;-;1
"352050 INDAIATUBA";-;1;1;-;-;-;-;2
"352115 IPIGUA";-;-;1;-;-;-;-;1
"352150 IRAPUA";-;-;-;-;2;1;-;3
"352190 ITAJOBI";-;1;1;-;-;-;-;2
"352220 ITAPECERICA DA SERRA";2;-;-;-;-;-;-;2
"352310 ITAQUAQUECETUBA";-;-;1;1;1;-;-;3
"352320 ITARARE";-;-;-;-;1;-;-;1
"352440 JACAREI";1;-;-;-;-;-;-;1
"352480 JALES";-;-;1;-;-;-;-;1
"352500 JANDIRA";-;-;1;-;-;1;-;2
"352520 JARINU";-;1;-;-;-;-;-;1
"352550 JOANOPOLIS";-;-;-;-;-;1;-;1
"352570 JOSE BONIFACIO";-;-;-;-;1;2;1;4
"352590 JUNDIAI";-;1;-;-;1;-;-;2
"352730 LOUVEIRA";-;-;-;1;-;-;-;1
"352820 MACEDONIA";-;-;-;-;1;-;-;1
"352885 MARAPOAMA";-;-;-;-;-;1;-;1
"352900 MARILIA";-;-;2;-;1;-;-;3
"352940 MAUA";-;-;2;1;-;-;-;3
"353000 MIRA ESTRELA";-;-;-;-;1;-;-;1
"353020 MIRANTE DO PARANAPANEMA";-;-;-;-;1;-;-;1
"353030 MIRASSOL";-;-;1;-;1;-;-;2
"353040 MIRASSOLANDIA";-;-;-;-;-;1;-;1
"353070 MOGI GUACU";1;-;-;-;-;-;-;1
"353080 MOGI MIRIM";-;-;1;-;-;-;-;1
"353140 MONTE APRAZIVEL";-;-;-;-;1;-;-;1
"353270 NIPOA";-;-;-;-;-;1;-;1
"353300 NOVA GRANADA";-;1;-;-;1;-;-;2
"353325 NOVAIS";-;1;-;-;-;-;-;1
"353410 ORIENTE";1;-;-;-;-;-;-;1
"353420 ORINDIUVA";-;-;3;-;-;-;-;3
"353440 OSASCO";6;3;6;1;1;1;-;18
"353470 OURINHOS";-;2;-;-;1;1;-;4
"353510 PALMARES PAULISTA";-;1;-;-;-;-;-;1
"353570 PARAISO";-;1;-;-;-;-;-;1
"353590 PARANAPUA";1;-;-;-;-;-;-;1
"353610 PARDINHO";-;-;-;1;-;-;-;1
"353650 PAULINIA";-;-;-;-;1;-;-;1
"353660 PAULO DE FARIA";-;-;-;-;-;1;-;1
"353690 PEDRANOPOLIS";-;-;-;-;1;-;-;1
"353710 PEDREIRA";1;-;-;-;-;-;-;1
"353740 PEREIRA BARRETO";-;1;-;-;-;-;-;1
"353800 PINDAMONHANGABA";-;-;2;-;1;-;-;3
"353810 PINDORAMA";1;1;-;-;1;-;-;3
"353850 PIQUETE";-;-;-;-;1;-;-;1
"353900 PIRANGI";-;-;-;-;1;-;-;1
"353960 PLANALTO";-;-;1;-;-;-;-;1
"353980 POA";-;-;-;-;1;-;-;1
"354000 POMPEIA";1;-;-;-;-;-;-;1
"354040 POPULINA";-;-;-;-;-;1;-;1
"354075 POTIM";-;1;-;-;-;-;-;1
"354100 PRAIA GRANDE";1;1;-;-;-;-;-;2
"354140 PRESIDENTE PRUDENTE";-;2;-;-;1;-;-;3
"354150 PRESIDENTE VENCESLAU";-;-;-;-;1;-;-;1
"354240 REGENTE FEIJO";-;1;-;-;-;-;-;1
"354260 REGISTRO";-;-;1;-;1;-;-;2
"354340 RIBEIRAO PRETO";1;-;2;1;1;2;-;7
"354480 SALES";2;-;-;-;3;-;-;5
"354560 SANTA ADELIA";-;1;-;1;-;-;-;2
"354580 SANTA BARBARA D'OESTE";-;-;-;-;-;1;-;1
"354660 SANTA FE DO SUL";2;-;-;-;-;-;-;2
"354730 SANTANA DE PARNAIBA";-;-;-;-;1;1;-;2
"354870 SAO BERNARDO DO CAMPO";-;1;1;1;1;1;-;5
"354890 SAO CARLOS";1;1;1;1;4;1;-;9
"354960 SAO JOSE DO BARREIRO";2;-;-;-;-;-;-;2
"354980 SAO JOSE DO RIO PRETO";1;1;3;1;3;3;-;12
"354990 SAO JOSE DOS CAMPOS";1;1;1;2;2;-;-;7
"355010 SAO MANUEL";-;1;1;-;-;-;-;2
"355030 SAO PAULO";20;18;23;24;27;16;2;130
"355070 SAO SEBASTIAO";-;1;-;-;-;1;-;2
"355100 SAO VICENTE";-;-;-;1;-;-;-;1
"355150 SERRANA";-;-;-;1;-;-;-;1
"355160 SERRA NEGRA";-;-;-;-;1;-;-;1
"355220 SOROCABA";-;-;1;-;-;-;-;1
"355240 SUMARE";-;-;-;1;-;-;-;1
"355250 SUZANO";-;-;-;-;-;1;-;1
"355270 TABATINGA";1;-;-;-;-;-;-;1
"355320 TAIUVA";-;-;-;1;-;-;-;1
"355340 TANABI";1;-;1;-;3;1;-;6
"355380 TAQUARITUBA";-;-;-;-;-;1;-;1
"355395 TARUMA";-;-;-;-;2;1;-;3
"355400 TATUI";-;2;-;-;-;-;-;2
"355410 TAUBATE";-;-;-;-;1;-;-;1
"355500 TUPA";-;-;-;1;-;-;-;1
"355510 TUPI PAULISTA";1;-;-;-;-;-;-;1
"355540 UBATUBA";-;-;-;-;1;-;-;1
"355580 URANIA";1;-;1;-;-;-;-;2
"355620 VALINHOS";-;-;-;-;-;1;-;1
"355710 VOTUPORANGA";-;1;-;-;1;-;-;2
"410040 ALMIRANTE TAMANDARE";-;1;-;-;3;-;1;5
"410100 AMPERE";-;-;-;-;-;-;1;1
"410140 APUCARANA";-;-;-;1;-;-;-;1
"410150 ARAPONGAS";1;-;-;-;-;-;-;1
"410180 ARAUCARIA";-;-;-;-;1;-;-;1
"410275 BELA VISTA DA CAROBA";-;-;-;-;-;1;-;1
"410290 BITURUNA";-;-;1;-;-;-;-;1
"410302 BOA ESPERANCA DO IGUACU";1;-;-;-;-;-;-;1
"410305 BOA VISTA DA APARECIDA";-;-;1;-;-;-;-;1
"410310 BOCAIUVA DO SUL";-;-;1;-;-;-;-;1
"410400 CAMPINA GRANDE DO SUL";-;-;-;1;2;-;-;3
"410450 CAPANEMA";1;-;-;-;-;-;-;1
"410480 CASCAVEL";-;-;2;1;7;5;-;15
"410490 CASTRO";-;-;1;-;-;-;-;1
"410520 CERRO AZUL";-;-;1;-;-;-;-;1
"410580 COLOMBO";1;1;-;-;3;-;-;5
"410690 CURITIBA";1;3;7;2;1;1;-;15
"410715 DIAMANTE D'OESTE";-;-;-;1;-;-;-;1
"410720 DOIS VIZINHOS";1;-;-;-;-;-;-;1
"410725 DOURADINA";-;-;-;-;1;-;-;1
"410754 ESPIGAO ALTO DO IGUACU";-;-;-;1;-;-;-;1
"410790 FLORESTA";-;-;1;-;-;-;-;1
"410840 FRANCISCO BELTRAO";1;-;-;-;2;1;-;4
"410980 IBIPORA";-;-;-;1;-;-;-;1
"411060 IPORA";-;-;-;-;-;1;-;1
"411065 IRACEMA DO OESTE";-;-;-;-;1;-;-;1
"411070 IRATI";-;-;-;-;1;1;-;2
"411125 ITAPERUCU";-;-;-;-;-;1;-;1
"411330 LARANJEIRAS DO SUL";-;1;-;-;-;-;-;1
"411370 LONDRINA";4;3;1;1;-;-;-;9
"411670 NOVA AURORA";-;-;1;-;-;-;-;1
"411720 NOVA OLIMPIA";-;-;-;-;-;1;-;1
"411745 OURO VERDE DO OESTE";-;-;1;1;-;-;-;2
"411790 PALOTINA";-;-;-;-;1;-;-;1
"411850 PATO BRANCO";1;-;-;-;-;-;-;1
"411880 PEABIRU";-;-;1;-;-;-;-;1
"411890 PEROLA";-;-;-;-;-;2;-;2
"411915 PINHAIS";-;1;-;-;-;-;-;1
"411950 PIRAQUARA";1;1;1;2;-;5;-;10
"411980 PLANALTO";2;-;-;-;-;-;-;2
"411995 PONTAL DO PARANA";-;-;-;-;1;-;-;1
"412090 QUEDAS DO IGUACU";1;-;1;1;-;-;-;3
"412100 QUERENCIA DO NORTE";-;-;-;-;1;-;-;1
"412120 QUITANDINHA";1;-;-;-;-;-;-;1
"412140 REALEZA";-;-;-;-;1;-;-;1
"412190 RIBEIRAO DO PINHAL";-;-;-;-;-;1;-;1
"412280 SALGADO FILHO";1;-;-;-;-;-;-;1
"412520 SAO JORGE D'OESTE";-;-;-;-;1;-;-;1
"412550 SAO JOSE DOS PINHAIS";1;-;2;3;-;1;-;7
"412560 SAO MATEUS DO SUL";1;-;-;-;-;-;-;1
"412770 TOLEDO";-;-;1;-;-;2;-;3
"412785 TRES BARRAS DO PARANA";-;-;-;-;2;-;-;2
"412810 UMUARAMA";-;-;-;-;-;2;-;2
"412860 VERE";-;-;-;2;-;-;-;2
"420070 ALFREDO WAGNER";-;-;1;-;-;-;-;1
"420125 APIUNA";-;-;-;-;1;-;-;1
"420130 ARAQUARI";1;2;-;1;-;1;-;5
"420140 ARARANGUA";-;-;1;-;1;-;-;2
"420150 ARMAZEM";-;-;-;-;-;1;-;1
"420200 BALNEARIO CAMBORIU";-;-;-;-;-;2;-;2
"420205 BALNEARIO BARRA DO SUL";-;1;-;-;-;-;-;1
"420208 BANDEIRANTE";-;-;-;-;1;-;-;1
"420230 BIGUACU";1;-;-;-;-;1;-;2
"420240 BLUMENAU";1;5;1;-;2;1;1;11
"420245 BOMBINHAS";1;-;1;-;-;-;-;2
"420280 BRACO DO NORTE";-;-;-;-;-;1;-;1
"420290 BRUSQUE";-;1;-;-;-;-;-;1
"420320 CAMBORIU";1;-;-;-;-;1;-;2
"420420 CHAPECO";-;-;-;-;-;1;-;1
"420445 CORONEL MARTINS";-;-;-;-;1;-;-;1
"420450 CORUPA";-;1;-;-;-;1;-;2
"420460 CRICIUMA";1;2;1;-;-;1;-;5
"420540 FLORIANOPOLIS";3;2;-;1;3;1;-;10
"420545 FORQUILHINHA";-;-;-;-;-;2;-;2
"420550 FRAIBURGO";-;-;1;-;-;1;-;2
"420570 GAROPABA";1;-;-;-;-;-;-;1
"420580 GARUVA";1;-;-;-;-;1;-;2
"420590 GASPAR";1;1;1;-;-;1;-;4
"420650 GUARAMIRIM";-;2;-;-;1;-;-;3
"420730 IMBITUBA";-;1;1;1;3;1;-;7
"420750 INDAIAL";-;-;-;-;-;1;-;1
"420820 ITAJAI";3;-;-;2;-;-;-;5
"420830 ITAPEMA";-;-;2;1;3;-;-;6
"420890 JARAGUA DO SUL";-;-;-;-;1;-;-;1
"420895 JARDINOPOLIS";-;1;1;-;-;-;-;2
"420910 JOINVILLE";4;3;-;2;2;9;-;20
"420930 LAGES";1;-;-;-;-;-;-;1
"421000 LUIZ ALVES";-;2;-;-;-;-;-;2
"421050 MARAVILHA";-;1;-;-;-;-;-;1
"421120 MORRO DA FUMACA";-;-;-;1;-;-;-;1
"421130 NAVEGANTES";-;-;-;-;2;-;-;2
"421190 PALHOCA";-;1;-;1;-;3;-;5
"421200 PALMA SOLA";-;-;-;-;1;-;-;1
"421380 PRAIA GRANDE";1;-;-;-;-;-;-;1
"421470 RIO DOS CEDROS";-;-;-;-;1;-;-;1
"421568 SANTA TEREZINHA DO PROGRESSO";-;-;-;-;-;1;-;1
"421570 SANTO AMARO DA IMPERATRIZ";-;-;-;-;-;1;-;1
"421630 SAO JOAO BATISTA";-;-;-;1;1;1;2;5
"421660 SAO JOSE";1;1;-;-;3;3;1;9
"421760 SIDEROPOLIS";-;1;-;-;1;-;-;2
"421770 SOMBRIO";1;-;-;-;-;-;-;1
"421800 TIJUCAS";1;-;-;1;-;-;1;3
"421820 TIMBO";-;-;-;-;-;-;1;1
"421830 TRES BARRAS";-;-;-;-;1;-;-;1
"421835 TREVISO";-;-;-;2;-;-;-;2
"421880 TURVO";-;-;-;1;-;-;-;1
"421900 URUSSANGA";-;-;-;-;1;-;-;1
