2022
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Em Branco/ign";"Total"
"130310 NOVA OLINDA DO NORTE";42;42
"130320 NOVO AIRAO";28;28
"130330 NOVO ARIPUANA";4;4
"130340 PARINTINS";168;168
"130350 PAUINI";31;31
"130353 PRESIDENTE FIGUEIREDO";42;42
"130356 RIO PRETO DA EVA";50;50
"130360 SANTA ISABEL DO RIO NEGRO";9;9
"130370 SANTO ANTONIO DO ICA";10;10
"130380 SAO GABRIEL DA CACHOEIRA";28;28
"130390 SAO PAULO DE OLIVENCA";12;12
"130395 SAO SEBASTIAO DO UATUMA";13;13
"130400 SILVES";12;12
"130406 TABATINGA";71;71
"130410 TAPAUA";12;12
"130420 TEFE";51;51
"130423 TONANTINS";7;7
"130426 UARINI";9;9
"130430 URUCARA";9;9
"130440 URUCURITUBA";27;27
"140002 AMAJARI";2;2
"140005 ALTO ALEGRE";9;9
"140010 BOA VISTA";931;931
"140015 BONFIM";12;12
"140017 CANTA";19;19
"140020 CARACARAI";35;35
"140023 CAROEBE";7;7
"140028 IRACEMA";20;20
"140030 MUCAJAI";59;59
"140040 NORMANDIA";6;6
"140045 PACARAIMA";72;72
"140047 RORAINOPOLIS";47;47
"140050 SAO JOAO DA BALIZA";9;9
"140060 SAO LUIZ";19;19
"140070 UIRAMUTA";6;6
" MUNICIPIO IGNORADO - PA";1;1
"150010 ABAETETUBA";152;152
"150013 ABEL FIGUEIREDO";3;3
"150020 ACARA";18;18
"150030 AFUA";23;23
"150034 AGUA AZUL DO NORTE";6;6
"150040 ALENQUER";20;20
"150050 ALMEIRIM";3;3
"150060 ALTAMIRA";119;119
"150070 ANAJAS";47;47
"150080 ANANINDEUA";507;507
"150085 ANAPU";8;8
"150090 AUGUSTO CORREA";5;5
"150095 AURORA DO PARA";14;14
"150100 AVEIRO";9;9
"150110 BAGRE";16;16
"150120 BAIAO";32;32
"150125 BANNACH";7;7
"150130 BARCARENA";72;72
"150140 BELEM";962;962
"150145 BELTERRA";6;6
"150150 BENEVIDES";99;99
"150157 BOM JESUS DO TOCANTINS";1;1
"150160 BONITO";2;2
"150170 BRAGANCA";141;141
"150172 BRASIL NOVO";18;18
"150178 BREU BRANCO";29;29
"150180 BREVES";39;39
"150190 BUJARU";27;27
"150195 CACHOEIRA DO PIRIA";13;13
"150200 CACHOEIRA DO ARARI";3;3
"150210 CAMETA";114;114
"150215 CANAA DOS CARAJAS";42;42
"150220 CAPANEMA";120;120
"150230 CAPITAO POCO";60;60
"150240 CASTANHAL";108;108
"150250 CHAVES";6;6
"150260 COLARES";3;3
"150270 CONCEICAO DO ARAGUAIA";7;7
"150275 CONCORDIA DO PARA";7;7
"150276 CUMARU DO NORTE";4;4
"150277 CURIONOPOLIS";16;16
"150280 CURRALINHO";12;12
"150285 CURUA";11;11
"150290 CURUCA";21;21
"150293 DOM ELISEU";20;20
"150295 ELDORADO DOS CARAJAS";49;49
"150300 FARO";12;12
"150304 FLORESTA DO ARAGUAIA";20;20
"150307 GARRAFAO DO NORTE";18;18
"150309 GOIANESIA DO PARA";24;24
"150320 IGARAPE-ACU";12;12
"150330 IGARAPE-MIRI";75;75
"150340 INHANGAPI";1;1
"150345 IPIXUNA DO PARA";66;66
"150350 IRITUIA";16;16
"150360 ITAITUBA";119;119
"150370 ITUPIRANGA";16;16
"150375 JACAREACANGA";19;19
"150380 JACUNDA";48;48
"150390 JURUTI";70;70
"150400 LIMOEIRO DO AJURU";34;34
"150405 MAE DO RIO";12;12
"150410 MAGALHAES BARATA";10;10
"150420 MARABA";467;467
"150430 MARACANA";17;17
"150440 MARAPANIM";3;3
"150442 MARITUBA";29;29
"150445 MEDICILANDIA";43;43
"150450 MELGACO";6;6
"150460 MOCAJUBA";18;18
"150470 MOJU";35;35
"150475 MOJUI DOS CAMPOS";4;4
"150480 MONTE ALEGRE";14;14
"150490 MUANA";1;1
"150495 NOVA ESPERANCA DO PIRIA";2;2
"150497 NOVA IPIXUNA";3;3
"150500 NOVA TIMBOTEUA";3;3
"150503 NOVO PROGRESSO";19;19
"150506 NOVO REPARTIMENTO";65;65
"150510 OBIDOS";9;9
"150520 OEIRAS DO PARA";32;32
"150530 ORIXIMINA";1;1
"150540 OUREM";9;9
"150543 OURILANDIA DO NORTE";11;11
"150548 PACAJA";25;25
"150549 PALESTINA DO PARA";3;3
"150550 PARAGOMINAS";172;172
"150553 PARAUAPEBAS";416;416
"150555 PAU D'ARCO";4;4
"150560 PEIXE-BOI";3;3
"150565 PLACAS";9;9
"150570 PONTA DE PEDRAS";32;32
"150580 PORTEL";2;2
"150590 PORTO DE MOZ";8;8
"150600 PRAINHA";15;15
"150610 PRIMAVERA";6;6
"150611 QUATIPURU";28;28
"150613 REDENCAO";60;60
"150616 RIO MARIA";11;11
"150618 RONDON DO PARA";5;5
"150619 RUROPOLIS";18;18
"150620 SALINOPOLIS";144;144
"150630 SALVATERRA";14;14
"150635 SANTA BARBARA DO PARA";18;18
"150640 SANTA CRUZ DO ARARI";3;3
"150650 SANTA IZABEL DO PARA";2;2
"150655 SANTA LUZIA DO PARA";24;24
"150660 SANTA MARIA DO PARA";10;10
"150670 SANTANA DO ARAGUAIA";85;85
"150680 SANTAREM";513;513
"150690 SANTAREM NOVO";1;1
"150700 SANTO ANTONIO DO TAUA";2;2
"150715 SAO DOMINGOS DO ARAGUAIA";9;9
"150720 SAO DOMINGOS DO CAPIM";4;4
"150730 SAO FELIX DO XINGU";171;171
"150740 SAO FRANCISCO DO PARA";1;1
"150745 SAO GERALDO DO ARAGUAIA";19;19
"150746 SAO JOAO DA PONTA";1;1
"150747 SAO JOAO DE PIRABAS";46;46
"150750 SAO JOAO DO ARAGUAIA";8;8
"150760 SAO MIGUEL DO GUAMA";21;21
"150770 SAO SEBASTIAO DA BOA VISTA";32;32
"150775 SAPUCAIA";4;4
"150780 SENADOR JOSE PORFIRIO";7;7
"150790 SOURE";2;2
"150795 TAILANDIA";76;76
"150797 TERRA SANTA";35;35
"150800 TOME-ACU";59;59
"150803 TRACUATEUA";45;45
"150805 TRAIRAO";17;17
"150808 TUCUMA";43;43
"150810 TUCURUI";91;91
"150812 ULIANOPOLIS";2;2
"150815 URUARA";3;3
"150820 VIGIA";42;42
"150830 VISEU";12;12
"150835 VITORIA DO XINGU";21;21
"150840 XINGUARA";115;115
"160005 SERRA DO NAVIO";2;2
"160010 AMAPA";5;5
"160015 PEDRA BRANCA DO AMAPARI";8;8
"160020 CALCOENE";13;13
"160021 CUTIAS";4;4
"160023 FERREIRA GOMES";4;4
"160025 ITAUBAL";2;2
"160027 LARANJAL DO JARI";47;47
"160030 MACAPA";1172;1172
"160040 MAZAGAO";19;19
"160050 OIAPOQUE";26;26
"160053 PORTO GRANDE";18;18
"160055 PRACUUBA";3;3
"160060 SANTANA";118;118
"160070 TARTARUGALZINHO";22;22
"160080 VITORIA DO JARI";5;5
"170025 ABREULANDIA";3;3
"170030 AGUIARNOPOLIS";9;9
"170035 ALIANCA DO TOCANTINS";3;3
"170070 ALVORADA";1;1
"170100 ANANAS";23;23
"170105 ANGICO";2;2
"170110 APARECIDA DO RIO NEGRO";4;4
"170130 ARAGOMINAS";7;7
"170200 ARAGUACU";3;3
"170210 ARAGUAINA";305;305
"170215 ARAGUANA";3;3
"170220 ARAGUATINS";32;32
"170230 ARAPOEMA";10;10
"170240 ARRAIAS";2;2
"170255 AUGUSTINOPOLIS";128;128
"170290 AXIXA DO TOCANTINS";4;4
"170300 BABACULANDIA";4;4
"170305 BANDEIRANTES DO TOCANTINS";1;1
"170307 BARRA DO OURO";1;1
"170310 BARROLANDIA";7;7
"170330 BOM JESUS DO TOCANTINS";9;9
"170370 BREJINHO DE NAZARE";5;5
"170380 BURITI DO TOCANTINS";4;4
"170382 CACHOEIRINHA";1;1
"170384 CAMPOS LINDOS";4;4
"170386 CARIRI DO TOCANTINS";3;3
"170389 CARRASCO BONITO";12;12
"170390 CASEARA";1;1
"170410 CENTENARIO";2;2
"170510 CHAPADA DA NATIVIDADE";3;3
"170550 COLINAS DO TOCANTINS";43;43
"170555 COMBINADO";2;2
"170560 CONCEICAO DO TOCANTINS";8;8
"170600 COUTO MAGALHAES";1;1
"170610 CRISTALANDIA";1;1
"170625 CRIXAS DO TOCANTINS";2;2
"170650 DARCINOPOLIS";1;1
"170700 DIANOPOLIS";5;5
"170710 DIVINOPOLIS DO TOCANTINS";3;3
"170720 DOIS IRMAOS DO TOCANTINS";3;3
"170730 DUERE";3;3
"170740 ESPERANTINA";2;2
"170755 FATIMA";2;2
"170765 FIGUEIROPOLIS";2;2
"170770 FILADELFIA";1;1
"170820 FORMOSO DO ARAGUAIA";6;6
"170825 FORTALEZA DO TABOCAO";5;5
"170830 GOIANORTE";2;2
"170900 GOIATINS";21;21
"170930 GUARAI";31;31
"170950 GURUPI";52;52
"171050 ITACAJA";8;8
"171070 ITAGUATINS";2;2
"171090 ITAPIRATINS";4;4
"171110 ITAPORA DO TOCANTINS";2;2
"171190 LAGOA DA CONFUSAO";31;31
"171195 LAGOA DO TOCANTINS";1;1
"171200 LAJEADO";3;3
"171215 LAVANDEIRA";8;8
"171245 LUZINOPOLIS";3;3
"171250 MARIANOPOLIS DO TOCANTINS";1;1
"171280 MAURILANDIA DO TOCANTINS";1;1
"171320 MIRACEMA DO TOCANTINS";23;23
"171330 MIRANORTE";14;14
"171360 MONTE DO CARMO";10;10
"171370 MONTE SANTO DO TOCANTINS";4;4
"171380 PALMEIRAS DO TOCANTINS";1;1
"171395 MURICILANDIA";1;1
"171420 NATIVIDADE";5;5
"171488 NOVA OLINDA";18;18
"171500 NOVA ROSALANDIA";6;6
"171510 NOVO ACORDO";1;1
"171525 NOVO JARDIM";1;1
"171550 OLIVEIRA DE FATIMA";2;2
"171570 PALMEIRANTE";2;2
"171575 PALMEIROPOLIS";6;6
"171610 PARAISO DO TOCANTINS";38;38
"171620 PARANA";12;12
"171650 PEDRO AFONSO";15;15
"171660 PEIXE";9;9
"171670 COLMEIA";6;6
"171700 PINDORAMA DO TOCANTINS";2;2
"171720 PIRAQUE";2;2
"171750 PIUM";10;10
"171780 PONTE ALTA DO BOM JESUS";5;5
"171790 PONTE ALTA DO TOCANTINS";7;7
"171820 PORTO NACIONAL";152;152
"171830 PRAIA NORTE";4;4
"171840 PRESIDENTE KENNEDY";1;1
"171845 PUGMIL";2;2
"171850 RECURSOLANDIA";3;3
"171855 RIACHINHO";3;3
"171865 RIO DA CONCEICAO";1;1
"171870 RIO DOS BOIS";6;6
"171875 RIO SONO";1;1
"171880 SAMPAIO";7;7
"171884 SANDOLANDIA";2;2
"171886 SANTA FE DO ARAGUAIA";2;2
"171888 SANTA MARIA DO TOCANTINS";2;2
"171889 SANTA RITA DO TOCANTINS";1;1
"171900 SANTA TEREZA DO TOCANTINS";1;1
"172000 SANTA TEREZINHA DO TOCANTINS";2;2
"172010 SAO BENTO DO TOCANTINS";5;5
"172015 SAO FELIX DO TOCANTINS";2;2
"172020 SAO MIGUEL DO TOCANTINS";6;6
"172030 SAO SEBASTIAO DO TOCANTINS";1;1
"172049 SAO VALERIO";3;3
"172065 SILVANOPOLIS";7;7
"172080 SITIO NOVO DO TOCANTINS";4;4
"172090 TAGUATINGA";14;14
"172093 TAIPAS DO TOCANTINS";5;5
"172097 TALISMA";1;1
"172100 PALMAS";1230;1230
"172110 TOCANTINIA";3;3
"172120 TOCANTINOPOLIS";10;10
"172125 TUPIRAMA";3;3
"172208 WANDERLANDIA";13;13
"172210 XAMBIOA";4;4
"210005 ACAILANDIA";6;6
"210020 ALCANTARA";23;23
"210030 ALDEIAS ALTAS";15;15
"210043 ALTO ALEGRE DO MARANHAO";27;27
"210047 ALTO ALEGRE DO PINDARE";15;15
"210050 ALTO PARNAIBA";3;3
"210055 AMAPA DO MARANHAO";1;1
"210060 AMARANTE DO MARANHAO";19;19
"210070 ANAJATUBA";1;1
"210080 ANAPURUS";1;1
"210083 APICUM-ACU";61;61
"210087 ARAGUANA";1;1
"210090 ARAIOSES";9;9
"210095 ARAME";26;26
"210100 ARARI";7;7
"210110 AXIXA";2;2
"210120 BACABAL";5;5
"210125 BACABEIRA";2;2
"210135 BACURITUBA";14;14
"210140 BALSAS";43;43
"210150 BARAO DE GRAJAU";4;4
"210160 BARRA DO CORDA";16;16
"210170 BARREIRINHAS";38;38
"210177 BELA VISTA DO MARANHAO";12;12
"210190 BEQUIMAO";1;1
"210193 BERNARDO DO MEARIM";4;4
"210200 BOM JARDIM";10;10
"210203 BOM JESUS DAS SELVAS";5;5
"210210 BREJO";4;4
"210220 BURITI";3;3
"210232 BURITICUPU";35;35
"210235 BURITIRANA";1;1
"210240 CAJAPIO";2;2
"210250 CAJARI";6;6
"210255 CAMPESTRE DO MARANHAO";5;5
"210260 CANDIDO MENDES";13;13
"210270 CANTANHEDE";12;12
"210280 CAROLINA";10;10
"210290 CARUTAPERA";13;13
"210300 CAXIAS";116;116
"210312 CENTRAL DO MARANHAO";1;1
"210315 CENTRO DO GUILHERME";2;2
"210317 CENTRO NOVO DO MARANHAO";1;1
"210320 CHAPADINHA";99;99
"210330 CODO";194;194
"210340 COELHO NETO";32;32
"210350 COLINAS";13;13
"210360 COROATA";56;56
"210370 CURURUPU";14;14
"210375 DAVINOPOLIS";22;22
"210380 DOM PEDRO";4;4
"210390 DUQUE BACELAR";9;9
"210400 ESPERANTINOPOLIS";1;1
"210405 ESTREITO";10;10
"210407 FEIRA NOVA DO MARANHAO";6;6
"210409 FORMOSA DA SERRA NEGRA";1;1
"210410 FORTALEZA DOS NOGUEIRAS";6;6
"210420 FORTUNA";3;3
"210430 GODOFREDO VIANA";1;1
"210440 GONCALVES DIAS";1;1
"210460 GOVERNADOR EUGENIO BARROS";2;2
"210467 GOVERNADOR NUNES FREIRE";13;13
"210470 GRACA ARANHA";2;2
"210480 GRAJAU";81;81
"210500 HUMBERTO DE CAMPOS";4;4
"210510 ICATU";5;5
"210515 IGARAPE DO MEIO";1;1
"210520 IGARAPE GRANDE";5;5
"210530 IMPERATRIZ";6;6
"210540 ITAPECURU MIRIM";105;105
"210542 ITINGA DO MARANHAO";1;1
"210545 JATOBA";2;2
"210547 JENIPAPO DOS VIEIRAS";3;3
"210550 JOAO LISBOA";1;1
"210560 JOSELANDIA";6;6
"210570 LAGO DA PEDRA";4;4
"210590 LAGO VERDE";9;9
"210594 LAGO DOS RODRIGUES";1;1
"210596 LAGOA GRANDE DO MARANHAO";1;1
"210598 LAJEADO NOVO";4;4
"210600 LIMA CAMPOS";2;2
"210620 LUIS DOMINGUES";2;2
"210630 MAGALHAES DE ALMEIDA";8;8
"210632 MARACACUME";11;11
"210637 MARANHAOZINHO";1;1
"210640 MATA ROMA";6;6
"210650 MATINHA";2;2
"210660 MATOES";28;28
"210663 MATOES DO NORTE";4;4
"210667 MILAGRES DO MARANHAO";1;1
"210670 MIRADOR";2;2
"210675 MIRANDA DO NORTE";47;47
"210690 MONCAO";8;8
"210700 MONTES ALTOS";6;6
"210710 MORROS";4;4
"210720 NINA RODRIGUES";3;3
"210735 NOVA OLINDA DO MARANHAO";1;1
"210740 OLHO D'AGUA DAS CUNHAS";5;5
"210745 OLINDA NOVA DO MARANHAO";5;5
"210750 PACO DO LUMIAR";156;156
"210770 PARAIBANO";7;7
"210780 PARNARAMA";3;3
"210790 PASSAGEM FRANCA";3;3
"210800 PASTOS BONS";1;1
"210805 PAULINO NEVES";5;5
"210810 PAULO RAMOS";3;3
"210820 PEDREIRAS";9;9
"210825 PEDRO DO ROSARIO";3;3
"210830 PENALVA";12;12
"210840 PERI MIRIM";5;5
"210845 PERITORO";2;2
"210850 PINDARE-MIRIM";3;3
"210860 PINHEIRO";47;47
"210870 PIO XII";2;2
"210880 PIRAPEMAS";5;5
"210890 POCAO DE PEDRAS";1;1
"210900 PORTO FRANCO";11;11
"210910 PRESIDENTE DUTRA";8;8
"210920 PRESIDENTE JUSCELINO";3;3
"210927 PRESIDENTE SARNEY";12;12
"210930 PRESIDENTE VARGAS";1;1
"210940 PRIMEIRA CRUZ";1;1
"210945 RAPOSA";19;19
"210950 RIACHAO";1;1
"210955 RIBAMAR FIQUENE";1;1
"210960 ROSARIO";14;14
"210980 SANTA HELENA";13;13
"210990 SANTA INES";80;80
"211000 SANTA LUZIA";20;20
"211003 SANTA LUZIA DO PARUA";4;4
"211010 SANTA QUITERIA DO MARANHAO";9;9
"211020 SANTA RITA";2;2
"211023 SANTANA DO MARANHAO";3;3
"211027 SANTO AMARO DO MARANHAO";2;2
"211030 SANTO ANTONIO DOS LOPES";2;2
"211040 SAO BENEDITO DO RIO PRETO";2;2
"211050 SAO BENTO";12;12
"211060 SAO BERNARDO";8;8
"211070 SAO DOMINGOS DO MARANHAO";2;2
"211080 SAO FELIX DE BALSAS";1;1
"211085 SAO FRANCISCO DO BREJAO";5;5
"211090 SAO FRANCISCO DO MARANHAO";2;2
"211102 SAO JOAO DO CARU";4;4
"211105 SAO JOAO DO PARAISO";3;3
"211110 SAO JOAO DOS PATOS";3;3
"211120 SAO JOSE DE RIBAMAR";552;552
"211125 SAO JOSE DOS BASILIOS";2;2
"211130 SAO LUIS";1686;1686
"211140 SAO LUIS GONZAGA DO MARANHAO";3;3
"211150 SAO MATEUS DO MARANHAO";9;9
"211153 SAO PEDRO DA AGUA BRANCA";3;3
"211157 SAO PEDRO DOS CRENTES";2;2
"211160 SAO RAIMUNDO DAS MANGABEIRAS";20;20
"211170 SAO VICENTE FERRER";1;1
"211172 SATUBINHA";4;4
"211176 SENADOR LA ROCQUE";5;5
"211178 SERRANO DO MARANHAO";1;1
"211180 SITIO NOVO";1;1
"211200 TASSO FRAGOSO";1;1
"211210 TIMBIRAS";2;2
"211220 TIMON";122;122
"211223 TRIZIDELA DO VALE";22;22
"211227 TUFILANDIA";1;1
"211230 TUNTUM";1;1
"211240 TURIACU";9;9
"211245 TURILANDIA";24;24
"211250 TUTOIA";19;19
"211260 URBANO SANTOS";4;4
"211270 VARGEM GRANDE";3;3
"211280 VIANA";45;45
"211285 VILA NOVA DOS MARTIRIOS";1;1
"211290 VITORIA DO MEARIM";17;17
"211300 VITORINO FREIRE";1;1
"211400 ZE DOCA";3;3
"220020 AGUA BRANCA";2;2
"220027 ALEGRETE DO PIAUI";1;1
"220040 ALTOS";18;18
"220045 ALVORADA DO GURGUEIA";2;2
"220050 AMARANTE";3;3
"220080 ANTONIO ALMEIDA";1;1
"220095 AROEIRAS DO ITAIM";2;2
"220120 BARRAS";5;5
"220130 BARREIRAS DO PIAUI";1;1
"220140 BARRO DURO";2;2
"220150 BATALHA";3;3
"220177 BOA HORA";2;2
"220180 BOCAINA";1;1
"220190 BOM JESUS";5;5
"220200 BURITI DOS LOPES";3;3
"220202 BURITI DOS MONTES";2;2
"220205 CABECEIRAS DO PIAUI";1;1
"220209 CALDEIRAO GRANDE DO PIAUI";1;1
"220211 CAMPO ALEGRE DO FIDALGO";1;1
"220217 CAMPO LARGO DO PIAUI";1;1
"220220 CAMPO MAIOR";26;26
"220253 CARAUBAS DO PIAUI";2;2
"220255 CARIDADE DO PIAUI";1;1
"220260 CASTELO DO PIAUI";1;1
"220270 COCAL";5;5
"220272 COCAL DOS ALVES";1;1
"220273 COIVARAS";3;3
"220275 COLONIA DO GURGUEIA";1;1
"220290 CORRENTE";4;4
"220300 CRISTALANDIA DO PIAUI";2;2
"220310 CRISTINO CASTRO";6;6
"220325 CURRALINHOS";2;2
"220330 DEMERVAL LOBAO";9;9
"220335 DIRCEU ARCOVERDE";2;2
"220340 DOM EXPEDITO LOPES";4;4
"220345 DOM INOCENCIO";2;2
"220350 ELESBAO VELOSO";1;1
"220360 ELISEU MARTINS";1;1
"220370 ESPERANTINA";23;23
"220390 FLORIANO";27;27
"220420 FRANCISCO SANTOS";1;1
"220430 FRONTEIRAS";1;1
"220435 GEMINIANO";2;2
"220440 GILBUES";3;3
"220465 ILHA GRANDE";11;11
"220470 INHUMA";3;3
"220480 IPIRANGA DO PIAUI";5;5
"220490 ISAIAS COELHO";2;2
"220500 ITAINOPOLIS";1;1
"220520 JAICOS";1;1
"220530 JERUMENHA";4;4
"220540 JOAQUIM PIRES";1;1
"220550 JOSE DE FREITAS";30;30
"220552 JULIO BORGES";3;3
"220554 LAGOINHA DO PIAUI";1;1
"220555 LAGOA ALEGRE";1;1
"220557 LAGOA DE SAO FRANCISCO";1;1
"220558 LAGOA DO PIAUI";1;1
"220570 LUIS CORREIA";19;19
"220580 LUZILANDIA";4;4
"220585 MADEIRO";2;2
"220595 MARCOLANDIA";2;2
"220605 MASSAPE DO PIAUI";2;2
"220610 MATIAS OLIMPIO";8;8
"220620 MIGUEL ALVES";6;6
"220650 MONSENHOR HIPOLITO";1;1
"220660 MONTE ALEGRE DO PIAUI";4;4
"220667 MORRO DO CHAPEU DO PIAUI";1;1
"220670 NAZARE DO PIAUI";1;1
"220672 NAZARIA";3;3
"220675 NOSSA SENHORA DE NAZARE";1;1
"220680 NOSSA SENHORA DOS REMEDIOS";1;1
"220700 OEIRAS";32;32
"220730 PAES LANDIM";2;2
"220735 PAJEU DO PIAUI";1;1
"220770 PARNAIBA";179;179
"220777 PATOS DO PIAUI";1;1
"220785 PAVUSSU";2;2
"220790 PEDRO II";11;11
"220800 PICOS";143;143
"220820 PIO IX";1;1
"220830 PIRACURUCA";3;3
"220840 PIRIPIRI";100;100
"220850 PORTO";2;2
"220865 QUEIMADA NOVA";1;1
"220880 REGENERACAO";1;1
"220887 RIBEIRA DO PIAUI";1;1
"220930 SANTA LUZ";1;1
"220940 SANTO ANTONIO DE LISBOA";2;2
"220945 SANTO ANTONIO DOS MILAGRES";1;1
"220990 SAO JOAO DA SERRA";1;1
"220995 SAO JOAO DA VARJOTA";1;1
"221000 SAO JOAO DO PIAUI";1;1
"221005 SAO JOSE DO DIVINO";1;1
"221020 SAO JOSE DO PIAUI";2;2
"221030 SAO JULIAO";1;1
"221040 SAO MIGUEL DO TAPUIO";1;1
"221050 SAO PEDRO DO PIAUI";4;4
"221060 SAO RAIMUNDO NONATO";6;6
"221070 SIMOES";6;6
"221080 SIMPLICIO MENDES";1;1
"221093 SUSSUAPARA";1;1
"221100 TERESINA";715;715
"221110 UNIAO";10;10
"221120 URUCUI";3;3
"221130 VALENCA DO PIAUI";3;3
"221150 VERA MENDES";4;4
"221170 WALL FERRAZ";1;1
"230010 ABAIARA";3;3
"230015 ACARAPE";13;13
"230020 ACARAU";23;23
"230030 ACOPIARA";9;9
"230040 AIUABA";6;6
"230050 ALCANTARAS";5;5
"230060 ALTANEIRA";2;2
"230070 ALTO SANTO";9;9
"230075 AMONTADA";12;12
"230080 ANTONINA DO NORTE";7;7
"230100 AQUIRAZ";103;103
"230110 ARACATI";45;45
"230120 ARACOIABA";7;7
"230125 ARARENDA";6;6
"230130 ARARIPE";2;2
"230140 ARATUBA";5;5
"230150 ARNEIROZ";5;5
"230160 ASSARE";1;1
"230170 AURORA";3;3
"230180 BAIXIO";1;1
"230185 BANABUIU";8;8
"230190 BARBALHA";16;16
"230195 BARREIRA";5;5
"230205 BARROQUINHA";5;5
"230210 BATURITE";16;16
"230220 BEBERIBE";20;20
"230230 BELA CRUZ";16;16
"230240 BOA VIAGEM";8;8
"230250 BREJO SANTO";8;8
"230260 CAMOCIM";79;79
"230270 CAMPOS SALES";4;4
"230280 CANINDE";28;28
"230290 CAPISTRANO";11;11
