2020
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Em Branco/ign";"Total"
"150500 NOVA TIMBOTEUA";6;6
"150503 NOVO PROGRESSO";53;53
"150506 NOVO REPARTIMENTO";91;91
"150510 OBIDOS";29;29
"150520 OEIRAS DO PARA";58;58
"150530 ORIXIMINA";2;2
"150540 OUREM";16;16
"150543 OURILANDIA DO NORTE";29;29
"150548 PACAJA";48;48
"150549 PALESTINA DO PARA";4;4
"150550 PARAGOMINAS";286;286
"150553 PARAUAPEBAS";702;702
"150555 PAU D'ARCO";5;5
"150560 PEIXE-BOI";8;8
"150563 PICARRA";7;7
"150565 PLACAS";9;9
"150570 PONTA DE PEDRAS";61;61
"150580 PORTEL";2;2
"150590 PORTO DE MOZ";19;19
"150600 PRAINHA";30;30
"150610 PRIMAVERA";8;8
"150611 QUATIPURU";36;36
"150613 REDENCAO";94;94
"150616 RIO MARIA";55;55
"150618 RONDON DO PARA";6;6
"150619 RUROPOLIS";22;22
"150620 SALINOPOLIS";351;351
"150630 SALVATERRA";24;24
"150635 SANTA BARBARA DO PARA";29;29
"150640 SANTA CRUZ DO ARARI";13;13
"150650 SANTA IZABEL DO PARA";12;12
"150655 SANTA LUZIA DO PARA";35;35
"150660 SANTA MARIA DO PARA";13;13
"150670 SANTANA DO ARAGUAIA";93;93
"150680 SANTAREM";1078;1078
"150690 SANTAREM NOVO";2;2
"150700 SANTO ANTONIO DO TAUA";4;4
"150710 SAO CAETANO DE ODIVELAS";4;4
"150715 SAO DOMINGOS DO ARAGUAIA";14;14
"150720 SAO DOMINGOS DO CAPIM";12;12
"150730 SAO FELIX DO XINGU";247;247
"150740 SAO FRANCISCO DO PARA";6;6
"150745 SAO GERALDO DO ARAGUAIA";34;34
"150746 SAO JOAO DA PONTA";1;1
"150747 SAO JOAO DE PIRABAS";112;112
"150750 SAO JOAO DO ARAGUAIA";13;13
"150760 SAO MIGUEL DO GUAMA";76;76
"150770 SAO SEBASTIAO DA BOA VISTA";57;57
"150775 SAPUCAIA";20;20
"150780 SENADOR JOSE PORFIRIO";10;10
"150790 SOURE";8;8
"150795 TAILANDIA";123;123
"150796 TERRA ALTA";2;2
"150797 TERRA SANTA";56;56
"150800 TOME-ACU";75;75
"150803 TRACUATEUA";105;105
"150805 TRAIRAO";38;38
"150808 TUCUMA";46;46
"150810 TUCURUI";122;122
"150812 ULIANOPOLIS";2;2
"150815 URUARA";3;3
"150820 VIGIA";56;56
"150830 VISEU";30;30
"150835 VITORIA DO XINGU";47;47
"150840 XINGUARA";253;253
"160005 SERRA DO NAVIO";3;3
"160010 AMAPA";18;18
"160015 PEDRA BRANCA DO AMAPARI";44;44
"160020 CALCOENE";13;13
"160021 CUTIAS";7;7
"160023 FERREIRA GOMES";7;7
"160025 ITAUBAL";3;3
"160027 LARANJAL DO JARI";141;141
"160030 MACAPA";1877;1877
"160040 MAZAGAO";31;31
"160050 OIAPOQUE";61;61
"160053 PORTO GRANDE";28;28
"160055 PRACUUBA";5;5
"160060 SANTANA";211;211
"160070 TARTARUGALZINHO";48;48
"160080 VITORIA DO JARI";21;21
"170025 ABREULANDIA";5;5
"170030 AGUIARNOPOLIS";12;12
"170035 ALIANCA DO TOCANTINS";4;4
"170040 ALMAS";1;1
"170070 ALVORADA";13;13
"170100 ANANAS";47;47
"170105 ANGICO";2;2
"170110 APARECIDA DO RIO NEGRO";12;12
"170130 ARAGOMINAS";17;17
"170190 ARAGUACEMA";6;6
"170200 ARAGUACU";15;15
"170210 ARAGUAINA";538;538
"170215 ARAGUANA";5;5
"170220 ARAGUATINS";70;70
"170230 ARAPOEMA";14;14
"170240 ARRAIAS";3;3
"170255 AUGUSTINOPOLIS";210;210
"170270 AURORA DO TOCANTINS";1;1
"170290 AXIXA DO TOCANTINS";7;7
"170300 BABACULANDIA";5;5
"170305 BANDEIRANTES DO TOCANTINS";1;1
"170307 BARRA DO OURO";1;1
"170310 BARROLANDIA";21;21
"170320 BERNARDO SAYAO";3;3
"170330 BOM JESUS DO TOCANTINS";29;29
"170370 BREJINHO DE NAZARE";10;10
"170380 BURITI DO TOCANTINS";9;9
"170382 CACHOEIRINHA";1;1
"170384 CAMPOS LINDOS";10;10
"170386 CARIRI DO TOCANTINS";6;6
"170388 CARMOLANDIA";2;2
"170389 CARRASCO BONITO";21;21
"170390 CASEARA";3;3
"170410 CENTENARIO";3;3
"170510 CHAPADA DA NATIVIDADE";3;3
"170550 COLINAS DO TOCANTINS";78;78
"170555 COMBINADO";2;2
"170560 CONCEICAO DO TOCANTINS";8;8
"170600 COUTO MAGALHAES";2;2
"170610 CRISTALANDIA";14;14
"170625 CRIXAS DO TOCANTINS";4;4
"170650 DARCINOPOLIS";1;1
"170700 DIANOPOLIS";7;7
"170710 DIVINOPOLIS DO TOCANTINS";10;10
"170720 DOIS IRMAOS DO TOCANTINS";3;3
"170730 DUERE";7;7
"170740 ESPERANTINA";6;6
"170755 FATIMA";5;5
"170765 FIGUEIROPOLIS";3;3
"170770 FILADELFIA";3;3
"170820 FORMOSO DO ARAGUAIA";21;21
"170825 FORTALEZA DO TABOCAO";15;15
"170830 GOIANORTE";4;4
"170900 GOIATINS";37;37
"170930 GUARAI";111;111
"170950 GURUPI";122;122
"170980 IPUEIRAS";2;2
"171050 ITACAJA";11;11
"171070 ITAGUATINS";2;2
"171090 ITAPIRATINS";16;16
"171110 ITAPORA DO TOCANTINS";7;7
"171190 LAGOA DA CONFUSAO";45;45
"171195 LAGOA DO TOCANTINS";3;3
"171200 LAJEADO";11;11
"171215 LAVANDEIRA";8;8
"171245 LUZINOPOLIS";9;9
"171250 MARIANOPOLIS DO TOCANTINS";7;7
"171280 MAURILANDIA DO TOCANTINS";3;3
"171320 MIRACEMA DO TOCANTINS";42;42
"171330 MIRANORTE";17;17
"171360 MONTE DO CARMO";15;15
"171370 MONTE SANTO DO TOCANTINS";5;5
"171380 PALMEIRAS DO TOCANTINS";2;2
"171395 MURICILANDIA";7;7
"171420 NATIVIDADE";5;5
"171430 NAZARE";1;1
"171488 NOVA OLINDA";24;24
"171500 NOVA ROSALANDIA";7;7
"171510 NOVO ACORDO";2;2
"171515 NOVO ALEGRE";2;2
"171525 NOVO JARDIM";2;2
"171550 OLIVEIRA DE FATIMA";4;4
"171570 PALMEIRANTE";3;3
"171575 PALMEIROPOLIS";6;6
"171610 PARAISO DO TOCANTINS";77;77
"171620 PARANA";17;17
"171650 PEDRO AFONSO";30;30
"171660 PEIXE";16;16
"171665 PEQUIZEIRO";3;3
"171670 COLMEIA";14;14
"171700 PINDORAMA DO TOCANTINS";2;2
"171720 PIRAQUE";5;5
"171750 PIUM";12;12
"171780 PONTE ALTA DO BOM JESUS";6;6
"171790 PONTE ALTA DO TOCANTINS";13;13
"171820 PORTO NACIONAL";247;247
"171830 PRAIA NORTE";4;4
"171840 PRESIDENTE KENNEDY";8;8
"171845 PUGMIL";4;4
"171850 RECURSOLANDIA";6;6
"171855 RIACHINHO";6;6
"171865 RIO DA CONCEICAO";1;1
"171870 RIO DOS BOIS";7;7
"171875 RIO SONO";1;1
"171880 SAMPAIO";16;16
"171884 SANDOLANDIA";7;7
"171886 SANTA FE DO ARAGUAIA";7;7
"171888 SANTA MARIA DO TOCANTINS";3;3
"171889 SANTA RITA DO TOCANTINS";1;1
"171900 SANTA TEREZA DO TOCANTINS";3;3
"172000 SANTA TEREZINHA DO TOCANTINS";3;3
"172010 SAO BENTO DO TOCANTINS";6;6
"172015 SAO FELIX DO TOCANTINS";2;2
"172020 SAO MIGUEL DO TOCANTINS";14;14
"172025 SAO SALVADOR DO TOCANTINS";1;1
"172030 SAO SEBASTIAO DO TOCANTINS";6;6
"172049 SAO VALERIO";12;12
"172065 SILVANOPOLIS";14;14
"172080 SITIO NOVO DO TOCANTINS";7;7
"172085 SUCUPIRA";3;3
"172090 TAGUATINGA";22;22
"172093 TAIPAS DO TOCANTINS";6;6
"172097 TALISMA";3;3
"172100 PALMAS";2200;2200
"172110 TOCANTINIA";6;6
"172120 TOCANTINOPOLIS";20;20
"172125 TUPIRAMA";7;7
"172208 WANDERLANDIA";19;19
"172210 XAMBIOA";8;8
"210005 ACAILANDIA";24;24
"210020 ALCANTARA";26;26
"210030 ALDEIAS ALTAS";20;20
"210043 ALTO ALEGRE DO MARANHAO";47;47
"210047 ALTO ALEGRE DO PINDARE";37;37
"210050 ALTO PARNAIBA";6;6
"210055 AMAPA DO MARANHAO";2;2
"210060 AMARANTE DO MARANHAO";25;25
"210070 ANAJATUBA";16;16
"210080 ANAPURUS";3;3
"210083 APICUM-ACU";79;79
"210087 ARAGUANA";5;5
"210090 ARAIOSES";12;12
"210095 ARAME";28;28
"210100 ARARI";12;12
"210110 AXIXA";5;5
"210120 BACABAL";7;7
"210125 BACABEIRA";8;8
"210130 BACURI";4;4
"210135 BACURITUBA";31;31
"210140 BALSAS";48;48
"210150 BARAO DE GRAJAU";4;4
"210160 BARRA DO CORDA";17;17
"210170 BARREIRINHAS";83;83
"210173 BELAGUA";1;1
"210177 BELA VISTA DO MARANHAO";17;17
"210180 BENEDITO LEITE";1;1
"210190 BEQUIMAO";3;3
"210193 BERNARDO DO MEARIM";4;4
"210200 BOM JARDIM";20;20
"210203 BOM JESUS DAS SELVAS";5;5
"210210 BREJO";7;7
"210215 BREJO DE AREIA";2;2
"210220 BURITI";9;9
"210232 BURITICUPU";64;64
"210235 BURITIRANA";2;2
"210237 CACHOEIRA GRANDE";3;3
"210240 CAJAPIO";2;2
"210250 CAJARI";7;7
"210255 CAMPESTRE DO MARANHAO";11;11
"210260 CANDIDO MENDES";16;16
"210270 CANTANHEDE";16;16
"210280 CAROLINA";32;32
"210290 CARUTAPERA";28;28
"210300 CAXIAS";275;275
"210310 CEDRAL";2;2
"210312 CENTRAL DO MARANHAO";1;1
"210315 CENTRO DO GUILHERME";4;4
"210317 CENTRO NOVO DO MARANHAO";1;1
"210320 CHAPADINHA";178;178
"210330 CODO";290;290
"210340 COELHO NETO";69;69
"210350 COLINAS";16;16
"210355 CONCEICAO DO LAGO-ACU";1;1
"210360 COROATA";101;101
"210370 CURURUPU";45;45
"210375 DAVINOPOLIS";26;26
"210380 DOM PEDRO";10;10
"210390 DUQUE BACELAR";16;16
"210400 ESPERANTINOPOLIS";1;1
"210405 ESTREITO";29;29
"210407 FEIRA NOVA DO MARANHAO";7;7
"210408 FERNANDO FALCAO";1;1
"210409 FORMOSA DA SERRA NEGRA";4;4
"210410 FORTALEZA DOS NOGUEIRAS";9;9
"210420 FORTUNA";7;7
"210430 GODOFREDO VIANA";2;2
"210440 GONCALVES DIAS";1;1
"210450 GOVERNADOR ARCHER";1;1
"210455 GOVERNADOR EDISON LOBAO";19;19
"210460 GOVERNADOR EUGENIO BARROS";2;2
"210467 GOVERNADOR NUNES FREIRE";15;15
"210470 GRACA ARANHA";2;2
"210480 GRAJAU";109;109
"210500 HUMBERTO DE CAMPOS";18;18
"210510 ICATU";9;9
"210515 IGARAPE DO MEIO";5;5
"210520 IGARAPE GRANDE";23;23
"210530 IMPERATRIZ";10;10
"210535 ITAIPAVA DO GRAJAU";2;2
"210540 ITAPECURU MIRIM";154;154
"210542 ITINGA DO MARANHAO";2;2
"210545 JATOBA";2;2
"210547 JENIPAPO DOS VIEIRAS";7;7
"210550 JOAO LISBOA";5;5
"210560 JOSELANDIA";8;8
"210565 JUNCO DO MARANHAO";2;2
"210570 LAGO DA PEDRA";6;6
"210580 LAGO DO JUNCO";1;1
"210590 LAGO VERDE";13;13
"210592 LAGOA DO MATO";3;3
"210594 LAGO DOS RODRIGUES";1;1
"210596 LAGOA GRANDE DO MARANHAO";2;2
"210598 LAJEADO NOVO";7;7
"210600 LIMA CAMPOS";4;4
"210620 LUIS DOMINGUES";19;19
"210630 MAGALHAES DE ALMEIDA";12;12
"210632 MARACACUME";24;24
"210635 MARAJA DO SENA";2;2
"210637 MARANHAOZINHO";1;1
"210640 MATA ROMA";10;10
"210650 MATINHA";2;2
"210660 MATOES";79;79
"210663 MATOES DO NORTE";16;16
"210667 MILAGRES DO MARANHAO";1;1
"210670 MIRADOR";2;2
"210675 MIRANDA DO NORTE";94;94
"210680 MIRINZAL";3;3
"210690 MONCAO";18;18
"210700 MONTES ALTOS";10;10
"210710 MORROS";4;4
"210720 NINA RODRIGUES";3;3
"210725 NOVA COLINAS";3;3
"210735 NOVA OLINDA DO MARANHAO";3;3
"210740 OLHO D'AGUA DAS CUNHAS";7;7
"210745 OLINDA NOVA DO MARANHAO";8;8
"210750 PACO DO LUMIAR";231;231
"210770 PARAIBANO";13;13
"210780 PARNARAMA";4;4
"210790 PASSAGEM FRANCA";7;7
"210800 PASTOS BONS";2;2
"210805 PAULINO NEVES";7;7
"210810 PAULO RAMOS";6;6
"210820 PEDREIRAS";13;13
"210825 PEDRO DO ROSARIO";10;10
"210830 PENALVA";28;28
"210840 PERI MIRIM";6;6
"210845 PERITORO";2;2
"210850 PINDARE-MIRIM";3;3
"210860 PINHEIRO";87;87
"210870 PIO XII";14;14
"210880 PIRAPEMAS";44;44
"210890 POCAO DE PEDRAS";2;2
"210900 PORTO FRANCO";21;21
"210905 PORTO RICO DO MARANHAO";3;3
"210910 PRESIDENTE DUTRA";23;23
"210920 PRESIDENTE JUSCELINO";4;4
"210923 PRESIDENTE MEDICI";1;1
"210927 PRESIDENTE SARNEY";18;18
"210930 PRESIDENTE VARGAS";1;1
"210940 PRIMEIRA CRUZ";5;5
"210945 RAPOSA";56;56
"210950 RIACHAO";10;10
"210955 RIBAMAR FIQUENE";4;4
"210960 ROSARIO";46;46
"210970 SAMBAIBA";3;3
"210975 SANTA FILOMENA DO MARANHAO";1;1
"210980 SANTA HELENA";30;30
"210990 SANTA INES";138;138
"211000 SANTA LUZIA";31;31
"211003 SANTA LUZIA DO PARUA";4;4
"211010 SANTA QUITERIA DO MARANHAO";11;11
"211020 SANTA RITA";12;12
"211023 SANTANA DO MARANHAO";8;8
"211027 SANTO AMARO DO MARANHAO";2;2
"211030 SANTO ANTONIO DOS LOPES";2;2
"211040 SAO BENEDITO DO RIO PRETO";4;4
"211050 SAO BENTO";21;21
"211060 SAO BERNARDO";17;17
"211065 SAO DOMINGOS DO AZEITAO";2;2
"211070 SAO DOMINGOS DO MARANHAO";4;4
"211080 SAO FELIX DE BALSAS";3;3
"211085 SAO FRANCISCO DO BREJAO";5;5
"211090 SAO FRANCISCO DO MARANHAO";2;2
"211100 SAO JOAO BATISTA";1;1
"211102 SAO JOAO DO CARU";5;5
"211105 SAO JOAO DO PARAISO";5;5
"211107 SAO JOAO DO SOTER";1;1
"211110 SAO JOAO DOS PATOS";6;6
"211120 SAO JOSE DE RIBAMAR";883;883
"211125 SAO JOSE DOS BASILIOS";4;4
"211130 SAO LUIS";2705;2705
"211140 SAO LUIS GONZAGA DO MARANHAO";5;5
"211150 SAO MATEUS DO MARANHAO";12;12
"211153 SAO PEDRO DA AGUA BRANCA";4;4
"211157 SAO PEDRO DOS CRENTES";3;3
"211160 SAO RAIMUNDO DAS MANGABEIRAS";30;30
"211170 SAO VICENTE FERRER";4;4
"211172 SATUBINHA";5;5
"211174 SENADOR ALEXANDRE COSTA";5;5
"211176 SENADOR LA ROCQUE";7;7
"211178 SERRANO DO MARANHAO";2;2
"211180 SITIO NOVO";1;1
"211195 SUCUPIRA DO RIACHAO";1;1
"211200 TASSO FRAGOSO";3;3
"211210 TIMBIRAS";10;10
"211220 TIMON";206;206
"211223 TRIZIDELA DO VALE";29;29
"211227 TUFILANDIA";1;1
"211230 TUNTUM";3;3
"211240 TURIACU";24;24
"211245 TURILANDIA";34;34
"211250 TUTOIA";23;23
"211260 URBANO SANTOS";8;8
"211270 VARGEM GRANDE";5;5
"211280 VIANA";66;66
"211285 VILA NOVA DOS MARTIRIOS";12;12
"211290 VITORIA DO MEARIM";31;31
"211300 VITORINO FREIRE";2;2
"211400 ZE DOCA";3;3
"220020 AGUA BRANCA";6;6
"220025 ALAGOINHA DO PIAUI";2;2
"220027 ALEGRETE DO PIAUI";2;2
"220040 ALTOS";36;36
"220045 ALVORADA DO GURGUEIA";3;3
"220050 AMARANTE";4;4
"220080 ANTONIO ALMEIDA";3;3
"220095 AROEIRAS DO ITAIM";2;2
"220100 ARRAIAL";1;1
"220110 AVELINO LOPES";1;1
"220120 BARRAS";15;15
"220130 BARREIRAS DO PIAUI";1;1
"220140 BARRO DURO";2;2
"220150 BATALHA";5;5
"220157 BELEM DO PIAUI";1;1
"220170 BERTOLINIA";1;1
"220177 BOA HORA";2;2
"220180 BOCAINA";2;2
"220190 BOM JESUS";7;7
"220200 BURITI DOS LOPES";13;13
"220202 BURITI DOS MONTES";5;5
"220205 CABECEIRAS DO PIAUI";1;1
"220207 CAJAZEIRAS DO PIAUI";1;1
"220209 CALDEIRAO GRANDE DO PIAUI";1;1
"220211 CAMPO ALEGRE DO FIDALGO";2;2
"220213 CAMPO GRANDE DO PIAUI";1;1
"220217 CAMPO LARGO DO PIAUI";1;1
"220220 CAMPO MAIOR";69;69
"220230 CANTO DO BURITI";1;1
"220240 CAPITAO DE CAMPOS";1;1
"220253 CARAUBAS DO PIAUI";2;2
"220255 CARIDADE DO PIAUI";7;7
"220260 CASTELO DO PIAUI";4;4
"220270 COCAL";8;8
"220271 COCAL DE TELHA";2;2
"220272 COCAL DOS ALVES";1;1
"220273 COIVARAS";9;9
"220275 COLONIA DO GURGUEIA";3;3
"220290 CORRENTE";4;4
"220300 CRISTALANDIA DO PIAUI";3;3
"220310 CRISTINO CASTRO";11;11
"220325 CURRALINHOS";5;5
"220330 DEMERVAL LOBAO";32;32
"220335 DIRCEU ARCOVERDE";2;2
"220340 DOM EXPEDITO LOPES";9;9
"220345 DOM INOCENCIO";7;7
"220350 ELESBAO VELOSO";3;3
"220360 ELISEU MARTINS";4;4
"220370 ESPERANTINA";62;62
"220390 FLORIANO";75;75
"220400 FRANCINOPOLIS";8;8
"220420 FRANCISCO SANTOS";3;3
"220430 FRONTEIRAS";4;4
"220435 GEMINIANO";7;7
"220440 GILBUES";6;6
"220450 GUADALUPE";5;5
"220465 ILHA GRANDE";18;18
"220470 INHUMA";3;3
"220480 IPIRANGA DO PIAUI";8;8
"220490 ISAIAS COELHO";4;4
"220500 ITAINOPOLIS";4;4
"220520 JAICOS";3;3
"220527 JATOBA DO PIAUI";2;2
"220530 JERUMENHA";4;4
"220535 JOAO COSTA";1;1
"220540 JOAQUIM PIRES";3;3
"220550 JOSE DE FREITAS";34;34
"220552 JULIO BORGES";3;3
"220554 LAGOINHA DO PIAUI";1;1
"220555 LAGOA ALEGRE";2;2
"220557 LAGOA DE SAO FRANCISCO";1;1
"220558 LAGOA DO PIAUI";1;1
"220559 LAGOA DO SITIO";1;1
"220560 LANDRI SALES";1;1
"220570 LUIS CORREIA";38;38
"220580 LUZILANDIA";4;4
"220585 MADEIRO";19;19
"220595 MARCOLANDIA";3;3
"220605 MASSAPE DO PIAUI";2;2
"220610 MATIAS OLIMPIO";12;12
"220620 MIGUEL ALVES";6;6
"220640 MONSENHOR GIL";1;1
"220650 MONSENHOR HIPOLITO";5;5
"220660 MONTE ALEGRE DO PIAUI";15;15
"220667 MORRO DO CHAPEU DO PIAUI";1;1
"220670 NAZARE DO PIAUI";2;2
"220672 NAZARIA";4;4
