2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Em Branco/ign";"Total"
"241330 SERRA DE SAO BENTO";1;1
"241335 SERRA DO MEL";3;3
"241340 SERRA NEGRA DO NORTE";1;1
"241350 SERRINHA";3;3
"241360 SEVERIANO MELO";1;1
"241370 SITIO NOVO";1;1
"241390 TAIPU";3;3
"241410 TENENTE ANANIAS";1;1
"241420 TIBAU DO SUL";6;6
"241480 VERA CRUZ";2;2
"250030 ALAGOA GRANDE";3;3
"250040 ALAGOA NOVA";2;2
"250053 ALCANTIL";2;2
"250060 ALHANDRA";4;4
"250070 SAO JOAO DO RIO DO PEIXE";1;1
"250073 AMPARO";1;1
"250080 ARACAGI";2;2
"250100 ARARUNA";4;4
"250120 AREIAL";1;1
"250135 ASSUNCAO";1;1
"250170 BARRA DE SAO MIGUEL";2;2
"250180 BAYEUX";26;26
"250250 BOQUEIRAO";1;1
"250280 BREJO DO CRUZ";1;1
"250300 CAAPORA";3;3
"250320 CABEDELO";18;18
"250370 CAJAZEIRAS";8;8
"250380 CALDAS BRANDAO";1;1
"250400 CAMPINA GRANDE";22;22
"250403 CAPIM";1;1
"250407 CARAUBAS";1;1
"250420 CATINGUEIRA";1;1
"250430 CATOLE DO ROCHA";2;2
"250435 CATURITE";5;5
"250460 CONDE";13;13
"250470 CONGO";2;2
"250480 COREMAS";2;2
"250520 CUITEGI";1;1
"250570 DONA INES";1;1
"250600 ESPERANCA";1;1
"250620 FREI MARTINHO";1;1
"250630 GUARABIRA";10;10
"250680 INGA";5;5
"250690 ITABAIANA";1;1
"250710 ITAPOROROCA";1;1
"250720 ITATUBA";4;4
"250730 JACARAU";1;1
"250740 JERICO";4;4
"250750 JOAO PESSOA";468;468
"250760 JUAREZ TAVORA";3;3
"250770 JUAZEIRINHO";2;2
"250790 JURIPIRANGA";1;1
"250830 LAGOA SECA";3;3
"250860 LUCENA";2;2
"250870 MAE D'AGUA";1;1
"250880 MALTA";2;2
"250890 MAMANGUAPE";4;4
"250900 MANAIRA";2;2
"250905 MARCACAO";2;2
"250939 MATUREIA";1;1
"250940 MOGEIRO";1;1
"250950 MONTADAS";1;1
"250970 MONTEIRO";16;16
"251050 OLIVEDOS";1;1
"251060 OURO VELHO";1;1
"251080 PATOS";10;10
"251120 PEDRAS DE FOGO";1;1
"251130 PIANCO";1;1
"251140 PICUI";4;4
"251150 PILAR";1;1
"251200 POCINHOS";1;1
"251207 POCO DE JOSE DE MOURA";1;1
"251210 POMBAL";6;6
"251230 PRINCESA ISABEL";8;8
"251250 QUEIMADAS";5;5
"251270 REMIGIO";1;1
"251280 RIACHO DOS CAVALOS";1;1
"251290 RIO TINTO";1;1
"251310 SALGADO DE SAO FELIX";1;1
"251320 SANTA CRUZ";2;2
"251335 SANTA INES";1;1
"251340 SANTA LUZIA";1;1
"251370 SANTA RITA";18;18
"251390 SAO BENTO";1;1
"251400 SAO JOAO DO CARIRI";1;1
"251410 SAO JOAO DO TIGRE";2;2
"251445 SAO JOSE DOS RAMOS";4;4
"251470 SAO JOSE DO SABUGI";1;1
"251520 SAO SEBASTIAO DO UMBUZEIRO";1;1
"251530 SAPE";1;1
"251540 SAO VICENTE DO SERIDO";1;1
"251550 SERRA BRANCA";1;1
"251560 SERRA DA RAIZ";2;2
"251590 SERRARIA";2;2
"251593 SERTAOZINHO";1;1
"251610 SOLEDADE";1;1
"251620 SOUSA";4;4
"251630 SUME";2;2
"251640 TACIMA";1;1
"251650 TAPEROA";1;1
"251670 TEIXEIRA";1;1
"251700 UMBUZEIRO";3;3
"260005 ABREU E LIMA";409;409
"260010 AFOGADOS DA INGAZEIRA";12;12
"260030 AGRESTINA";2;2
"260040 AGUA PRETA";17;17
"260050 AGUAS BELAS";30;30
"260060 ALAGOINHA";5;5
"260070 ALIANCA";10;10
"260080 ALTINHO";2;2
"260090 AMARAJI";1;1
"260105 ARACOIABA";32;32
"260110 ARARIPINA";34;34
"260120 ARCOVERDE";77;77
"260130 BARRA DE GUABIRABA";3;3
"260140 BARREIROS";5;5
"260150 BELEM DE MARIA";2;2
"260160 BELEM DE SAO FRANCISCO";13;13
"260170 BELO JARDIM";20;20
"260180 BETANIA";3;3
"260190 BEZERROS";7;7
"260200 BODOCO";4;4
"260210 BOM CONSELHO";8;8
"260220 BOM JARDIM";2;2
"260230 BONITO";5;5
"260240 BREJAO";2;2
"260260 BREJO DA MADRE DE DEUS";2;2
"260270 BUENOS AIRES";4;4
"260280 BUIQUE";37;37
"260290 CABO DE SANTO AGOSTINHO";78;78
"260300 CABROBO";8;8
"260310 CACHOEIRINHA";2;2
"260320 CAETES";2;2
"260330 CALCADO";1;1
"260345 CAMARAGIBE";96;96
"260350 CAMOCIM DE SAO FELIX";2;2
"260360 CAMUTANGA";4;4
"260380 CAPOEIRAS";4;4
"260390 CARNAIBA";3;3
"260392 CARNAUBEIRA DA PENHA";3;3
"260400 CARPINA";51;51
"260410 CARUARU";178;178
"260415 CASINHAS";8;8
"260420 CATENDE";5;5
"260440 CHA DE ALEGRIA";13;13
"260450 CHA GRANDE";10;10
"260460 CONDADO";22;22
"260480 CORTES";2;2
"260490 CUMARU";2;2
"260500 CUPIRA";3;3
"260510 CUSTODIA";1;1
"260515 DORMENTES";10;10
"260520 ESCADA";14;14
"260530 EXU";1;1
"260540 FEIRA NOVA";4;4
"260545 FERNANDO DE NORONHA";6;6
"260550 FERREIROS";1;1
"260560 FLORES";4;4
"260570 FLORESTA";4;4
"260580 FREI MIGUELINHO";1;1
"260590 GAMELEIRA";10;10
"260600 GARANHUNS";22;22
"260610 GLORIA DO GOITA";5;5
"260620 GOIANA";33;33
"260630 GRANITO";2;2
"260640 GRAVATA";41;41
"260650 IATI";1;1
"260660 IBIMIRIM";2;2
"260680 IGARASSU";91;91
"260700 INAJA";5;5
"260710 INGAZEIRA";1;1
"260720 IPOJUCA";41;41
"260730 IPUBI";1;1
"260740 ITACURUBA";4;4
"260750 ITAIBA";5;5
"260760 ILHA DE ITAMARACA";22;22
"260765 ITAMBE";7;7
"260770 ITAPETIM";1;1
"260775 ITAPISSUMA";26;26
"260780 ITAQUITINGA";10;10
"260790 JABOATAO DOS GUARARAPES";298;298
"260795 JAQUEIRA";2;2
"260805 JATOBA";4;4
"260810 JOAO ALFREDO";3;3
"260840 JUREMA";3;3
"260845 LAGOA DO CARRO";3;3
"260850 LAGOA DE ITAENGA";5;5
"260860 LAGOA DO OURO";8;8
"260870 LAGOA DOS GATOS";6;6
"260880 LAJEDO";5;5
"260890 LIMOEIRO";34;34
"260900 MACAPARANA";3;3
"260910 MACHADOS";4;4
"260915 MANARI";3;3
"260940 MORENO";17;17
"260950 NAZARE DA MATA";4;4
"260960 OLINDA";263;263
"260970 OROBO";2;2
"260980 OROCO";3;3
"260990 OURICURI";7;7
"261000 PALMARES";34;34
"261030 PARANATAMA";4;4
"261040 PARNAMIRIM";1;1
"261050 PASSIRA";7;7
"261060 PAUDALHO";47;47
"261070 PAULISTA";216;216
"261090 PESQUEIRA";5;5
"261100 PETROLANDIA";6;6
"261110 PETROLINA";82;82
"261130 POMBOS";4;4
"261140 PRIMAVERA";3;3
"261150 QUIPAPA";3;3
"261153 QUIXABA";1;1
"261160 RECIFE";982;982
"261180 RIBEIRAO";2;2
"261220 SALGUEIRO";42;42
"261230 SALOA";1;1
"261240 SANHARO";4;4
"261247 SANTA CRUZ DA BAIXA VERDE";2;2
"261250 SANTA CRUZ DO CAPIBARIBE";116;116
"261260 SANTA MARIA DA BOA VISTA";2;2
"261270 SANTA MARIA DO CAMBUCA";1;1
"261290 SAO BENEDITO DO SUL";1;1
"261300 SAO BENTO DO UNA";8;8
"261310 SAO CAITANO";2;2
"261320 SAO JOAO";2;2
"261330 SAO JOAQUIM DO MONTE";1;1
"261340 SAO JOSE DA COROA GRANDE";1;1
"261360 SAO JOSE DO EGITO";5;5
"261370 SAO LOURENCO DA MATA";84;84
"261380 SAO VICENTE FERRER";1;1
"261390 SERRA TALHADA";32;32
"261410 SERTANIA";6;6
"261420 SIRINHAEM";6;6
"261430 MOREILANDIA";1;1
"261440 SOLIDAO";1;1
"261450 SURUBIM";4;4
"261460 TABIRA";1;1
"261485 TAMANDARE";13;13
"261500 TAQUARITINGA DO NORTE";6;6
"261510 TEREZINHA";4;4
"261520 TERRA NOVA";3;3
"261530 TIMBAUBA";32;32
"261540 TORITAMA";6;6
"261550 TRACUNHAEM";5;5
"261560 TRINDADE";19;19
"261600 VENTUROSA";1;1
"261620 VERTENTES";2;2
"261630 VICENCIA";9;9
"261640 VITORIA DE SANTO ANTAO";23;23
"270020 ANADIA";2;2
"270030 ARAPIRACA";64;64
"270040 ATALAIA";28;28
"270050 BARRA DE SANTO ANTONIO";5;5
"270060 BARRA DE SAO MIGUEL";3;3
"270070 BATALHA";12;12
"270100 BOCA DA MATA";2;2
"270110 BRANQUINHA";4;4
"270120 CACIMBINHAS";2;2
"270130 CAJUEIRO";10;10
"270140 CAMPO ALEGRE";10;10
"270170 CAPELA";3;3
"270180 CARNEIROS";2;2
"270190 CHA PRETA";2;2
"270210 COLONIA LEOPOLDINA";1;1
"270220 COQUEIRO SECO";4;4
"270230 CORURIPE";7;7
"270240 DELMIRO GOUVEIA";12;12
"270270 FELIZ DESERTO";1;1
"270280 FLEXEIRAS";2;2
"270290 GIRAU DO PONCIANO";2;2
"270300 IBATEGUARA";3;3
"270310 IGACI";3;3
"270320 IGREJA NOVA";2;2
"270340 JACARE DOS HOMENS";3;3
"270350 JACUIPE";3;3
"270360 JAPARATINGA";3;3
"270380 JOAQUIM GOMES";5;5
"270400 JUNQUEIRO";5;5
"270420 LIMOEIRO DE ANADIA";6;6
"270430 MACEIO";882;882
"270440 MAJOR ISIDORO";7;7
"270450 MARAGOGI";14;14
"270460 MARAVILHA";1;1
"270470 MARECHAL DEODORO";57;57
"270480 MARIBONDO";1;1
"270500 MATA GRANDE";1;1
"270510 MATRIZ DE CAMARAGIBE";3;3
"270520 MESSIAS";7;7
"270540 MONTEIROPOLIS";2;2
"270550 MURICI";12;12
"270570 OLHO D'AGUA DAS FLORES";2;2
"270580 OLHO D'AGUA DO CASADO";1;1
"270610 OURO BRANCO";4;4
"270620 PALESTINA";3;3
"270630 PALMEIRA DOS INDIOS";3;3
"270640 PAO DE ACUCAR";1;1
"270642 PARICONHA";4;4
"270644 PARIPUEIRA";6;6
"270650 PASSO DE CAMARAGIBE";5;5
"270670 PENEDO";21;21
"270680 PIACABUCU";1;1
"270690 PILAR";3;3
"270700 PINDOBA";1;1
"270710 PIRANHAS";4;4
"270730 PORTO CALVO";4;4
"270740 PORTO DE PEDRAS";3;3
"270750 PORTO REAL DO COLEGIO";8;8
"270760 QUEBRANGULO";2;2
"270770 RIO LARGO";30;30
"270780 ROTEIRO";2;2
"270790 SANTA LUZIA DO NORTE";4;4
"270800 SANTANA DO IPANEMA";3;3
"270810 SANTANA DO MUNDAU";2;2
"270820 SAO BRAS";1;1
"270830 SAO JOSE DA LAJE";5;5
"270840 SAO JOSE DA TAPERA";7;7
"270850 SAO LUIS DO QUITUNDE";5;5
"270860 SAO MIGUEL DOS CAMPOS";4;4
"270870 SAO MIGUEL DOS MILAGRES";4;4
"270880 SAO SEBASTIAO";5;5
"270890 SATUBA";4;4
"270910 TAQUARANA";1;1
"270915 TEOTONIO VILELA";3;3
"270920 TRAIPU";8;8
"270930 UNIAO DOS PALMARES";16;16
"270940 VICOSA";5;5
"280020 AQUIDABA";5;5
"280030 ARACAJU";312;312
"280040 ARAUA";4;4
"280050 AREIA BRANCA";18;18
"280060 BARRA DOS COQUEIROS";26;26
"280067 BOQUIM";1;1
"280070 BREJO GRANDE";1;1
"280100 CAMPO DO BRITO";5;5
"280120 CANINDE DE SAO FRANCISCO";2;2
"280130 CAPELA";6;6
"280140 CARIRA";3;3
"280150 CARMOPOLIS";5;5
"280160 CEDRO DE SAO JOAO";1;1
"280170 CRISTINAPOLIS";4;4
"280190 CUMBE";1;1
"280200 DIVINA PASTORA";2;2
"280210 ESTANCIA";43;43
"280220 FEIRA NOVA";3;3
"280230 FREI PAULO";1;1
"280270 ILHA DAS FLORES";1;1
"280290 ITABAIANA";29;29
"280300 ITABAIANINHA";14;14
"280310 ITABI";3;3
"280320 ITAPORANGA D'AJUDA";7;7
"280340 JAPOATA";5;5
"280350 LAGARTO";82;82
"280360 LARANJEIRAS";6;6
"280370 MACAMBIRA";2;2
"280390 MALHADOR";3;3
"280400 MARUIM";9;9
"280410 MOITA BONITA";1;1
"280420 MONTE ALEGRE DE SERGIPE";9;9
"280430 MURIBECA";1;1
"280440 NEOPOLIS";3;3
"280445 NOSSA SENHORA APARECIDA";2;2
"280450 NOSSA SENHORA DA GLORIA";2;2
"280460 NOSSA SENHORA DAS DORES";6;6
"280470 NOSSA SENHORA DE LOURDES";2;2
"280480 NOSSA SENHORA DO SOCORRO";89;89
"280490 PACATUBA";2;2
"280500 PEDRA MOLE";2;2
"280520 PINHAO";2;2
"280530 PIRAMBU";3;3
"280540 POCO REDONDO";4;4
"280550 POCO VERDE";3;3
"280560 PORTO DA FOLHA";4;4
"280570 PROPRIA";42;42
"280580 RIACHAO DO DANTAS";5;5
"280590 RIACHUELO";6;6
"280600 RIBEIROPOLIS";1;1
"280610 ROSARIO DO CATETE";4;4
"280620 SALGADO";3;3
"280630 SANTA LUZIA DO ITANHY";8;8
"280660 SANTO AMARO DAS BROTAS";1;1
"280670 SAO CRISTOVAO";88;88
"280680 SAO DOMINGOS";5;5
"280700 SAO MIGUEL DO ALEIXO";2;2
"280710 SIMAO DIAS";11;11
"280720 SIRIRI";5;5
"280730 TELHA";2;2
"280740 TOBIAS BARRETO";15;15
"280760 UMBAUBA";5;5
"290020 ABARE";2;2
"290030 ACAJUTIBA";3;3
"290040 AGUA FRIA";5;5
"290070 ALAGOINHAS";11;11
"290080 ALCOBACA";6;6
"290090 ALMADINA";6;6
"290100 AMARGOSA";7;7
"290110 AMELIA RODRIGUES";3;3
"290115 AMERICA DOURADA";3;3
"290120 ANAGE";1;1
"290130 ANDARAI";10;10
"290135 ANDORINHA";3;3
"290160 ANTAS";2;2
"290190 APORA";6;6
"290210 ARACI";4;4
"290240 AURELINO LEAL";2;2
"290270 BARRA";4;4
"290280 BARRA DA ESTIVA";2;2
"290290 BARRA DO CHOCA";9;9
"290300 BARRA DO MENDES";1;1
"290310 BARRA DO ROCHA";4;4
"290320 BARREIRAS";40;40
"290340 BELMONTE";11;11
"290350 BELO CAMPO";3;3
"290360 BIRITINGA";1;1
"290380 BOA VISTA DO TUPIM";2;2
"290390 BOM JESUS DA LAPA";6;6
"290395 BOM JESUS DA SERRA";5;5
"290405 BONITO";4;4
"290430 BREJOES";1;1
"290440 BREJOLANDIA";1;1
"290460 BRUMADO";14;14
"290470 BUERAREMA";2;2
"290480 CAATIBA";1;1
"290485 CABACEIRAS DO PARAGUACU";1;1
"290490 CACHOEIRA";1;1
"290500 CACULE";1;1
"290515 CAETANOS";7;7
"290520 CAETITE";10;10
"290530 CAFARNAUM";8;8
"290540 CAIRU";1;1
"290550 CALDEIRAO GRANDE";4;4
"290560 CAMACAN";48;48
"290570 CAMACARI";72;72
"290580 CAMAMU";1;1
"290590 CAMPO ALEGRE DE LOURDES";5;5
"290600 CAMPO FORMOSO";6;6
"290620 CANARANA";2;2
"290630 CANAVIEIRAS";5;5
"290650 CANDEIAS";18;18
"290670 CANDIDO SALES";7;7
"290680 CANSANCAO";2;2
"290682 CANUDOS";4;4
"290685 CAPELA DO ALTO ALEGRE";1;1
"290687 CAPIM GROSSO";19;19
"290689 CARAIBAS";3;3
"290690 CARAVELAS";11;11
"290700 CARDEAL DA SILVA";1;1
"290710 CARINHANHA";4;4
"290720 CASA NOVA";1;1
"290730 CASTRO ALVES";19;19
"290750 CATU";11;11
"290760 CENTRAL";2;2
"290780 CICERO DANTAS";3;3
"290800 COARACI";17;17
"290830 CONCEICAO DO ALMEIDA";2;2
"290840 CONCEICAO DO COITE";2;2
"290850 CONCEICAO DO JACUIPE";8;8
"290870 CONDEUBA";1;1
"290880 CONTENDAS DO SINCORA";1;1
"290890 CORACAO DE MARIA";2;2
"290900 CORDEIROS";3;3
"290920 CORONEL JOAO SA";2;2
"290930 CORRENTINA";1;1
"290940 COTEGIPE";2;2
"290970 CRISTOPOLIS";1;1
"290980 CRUZ DAS ALMAS";11;11
"290990 CURACA";1;1
"291005 DIAS D'AVILA";29;29
"291010 DOM BASILIO";2;2
"291020 DOM MACEDO COSTA";1;1
"291040 ENCRUZILHADA";2;2
"291070 EUCLIDES DA CUNHA";4;4
"291072 EUNAPOLIS";45;45
"291075 FATIMA";3;3
"291080 FEIRA DE SANTANA";150;150
"291085 FILADELFIA";3;3
"291100 FLORESTA AZUL";3;3
"291110 FORMOSA DO RIO PRETO";1;1
"291120 GANDU";5;5
"291125 GAVIAO";1;1
"291150 GONGOGI";6;6
"291160 GOVERNADOR MANGABEIRA";1;1
"291170 GUANAMBI";54;54
"291180 GUARATINGA";4;4
"291185 HELIOPOLIS";1;1
"291190 IACU";1;1
"291210 IBICARAI";2;2
"291220 IBICOARA";4;4
"291230 IBICUI";2;2
"291270 IBIRAPITANGA";7;7
"291280 IBIRAPUA";4;4
"291290 IBIRATAIA";9;9
"291300 IBITIARA";2;2
"291310 IBITITA";3;3
"291320 IBOTIRAMA";2;2
"291330 ICHU";5;5
"291340 IGAPORA";2;2
"291345 IGRAPIUNA";2;2
"291350 IGUAI";9;9
"291360 ILHEUS";70;70
"291390 IPIAU";29;29
"291400 IPIRA";7;7
"291430 IRAMAIA";2;2
"291450 IRARA";1;1
"291460 IRECE";13;13
"291465 ITABELA";2;2
"291470 ITABERABA";8;8
"291480 ITABUNA";40;40
"291490 ITACARE";22;22
"291500 ITAETE";3;3
"291510 ITAGI";7;7
"291520 ITAGIBA";1;1
"291530 ITAGIMIRIM";6;6
"291540 ITAJU DO COLONIA";2;2
"291550 ITAJUIPE";9;9
"291560 ITAMARAJU";9;9
"291570 ITAMARI";3;3
"291580 ITAMBE";18;18
"291600 ITANHEM";7;7
"291610 ITAPARICA";3;3
"291620 ITAPE";5;5
"291630 ITAPEBI";5;5
"291640 ITAPETINGA";55;55
"291650 ITAPICURU";7;7
"291660 ITAPITANGA";2;2
"291670 ITAQUARA";1;1
"291685 ITATIM";2;2
"291690 ITIRUCU";4;4
"291700 ITIUBA";1;1
"291710 ITORORO";9;9
"291720 ITUACU";3;3
"291733 IUIU";1;1
"291735 JABORANDI";3;3
"291750 JACOBINA";10;10
"291760 JAGUAQUARA";7;7
"291770 JAGUARARI";4;4
"291780 JAGUARIPE";2;2
"291790 JANDAIRA";2;2
"291800 JEQUIE";112;112
"291820 JIQUIRICA";3;3
"291830 JITAUNA";3;3
"291835 JOAO DOURADO";1;1
"291840 JUAZEIRO";98;98
"291845 JUCURUCU";2;2
"291850 JUSSARA";2;2
"291855 JUSSARI";5;5
"291870 LAFAIETE COUTINHO";1;1
"291875 LAGOA REAL";1;1
"291880 LAJE";1;1
"291890 LAJEDAO";1;1
"291910 LAMARAO";2;2
"291915 LAPAO";4;4
"291920 LAURO DE FREITAS";43;43
"291930 LENCOIS";3;3
"291950 LIVRAMENTO DE NOSSA SENHORA";3;3
"291955 LUIS EDUARDO MAGALHAES";15;15
"291960 MACAJUBA";1;1
"291970 MACARANI";15;15
"291992 MADRE DE DEUS";1;1
"291995 MAETINGA";2;2
"292000 MAIQUINIQUE";1;1
"292010 MAIRI";1;1
"292020 MALHADA";2;2
"292040 MANOEL VITORINO";3;3
"292045 MANSIDAO";1;1
"292050 MARACAS";8;8
"292060 MARAGOGIPE";2;2
"292070 MARAU";2;2
"292080 MARCIONILIO SOUZA";2;2
"292090 MASCOTE";2;2
"292100 MATA DE SAO JOAO";3;3
"292110 MEDEIROS NETO";5;5
"292120 MIGUEL CALMON";4;4
"292140 MIRANGABA";2;2
"292145 MIRANTE";2;2
"292150 MONTE SANTO";1;1
"292160 MORPARA";3;3
"292170 MORRO DO CHAPEU";10;10
"292190 MUCUGE";3;3
"292200 MUCURI";25;25
"292205 MULUNGU DO MORRO";2;2
"292210 MUNDO NOVO";1;1
"292225 MUQUEM DE SAO FRANCISCO";2;2
"292230 MURITIBA";10;10
"292240 MUTUIPE";2;2
"292250 NAZARE";1;1
"292265 NORDESTINA";2;2
"292270 NOVA CANAA";1;1
"292273 NOVA FATIMA";9;9
"292280 NOVA ITARANA";2;2
"292285 NOVA REDENCAO";1;1
"292290 NOVA SOURE";4;4
"292300 NOVA VICOSA";17;17
"292310 OLINDINA";4;4
"292330 OURICANGAS";2;2
"292340 PALMAS DE MONTE ALTO";5;5
"292350 PALMEIRAS";4;4
"292360 PARAMIRIM";2;2
"292370 PARATINGA";1;1
"292390 PAU BRASIL";21;21
"292400 PAULO AFONSO";18;18
"292405 PE DE SERRA";1;1
"292410 PEDRAO";2;2
"292460 PINDOBACU";2;2
"292470 PIRIPA";3;3
"292480 PIRITIBA";1;1
"292500 PLANALTO";6;6
"292510 POCOES";35;35
"292520 POJUCA";3;3
"292530 PORTO SEGURO";120;120
"292550 PRADO";7;7
"292560 PRESIDENTE DUTRA";3;3
"292575 PRESIDENTE TANCREDO NEVES";4;4
"292580 QUEIMADAS";1;1
"292590 QUIJINGUE";1;1
"292593 QUIXABEIRA";1;1
"292595 RAFAEL JAMBEIRO";3;3
"292600 REMANSO";7;7
"292610 RETIROLANDIA";1;1
"292620 RIACHAO DAS NEVES";2;2
"292630 RIACHAO DO JACUIPE";5;5
"292660 RIBEIRA DO POMBAL";10;10
"292665 RIBEIRAO DO LARGO";6;6
"292670 RIO DE CONTAS";1;1
"292680 RIO DO ANTONIO";1;1
"292700 RIO REAL";9;9
"292720 RUY BARBOSA";5;5
"292730 SALINAS DA MARGARIDA";8;8
"292740 SALVADOR";1505;1505
"292760 SANTA BRIGIDA";1;1
"292770 SANTA CRUZ CABRALIA";16;16
"292780 SANTA CRUZ DA VITORIA";1;1
"292790 SANTA INES";2;2
"292805 SANTA LUZIA";9;9
"292820 SANTANA";2;2
"292840 SANTA RITA DE CASSIA";3;3
"292860 SANTO AMARO";8;8
"292870 SANTO ANTONIO DE JESUS";26;26
"292880 SANTO ESTEVAO";2;2
"292890 SAO DESIDERIO";2;2
"292900 SAO FELIX";2;2
"292905 SAO FELIX DO CORIBE";1;1
"292910 SAO FELIPE";4;4
"292920 SAO FRANCISCO DO CONDE";2;2
"292925 SAO GABRIEL";1;1
"292930 SAO GONCALO DOS CAMPOS";4;4
"292935 SAO JOSE DA VITORIA";2;2
"292940 SAO MIGUEL DAS MATAS";3;3
"292950 SAO SEBASTIAO DO PASSE";8;8
"292960 SAPEACU";2;2
"292970 SATIRO DIAS";3;3
"292990 SEABRA";6;6
"293010 SENHOR DO BONFIM";30;30
"293015 SERRA DO RAMALHO";3;3
"293020 SENTO SE";3;3
"293030 SERRA DOURADA";1;1
"293050 SERRINHA";1;1
"293060 SERROLANDIA";3;3
"293070 SIMOES FILHO";16;16
"293075 SITIO DO MATO";1;1
"293077 SOBRADINHO";5;5
"293080 SOUTO SOARES";2;2
"293100 TANHACU";2;2
"293110 TANQUINHO";1;1
"293135 TEIXEIRA DE FREITAS";168;168
"293140 TEODORO SAMPAIO";2;2
"293160 TEOLANDIA";5;5
"293170 TERRA NOVA";4;4
"293180 TREMEDAL";3;3
"293190 TUCANO";7;7
"293200 UAUA";1;1
"293220 UBAITABA";9;9
"293230 UBATA";4;4
"293240 UIBAI";8;8
"293245 UMBURANAS";1;1
"293250 UNA";9;9
"293260 URANDI";1;1
"293270 URUCUCA";13;13
"293290 VALENCA";21;21
"293300 VALENTE";1;1
"293305 VARZEA DA ROCA";3;3
"293310 VARZEA DO POCO";2;2
"293315 VARZEA NOVA";1;1
"293317 VARZEDO";1;1
"293320 VERA CRUZ";13;13
"293325 VEREDA";1;1
"293330 VITORIA DA CONQUISTA";242;242
"293360 XIQUE-XIQUE";3;3
"310010 ABADIA DOS DOURADOS";2;2
"310020 ABAETE";13;13
"310040 ACAIACA";4;4
"310050 ACUCENA";1;1
"310060 AGUA BOA";2;2
"310110 AIMORES";6;6
"310150 ALEM PARAIBA";6;6
"310160 ALFENAS";141;141
"310163 ALFREDO VASCONCELOS";3;3
"310170 ALMENARA";14;14
"310180 ALPERCATA";4;4
"310190 ALPINOPOLIS";3;3
"310205 ALTO CAPARAO";1;1
"310230 ALVINOPOLIS";3;3
"310240 ALVORADA DE MINAS";6;6
"310250 AMPARO DO SERRA";1;1
"310260 ANDRADAS";30;30
"310290 ANTONIO CARLOS";2;2
"310300 ANTONIO DIAS";4;4
"310320 ARACAI";2;2
"310340 ARACUAI";10;10
"310350 ARAGUARI";133;133
"310370 ARAPONGA";3;3
"310390 ARAUJOS";5;5
"310400 ARAXA";173;173
"310410 ARCEBURGO";2;2
"310420 ARCOS";20;20
"310430 AREADO";1;1
"310440 ARGIRITA";1;1
"310445 ARICANDUVA";2;2
"310450 ARINOS";7;7
"310460 ASTOLFO DUTRA";8;8
"310470 ATALEIA";1;1
"310480 AUGUSTO DE LIMA";1;1
"310500 BALDIM";2;2
"310510 BAMBUI";10;10
"310540 BARAO DE COCAIS";6;6
"310560 BARBACENA";70;70
"310590 BARROSO";8;8
"310600 BELA VISTA DE MINAS";5;5
"310610 BELMIRO BRAGA";2;2
"310620 BELO HORIZONTE";2391;2391
"310630 BELO ORIENTE";3;3
"310670 BETIM";298;298
"310690 BICAS";4;4
"310700 BIQUINHAS";1;1
"310710 BOA ESPERANCA";3;3
"310730 BOCAIUVA";2;2
"310740 BOM DESPACHO";18;18
"310750 BOM JARDIM DE MINAS";1;1
"310760 BOM JESUS DA PENHA";1;1
"310780 BOM JESUS DO GALHO";8;8
"310790 BOM REPOUSO";1;1
"310800 BOM SUCESSO";2;2
"310810 BONFIM";2;2
"310825 BONITO DE MINAS";1;1
"310830 BORDA DA MATA";4;4
"310840 BOTELHOS";10;10
"310870 BRAS PIRES";1;1
"310890 BRAZOPOLIS";5;5
"310900 BRUMADINHO";38;38
"310910 BUENO BRANDAO";3;3
"310920 BUENOPOLIS";2;2
"310925 BUGRE";3;3
"310930 BURITIS";5;5
"310940 BURITIZEIRO";11;11
"310950 CABO VERDE";1;1
"310960 CACHOEIRA DA PRATA";2;2
"310970 CACHOEIRA DE MINAS";1;1
"310990 CAETANOPOLIS";2;2
"311000 CAETE";4;4
"311010 CAIANA";1;1
"311020 CAJURI";6;6
"311030 CALDAS";8;8
"311050 CAMANDUCAIA";8;8
"311060 CAMBUI";7;7
"311070 CAMBUQUIRA";1;1
"311090 CAMPANHA";3;3
"311100 CAMPESTRE";5;5
"311110 CAMPINA VERDE";4;4
"311120 CAMPO BELO";4;4
"311130 CAMPO DO MEIO";4;4
"311140 CAMPO FLORIDO";1;1
"311150 CAMPOS ALTOS";1;1
"311200 CANDEIAS";4;4
"311210 CAPARAO";2;2
"311220 CAPELA NOVA";2;2
"311230 CAPELINHA";34;34
"311250 CAPIM BRANCO";4;4
"311260 CAPINOPOLIS";11;11
"311265 CAPITAO ANDRADE";3;3
"311280 CAPITOLIO";7;7
"311300 CARAI";4;4
"311320 CARANDAI";11;11
"311330 CARANGOLA";25;25
"311340 CARATINGA";34;34
"311350 CARBONITA";6;6
"311360 CAREACU";1;1
"311370 CARLOS CHAGAS";7;7
"311390 CARMO DA CACHOEIRA";3;3
"311400 CARMO DA MATA";2;2
"311420 CARMO DO CAJURU";7;7
"311430 CARMO DO PARANAIBA";14;14
"311440 CARMO DO RIO CLARO";7;7
"311450 CARMOPOLIS DE MINAS";11;11
"311455 CARNEIRINHO";3;3
