2018
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Casos confirmados"
"172025 São Salvador do Tocantins";3
"172030 São Sebastião do Tocantins";1
"172049 São Valério";2
"172065 Silvanópolis";11
"172080 Sítio Novo do Tocantins";8
"172085 Sucupira";2
"172090 Taguatinga";26
"172093 Taipas do Tocantins";2
"172110 Tocantínia";92
"172120 Tocantinópolis";40
"172130 Tupiratins";4
"172208 Wanderlândia";14
"172210 Xambioá";64
"210005 Açailândia";296
"210015 Água Doce do Maranhão";1
"210020 Alcântara";63
"210030 Aldeias Altas";31
"210040 Altamira do Maranhão";10
"210043 Alto Alegre do Maranhão";5
"210047 Alto Alegre do Pindaré";118
"210050 Alto Parnaíba";2
"210055 Amapá do Maranhão";30
"210060 Amarante do Maranhão";80
"210070 Anajatuba";8
"210080 Anapurus";33
"210083 Apicum-Açu";5
"210087 Araguanã";35
"210090 Araioses";2
"210095 Arame";113
"210100 Arari";4
"210110 Axixá";127
"210120 Bacabal";14
"210125 Bacabeira";8
"210130 Bacuri";6
"210140 Balsas";13
"210150 Barão de Grajaú";1
"210160 Barra do Corda";48
"210170 Barreirinhas";339
"210177 Bela Vista do Maranhão";10
"210173 Belágua";26
"210190 Bequimão";8
"210193 Bernardo do Mearim";2
"210197 Boa Vista do Gurupi";16
"210200 Bom Jardim";104
"210203 Bom Jesus das Selvas";63
"210207 Bom Lugar";6
"210210 Brejo";36
"210215 Brejo de Areia";109
"210220 Buriti";50
"210230 Buriti Bravo";11
"210232 Buriticupu";203
"210235 Buritirana";18
"210237 Cachoeira Grande";16
"210240 Cajapió";1
"210255 Campestre do Maranhão";17
"210260 Cândido Mendes";78
"210270 Cantanhede";45
"210275 Capinzal do Norte";5
"210280 Carolina";24
"210290 Carutapera";61
"210300 Caxias";76
"210310 Cedral";7
"210312 Central do Maranhão";9
"210315 Centro do Guilherme";33
"210317 Centro Novo do Maranhão";69
"210320 Chapadinha";69
"210325 Cidelândia";40
"210330 Codó";61
"210340 Coelho Neto";9
"210350 Colinas";34
"210355 Conceição do Lago-Açu";3
"210360 Coroatá";30
"210370 Cururupu";20
"210375 Davinópolis";12
"210380 Dom Pedro";7
"210390 Duque Bacelar";6
"210400 Esperantinópolis";27
"210405 Estreito";12
"210407 Feira Nova do Maranhão";2
"210408 Fernando Falcão";24
"210409 Formosa da Serra Negra";24
"210410 Fortaleza dos Nogueiras";5
"210420 Fortuna";14
"210430 Godofredo Viana";33
"210440 Gonçalves Dias";14
"210450 Governador Archer";11
"210455 Governador Edison Lobão";5
"210460 Governador Eugênio Barros";6
"210462 Governador Luiz Rocha";9
"210465 Governador Newton Bello";34
"210467 Governador Nunes Freire";75
"210470 Graça Aranha";1
"210480 Grajaú";39
"210490 Guimarães";14
"210500 Humberto de Campos";43
"210510 Icatu";48
"210515 Igarapé do Meio";9
"210520 Igarapé Grande";11
"210530 Imperatriz";152
"210535 Itaipava do Grajaú";26
"210540 Itapecuru Mirim";71
"210542 Itinga do Maranhão";87
"210545 Jatobá";6
"210547 Jenipapo dos Vieiras";9
"210550 João Lisboa";41
"210560 Joselândia";27
"210565 Junco do Maranhão";21
"210570 Lago da Pedra";124
"210580 Lago do Junco";28
"210594 Lago dos Rodrigues";11
"210592 Lagoa do Mato";7
"210596 Lagoa Grande do Maranhão";22
"210598 Lajeado Novo";11
"210600 Lima Campos";3
"210620 Luís Domingues";51
"210630 Magalhães de Almeida";2
"210632 Maracaçumé";46
"210635 Marajá do Sena";84
"210637 Maranhãozinho";35
"210640 Mata Roma";43
"210650 Matinha";12
"210660 Matões";51
"210663 Matões do Norte";10
"210667 Milagres do Maranhão";8
"210670 Mirador";33
"210675 Miranda do Norte";2
"210680 Mirinzal";30
"210690 Monção";10
"210700 Montes Altos";15
"210710 Morros";66
"210720 Nina Rodrigues";31
"210725 Nova Colinas";3
"210730 Nova Iorque";4
"210735 Nova Olinda do Maranhão";22
"210740 Olho d'Água das Cunhãs";13
"210745 Olinda Nova do Maranhão";6
"210750 Paço do Lumiar";7
"210760 Palmeirândia";6
"210770 Paraibano";5
"210780 Parnarama";13
"210790 Passagem Franca";13
"210800 Pastos Bons";9
"210805 Paulino Neves";12
"210810 Paulo Ramos";90
"210820 Pedreiras";13
"210825 Pedro do Rosário";77
"210830 Penalva";5
"210840 Peri Mirim";3
"210845 Peritoró";24
"210850 Pindaré-Mirim";12
"210860 Pinheiro";84
"210870 Pio XII";12
"210880 Pirapemas";13
"210890 Poção de Pedras";34
"210900 Porto Franco";13
"210905 Porto Rico do Maranhão";14
"210910 Presidente Dutra";9
"210920 Presidente Juscelino";27
"210923 Presidente Médici";14
"210927 Presidente Sarney";20
"210930 Presidente Vargas";47
"210940 Primeira Cruz";7
"210945 Raposa";1
"210950 Riachão";10
"210955 Ribamar Fiquene";6
"210960 Rosário";30
"210970 Sambaíba";1
"210975 Santa Filomena do Maranhão";7
"210980 Santa Helena";34
"210990 Santa Inês";39
"211000 Santa Luzia";240
"211003 Santa Luzia do Paruá";41
"211010 Santa Quitéria do Maranhão";111
"211020 Santa Rita";23
"211023 Santana do Maranhão";8
"211027 Santo Amaro do Maranhão";9
"211030 Santo Antônio dos Lopes";10
"211040 São Benedito do Rio Preto";120
"211050 São Bento";13
"211060 São Bernardo";4
"211065 São Domingos do Azeitão";1
"211070 São Domingos do Maranhão";42
"211080 São Félix de Balsas";2
"211085 São Francisco do Brejão";18
"211090 São Francisco do Maranhão";1
"211102 São João do Carú";107
"211105 São João do Paraíso";14
"211107 São João do Soter";6
"211110 São João dos Patos";57
"211120 São José de Ribamar";17
"211130 São Luís";52
"211140 São Luís Gonzaga do Maranhão";8
"211150 São Mateus do Maranhão";5
"211153 São Pedro da Água Branca";16
"211157 São Pedro dos Crentes";2
"211160 São Raimundo das Mangabeiras";4
"211163 São Raimundo do Doca Bezerra";3
"211167 São Roberto";5
"211170 São Vicente Ferrer";7
"211172 Satubinha";2
"211174 Senador Alexandre Costa";4
"211176 Senador La Rocque";16
"211178 Serrano do Maranhão";3
"211180 Sítio Novo";31
"211190 Sucupira do Norte";9
"211195 Sucupira do Riachão";9
"211200 Tasso Fragoso";1
"211210 Timbiras";12
"211220 Timon";22
"211223 Trizidela do Vale";11
"211227 Tufilândia";4
"211230 Tuntum";9
"211240 Turiaçu";133
"211245 Turilândia";29
"211250 Tutóia";11
"211260 Urbano Santos";183
"211270 Vargem Grande";43
"211280 Viana";36
"211285 Vila Nova dos Martírios";22
"211290 Vitória do Mearim";4
"211300 Vitorino Freire";138
"211400 Zé Doca";178
"220020 Água Branca";2
"220040 Altos";5
"220045 Alvorada do Gurguéia";3
"220060 Angical do Piauí";2
"220070 Anísio de Abreu";2
"220110 Avelino Lopes";1
"220115 Baixa Grande do Ribeiro";1
"220120 Barras";5
"220130 Barreiras do Piauí";3
"220140 Barro Duro";14
"220150 Batalha";6
"220160 Beneditinos";1
"220170 Bertolínia";1
"220177 Boa Hora";4
"220190 Bom Jesus";2
"220196 Brasileira";1
"220208 Cajueiro da Praia";1
"220217 Campo Largo do Piauí";1
"220220 Campo Maior";1
"220270 Cocal";1
"220290 Corrente";7
"220325 Curralinhos";1
"220390 Floriano";3
"220400 Francinópolis";1
"220435 Geminiano";1
"220440 Gilbués";1
"220460 Hugo Napoleão";1
"220465 Ilha Grande";1
"220470 Inhuma";5
"220480 Ipiranga do Piauí";1
"220490 Isaías Coelho";1
"220500 Itainópolis";3
"220550 José de Freitas";3
"220552 Júlio Borges";1
"220556 Lagoa do Barro do Piauí";4
"220570 Luís Correia";2
"220580 Luzilândia";11
"220585 Madeiro";4
"220590 Manoel Emídio";1
"220600 Marcos Parente";1
"220610 Matias Olímpio";3
"220620 Miguel Alves";5
"220660 Monte Alegre do Piauí";1
"220672 Nazária";1
"220680 Nossa Senhora dos Remédios";8
"220740 Palmeira do Piauí";4
"220750 Palmeirais";1
"220770 Parnaíba";1
"220775 Passagem Franca do Piauí";1
"220790 Pedro II";14
"220800 Picos";1
"220830 Piracuruca";1
"220840 Piripiri";11
"220855 Porto Alegre do Piauí";2
"220865 Queimada Nova";3
"220880 Regeneração";1
"220920 Santa Filomena";5
"220930 Santa Luz";2
"220935 Santana do Piauí";2
"220945 Santo Antônio dos Milagres";1
"220950 Santo Inácio do Piauí";1
"220970 São Francisco do Piauí";1
"220975 São Gonçalo do Gurguéia";2
"220980 São Gonçalo do Piauí";1
"220987 São João da Fronteira";2
"220990 São João da Serra";3
"220997 São João do Arraial";4
"221005 São José do Divino";1
"221040 São Miguel do Tapuio";2
"221050 São Pedro do Piauí";7
"221063 Sebastião Leal";1
"221080 Simplício Mendes";1
"221093 Sussuapara";2
"221100 Teresina";56
"221110 União";6
"221120 Uruçuí";8
"230010 Abaiara";4
"230020 Acaraú";2
"230030 Acopiara";3
"230040 Aiuaba";2
"230050 Alcântaras";9
"230060 Altaneira";5
"230075 Amontada";2
"230080 Antonina do Norte";1
"230100 Aquiraz";6
"230110 Aracati";1
"230120 Aracoiaba";2
"230125 Ararendá";1
"230130 Araripe";1
"230140 Aratuba";43
"230160 Assaré";9
"230185 Banabuiú";1
"230190 Barbalha";119
"230195 Barreira";1
"230200 Barro";1
"230210 Baturité";78
"230230 Bela Cruz";1
"230250 Brejo Santo";15
"230270 Campos Sales";3
"230280 Canindé";3
"230290 Capistrano";10
"230310 Cariré";7
"230320 Caririaçu";15
"230340 Carnaubal";12
"230350 Cascavel";3
"230370 Caucaia";25
"230390 Chaval";3
"230420 Crato";194
"230423 Croatá";21
"230425 Cruz";1
"230428 Eusébio";12
"230430 Farias Brito";5
"230435 Forquilha";6
"230440 Fortaleza";119
"230450 Frecheirinha";6
"230460 General Sampaio";1
"230465 Graça";58
"230470 Granja";2
"230500 Guaraciaba do Norte";113
"230510 Guaramiranga";63
"230520 Hidrolândia";5
"230523 Horizonte";3
"230530 Ibiapina";80
"230550 Iguatu";3
"230580 Ipu";97
"230590 Ipueiras";17
"230610 Irauçuba";2
"230625 Itaitinga";3
"230630 Itapagé";164
"230640 Itapipoca";80
"230650 Itapiúna";1
"230655 Itarema";2
"230660 Itatira";10
"230710 Jardim";6
"230720 Jati";2
"230730 Juazeiro do Norte";36
"230740 Jucás";1
"230750 Lavras da Mangabeira";3
"230763 Madalena";1
"230765 Maracanaú";16
"230770 Maranguape";11
"230790 Martinópole";1
"230800 Massapê";44
"230810 Mauriti";18
"230820 Meruoca";31
"230830 Milagres";6
"230837 Miraíma";1
"230840 Missão Velha";23
"230850 Mombaça";2
"230860 Monsenhor Tabosa";1
"230870 Morada Nova";1
"230900 Mucambo";11
"230910 Mulungu";25
"230920 Nova Olinda";3
"230930 Nova Russas";3
"230940 Novo Oriente";1
"230960 Pacajus";7
"230970 Pacatuba";2
"230980 Pacoti";142
"230990 Pacujá";7
"231000 Palhano";1
"231010 Palmácia";32
"231020 Paracuru";1
"231030 Parambu";4
"231050 Pedra Branca";1
"231060 Penaforte";1
"231070 Pentecoste";1
"231080 Pereiro";1
"231085 Pindoretama";23
"231090 Piquet Carneiro";1
"231095 Pires Ferreira";4
"231100 Poranga";2
"231110 Porteiras";15
"231120 Potengi";2
"231126 Quiterianópolis";1
"231130 Quixadá";1
"231135 Quixelô";3
"231140 Quixeramobim";1
"231160 Redenção";3
"231170 Reriutaba";5
"231180 Russas";1
"231220 Santa Quitéria";4
"231210 Santana do Cariri";9
"231230 São Benedito";168
"231240 São Gonçalo do Amarante";2
"231260 São Luís do Curu";1
"231280 Senador Sá";2
"231290 Sobral";35
"231300 Solonópole";1
"231320 Tamboril";1
"231325 Tarrafas";1
"231330 Tauá";3
"231335 Tejuçuoca";1
"231340 Tianguá";71
"231350 Trairi";4
"231360 Ubajara";105
"231370 Umari";1
"231375 Umirim";1
"231380 Uruburetama";42
"231390 Uruoca";6
"231395 Varjota";3
"231400 Várzea Alegre";2
"231410 Viçosa do Ceará";247
"240020 Açu";1
"240120 Arês";1
"240140 Baía Formosa";1
"240145 Baraúna";1
"240250 Carnaubais";1
"240320 Doutor Severiano";1
"240380 Florânia";1
"240480 Ipueira";1
"240700 Luís Gomes";3
"240800 Mossoró";1
"240810 Natal";7
"240820 Nísia Floresta";2
"240830 Nova Cruz";1
"240325 Parnamirim";6
"240940 Pau dos Ferros";2
"240950 Pedra Grande";2
"241040 Pureza";1
"241200 São Gonçalo do Amarante";1
"241250 São Miguel";5
"241310 Senador Elói de Souza";1
"241370 Sítio Novo";1
"241105 Tibau";1
"250030 Alagoa Grande";28
"250040 Alagoa Nova";57
"250050 Alagoinha";1
"250110 Areia";24
"250140 Baía da Traição";16
"250150 Bananeiras";1
"250180 Bayeux";3
"250240 Bonito de Santa Fé";1
"250280 Brejo do Cruz";1
"250320 Cabedelo";1
"250370 Cajazeiras";1
"250400 Campina Grande";3
"250403 Capim";1
"250415 Casserengue";2
"250480 Coremas";1
"250490 Cruz do Espírito Santo";23
"250600 Esperança";1
"250680 Ingá";2
"250750 João Pessoa";18
"250780 Junco do Seridó";1
"250800 Juru";1
"250830 Lagoa Seca";8
"250890 Mamanguape";3
"250905 Marcação";4
"250933 Matinhas";7
"250990 Natuba";1
"251010 Nova Floresta";1
"251080 Patos";1
"251120 Pedras de Fogo";3
"251130 Piancó";1
"251140 Picuí";1
"251160 Pilões";27
"251170 Pilõezinhos";1
"251190 Pitimbu";1
"251200 Pocinhos";1
"251230 Princesa Isabel";1
"251250 Queimadas";3
"251275 Riachão do Bacamarte";1
"251290 Rio Tinto";1
"251310 Salgado de São Félix";1
"251370 Santa Rita";6
"251350 Santana de Mangueira";1
"250070 São João do Rio do Peixe";4
"251450 São José de Piranhas";1
"251455 São José de Princesa";1
"251490 São Mamede";1
"251510 São Sebastião de Lagoa de Roça";2
"251530 Sapé";39
"251580 Serra Redonda";1
"251600 Solânea";1
"251620 Sousa";2
"251630 Sumé";2
"251690 Uiraúna";1
"251700 Umbuzeiro";1
"260005 Abreu e Lima";10
"260030 Agrestina";2
"260040 Água Preta";7
"260070 Aliança";20
"260080 Altinho";2
"260090 Amaraji";7
"260100 Angelim";2
"260105 Araçoiaba";29
"260120 Arcoverde";1
"260130 Barra de Guabiraba";3
"260140 Barreiros";5
"260150 Belém de Maria";1
"260170 Belo Jardim";15
"260180 Betânia";1
"260190 Bezerros";3
"260200 Bodocó";2
"260210 Bom Conselho";5
"260220 Bom Jardim";1
"260230 Bonito";20
"260250 Brejinho";1
"260260 Brejo da Madre de Deus";3
"260280 Buíque";3
"260290 Cabo de Santo Agostinho";52
"260300 Cabrobó";2
"260345 Camaragibe";14
"260360 Camutanga";14
"260370 Canhotinho";3
"260390 Carnaíba";2
"260392 Carnaubeira da Penha";7
"260400 Carpina";6
"260410 Caruaru";7
"260415 Casinhas";1
"260420 Catende";18
"260430 Cedro";1
"260440 Chã de Alegria";14
"260450 Chã Grande";2
"260460 Condado";3
"260480 Cortês";3
"260490 Cumaru";1
"260510 Custódia";1
"260520 Escada";186
"260530 Exu";5
"260550 Ferreiros";3
"260570 Floresta";2
"260590 Gameleira";5
"260600 Garanhuns";4
"260610 Glória do Goitá";9
"260620 Goiana";11
"260640 Gravatá";2
"260680 Igarassu";26
"260690 Iguaracy";1
"260760 Ilha de Itamaracá";2
"260700 Inajá";1
"260710 Ingazeira";1
"260720 Ipojuca";52
"260730 Ipubi";5
"260740 Itacuruba";1
"260750 Itaíba";2
"260765 Itambé";1
"260775 Itapissuma";8
"260780 Itaquitinga";1
"260790 Jaboatão dos Guararapes";16
"260795 Jaqueira";18
