2018
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Em Branco/ign";"Total"
"170305 BANDEIRANTES DO TOCANTINS";1;1
"170307 BARRA DO OURO";3;3
"170310 BARROLANDIA";33;33
"170320 BERNARDO SAYAO";9;9
"170330 BOM JESUS DO TOCANTINS";40;40
"170360 BRASILANDIA DO TOCANTINS";1;1
"170370 BREJINHO DE NAZARE";17;17
"170380 BURITI DO TOCANTINS";15;15
"170382 CACHOEIRINHA";1;1
"170384 CAMPOS LINDOS";19;19
"170386 CARIRI DO TOCANTINS";21;21
"170388 CARMOLANDIA";4;4
"170389 CARRASCO BONITO";41;41
"170390 CASEARA";6;6
"170410 CENTENARIO";10;10
"170460 CHAPADA DE AREIA";4;4
"170510 CHAPADA DA NATIVIDADE";5;5
"170550 COLINAS DO TOCANTINS";152;152
"170555 COMBINADO";4;4
"170560 CONCEICAO DO TOCANTINS";17;17
"170600 COUTO MAGALHAES";13;13
"170610 CRISTALANDIA";23;23
"170625 CRIXAS DO TOCANTINS";7;7
"170650 DARCINOPOLIS";7;7
"170700 DIANOPOLIS";10;10
"170710 DIVINOPOLIS DO TOCANTINS";32;32
"170720 DOIS IRMAOS DO TOCANTINS";3;3
"170730 DUERE";8;8
"170740 ESPERANTINA";22;22
"170755 FATIMA";13;13
"170765 FIGUEIROPOLIS";7;7
"170770 FILADELFIA";6;6
"170820 FORMOSO DO ARAGUAIA";39;39
"170825 FORTALEZA DO TABOCAO";18;18
"170830 GOIANORTE";5;5
"170900 GOIATINS";45;45
"170930 GUARAI";183;183
"170950 GURUPI";230;230
"170980 IPUEIRAS";9;9
"171050 ITACAJA";22;22
"171070 ITAGUATINS";4;4
"171090 ITAPIRATINS";22;22
"171110 ITAPORA DO TOCANTINS";15;15
"171190 LAGOA DA CONFUSAO";69;69
"171195 LAGOA DO TOCANTINS";3;3
"171200 LAJEADO";16;16
"171215 LAVANDEIRA";8;8
"171240 LIZARDA";4;4
"171245 LUZINOPOLIS";9;9
"171250 MARIANOPOLIS DO TOCANTINS";26;26
"171270 MATEIROS";1;1
"171280 MAURILANDIA DO TOCANTINS";15;15
"171320 MIRACEMA DO TOCANTINS";114;114
"171330 MIRANORTE";37;37
"171360 MONTE DO CARMO";25;25
"171370 MONTE SANTO DO TOCANTINS";7;7
"171380 PALMEIRAS DO TOCANTINS";7;7
"171395 MURICILANDIA";17;17
"171420 NATIVIDADE";9;9
"171430 NAZARE";5;5
"171488 NOVA OLINDA";28;28
"171500 NOVA ROSALANDIA";11;11
"171510 NOVO ACORDO";3;3
"171515 NOVO ALEGRE";2;2
"171525 NOVO JARDIM";6;6
"171550 OLIVEIRA DE FATIMA";5;5
"171570 PALMEIRANTE";6;6
"171575 PALMEIROPOLIS";8;8
"171610 PARAISO DO TOCANTINS";134;134
"171620 PARANA";28;28
"171650 PEDRO AFONSO";42;42
"171660 PEIXE";31;31
"171665 PEQUIZEIRO";4;4
"171670 COLMEIA";33;33
"171700 PINDORAMA DO TOCANTINS";2;2
"171720 PIRAQUE";7;7
"171750 PIUM";18;18
"171780 PONTE ALTA DO BOM JESUS";7;7
"171790 PONTE ALTA DO TOCANTINS";24;24
"171820 PORTO NACIONAL";393;393
"171830 PRAIA NORTE";18;18
"171840 PRESIDENTE KENNEDY";9;9
"171845 PUGMIL";27;27
"171850 RECURSOLANDIA";7;7
"171855 RIACHINHO";14;14
"171865 RIO DA CONCEICAO";1;1
"171870 RIO DOS BOIS";10;10
"171875 RIO SONO";2;2
"171880 SAMPAIO";23;23
"171884 SANDOLANDIA";10;10
"171886 SANTA FE DO ARAGUAIA";23;23
"171888 SANTA MARIA DO TOCANTINS";3;3
"171889 SANTA RITA DO TOCANTINS";3;3
"171890 SANTA ROSA DO TOCANTINS";6;6
"171900 SANTA TEREZA DO TOCANTINS";4;4
"172000 SANTA TEREZINHA DO TOCANTINS";5;5
"172010 SAO BENTO DO TOCANTINS";14;14
"172015 SAO FELIX DO TOCANTINS";5;5
"172020 SAO MIGUEL DO TOCANTINS";17;17
"172025 SAO SALVADOR DO TOCANTINS";4;4
"172030 SAO SEBASTIAO DO TOCANTINS";9;9
"172049 SAO VALERIO";16;16
"172065 SILVANOPOLIS";30;30
"172080 SITIO NOVO DO TOCANTINS";20;20
"172085 SUCUPIRA";9;9
"172090 TAGUATINGA";27;27
"172093 TAIPAS DO TOCANTINS";9;9
"172097 TALISMA";16;16
"172100 PALMAS";3061;3061
"172110 TOCANTINIA";17;17
"172120 TOCANTINOPOLIS";57;57
"172125 TUPIRAMA";13;13
"172130 TUPIRATINS";2;2
"172208 WANDERLANDIA";36;36
"172210 XAMBIOA";25;25
"210005 ACAILANDIA";92;92
"210015 AGUA DOCE DO MARANHAO";1;1
"210020 ALCANTARA";57;57
"210030 ALDEIAS ALTAS";40;40
"210043 ALTO ALEGRE DO MARANHAO";59;59
"210047 ALTO ALEGRE DO PINDARE";55;55
"210050 ALTO PARNAIBA";10;10
"210055 AMAPA DO MARANHAO";3;3
"210060 AMARANTE DO MARANHAO";51;51
"210070 ANAJATUBA";19;19
"210080 ANAPURUS";3;3
"210083 APICUM-ACU";97;97
"210087 ARAGUANA";11;11
"210090 ARAIOSES";17;17
"210095 ARAME";37;37
"210100 ARARI";14;14
"210110 AXIXA";6;6
"210120 BACABAL";10;10
"210125 BACABEIRA";24;24
"210130 BACURI";7;7
"210135 BACURITUBA";40;40
"210140 BALSAS";49;49
"210150 BARAO DE GRAJAU";15;15
"210160 BARRA DO CORDA";22;22
"210170 BARREIRINHAS";101;101
"210173 BELAGUA";1;1
"210177 BELA VISTA DO MARANHAO";30;30
"210180 BENEDITO LEITE";1;1
"210190 BEQUIMAO";16;16
"210193 BERNARDO DO MEARIM";4;4
"210197 BOA VISTA DO GURUPI";1;1
"210200 BOM JARDIM";46;46
"210203 BOM JESUS DAS SELVAS";11;11
"210210 BREJO";10;10
"210215 BREJO DE AREIA";4;4
"210220 BURITI";19;19
"210230 BURITI BRAVO";2;2
"210232 BURITICUPU";149;149
"210235 BURITIRANA";2;2
"210237 CACHOEIRA GRANDE";4;4
"210240 CAJAPIO";5;5
"210250 CAJARI";8;8
"210255 CAMPESTRE DO MARANHAO";12;12
"210260 CANDIDO MENDES";16;16
"210270 CANTANHEDE";20;20
"210275 CAPINZAL DO NORTE";2;2
"210280 CAROLINA";57;57
"210290 CARUTAPERA";50;50
"210300 CAXIAS";359;359
"210310 CEDRAL";8;8
"210312 CENTRAL DO MARANHAO";4;4
"210315 CENTRO DO GUILHERME";12;12
"210317 CENTRO NOVO DO MARANHAO";3;3
"210320 CHAPADINHA";215;215
"210325 CIDELANDIA";2;2
"210330 CODO";304;304
"210340 COELHO NETO";122;122
"210350 COLINAS";17;17
"210355 CONCEICAO DO LAGO-ACU";3;3
"210360 COROATA";203;203
"210370 CURURUPU";56;56
"210375 DAVINOPOLIS";28;28
"210380 DOM PEDRO";12;12
"210390 DUQUE BACELAR";38;38
"210400 ESPERANTINOPOLIS";2;2
"210405 ESTREITO";64;64
"210407 FEIRA NOVA DO MARANHAO";16;16
"210408 FERNANDO FALCAO";6;6
"210409 FORMOSA DA SERRA NEGRA";6;6
"210410 FORTALEZA DOS NOGUEIRAS";10;10
"210420 FORTUNA";7;7
"210430 GODOFREDO VIANA";3;3
"210440 GONCALVES DIAS";1;1
"210450 GOVERNADOR ARCHER";16;16
"210455 GOVERNADOR EDISON LOBAO";24;24
"210460 GOVERNADOR EUGENIO BARROS";9;9
"210465 GOVERNADOR NEWTON BELLO";1;1
"210467 GOVERNADOR NUNES FREIRE";21;21
"210470 GRACA ARANHA";2;2
"210480 GRAJAU";117;117
"210500 HUMBERTO DE CAMPOS";22;22
"210510 ICATU";11;11
"210515 IGARAPE DO MEIO";18;18
"210520 IGARAPE GRANDE";32;32
"210530 IMPERATRIZ";19;19
"210535 ITAIPAVA DO GRAJAU";5;5
"210540 ITAPECURU MIRIM";175;175
"210542 ITINGA DO MARANHAO";2;2
"210545 JATOBA";3;3
"210547 JENIPAPO DOS VIEIRAS";10;10
"210550 JOAO LISBOA";5;5
"210560 JOSELANDIA";8;8
"210565 JUNCO DO MARANHAO";2;2
"210570 LAGO DA PEDRA";14;14
"210580 LAGO DO JUNCO";2;2
"210590 LAGO VERDE";22;22
"210592 LAGOA DO MATO";3;3
"210594 LAGO DOS RODRIGUES";1;1
"210596 LAGOA GRANDE DO MARANHAO";3;3
"210598 LAJEADO NOVO";10;10
"210600 LIMA CAMPOS";10;10
"210620 LUIS DOMINGUES";19;19
"210630 MAGALHAES DE ALMEIDA";19;19
"210632 MARACACUME";31;31
"210635 MARAJA DO SENA";3;3
"210637 MARANHAOZINHO";2;2
"210640 MATA ROMA";10;10
"210650 MATINHA";4;4
"210660 MATOES";138;138
"210663 MATOES DO NORTE";29;29
"210667 MILAGRES DO MARANHAO";1;1
"210670 MIRADOR";2;2
"210675 MIRANDA DO NORTE";116;116
"210680 MIRINZAL";18;18
"210690 MONCAO";28;28
"210700 MONTES ALTOS";10;10
"210710 MORROS";4;4
"210720 NINA RODRIGUES";5;5
"210725 NOVA COLINAS";8;8
"210735 NOVA OLINDA DO MARANHAO";6;6
"210740 OLHO D'AGUA DAS CUNHAS";7;7
"210745 OLINDA NOVA DO MARANHAO";9;9
"210750 PACO DO LUMIAR";274;274
"210770 PARAIBANO";15;15
"210780 PARNARAMA";8;8
"210790 PASSAGEM FRANCA";9;9
"210800 PASTOS BONS";4;4
"210805 PAULINO NEVES";8;8
"210810 PAULO RAMOS";9;9
"210820 PEDREIRAS";16;16
"210825 PEDRO DO ROSARIO";28;28
"210830 PENALVA";45;45
"210840 PERI MIRIM";7;7
"210845 PERITORO";5;5
"210850 PINDARE-MIRIM";5;5
"210860 PINHEIRO";201;201
"210870 PIO XII";16;16
"210880 PIRAPEMAS";68;68
"210890 POCAO DE PEDRAS";6;6
"210900 PORTO FRANCO";37;37
"210905 PORTO RICO DO MARANHAO";14;14
"210910 PRESIDENTE DUTRA";58;58
"210920 PRESIDENTE JUSCELINO";9;9
"210923 PRESIDENTE MEDICI";1;1
"210927 PRESIDENTE SARNEY";34;34
"210930 PRESIDENTE VARGAS";1;1
"210940 PRIMEIRA CRUZ";14;14
"210945 RAPOSA";82;82
"210950 RIACHAO";22;22
"210955 RIBAMAR FIQUENE";7;7
"210960 ROSARIO";105;105
"210970 SAMBAIBA";4;4
"210975 SANTA FILOMENA DO MARANHAO";3;3
"210980 SANTA HELENA";41;41
"210990 SANTA INES";247;247
"211000 SANTA LUZIA";34;34
"211003 SANTA LUZIA DO PARUA";5;5
"211010 SANTA QUITERIA DO MARANHAO";12;12
"211020 SANTA RITA";18;18
"211023 SANTANA DO MARANHAO";17;17
"211027 SANTO AMARO DO MARANHAO";3;3
"211030 SANTO ANTONIO DOS LOPES";2;2
"211040 SAO BENEDITO DO RIO PRETO";9;9
"211050 SAO BENTO";35;35
"211060 SAO BERNARDO";21;21
"211065 SAO DOMINGOS DO AZEITAO";2;2
"211070 SAO DOMINGOS DO MARANHAO";4;4
"211080 SAO FELIX DE BALSAS";7;7
"211085 SAO FRANCISCO DO BREJAO";6;6
"211090 SAO FRANCISCO DO MARANHAO";12;12
"211100 SAO JOAO BATISTA";1;1
"211102 SAO JOAO DO CARU";7;7
"211105 SAO JOAO DO PARAISO";9;9
"211107 SAO JOAO DO SOTER";2;2
"211110 SAO JOAO DOS PATOS";9;9
"211120 SAO JOSE DE RIBAMAR";1053;1053
"211125 SAO JOSE DOS BASILIOS";4;4
"211130 SAO LUIS";3840;3840
"211140 SAO LUIS GONZAGA DO MARANHAO";9;9
"211150 SAO MATEUS DO MARANHAO";16;16
"211153 SAO PEDRO DA AGUA BRANCA";7;7
"211157 SAO PEDRO DOS CRENTES";8;8
"211160 SAO RAIMUNDO DAS MANGABEIRAS";44;44
"211170 SAO VICENTE FERRER";10;10
"211172 SATUBINHA";7;7
"211174 SENADOR ALEXANDRE COSTA";5;5
"211176 SENADOR LA ROCQUE";8;8
"211178 SERRANO DO MARANHAO";6;6
"211180 SITIO NOVO";1;1
"211190 SUCUPIRA DO NORTE";1;1
"211195 SUCUPIRA DO RIACHAO";1;1
"211200 TASSO FRAGOSO";3;3
"211210 TIMBIRAS";14;14
"211220 TIMON";412;412
"211223 TRIZIDELA DO VALE";31;31
"211227 TUFILANDIA";4;4
"211230 TUNTUM";4;4
"211240 TURIACU";43;43
"211245 TURILANDIA";64;64
"211250 TUTOIA";32;32
"211260 URBANO SANTOS";11;11
"211270 VARGEM GRANDE";5;5
"211280 VIANA";101;101
"211285 VILA NOVA DOS MARTIRIOS";13;13
"211290 VITORIA DO MEARIM";85;85
"211300 VITORINO FREIRE";2;2
"211400 ZE DOCA";4;4
"220005 ACAUA";1;1
"220020 AGUA BRANCA";9;9
"220025 ALAGOINHA DO PIAUI";5;5
"220027 ALEGRETE DO PIAUI";4;4
"220030 ALTO LONGA";2;2
"220040 ALTOS";64;64
"220045 ALVORADA DO GURGUEIA";10;10
"220050 AMARANTE";8;8
"220060 ANGICAL DO PIAUI";2;2
"220080 ANTONIO ALMEIDA";4;4
"220095 AROEIRAS DO ITAIM";2;2
"220100 ARRAIAL";3;3
"220110 AVELINO LOPES";1;1
"220115 BAIXA GRANDE DO RIBEIRO";5;5
"220120 BARRAS";28;28
"220130 BARREIRAS DO PIAUI";1;1
"220140 BARRO DURO";2;2
"220150 BATALHA";13;13
"220157 BELEM DO PIAUI";5;5
"220170 BERTOLINIA";1;1
"220177 BOA HORA";4;4
"220180 BOCAINA";2;2
"220190 BOM JESUS";23;23
"220191 BOM PRINCIPIO DO PIAUI";3;3
"220200 BURITI DOS LOPES";19;19
"220202 BURITI DOS MONTES";5;5
"220205 CABECEIRAS DO PIAUI";1;1
"220207 CAJAZEIRAS DO PIAUI";1;1
"220208 CAJUEIRO DA PRAIA";1;1
"220209 CALDEIRAO GRANDE DO PIAUI";1;1
"220210 CAMPINAS DO PIAUI";2;2
"220211 CAMPO ALEGRE DO FIDALGO";4;4
"220213 CAMPO GRANDE DO PIAUI";1;1
"220217 CAMPO LARGO DO PIAUI";25;25
"220220 CAMPO MAIOR";132;132
"220225 CANAVIEIRA";2;2
"220230 CANTO DO BURITI";2;2
"220240 CAPITAO DE CAMPOS";1;1
"220245 CAPITAO GERVASIO OLIVEIRA";1;1
"220253 CARAUBAS DO PIAUI";8;8
"220255 CARIDADE DO PIAUI";10;10
"220260 CASTELO DO PIAUI";7;7
"220265 CAXINGO";1;1
"220270 COCAL";10;10
"220271 COCAL DE TELHA";4;4
"220272 COCAL DOS ALVES";4;4
"220273 COIVARAS";18;18
"220275 COLONIA DO GURGUEIA";4;4
"220280 CONCEICAO DO CANINDE";2;2
"220290 CORRENTE";8;8
"220300 CRISTALANDIA DO PIAUI";6;6
"220310 CRISTINO CASTRO";13;13
"220325 CURRALINHOS";5;5
"220327 CURRAL NOVO DO PIAUI";1;1
"220330 DEMERVAL LOBAO";45;45
"220335 DIRCEU ARCOVERDE";2;2
"220340 DOM EXPEDITO LOPES";32;32
"220345 DOM INOCENCIO";7;7
"220350 ELESBAO VELOSO";3;3
"220360 ELISEU MARTINS";4;4
"220370 ESPERANTINA";92;92
"220380 FLORES DO PIAUI";1;1
"220390 FLORIANO";146;146
"220400 FRANCINOPOLIS";9;9
"220415 FRANCISCO MACEDO";1;1
"220420 FRANCISCO SANTOS";5;5
"220430 FRONTEIRAS";5;5
"220435 GEMINIANO";14;14
"220440 GILBUES";9;9
