2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/toxogestacionalbr.def
Gestational Toxoplasmosis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Total"
"240210 CAMPO REDONDO";-;-;1;-;1;-;-;2
"240220 CANGUARETAMA";2;-;-;-;-;-;-;2
"240230 CARAUBAS";-;-;-;-;1;-;-;1
"240250 CARNAUBAIS";-;1;-;-;-;-;-;1
"240260 CEARA-MIRIM";-;1;-;3;1;-;-;5
"240270 CERRO CORA";-;-;1;-;1;1;-;3
"240310 CURRAIS NOVOS";1;1;2;1;-;-;-;5
"240325 PARNAMIRIM";-;-;2;1;2;-;1;6
"240330 ENCANTO";-;-;-;-;1;1;-;2
"240340 EQUADOR";-;-;-;1;-;-;-;1
"240360 EXTREMOZ";-;-;-;-;1;-;-;1
"240375 FERNANDO PEDROZA";1;-;1;-;-;-;-;2
"240380 FLORANIA";-;-;-;2;-;-;-;2
"240390 FRANCISCO DANTAS";-;1;-;-;-;-;-;1
"240410 GALINHOS";-;-;-;-;-;1;-;1
"240420 GOIANINHA";-;-;-;1;-;-;-;1
"240440 GROSSOS";-;1;-;-;-;-;-;1
"240450 GUAMARE";-;-;-;-;-;-;1;1
"240485 ITAJA";1;-;-;-;-;-;-;1
"240490 ITAU";-;-;-;-;3;1;-;4
"240500 JACANA";-;1;-;-;-;-;-;1
"240520 JANDUIS";1;-;-;-;-;-;-;1
"240530 JANUARIO CICCO";-;-;-;-;-;-;1;1
"240540 JAPI";1;-;1;-;-;2;-;4
"240560 JARDIM DE PIRANHAS";-;-;-;-;1;1;-;2
"240580 JOAO CAMARA";5;-;1;2;1;1;-;10
"240610 JUCURUTU";-;1;-;-;1;-;-;2
"240620 LAGOA D'ANTA";-;-;1;-;-;-;-;1
"240640 LAGOA DE VELHOS";-;2;-;-;-;1;1;4
"240650 LAGOA NOVA";1;-;-;-;2;-;-;3
"240710 MACAIBA";-;1;1;-;1;-;-;3
"240750 MAXARANGUAPE";-;-;1;-;-;-;-;1
"240760 MESSIAS TARGINO";-;-;-;-;-;1;-;1
"240780 MONTE ALEGRE";-;-;1;-;-;1;-;2
"240800 MOSSORO";1;2;1;-;6;4;2;16
"240810 NATAL";12;9;6;9;9;13;-;58
"240820 NISIA FLORESTA";-;-;-;-;1;-;1;2
"240830 NOVA CRUZ";-;-;1;-;-;1;-;2
"240870 PARAU";-;-;1;-;-;-;-;1
"240880 PARAZINHO";-;-;1;-;-;-;-;1
"240890 PARELHAS";-;-;1;-;-;1;-;2
"240895 RIO DO FOGO";-;-;-;1;-;-;-;1
"240910 PASSA E FICA";-;-;-;1;-;-;-;1
"240930 PATU";-;-;-;-;-;2;-;2
"240933 SANTA MARIA";1;-;-;-;-;-;-;1
"240980 PEDRO VELHO";-;-;1;-;-;1;-;2
"241010 POCO BRANCO";-;-;-;-;1;-;1;2
"241030 SERRA CAIADA";-;-;1;-;-;-;1;2
"241040 PUREZA";-;1;-;-;-;1;-;2
"241090 RIACHUELO";-;-;-;-;-;2;-;2
"241120 SANTA CRUZ";1;1;1;-;-;2;-;5
"241140 SANTANA DO MATOS";-;-;1;-;-;-;-;1
"241150 SANTO ANTONIO";-;-;-;-;-;1;-;1
"241170 SAO BENTO DO TRAIRI";-;-;-;1;-;1;-;2
"241200 SAO GONCALO DO AMARANTE";1;1;-;2;1;1;-;6
"241220 SAO JOSE DE MIPIBU";1;1;2;-;-;-;-;4
"241250 SAO MIGUEL";-;-;-;-;1;-;-;1
"241255 SAO MIGUEL DO GOSTOSO";-;-;-;-;2;1;-;3
"241260 SAO PAULO DO POTENGI";-;-;1;-;-;-;-;1
"241290 SAO TOME";1;-;-;-;-;-;-;1
"241310 SENADOR ELOI DE SOUZA";-;-;-;-;-;-;1;1
"241330 SERRA DE SAO BENTO";-;-;-;-;1;-;1;2
"241335 SERRA DO MEL";-;-;-;-;-;2;-;2
"241355 SERRINHA DOS PINTOS";-;1;-;-;-;-;-;1
"241360 SEVERIANO MELO";-;1;-;-;-;-;-;1
"241390 TAIPU";-;1;-;-;-;-;-;1
"241415 TENENTE LAURENTINO CRUZ";-;-;1;-;1;-;-;2
"241420 TIBAU DO SUL";1;-;-;-;-;-;1;2
"241440 TOUROS";2;-;3;-;4;-;-;9
"241450 UMARIZAL";-;-;-;-;1;-;-;1
"241460 UPANEMA";-;-;-;-;1;-;-;1
"241480 VERA CRUZ";1;-;-;-;-;-;-;1
"250010 AGUA BRANCA";-;1;-;-;-;-;-;1
"250060 ALHANDRA";-;1;-;-;-;1;-;2
"250090 ARARA";-;1;-;-;-;-;-;1
"250115 AREIA DE BARAUNAS";-;-;-;-;-;1;-;1
"250130 AROEIRAS";-;-;-;-;-;-;1;1
"250180 BAYEUX";1;-;1;2;2;1;-;7
"250190 BELEM";1;-;1;-;-;-;-;2
"250250 BOQUEIRAO";1;-;-;-;-;-;1;2
"250320 CABEDELO";-;1;-;1;1;-;-;3
"250370 CAJAZEIRAS";-;3;-;-;-;-;-;3
"250400 CAMPINA GRANDE";-;1;3;4;1;1;1;11
"250415 CASSERENGUE";-;-;-;-;1;-;-;1
"250460 CONDE";1;2;1;1;-;-;-;5
"250550 VISTA SERRANA";1;-;-;-;-;-;-;1
"250630 GUARABIRA";1;-;-;1;-;-;-;2
"250680 INGA";-;1;-;-;-;-;-;1
"250710 ITAPOROROCA";-;-;-;-;1;-;-;1
"250750 JOAO PESSOA";3;1;2;4;3;4;-;17
"250790 JURIPIRANGA";-;-;-;1;-;-;-;1
"250820 LAGOA DE DENTRO";-;1;-;-;-;-;-;1
"250830 LAGOA SECA";-;-;1;-;-;-;-;1
"250890 MAMANGUAPE";-;-;-;1;-;-;-;1
"250910 MARI";-;2;-;2;-;-;-;4
"250930 MATARACA";-;-;1;-;2;-;-;3
"250970 MONTEIRO";1;-;-;-;-;-;-;1
"250990 NATUBA";-;-;-;1;-;-;-;1
"251010 NOVA FLORESTA";1;-;-;-;-;-;-;1
"251060 OURO VELHO";-;-;-;1;-;-;-;1
"251080 PATOS";1;-;-;-;-;-;-;1
"251120 PEDRAS DE FOGO";1;-;-;1;-;-;-;2
"251180 PIRPIRITUBA";-;-;1;-;-;-;-;1
"251190 PITIMBU";-;1;-;-;-;-;-;1
"251210 POMBAL";-;-;-;-;1;-;-;1
"251230 PRINCESA ISABEL";-;-;-;-;1;-;-;1
"251240 PUXINANA";1;-;1;-;-;-;-;2
"251250 QUEIMADAS";-;1;-;-;-;-;-;1
"251270 REMIGIO";1;1;-;-;-;-;-;2
"251272 PEDRO REGIS";-;-;2;-;1;-;-;3
"251280 RIACHO DOS CAVALOS";-;-;-;-;1;-;1;2
"251290 RIO TINTO";-;-;1;-;-;-;-;1
"251315 SANTA CECILIA";-;-;-;-;1;-;-;1
"251370 SANTA RITA";1;-;-;2;1;-;-;4
"251390 SAO BENTO";1;-;-;-;1;-;-;2
"251398 SAO FRANCISCO";-;-;-;-;1;-;-;1
"251460 SAO JOSE DO BONFIM";-;-;-;1;-;-;-;1
"251530 SAPE";-;-;1;1;1;2;2;7
"251620 SOUSA";-;-;1;-;-;-;-;1
"251680 TRIUNFO";-;-;1;-;-;-;-;1
"251690 UIRAUNA";-;-;-;-;1;-;-;1
"251700 UMBUZEIRO";-;-;1;-;-;-;-;1
"260030 AGRESTINA";-;-;-;1;-;-;-;1
"260050 AGUAS BELAS";-;1;2;3;2;3;-;11
"260070 ALIANCA";-;1;3;-;-;-;-;4
"260105 ARACOIABA";-;-;-;1;-;-;-;1
"260120 ARCOVERDE";-;1;-;-;-;-;-;1
"260160 BELEM DE SAO FRANCISCO";-;-;-;-;-;1;-;1
"260170 BELO JARDIM";-;-;-;-;1;-;-;1
"260180 BETANIA";-;-;-;-;-;1;-;1
"260200 BODOCO";-;1;-;1;-;-;-;2
"260220 BOM JARDIM";1;-;1;-;-;-;-;2
"260230 BONITO";-;-;1;-;-;-;-;1
"260240 BREJAO";1;-;-;-;-;-;-;1
"260290 CABO DE SANTO AGOSTINHO";1;1;-;2;1;1;-;6
"260300 CABROBO";-;1;-;-;-;-;-;1
"260310 CACHOEIRINHA";-;1;-;-;-;-;-;1
"260320 CAETES";-;-;1;-;-;-;-;1
"260345 CAMARAGIBE";1;1;1;-;-;-;-;3
"260370 CANHOTINHO";-;-;-;-;1;-;-;1
"260380 CAPOEIRAS";-;2;1;-;-;1;-;4
"260390 CARNAIBA";-;-;-;-;-;1;-;1
"260410 CARUARU";6;3;2;2;4;1;-;18
"260440 CHA DE ALEGRIA";1;-;-;-;-;-;1;2
"260470 CORRENTES";-;-;-;-;1;-;-;1
"260490 CUMARU";-;1;-;-;-;-;-;1
"260500 CUPIRA";-;1;-;-;-;1;-;2
"260510 CUSTODIA";-;-;-;1;-;-;-;1
"260515 DORMENTES";-;-;-;-;1;1;-;2
"260520 ESCADA";-;-;1;-;-;-;-;1
"260530 EXU";-;-;-;-;1;-;-;1
"260560 FLORES";1;-;-;-;-;-;-;1
"260600 GARANHUNS";-;-;2;-;1;1;1;5
"260620 GOIANA";-;1;-;-;1;2;1;5
"260690 IGUARACY";-;-;1;-;-;-;-;1
"260720 IPOJUCA";2;-;-;-;1;-;-;3
"260730 IPUBI";-;1;-;-;-;-;-;1
"260760 ILHA DE ITAMARACA";-;-;-;-;1;-;-;1
"260775 ITAPISSUMA";-;-;-;-;-;1;-;1
"260790 JABOATAO DOS GUARARAPES";3;1;2;3;2;1;-;12
"260810 JOAO ALFREDO";-;-;1;-;-;-;-;1
"260870 LAGOA DOS GATOS";-;-;1;2;-;-;-;3
"260880 LAJEDO";-;-;-;1;1;1;-;3
"260890 LIMOEIRO";-;2;1;-;2;2;-;7
"260900 MACAPARANA";-;-;-;-;2;-;-;2
"260960 OLINDA";1;1;-;-;-;-;-;2
"260970 OROBO";-;1;-;-;-;-;-;1
"260980 OROCO";-;-;-;2;-;-;-;2
"260990 OURICURI";-;-;2;-;-;1;-;3
"261000 PALMARES";-;1;-;-;-;1;-;2
"261020 PANELAS";1;-;1;-;-;-;-;2
"261030 PARANATAMA";1;1;-;-;-;1;1;4
"261050 PASSIRA";-;-;1;-;-;-;-;1
"261060 PAUDALHO";-;2;2;3;-;2;-;9
"261070 PAULISTA";3;2;2;-;1;-;-;8
"261090 PESQUEIRA";1;-;-;1;-;1;-;3
"261100 PETROLANDIA";-;-;-;-;1;-;-;1
"261110 PETROLINA";2;2;2;1;3;-;-;10
"261153 QUIXABA";-;-;-;-;-;1;-;1
"261160 RECIFE";5;6;4;2;5;3;-;25
"261180 RIBEIRAO";1;-;-;-;1;-;-;2
"261220 SALGUEIRO";1;-;-;-;-;-;-;1
"261230 SALOA";1;-;-;-;-;-;-;1
"261240 SANHARO";1;-;-;-;1;-;-;2
"261245 SANTA CRUZ";-;1;-;-;1;-;-;2
"261250 SANTA CRUZ DO CAPIBARIBE";1;1;-;-;-;-;-;2
"261260 SANTA MARIA DA BOA VISTA";-;-;1;-;-;1;-;2
"261280 SANTA TEREZINHA";-;1;-;-;-;-;-;1
"261310 SAO CAITANO";-;-;1;-;1;-;-;2
"261320 SAO JOAO";-;-;-;-;1;-;-;1
"261350 SAO JOSE DO BELMONTE";-;-;-;1;-;-;-;1
"261360 SAO JOSE DO EGITO";-;-;-;1;-;1;-;2
"261370 SAO LOURENCO DA MATA";-;-;2;-;1;-;-;3
"261380 SAO VICENTE FERRER";-;-;1;-;-;-;-;1
"261390 SERRA TALHADA";1;1;-;-;-;-;-;2
"261400 SERRITA";-;-;-;1;-;-;-;1
"261410 SERTANIA";-;-;-;1;-;-;-;1
"261420 SIRINHAEM";-;-;-;-;-;1;-;1
"261450 SURUBIM";-;-;-;1;-;-;-;1
"261460 TABIRA";-;-;-;1;-;1;-;2
"261470 TACAIMBO";-;-;-;-;1;-;-;1
"261480 TACARATU";1;-;-;1;-;1;-;3
"261485 TAMANDARE";-;1;-;-;-;-;-;1
"261500 TAQUARITINGA DO NORTE";-;-;-;-;1;-;-;1
"261550 TRACUNHAEM";-;-;-;-;-;1;-;1
"261590 TUPARETAMA";-;-;-;-;2;-;-;2
"261620 VERTENTES";-;-;-;-;1;-;-;1
"261630 VICENCIA";-;-;-;-;1;1;-;2
"261650 XEXEU";-;-;-;1;-;-;-;1
"270020 ANADIA";1;-;-;-;-;-;-;1
"270030 ARAPIRACA";6;-;-;2;6;-;-;14
"270040 ATALAIA";-;-;2;-;1;-;-;3
"270070 BATALHA";-;1;-;-;-;-;-;1
"270100 BOCA DA MATA";-;-;-;-;-;1;2;3
"270130 CAJUEIRO";-;-;1;-;-;-;-;1
"270135 CAMPESTRE";1;-;-;-;-;-;-;1
"270140 CAMPO ALEGRE";-;-;1;1;1;-;-;3
"270150 CAMPO GRANDE";-;1;-;-;-;1;-;2
"270160 CANAPI";-;-;1;1;1;-;-;3
"270210 COLONIA LEOPOLDINA";-;-;-;1;1;-;-;2
"270230 CORURIPE";1;-;3;1;4;1;-;10
"270235 CRAIBAS";1;-;-;-;-;-;-;1
"270240 DELMIRO GOUVEIA";-;-;-;1;-;-;-;1
"270250 DOIS RIACHOS";1;-;-;-;-;-;-;1
"270260 FEIRA GRANDE";-;1;4;-;1;-;-;6
"270280 FLEXEIRAS";1;-;-;-;-;-;-;1
"270290 GIRAU DO PONCIANO";-;1;1;-;-;1;-;3
"270320 IGREJA NOVA";1;-;1;-;-;-;-;2
"270330 INHAPI";1;-;2;-;-;-;-;3
"270350 JACUIPE";1;1;-;-;-;-;-;2
"270400 JUNQUEIRO";-;-;-;-;1;1;-;2
"270430 MACEIO";1;5;-;2;4;2;-;14
"270440 MAJOR ISIDORO";1;-;2;-;-;-;1;4
"270450 MARAGOGI";1;-;-;-;-;2;1;4
"270460 MARAVILHA";-;-;1;1;-;-;-;2
"270470 MARECHAL DEODORO";-;-;-;1;2;1;-;4
"270500 MATA GRANDE";-;-;-;1;-;1;-;2
"270510 MATRIZ DE CAMARAGIBE";-;-;1;-;-;-;-;1
"270520 MESSIAS";-;-;-;-;1;-;-;1
"270610 OURO BRANCO";-;-;-;-;-;1;-;1
"270620 PALESTINA";-;-;-;-;1;-;-;1
"270630 PALMEIRA DOS INDIOS";-;2;-;-;-;-;-;2
"270640 PAO DE ACUCAR";-;-;1;-;-;-;-;1
"270644 PARIPUEIRA";-;-;-;-;-;1;-;1
"270670 PENEDO";-;-;-;2;2;-;-;4
"270690 PILAR";2;1;3;1;-;-;-;7
"270720 POCO DAS TRINCHEIRAS";-;1;-;1;-;-;-;2
"270770 RIO LARGO";-;3;-;2;1;1;-;7
"270800 SANTANA DO IPANEMA";1;1;-;-;-;1;2;5
"270810 SANTANA DO MUNDAU";-;-;1;1;1;-;-;3
"270830 SAO JOSE DA LAJE";-;1;1;-;-;-;-;2
"270840 SAO JOSE DA TAPERA";1;-;-;1;-;-;-;2
"270860 SAO MIGUEL DOS CAMPOS";1;-;1;-;-;-;-;2
"270870 SAO MIGUEL DOS MILAGRES";-;-;1;-;-;-;-;1
"270895 SENADOR RUI PALMEIRA";-;1;-;-;-;-;-;1
"270910 TAQUARANA";-;-;1;-;-;-;-;1
"270915 TEOTONIO VILELA";-;-;-;1;1;1;-;3
"270920 TRAIPU";-;-;-;2;2;-;1;5
"270930 UNIAO DOS PALMARES";-;-;1;-;1;-;-;2
"270940 VICOSA";-;-;-;1;-;-;-;1
"280030 ARACAJU";4;1;1;1;4;1;-;12
"280060 BARRA DOS COQUEIROS";1;-;-;-;-;-;-;1
"280067 BOQUIM";1;-;-;-;-;1;-;2
"280120 CANINDE DE SAO FRANCISCO";-;-;-;1;-;1;-;2
"280130 CAPELA";2;1;-;1;-;-;-;4
"280140 CARIRA";-;-;1;-;-;1;-;2
"280150 CARMOPOLIS";-;-;-;-;-;1;-;1
"280210 ESTANCIA";1;-;1;-;-;1;-;3
"280240 GARARU";-;1;-;-;-;-;-;1
"280280 INDIAROBA";1;-;-;1;-;-;-;2
"280290 ITABAIANA";3;2;1;2;1;-;-;9
"280300 ITABAIANINHA";-;1;1;-;-;-;-;2
"280320 ITAPORANGA D'AJUDA";-;-;1;-;-;-;-;1
"280350 LAGARTO";-;1;1;-;1;1;-;4
"280360 LARANJEIRAS";-;-;-;1;-;-;-;1
"280390 MALHADOR";-;-;-;-;-;2;1;3
"280400 MARUIM";1;-;-;-;-;-;-;1
"280410 MOITA BONITA";-;-;-;-;1;-;-;1
"280430 MURIBECA";-;1;-;1;-;-;-;2
"280440 NEOPOLIS";-;-;1;-;-;-;-;1
"280445 NOSSA SENHORA APARECIDA";-;-;-;-;3;-;-;3
"280450 NOSSA SENHORA DA GLORIA";1;-;-;-;-;-;-;1
"280460 NOSSA SENHORA DAS DORES";-;-;1;-;-;-;-;1
"280470 NOSSA SENHORA DE LOURDES";-;-;-;-;-;1;-;1
"280480 NOSSA SENHORA DO SOCORRO";1;2;3;1;3;3;-;13
"280500 PEDRA MOLE";-;-;-;-;1;1;-;2
"280510 PEDRINHAS";1;-;-;-;-;-;-;1
"280520 PINHAO";-;-;-;-;1;1;-;2
"280530 PIRAMBU";-;-;1;-;-;1;-;2
"280540 POCO REDONDO";-;1;-;-;-;1;-;2
"280570 PROPRIA";1;-;-;-;1;2;-;4
"280580 RIACHAO DO DANTAS";-;-;-;-;-;1;-;1
"280600 RIBEIROPOLIS";-;-;-;1;-;-;-;1
"280610 ROSARIO DO CATETE";1;-;-;-;-;-;-;1
"280630 SANTA LUZIA DO ITANHY";-;-;1;-;-;-;-;1
"280670 SAO CRISTOVAO";1;1;-;-;-;-;-;2
"280710 SIMAO DIAS";-;1;2;-;1;2;-;6
"280720 SIRIRI";-;-;-;-;1;-;-;1
"280740 TOBIAS BARRETO";-;2;-;-;-;-;-;2
"280750 TOMAR DO GERU";1;-;-;1;-;-;-;2
"280760 UMBAUBA";-;-;1;-;-;-;-;1
"290035 ADUSTINA";2;2;1;-;-;1;-;6
"290040 AGUA FRIA";-;-;-;1;1;-;-;2
"290050 ERICO CARDOSO";-;-;1;-;-;-;-;1
"290070 ALAGOINHAS";-;1;-;-;-;-;-;1
"290090 ALMADINA";-;-;-;-;-;-;1;1
"290100 AMARGOSA";1;1;-;2;1;1;-;6
"290120 ANAGE";-;-;1;-;1;-;-;2
"290130 ANDARAI";-;-;-;1;-;-;-;1
"290150 ANGUERA";-;1;-;-;-;-;-;1
"290160 ANTAS";-;1;1;-;-;-;-;2
"290190 APORA";-;-;-;-;1;1;-;2
"290200 ARACATU";1;-;-;-;-;-;-;1
"290210 ARACI";2;1;3;-;-;-;-;6
"290230 ARATUIPE";-;1;-;-;-;-;-;1
"290240 AURELINO LEAL";1;-;2;-;-;-;-;3
"290260 BAIXA GRANDE";-;-;-;-;-;1;-;1
"290265 BANZAE";-;-;1;-;-;-;-;1
"290270 BARRA";-;-;-;-;1;-;-;1
"290280 BARRA DA ESTIVA";-;1;-;-;-;-;-;1
"290290 BARRA DO CHOCA";-;2;-;-;-;-;-;2
"290300 BARRA DO MENDES";-;-;-;-;-;2;1;3
"290320 BARREIRAS";1;2;1;1;-;1;-;6
"290323 BARRO ALTO";-;-;1;-;-;-;-;1
"290327 BARROCAS";1;1;-;-;-;-;-;2
"290330 BARRO PRETO";-;-;-;1;-;-;-;1
"290340 BELMONTE";-;1;-;-;-;-;-;1
"290350 BELO CAMPO";-;-;-;-;2;1;-;3
"290360 BIRITINGA";-;1;-;-;-;-;-;1
"290370 BOA NOVA";-;-;1;-;-;-;-;1
"290390 BOM JESUS DA LAPA";-;1;-;-;-;-;-;1
"290395 BOM JESUS DA SERRA";-;1;-;-;-;-;-;1
"290405 BONITO";1;-;1;-;-;-;-;2
"290410 BOQUIRA";-;-;-;1;-;-;-;1
"290430 BREJOES";-;-;1;1;1;-;-;3
"290450 BROTAS DE MACAUBAS";-;-;1;-;-;1;-;2
"290460 BRUMADO";1;1;2;-;1;-;-;5
"290475 BURITIRAMA";-;1;-;-;-;-;-;1
"290480 CAATIBA";-;-;1;-;-;-;-;1
"290485 CABACEIRAS DO PARAGUACU";1;-;-;-;-;1;-;2
"290490 CACHOEIRA";1;-;-;1;1;-;-;3
"290520 CAETITE";-;-;-;-;-;1;-;1
"290530 CAFARNAUM";-;-;1;-;-;-;-;1
"290540 CAIRU";-;-;-;-;1;3;-;4
"290550 CALDEIRAO GRANDE";1;1;1;-;-;-;-;3
"290560 CAMACAN";-;-;-;-;-;1;-;1
"290570 CAMACARI";-;3;5;4;5;-;-;17
"290600 CAMPO FORMOSO";-;-;-;-;-;1;-;1
"290620 CANARANA";1;-;-;-;-;-;1;2
"290630 CANAVIEIRAS";-;1;-;-;-;1;-;2
"290640 CANDEAL";2;-;-;-;-;-;-;2
"290650 CANDEIAS";1;-;-;-;-;-;-;1
"290670 CANDIDO SALES";-;1;1;-;-;1;-;3
"290680 CANSANCAO";-;1;-;4;2;3;-;10
"290687 CAPIM GROSSO";1;-;1;-;-;1;-;3
"290690 CARAVELAS";1;-;-;-;-;-;-;1
"290710 CARINHANHA";-;-;2;-;-;1;-;3
"290730 CASTRO ALVES";1;-;-;-;-;-;-;1
"290750 CATU";1;-;-;-;-;-;-;1
"290760 CENTRAL";-;-;-;-;-;1;-;1
"290780 CICERO DANTAS";-;-;-;1;1;1;-;3
"290790 CIPO";1;-;1;-;-;-;-;2
"290800 COARACI";-;-;-;-;-;1;-;1
"290840 CONCEICAO DO COITE";3;4;1;4;-;2;-;14
"290850 CONCEICAO DO JACUIPE";1;-;-;-;1;-;-;2
"290860 CONDE";-;-;-;1;-;-;-;1
"290870 CONDEUBA";-;-;-;-;-;1;-;1
"290890 CORACAO DE MARIA";2;-;1;-;1;-;-;4
"290910 CORIBE";-;-;1;-;-;-;-;1
"290950 CRAVOLANDIA";-;-;-;-;1;-;-;1
"290960 CRISOPOLIS";-;1;1;1;1;1;-;5
"290970 CRISTOPOLIS";-;-;2;-;-;-;-;2
"290990 CURACA";-;-;-;-;1;-;-;1
"291000 DARIO MEIRA";-;-;-;1;-;-;-;1
"291005 DIAS D'AVILA";1;-;3;1;1;-;-;6
"291030 ELISIO MEDRADO";-;-;-;1;-;-;-;1
"291040 ENCRUZILHADA";-;1;-;-;-;2;-;3
"291050 ENTRE RIOS";1;2;2;-;-;-;-;5
"291060 ESPLANADA";-;-;1;-;1;1;1;4
"291070 EUCLIDES DA CUNHA";1;-;1;-;-;1;-;3
"291072 EUNAPOLIS";1;1;1;1;1;-;-;5
"291075 FATIMA";-;-;2;-;-;-;-;2
"291080 FEIRA DE SANTANA";3;3;1;-;-;-;-;7
"291090 FIRMINO ALVES";-;-;-;1;-;-;-;1
"291120 GANDU";-;-;-;-;4;1;-;5
"291160 GOVERNADOR MANGABEIRA";-;-;-;-;1;-;-;1
"291165 GUAJERU";-;-;1;-;-;-;-;1
"291170 GUANAMBI";1;1;-;-;-;-;-;2
"291185 HELIOPOLIS";-;-;-;1;-;-;-;1
"291190 IACU";-;-;2;-;-;-;-;2
"291200 IBIASSUCE";-;1;-;-;-;-;-;1
"291210 IBICARAI";-;-;-;1;-;-;-;1
"291220 IBICOARA";-;3;1;-;-;-;1;5
"291230 IBICUI";-;-;-;1;-;-;-;1
"291270 IBIRAPITANGA";-;-;-;-;-;2;-;2
"291280 IBIRAPUA";-;-;1;-;-;-;-;1
"291310 IBITITA";-;-;-;-;-;-;1;1
"291345 IGRAPIUNA";-;-;1;-;-;-;-;1
"291360 ILHEUS";2;2;1;2;2;1;3;13
"291370 INHAMBUPE";-;2;-;-;-;-;-;2
"291380 IPECAETA";-;1;-;-;-;-;-;1
"291390 IPIAU";-;1;1;-;1;-;-;3
"291400 IPIRA";-;1;1;1;-;-;-;3
"291410 IPUPIARA";-;1;-;-;-;-;-;1
"291420 IRAJUBA";-;-;-;1;-;-;-;1
"291430 IRAMAIA";1;-;-;-;-;-;-;1
"291440 IRAQUARA";1;-;1;-;-;-;-;2
"291465 ITABELA";-;-;-;-;1;2;-;3
"291470 ITABERABA";-;1;-;-;1;-;-;2
"291480 ITABUNA";-;-;1;-;-;-;-;1
"291490 ITACARE";-;-;-;6;-;-;-;6
"291500 ITAETE";-;-;-;-;1;-;-;1
"291540 ITAJU DO COLONIA";-;-;-;-;-;-;1;1
"291560 ITAMARAJU";-;1;1;-;-;-;-;2
"291570 ITAMARI";-;-;-;-;-;2;-;2
"291600 ITANHEM";-;-;-;-;-;-;1;1
"291640 ITAPETINGA";1;-;-;1;-;-;-;2
"291650 ITAPICURU";1;1;-;-;-;1;-;3
"291660 ITAPITANGA";-;-;-;1;-;-;-;1
"291680 ITARANTIM";-;1;-;-;-;-;-;1
"291685 ITATIM";-;-;1;-;1;-;-;2
"291700 ITIUBA";-;-;-;-;1;-;-;1
"291710 ITORORO";1;1;1;1;-;-;-;4
"291720 ITUACU";-;-;1;-;-;-;-;1
"291730 ITUBERA";-;-;1;1;-;-;-;2
"291740 JACARACI";-;-;-;-;-;1;-;1
"291750 JACOBINA";1;-;-;-;-;1;-;2
"291760 JAGUAQUARA";-;-;4;-;-;-;-;4
"291770 JAGUARARI";-;-;1;-;-;-;-;1
"291780 JAGUARIPE";-;1;-;1;-;-;-;2
"291790 JANDAIRA";-;-;-;-;1;-;-;1
"291800 JEQUIE";2;-;1;1;1;2;1;8
"291810 JEREMOABO";1;-;-;-;1;1;-;3
"291820 JIQUIRICA";-;-;-;1;-;-;-;1
"291830 JITAUNA";1;-;1;-;1;-;-;3
"291835 JOAO DOURADO";-;-;-;1;1;-;-;2
"291840 JUAZEIRO";-;-;1;2;-;-;-;3
"291850 JUSSARA";-;3;3;1;2;-;-;9
"291880 LAJE";-;-;-;1;-;1;-;2
"291905 LAJEDO DO TABOCAL";-;-;1;-;1;-;-;2
"291910 LAMARAO";-;-;1;-;-;-;1;2
"291915 LAPAO";-;-;-;-;-;-;1;1
"291920 LAURO DE FREITAS";-;-;1;1;1;-;-;3
"291930 LENCOIS";-;-;1;-;-;-;-;1
"291950 LIVRAMENTO DE NOSSA SENHORA";-;-;-;2;1;-;-;3
"291955 LUIS EDUARDO MAGALHAES";4;5;4;1;3;1;1;19
"291980 MACAUBAS";-;-;-;-;2;-;-;2
"291992 MADRE DE DEUS";1;-;-;-;-;-;-;1
"292000 MAIQUINIQUE";-;-;1;1;-;-;-;2
"292010 MAIRI";-;1;-;-;-;-;-;1
"292020 MALHADA";-;-;-;2;-;-;-;2
"292040 MANOEL VITORINO";-;1;-;-;1;-;-;2
"292070 MARAU";-;-;-;-;2;1;-;3
"292080 MARCIONILIO SOUZA";1;-;-;-;-;-;-;1
"292100 MATA DE SAO JOAO";-;-;-;1;-;-;-;1
"292105 MATINA";-;-;-;-;1;-;-;1
"292110 MEDEIROS NETO";-;1;-;-;-;-;-;1
"292130 MILAGRES";-;-;-;1;-;-;-;1
"292170 MORRO DO CHAPEU";-;-;1;-;1;2;1;5
"292180 MORTUGABA";-;-;-;1;-;-;-;1
"292205 MULUNGU DO MORRO";-;-;-;-;-;2;-;2
"292210 MUNDO NOVO";-;-;1;-;-;-;-;1
"292225 MUQUEM DE SAO FRANCISCO";1;-;-;-;-;-;-;1
"292240 MUTUIPE";-;-;-;-;1;-;1;2
"292260 NILO PECANHA";1;-;-;1;-;-;1;3
"292265 NORDESTINA";-;-;-;1;-;3;1;5
"292275 NOVA IBIA";1;-;1;-;2;1;-;5
"292290 NOVA SOURE";-;-;3;-;1;1;1;6
"292300 NOVA VICOSA";1;1;1;-;-;-;-;3
"292320 OLIVEIRA DOS BREJINHOS";1;-;-;-;-;-;-;1
"292330 OURICANGAS";-;-;-;-;-;2;-;2
"292370 PARATINGA";1;-;-;1;-;1;-;3
"292390 PAU BRASIL";-;-;-;-;1;1;-;2
"292420 PEDRO ALEXANDRE";-;-;-;1;-;-;-;1
