2019
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Em Branco/ign";"Total"
"170100 ANANAS";74;74
"170105 ANGICO";4;4
"170110 APARECIDA DO RIO NEGRO";15;15
"170130 ARAGOMINAS";17;17
"170190 ARAGUACEMA";8;8
"170200 ARAGUACU";26;26
"170210 ARAGUAINA";806;806
"170215 ARAGUANA";7;7
"170220 ARAGUATINS";80;80
"170230 ARAPOEMA";14;14
"170240 ARRAIAS";4;4
"170255 AUGUSTINOPOLIS";224;224
"170270 AURORA DO TOCANTINS";3;3
"170290 AXIXA DO TOCANTINS";13;13
"170300 BABACULANDIA";14;14
"170305 BANDEIRANTES DO TOCANTINS";1;1
"170307 BARRA DO OURO";3;3
"170310 BARROLANDIA";27;27
"170320 BERNARDO SAYAO";5;5
"170330 BOM JESUS DO TOCANTINS";34;34
"170360 BRASILANDIA DO TOCANTINS";1;1
"170370 BREJINHO DE NAZARE";15;15
"170380 BURITI DO TOCANTINS";12;12
"170382 CACHOEIRINHA";1;1
"170384 CAMPOS LINDOS";12;12
"170386 CARIRI DO TOCANTINS";13;13
"170388 CARMOLANDIA";3;3
"170389 CARRASCO BONITO";32;32
"170390 CASEARA";3;3
"170410 CENTENARIO";4;4
"170460 CHAPADA DE AREIA";1;1
"170510 CHAPADA DA NATIVIDADE";4;4
"170550 COLINAS DO TOCANTINS";115;115
"170555 COMBINADO";4;4
"170560 CONCEICAO DO TOCANTINS";14;14
"170600 COUTO MAGALHAES";4;4
"170610 CRISTALANDIA";18;18
"170625 CRIXAS DO TOCANTINS";4;4
"170650 DARCINOPOLIS";3;3
"170700 DIANOPOLIS";10;10
"170710 DIVINOPOLIS DO TOCANTINS";16;16
"170720 DOIS IRMAOS DO TOCANTINS";3;3
"170730 DUERE";7;7
"170740 ESPERANTINA";19;19
"170755 FATIMA";9;9
"170765 FIGUEIROPOLIS";5;5
"170770 FILADELFIA";6;6
"170820 FORMOSO DO ARAGUAIA";29;29
"170825 FORTALEZA DO TABOCAO";17;17
"170830 GOIANORTE";4;4
"170900 GOIATINS";42;42
"170930 GUARAI";149;149
"170950 GURUPI";172;172
"170980 IPUEIRAS";5;5
"171050 ITACAJA";18;18
"171070 ITAGUATINS";4;4
"171090 ITAPIRATINS";18;18
"171110 ITAPORA DO TOCANTINS";9;9
"171190 LAGOA DA CONFUSAO";62;62
"171195 LAGOA DO TOCANTINS";3;3
"171200 LAJEADO";13;13
"171215 LAVANDEIRA";8;8
"171240 LIZARDA";1;1
"171245 LUZINOPOLIS";9;9
"171250 MARIANOPOLIS DO TOCANTINS";21;21
"171270 MATEIROS";1;1
"171280 MAURILANDIA DO TOCANTINS";8;8
"171320 MIRACEMA DO TOCANTINS";66;66
"171330 MIRANORTE";27;27
"171360 MONTE DO CARMO";20;20
"171370 MONTE SANTO DO TOCANTINS";7;7
"171380 PALMEIRAS DO TOCANTINS";2;2
"171395 MURICILANDIA";17;17
"171420 NATIVIDADE";7;7
"171430 NAZARE";3;3
"171488 NOVA OLINDA";28;28
"171500 NOVA ROSALANDIA";9;9
"171510 NOVO ACORDO";3;3
"171515 NOVO ALEGRE";2;2
"171525 NOVO JARDIM";4;4
"171550 OLIVEIRA DE FATIMA";5;5
"171570 PALMEIRANTE";5;5
"171575 PALMEIROPOLIS";7;7
"171610 PARAISO DO TOCANTINS";97;97
"171620 PARANA";21;21
"171650 PEDRO AFONSO";38;38
"171660 PEIXE";23;23
"171665 PEQUIZEIRO";3;3
"171670 COLMEIA";31;31
"171700 PINDORAMA DO TOCANTINS";2;2
"171720 PIRAQUE";7;7
"171750 PIUM";15;15
"171780 PONTE ALTA DO BOM JESUS";6;6
"171790 PONTE ALTA DO TOCANTINS";18;18
"171820 PORTO NACIONAL";322;322
"171830 PRAIA NORTE";10;10
"171840 PRESIDENTE KENNEDY";9;9
"171845 PUGMIL";15;15
"171850 RECURSOLANDIA";6;6
"171855 RIACHINHO";8;8
"171865 RIO DA CONCEICAO";1;1
"171870 RIO DOS BOIS";10;10
"171875 RIO SONO";1;1
"171880 SAMPAIO";19;19
"171884 SANDOLANDIA";8;8
"171886 SANTA FE DO ARAGUAIA";14;14
"171888 SANTA MARIA DO TOCANTINS";3;3
"171889 SANTA RITA DO TOCANTINS";2;2
"171890 SANTA ROSA DO TOCANTINS";4;4
"171900 SANTA TEREZA DO TOCANTINS";4;4
"172000 SANTA TEREZINHA DO TOCANTINS";3;3
"172010 SAO BENTO DO TOCANTINS";9;9
"172015 SAO FELIX DO TOCANTINS";3;3
"172020 SAO MIGUEL DO TOCANTINS";15;15
"172025 SAO SALVADOR DO TOCANTINS";3;3
"172030 SAO SEBASTIAO DO TOCANTINS";7;7
"172049 SAO VALERIO";13;13
"172065 SILVANOPOLIS";19;19
"172080 SITIO NOVO DO TOCANTINS";13;13
"172085 SUCUPIRA";3;3
"172090 TAGUATINGA";25;25
"172093 TAIPAS DO TOCANTINS";8;8
"172097 TALISMA";6;6
"172100 PALMAS";2693;2693
"172110 TOCANTINIA";9;9
"172120 TOCANTINOPOLIS";33;33
"172125 TUPIRAMA";10;10
"172208 WANDERLANDIA";23;23
"172210 XAMBIOA";12;12
"210005 ACAILANDIA";35;35
"210020 ALCANTARA";48;48
"210030 ALDEIAS ALTAS";33;33
"210043 ALTO ALEGRE DO MARANHAO";53;53
"210047 ALTO ALEGRE DO PINDARE";48;48
"210050 ALTO PARNAIBA";7;7
"210055 AMAPA DO MARANHAO";2;2
"210060 AMARANTE DO MARANHAO";39;39
"210070 ANAJATUBA";18;18
"210080 ANAPURUS";3;3
"210083 APICUM-ACU";89;89
"210087 ARAGUANA";6;6
"210090 ARAIOSES";15;15
"210095 ARAME";31;31
"210100 ARARI";13;13
"210110 AXIXA";6;6
"210120 BACABAL";8;8
"210125 BACABEIRA";10;10
"210130 BACURI";5;5
"210135 BACURITUBA";33;33
"210140 BALSAS";48;48
"210150 BARAO DE GRAJAU";10;10
"210160 BARRA DO CORDA";20;20
"210170 BARREIRINHAS";91;91
"210173 BELAGUA";1;1
"210177 BELA VISTA DO MARANHAO";23;23
"210180 BENEDITO LEITE";1;1
"210190 BEQUIMAO";4;4
"210193 BERNARDO DO MEARIM";4;4
"210197 BOA VISTA DO GURUPI";1;1
"210200 BOM JARDIM";25;25
"210203 BOM JESUS DAS SELVAS";5;5
"210210 BREJO";9;9
"210215 BREJO DE AREIA";4;4
"210220 BURITI";12;12
"210230 BURITI BRAVO";1;1
"210232 BURITICUPU";92;92
"210235 BURITIRANA";2;2
"210237 CACHOEIRA GRANDE";3;3
"210240 CAJAPIO";3;3
"210250 CAJARI";8;8
"210255 CAMPESTRE DO MARANHAO";11;11
"210260 CANDIDO MENDES";16;16
"210270 CANTANHEDE";17;17
"210280 CAROLINA";52;52
"210290 CARUTAPERA";46;46
"210300 CAXIAS";359;359
"210310 CEDRAL";5;5
"210312 CENTRAL DO MARANHAO";4;4
"210315 CENTRO DO GUILHERME";5;5
"210317 CENTRO NOVO DO MARANHAO";3;3
"210320 CHAPADINHA";194;194
"210325 CIDELANDIA";1;1
"210330 CODO";296;296
"210340 COELHO NETO";78;78
"210350 COLINAS";16;16
"210355 CONCEICAO DO LAGO-ACU";2;2
"210360 COROATA";139;139
"210370 CURURUPU";48;48
"210375 DAVINOPOLIS";28;28
"210380 DOM PEDRO";11;11
"210390 DUQUE BACELAR";25;25
"210400 ESPERANTINOPOLIS";2;2
"210405 ESTREITO";44;44
"210407 FEIRA NOVA DO MARANHAO";8;8
"210408 FERNANDO FALCAO";6;6
"210409 FORMOSA DA SERRA NEGRA";4;4
"210410 FORTALEZA DOS NOGUEIRAS";9;9
"210420 FORTUNA";7;7
"210430 GODOFREDO VIANA";3;3
"210440 GONCALVES DIAS";1;1
"210450 GOVERNADOR ARCHER";7;7
"210455 GOVERNADOR EDISON LOBAO";22;22
"210460 GOVERNADOR EUGENIO BARROS";3;3
"210467 GOVERNADOR NUNES FREIRE";16;16
"210470 GRACA ARANHA";2;2
"210480 GRAJAU";113;113
"210500 HUMBERTO DE CAMPOS";20;20
"210510 ICATU";11;11
"210515 IGARAPE DO MEIO";6;6
"210520 IGARAPE GRANDE";27;27
"210530 IMPERATRIZ";16;16
"210535 ITAIPAVA DO GRAJAU";4;4
"210540 ITAPECURU MIRIM";167;167
"210542 ITINGA DO MARANHAO";2;2
"210545 JATOBA";2;2
"210547 JENIPAPO DOS VIEIRAS";8;8
"210550 JOAO LISBOA";5;5
"210560 JOSELANDIA";8;8
"210565 JUNCO DO MARANHAO";2;2
"210570 LAGO DA PEDRA";11;11
"210580 LAGO DO JUNCO";2;2
"210590 LAGO VERDE";17;17
"210592 LAGOA DO MATO";3;3
"210594 LAGO DOS RODRIGUES";1;1
"210596 LAGOA GRANDE DO MARANHAO";2;2
"210598 LAJEADO NOVO";9;9
"210600 LIMA CAMPOS";4;4
"210620 LUIS DOMINGUES";19;19
"210630 MAGALHAES DE ALMEIDA";16;16
"210632 MARACACUME";28;28
"210635 MARAJA DO SENA";3;3
"210637 MARANHAOZINHO";2;2
"210640 MATA ROMA";10;10
"210650 MATINHA";3;3
"210660 MATOES";111;111
"210663 MATOES DO NORTE";20;20
"210667 MILAGRES DO MARANHAO";1;1
"210670 MIRADOR";2;2
"210675 MIRANDA DO NORTE";116;116
"210680 MIRINZAL";5;5
"210690 MONCAO";23;23
"210700 MONTES ALTOS";10;10
"210710 MORROS";4;4
"210720 NINA RODRIGUES";3;3
"210725 NOVA COLINAS";3;3
"210735 NOVA OLINDA DO MARANHAO";4;4
"210740 OLHO D'AGUA DAS CUNHAS";7;7
"210745 OLINDA NOVA DO MARANHAO";8;8
"210750 PACO DO LUMIAR";250;250
"210770 PARAIBANO";14;14
"210780 PARNARAMA";5;5
"210790 PASSAGEM FRANCA";7;7
"210800 PASTOS BONS";4;4
"210805 PAULINO NEVES";7;7
"210810 PAULO RAMOS";6;6
"210820 PEDREIRAS";15;15
"210825 PEDRO DO ROSARIO";20;20
"210830 PENALVA";35;35
"210840 PERI MIRIM";7;7
"210845 PERITORO";3;3
"210850 PINDARE-MIRIM";4;4
"210860 PINHEIRO";141;141
"210870 PIO XII";14;14
"210880 PIRAPEMAS";53;53
"210890 POCAO DE PEDRAS";4;4
"210900 PORTO FRANCO";24;24
"210905 PORTO RICO DO MARANHAO";9;9
"210910 PRESIDENTE DUTRA";36;36
"210920 PRESIDENTE JUSCELINO";9;9
"210923 PRESIDENTE MEDICI";1;1
"210927 PRESIDENTE SARNEY";24;24
"210930 PRESIDENTE VARGAS";1;1
"210940 PRIMEIRA CRUZ";9;9
"210945 RAPOSA";72;72
"210950 RIACHAO";13;13
"210955 RIBAMAR FIQUENE";4;4
"210960 ROSARIO";64;64
"210970 SAMBAIBA";3;3
"210975 SANTA FILOMENA DO MARANHAO";1;1
"210980 SANTA HELENA";38;38
"210990 SANTA INES";207;207
"211000 SANTA LUZIA";33;33
"211003 SANTA LUZIA DO PARUA";5;5
"211010 SANTA QUITERIA DO MARANHAO";11;11
"211020 SANTA RITA";16;16
"211023 SANTANA DO MARANHAO";8;8
"211027 SANTO AMARO DO MARANHAO";3;3
"211030 SANTO ANTONIO DOS LOPES";2;2
"211040 SAO BENEDITO DO RIO PRETO";9;9
"211050 SAO BENTO";27;27
"211060 SAO BERNARDO";19;19
"211065 SAO DOMINGOS DO AZEITAO";2;2
"211070 SAO DOMINGOS DO MARANHAO";4;4
"211080 SAO FELIX DE BALSAS";4;4
"211085 SAO FRANCISCO DO BREJAO";5;5
"211090 SAO FRANCISCO DO MARANHAO";8;8
"211100 SAO JOAO BATISTA";1;1
"211102 SAO JOAO DO CARU";6;6
"211105 SAO JOAO DO PARAISO";7;7
"211107 SAO JOAO DO SOTER";2;2
"211110 SAO JOAO DOS PATOS";8;8
"211120 SAO JOSE DE RIBAMAR";1011;1011
"211125 SAO JOSE DOS BASILIOS";4;4
"211130 SAO LUIS";3301;3301
"211140 SAO LUIS GONZAGA DO MARANHAO";9;9
"211150 SAO MATEUS DO MARANHAO";14;14
"211153 SAO PEDRO DA AGUA BRANCA";5;5
"211157 SAO PEDRO DOS CRENTES";8;8
"211160 SAO RAIMUNDO DAS MANGABEIRAS";35;35
"211170 SAO VICENTE FERRER";6;6
"211172 SATUBINHA";5;5
"211174 SENADOR ALEXANDRE COSTA";5;5
"211176 SENADOR LA ROCQUE";8;8
"211178 SERRANO DO MARANHAO";6;6
"211180 SITIO NOVO";1;1
"211195 SUCUPIRA DO RIACHAO";1;1
"211200 TASSO FRAGOSO";3;3
"211210 TIMBIRAS";12;12
"211220 TIMON";301;301
"211223 TRIZIDELA DO VALE";29;29
"211227 TUFILANDIA";4;4
"211230 TUNTUM";3;3
"211240 TURIACU";42;42
"211245 TURILANDIA";42;42
"211250 TUTOIA";24;24
"211260 URBANO SANTOS";8;8
"211270 VARGEM GRANDE";5;5
"211280 VIANA";86;86
"211285 VILA NOVA DOS MARTIRIOS";13;13
"211290 VITORIA DO MEARIM";42;42
"211300 VITORINO FREIRE";2;2
"211400 ZE DOCA";4;4
"220020 AGUA BRANCA";8;8
"220025 ALAGOINHA DO PIAUI";5;5
"220027 ALEGRETE DO PIAUI";2;2
"220030 ALTO LONGA";1;1
"220040 ALTOS";50;50
"220045 ALVORADA DO GURGUEIA";5;5
"220050 AMARANTE";7;7
"220080 ANTONIO ALMEIDA";3;3
"220095 AROEIRAS DO ITAIM";2;2
"220100 ARRAIAL";2;2
"220110 AVELINO LOPES";1;1
"220115 BAIXA GRANDE DO RIBEIRO";1;1
"220120 BARRAS";22;22
"220130 BARREIRAS DO PIAUI";1;1
"220140 BARRO DURO";2;2
"220150 BATALHA";11;11
"220157 BELEM DO PIAUI";3;3
"220170 BERTOLINIA";1;1
"220177 BOA HORA";4;4
"220180 BOCAINA";2;2
"220190 BOM JESUS";11;11
"220191 BOM PRINCIPIO DO PIAUI";2;2
"220200 BURITI DOS LOPES";16;16
"220202 BURITI DOS MONTES";5;5
"220205 CABECEIRAS DO PIAUI";1;1
"220207 CAJAZEIRAS DO PIAUI";1;1
"220208 CAJUEIRO DA PRAIA";1;1
"220209 CALDEIRAO GRANDE DO PIAUI";1;1
"220210 CAMPINAS DO PIAUI";2;2
"220211 CAMPO ALEGRE DO FIDALGO";3;3
"220213 CAMPO GRANDE DO PIAUI";1;1
"220217 CAMPO LARGO DO PIAUI";7;7
"220220 CAMPO MAIOR";117;117
"220225 CANAVIEIRA";2;2
"220230 CANTO DO BURITI";1;1
"220240 CAPITAO DE CAMPOS";1;1
"220253 CARAUBAS DO PIAUI";6;6
"220255 CARIDADE DO PIAUI";9;9
"220260 CASTELO DO PIAUI";7;7
"220265 CAXINGO";1;1
"220270 COCAL";10;10
"220271 COCAL DE TELHA";2;2
"220272 COCAL DOS ALVES";4;4
"220273 COIVARAS";15;15
"220275 COLONIA DO GURGUEIA";4;4
"220280 CONCEICAO DO CANINDE";1;1
"220290 CORRENTE";5;5
"220300 CRISTALANDIA DO PIAUI";6;6
"220310 CRISTINO CASTRO";13;13
"220325 CURRALINHOS";5;5
"220330 DEMERVAL LOBAO";43;43
"220335 DIRCEU ARCOVERDE";2;2
"220340 DOM EXPEDITO LOPES";14;14
"220345 DOM INOCENCIO";7;7
"220350 ELESBAO VELOSO";3;3
"220360 ELISEU MARTINS";4;4
"220370 ESPERANTINA";80;80
"220380 FLORES DO PIAUI";1;1
"220390 FLORIANO";124;124
"220400 FRANCINOPOLIS";9;9
"220420 FRANCISCO SANTOS";4;4
"220430 FRONTEIRAS";4;4
"220435 GEMINIANO";10;10
"220440 GILBUES";8;8
"220450 GUADALUPE";6;6
"220465 ILHA GRANDE";22;22
"220470 INHUMA";5;5
"220480 IPIRANGA DO PIAUI";10;10
"220490 ISAIAS COELHO";5;5
"220500 ITAINOPOLIS";6;6
"220520 JAICOS";5;5
"220527 JATOBA DO PIAUI";3;3
"220530 JERUMENHA";6;6
"220535 JOAO COSTA";1;1
"220540 JOAQUIM PIRES";4;4
"220550 JOSE DE FREITAS";36;36
"220552 JULIO BORGES";3;3
