Disease Name,Cases,Location Name,Country Code,Region Type,Lattitude,Longitude,Region Boundary,TimeStampStart,TimeStampEnd,Source File
Viral Hepatitis,0,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Human Rabies,0,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Chickenpox,9,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Meningitis,0,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Leishmaniasis,0,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Dengue Fever,237,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Dysentery,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Encephalitis,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Enteric Fever,1,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Food Poisoning,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Leptospirosis,7,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Typhus Fever,1,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Viral Hepatitis,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Human Rabies,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Chickenpox,2,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Meningitis,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Leishmaniasis,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Dengue Fever,44,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Dysentery,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Encephalitis,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Enteric Fever,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Food Poisoning,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Leptospirosis,10,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Typhus Fever,2,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Viral Hepatitis,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Human Rabies,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Chickenpox,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Meningitis,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Leishmaniasis,10,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Dengue Fever,13,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Dysentery,7,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Encephalitis,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Enteric Fever,1,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Food Poisoning,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Leptospirosis,3,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Typhus Fever,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Viral Hepatitis,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Human Rabies,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Chickenpox,3,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Meningitis,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Leishmaniasis,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Dengue Fever,92,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Dysentery,1,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Encephalitis,1,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Enteric Fever,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Food Poisoning,3,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Leptospirosis,19,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Typhus Fever,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Viral Hepatitis,1,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Human Rabies,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Chickenpox,7,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Meningitis,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Leishmaniasis,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Dengue Fever,41,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Dysentery,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Encephalitis,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Enteric Fever,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Food Poisoning,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Leptospirosis,12,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Typhus Fever,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Viral Hepatitis,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Human Rabies,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Chickenpox,4,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Meningitis,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Leishmaniasis,15,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Dengue Fever,65,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Dysentery,2,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Encephalitis,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Enteric Fever,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Food Poisoning,1,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Leptospirosis,30,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Typhus Fever,1,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Viral Hepatitis,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Human Rabies,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Chickenpox,8,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Meningitis,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Leishmaniasis,3,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Dengue Fever,44,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Dysentery,2,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Encephalitis,0,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
Enteric Fever,0,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",27-May-2023 00:00:00,02-Jun-2023 00:00:00,Data/Sri Lanka/1-post2013format.pdf
