Disease Name,Cases,Location Name,Country Code,Region Type,Lattitude,Longitude,Region Boundary,TimeStampStart,TimeStampEnd,Source File
Chickenpox,0,Gampaha,LKA,city,6.99555,80.92297,"{'west': 80.92049, 'south': 6.69864, 'east': 81.05956, 'north': 7.00913}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Meningitis,0,Gampaha,LKA,city,6.99555,80.92297,"{'west': 80.92049, 'south': 6.69864, 'east': 81.05956, 'north': 7.00913}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Leishmaniasis,0,Gampaha,LKA,city,6.99555,80.92297,"{'west': 80.92049, 'south': 6.69864, 'east': 81.05956, 'north': 7.00913}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Dengue Fever,18,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Dysentery,2,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Encephalitis,0,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Enteric Fever,0,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Food Poisoning,0,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Leptospirosis,17,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Typhus Fever,0,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Viral Hepatitis,2,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Human Rabies,0,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Chickenpox,4,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Meningitis,1,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Leishmaniasis,0,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Dengue Fever,96,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Dysentery,2,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Encephalitis,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Enteric Fever,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Food Poisoning,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Leptospirosis,7,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Typhus Fever,2,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Viral Hepatitis,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Human Rabies,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Chickenpox,4,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Meningitis,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Leishmaniasis,3,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Dengue Fever,30,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Dysentery,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Encephalitis,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Enteric Fever,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Food Poisoning,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Leptospirosis,3,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Typhus Fever,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Viral Hepatitis,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Human Rabies,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Chickenpox,2,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Meningitis,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Leishmaniasis,5,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Dengue Fever,4,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Dysentery,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Encephalitis,1,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Enteric Fever,1,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Food Poisoning,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Leptospirosis,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Typhus Fever,1,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Viral Hepatitis,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Human Rabies,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Chickenpox,3,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Meningitis,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Leishmaniasis,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Dengue Fever,28,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Dysentery,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Encephalitis,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Enteric Fever,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Food Poisoning,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Leptospirosis,26,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Typhus Fever,1,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Viral Hepatitis,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Human Rabies,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Chickenpox,2,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Meningitis,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Leishmaniasis,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Dengue Fever,18,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Dysentery,1,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Encephalitis,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Enteric Fever,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Food Poisoning,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Leptospirosis,3,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Typhus Fever,3,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Viral Hepatitis,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Human Rabies,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Chickenpox,5,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
Meningitis,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",29-Oct-2022 00:00:00,04-Nov-2022 00:00:00,Data/Sri Lanka 2022/en_6459f61e65d12_vol_49_no_45-english_1.pdf
