2015
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"110130 MIRANTE DA SERRA";-;4;7;8;11;6;6;20;9;5;2;4;4;5;10;12;7;4;7;2;2;5;3;8;8;6;6;1;5;-;7;6;3;2;-;-;4;1;1;1;2;-;-;-;1;1;-;3;-;-;3;19;4;-;235
"110140 MONTE NEGRO";-;34;17;19;11;13;22;26;16;14;21;15;17;26;20;14;12;4;6;7;3;2;3;4;9;4;3;-;2;6;1;2;2;3;1;1;3;1;1;1;2;2;7;10;18;16;48;45;42;38;24;15;20;-;653
"110143 NOVA UNIAO";-;-;2;-;1;1;2;3;4;1;6;7;3;6;5;2;-;2;2;7;1;2;3;4;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;72
"110145 PARECIS";-;8;10;32;15;16;18;20;9;15;23;19;14;15;15;9;10;2;3;4;9;1;6;8;4;4;-;1;-;3;1;3;2;3;1;2;4;8;4;8;6;14;11;18;15;8;16;3;6;8;-;7;1;3;445
"110146 PIMENTEIRAS DO OESTE";-;-;3;11;8;4;15;14;21;9;10;13;13;2;2;1;1;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;2;-;137
"110147 PRIMAVERA DE RONDONIA";-;11;4;9;4;7;6;1;9;4;5;11;5;4;1;-;-;1;1;-;-;-;2;-;-;-;1;-;-;-;1;-;2;3;5;4;4;2;3;5;5;4;10;9;7;12;15;11;17;18;19;17;5;-;264
"110148 SAO FELIPE D'OESTE";-;9;12;10;11;11;11;25;18;16;38;49;12;7;5;8;8;9;8;7;4;5;3;6;7;7;12;8;5;7;3;2;-;1;4;5;4;3;4;-;2;1;3;-;2;3;5;5;4;5;6;4;6;-;410
"110149 SAO FRANCISCO DO GUAPORE";-;17;25;16;10;26;26;26;20;21;31;31;26;16;14;16;23;27;28;22;26;17;14;8;10;16;11;7;3;4;6;5;2;4;4;7;2;3;4;1;2;4;3;-;1;1;6;11;8;11;8;4;7;1;642
"110150 SERINGUEIRAS";-;4;18;48;45;31;33;60;24;47;36;28;32;24;24;13;8;17;16;13;5;6;13;10;7;5;4;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;-;2;7;9;6;-;606
"110155 TEIXEIROPOLIS";-;-;4;3;2;-;1;2;10;5;15;13;9;5;3;2;5;5;2;-;2;-;1;1;1;-;1;-;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;1;2;2;2;3;1;2;-;112
"110160 THEOBROMA";-;11;13;10;12;8;6;6;4;9;7;2;4;6;2;5;4;3;2;-;1;2;-;-;1;1;-;-;-;-;-;-;1;-;-;1;1;1;1;1;-;-;1;1;-;-;1;2;1;-;9;7;1;-;148
"110170 URUPA";-;11;18;9;14;13;10;9;12;5;6;8;4;2;3;4;-;-;5;2;3;-;-;1;1;-;1;3;-;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;3;4;7;9;2;3;177
"110175 VALE DO ANARI";-;10;13;14;12;14;12;28;44;18;6;7;9;9;4;12;8;8;6;4;3;6;3;1;3;2;5;1;2;5;4;-;1;1;-;5;-;-;-;1;-;-;-;-;2;3;3;2;1;2;5;3;4;-;306
"110180 VALE DO PARAISO";-;2;3;4;12;17;7;22;6;12;25;17;15;18;10;16;12;11;3;3;4;2;9;2;2;3;1;2;3;1;5;1;-;1;2;-;-;-;2;1;-;-;-;2;-;-;-;-;-;1;3;2;-;-;264
"120001 ACRELANDIA";-;30;30;28;30;39;20;15;10;12;13;8;14;7;5;10;4;7;8;5;1;4;6;3;3;1;3;1;2;3;4;1;1;-;1;-;-;2;1;4;6;8;12;6;9;6;20;6;15;14;11;18;11;-;478
"120005 ASSIS BRASIL";-;123;127;150;167;226;160;146;95;98;72;80;84;40;36;32;37;17;18;29;15;13;7;14;2;2;1;8;3;2;6;1;4;4;3;6;3;2;6;3;8;9;11;21;26;30;31;40;29;24;88;35;72;15;2281
"120010 BRASILEIA";-;520;436;389;337;189;189;151;115;150;155;106;64;71;58;64;45;41;31;33;28;30;24;20;16;11;12;14;19;22;11;12;11;12;14;16;12;11;16;13;20;16;22;43;48;64;52;60;88;148;189;283;269;39;4809
"120013 BUJARI";-;20;5;12;25;24;26;29;19;23;13;4;2;-;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;2;2;-;2;5;2;-;1;10;22;11;5;-;271
"120017 CAPIXABA";-;13;15;16;8;12;10;8;9;8;9;19;7;2;8;15;20;4;3;3;6;1;-;-;-;2;1;1;-;-;1;-;2;-;1;-;1;2;3;1;-;6;5;6;7;10;15;47;54;56;53;13;7;-;490
"120020 CRUZEIRO DO SUL";-;1140;1286;1424;1029;984;699;643;661;636;427;402;336;213;231;196;214;164;174;184;217;185;176;130;133;94;83;102;96;93;63;96;61;70;61;49;63;68;59;72;89;130;185;186;197;349;379;462;475;541;557;436;362;285;17647
"120025 EPITACIOLANDIA";-;56;56;48;45;20;21;23;18;17;29;13;24;21;19;25;19;8;10;7;2;2;4;3;2;-;4;1;1;4;2;4;1;5;-;2;4;6;3;3;5;5;4;-;3;3;9;11;9;14;12;11;11;1;630
"120030 FEIJO";-;92;101;93;83;64;92;68;72;59;36;27;10;11;3;15;32;17;33;23;19;14;16;20;19;13;8;10;6;11;17;10;12;6;14;21;25;68;94;83;100;98;113;128;162;202;210;216;211;126;135;43;14;-;3175
"120032 JORDAO";-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"120033 MANCIO LIMA";-;80;89;48;33;53;35;39;32;44;33;30;20;23;18;19;18;20;14;14;18;17;12;7;8;7;10;7;13;6;11;12;19;17;9;11;8;36;48;22;19;22;43;63;51;52;79;109;131;114;49;48;39;1;1780
"120034 MANOEL URBANO";-;7;2;12;7;8;6;4;3;28;11;9;4;5;8;3;6;9;11;18;11;30;19;13;11;6;10;5;3;1;5;3;1;2;3;2;2;5;2;1;6;13;36;40;70;52;28;6;22;10;11;5;2;-;597
"120035 MARECHAL THAUMATURGO";-;55;69;99;112;76;64;77;75;42;27;33;18;10;16;18;16;17;23;34;19;7;4;2;2;1;1;-;1;2;1;1;2;3;1;1;4;7;4;1;2;3;7;8;12;18;41;51;70;88;62;69;53;18;1447
"120038 PLACIDO DE CASTRO";-;94;61;37;33;25;26;25;19;16;17;15;7;15;7;6;7;1;5;8;3;3;5;3;3;4;2;6;6;-;4;2;1;4;1;3;2;9;8;12;7;13;15;18;36;43;57;61;57;57;140;197;130;1;1337
"120039 PORTO WALTER";-;8;6;9;17;14;15;8;35;29;48;16;11;6;10;7;4;4;5;1;1;1;3;2;1;1;-;-;1;2;3;3;-;-;1;-;-;2;1;3;-;3;6;1;13;12;11;12;9;5;7;4;3;-;364
"120040 RIO BRANCO";-;815;883;1143;1061;1076;1189;1212;997;1045;863;587;399;391;352;300;268;208;222;184;172;144;125;100;100;89;81;71;72;58;50;56;49;57;39;66;48;58;82;50;66;76;77;92;111;85;140;169;233;296;448;494;404;96;17549
"120042 RODRIGUES ALVES";-;62;81;66;85;69;58;79;88;59;41;67;35;33;25;30;18;20;28;35;33;36;22;24;14;4;7;12;12;10;17;17;19;12;7;3;9;10;5;11;12;14;9;21;24;45;51;74;82;74;70;62;42;7;1850
"120043 SANTA ROSA DO PURUS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;3
"120045 SENADOR GUIOMARD";-;118;51;32;30;20;18;10;11;5;6;4;3;4;4;7;2;-;5;3;2;5;2;-;-;1;2;2;-;1;-;1;-;-;-;2;2;2;1;2;1;2;2;1;2;1;3;6;8;21;114;72;6;1;598
"120050 SENA MADUREIRA";-;118;74;76;80;98;76;86;86;83;64;75;64;38;42;36;34;33;40;19;23;13;26;12;17;7;5;10;10;6;6;7;4;9;4;9;12;11;22;26;52;60;85;80;73;183;176;176;159;127;127;104;73;2;2938
"120060 TARAUACA";-;667;564;495;350;341;262;252;330;321;204;164;134;78;42;57;51;58;45;26;44;45;19;23;16;23;14;13;10;11;14;31;18;11;20;37;5;9;2;6;40;77;86;128;148;166;177;181;184;217;172;167;118;9;6682
"120070 XAPURI";-;139;96;160;152;156;156;156;118;111;103;80;55;72;44;51;27;29;27;31;14;18;14;14;16;8;6;7;8;17;8;10;8;11;5;2;2;6;2;3;2;6;8;14;16;14;37;49;110;299;243;127;83;24;2974
"120080 PORTO ACRE";-;15;11;28;14;20;4;7;7;14;32;54;22;8;-;-;1;2;2;2;1;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;4;1;8;3;9;12;6;25;28;38;38;14;14;7;-;454
"130002 ALVARAES";-;15;11;19;8;5;1;5;16;20;38;31;37;30;14;17;21;13;14;15;8;2;11;3;3;3;-;8;3;4;2;2;2;3;14;8;11;5;5;7;18;16;10;15;10;23;10;14;9;11;19;8;9;-;606
"130006 AMATURA";-;-;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"130008 ANAMA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"130010 ANORI";-;-;1;-;-;-;1;-;1;1;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;11
"130014 APUI";-;3;3;-;2;2;2;1;-;-;2;-;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;24
"130020 ATALAIA DO NORTE";-;12;10;4;3;10;24;22;10;11;29;26;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;2;4;12;14;14;18;7;10;10;6;35;18;12;9;3;3;-;344
"130030 AUTAZES";-;-;-;-;-;-;3;4;9;7;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"130040 BARCELOS";-;2;4;-;4;4;7;8;7;11;15;20;5;5;5;7;1;9;7;10;16;26;21;7;4;2;1;9;4;-;2;3;-;2;3;1;1;4;3;4;5;3;2;2;1;1;1;-;3;-;-;-;-;-;262
"130050 BARREIRINHA";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"130060 BENJAMIN CONSTANT";-;113;139;104;77;69;83;58;63;58;110;33;13;16;17;8;1;2;6;4;2;1;3;1;1;-;-;1;3;-;3;29;8;12;7;22;38;115;123;199;201;199;146;120;77;74;85;94;115;112;113;140;148;-;3166
"130063 BERURI";-;-;2;6;2;9;11;12;18;22;18;3;1;2;2;1;1;1;-;-;1;2;-;-;1;1;1;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;122
"130068 BOA VISTA DO RAMOS";-;2;-;-;-;1;3;-;1;-;-;1;4;2;4;4;5;2;1;2;1;2;-;-;-;-;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;41
"130070 BOCA DO ACRE";-;25;52;48;29;39;25;13;9;11;15;12;8;15;3;1;1;3;5;2;5;3;2;6;3;4;3;5;2;-;-;-;3;8;13;17;22;16;14;38;41;52;43;59;57;46;35;44;40;18;13;22;29;2;981
"130080 BORBA";-;3;10;14;4;8;4;10;11;16;32;42;13;4;7;4;2;10;4;2;4;-;4;6;5;3;3;1;1;1;5;4;2;2;5;2;2;5;6;6;1;4;1;3;2;6;4;8;4;5;7;7;4;-;323
"130083 CAAPIRANGA";-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"130090 CANUTAMA";-;-;-;1;8;7;22;41;43;20;11;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;154
"130100 CARAUARI";-;42;57;27;31;37;32;40;24;64;35;20;17;19;13;12;12;5;4;5;10;3;5;-;3;3;3;3;1;5;2;-;1;-;3;2;1;-;2;2;1;-;6;6;16;44;60;103;95;97;80;49;62;-;1164
"130110 CAREIRO";-;-;4;1;2;-;3;1;2;-;1;-;1;1;2;1;1;1;-;2;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"130115 CAREIRO DA VARZEA";-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"130120 COARI";-;38;34;68;94;139;191;127;102;88;65;28;15;29;25;14;10;5;1;5;4;5;1;2;4;3;1;8;19;15;15;7;3;9;7;-;1;3;-;-;1;4;7;3;-;4;8;9;11;5;21;27;14;-;1299
"130130 CODAJAS";-;7;1;8;29;60;17;8;43;121;109;64;19;16;21;6;1;-;4;4;-;1;1;-;2;-;1;1;4;2;-;5;2;-;-;-;2;-;1;-;-;-;-;-;-;-;1;1;7;1;-;4;1;-;575
"130140 EIRUNEPE";-;16;33;17;16;14;19;24;27;35;74;53;7;2;5;4;5;5;2;8;6;5;2;-;-;3;2;2;-;-;-;-;1;-;1;3;2;2;-;2;5;7;11;8;7;2;5;6;6;17;25;21;21;4;542
"130150 ENVIRA";-;27;29;33;29;45;33;53;49;42;44;34;9;7;8;8;13;14;17;4;12;3;2;2;3;1;2;7;4;1;1;-;4;-;1;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;1;3;4;554
"130160 FONTE BOA";-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"130165 GUAJARA";-;69;52;65;38;43;43;39;36;44;52;37;31;17;18;18;13;16;21;27;32;31;19;43;17;16;7;19;17;14;16;6;19;15;11;12;8;10;9;12;24;37;41;43;44;37;55;77;43;43;57;43;37;1;1594
"130170 HUMAITA";-;48;53;70;49;73;66;43;42;67;40;26;34;39;32;24;37;27;29;15;13;12;11;12;5;14;12;11;4;6;2;4;2;2;2;3;9;2;5;8;4;6;7;11;8;14;17;16;11;15;18;24;7;-;1111
"130180 IPIXUNA";-;53;38;41;27;47;54;37;43;61;29;47;26;30;9;21;20;20;32;37;36;12;8;6;13;11;12;33;17;16;6;5;15;4;-;3;2;-;3;2;1;2;-;8;23;12;25;15;35;23;30;33;22;-;1105
"130185 IRANDUBA";-;6;9;4;6;13;11;16;12;18;27;40;31;26;19;17;18;24;22;23;21;12;9;5;7;7;3;8;9;9;4;4;3;1;1;-;-;1;-;2;2;2;2;-;1;1;-;1;1;1;1;-;4;-;464
"130190 ITACOATIARA";-;18;16;34;31;42;41;68;54;60;34;58;43;27;29;25;25;19;9;11;18;4;7;10;6;3;6;6;8;4;6;6;6;3;6;3;4;4;2;2;3;-;3;3;2;3;3;3;2;-;1;5;12;-;798
"130200 ITAPIRANGA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"130210 JAPURA";-;2;7;23;14;7;22;43;33;27;36;38;11;3;5;2;2;2;4;8;9;9;3;1;6;6;7;5;1;-;-;-;-;-;-;-;-;-;-;1;4;5;9;12;15;45;34;48;29;18;34;30;15;-;635
