2019
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"110030 VILHENA";-;138;157;124;146;110;188;139;150;144;228;150;138;183;132;155;125;78;126;108;93;74;66;55;60;65;36;50;33;31;31;35;32;34;25;15;24;19;12;36;20;18;68;28;54;40;41;110;94;101;143;79;38;1;4380
"110032 SAO MIGUEL DO GUAPORE";-;1;17;40;7;1;5;19;27;16;11;4;3;4;-;5;2;3;4;7;17;13;3;5;4;2;1;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;1;2;-;-;2;2;2;13;10;1;1;-;259
"110033 NOVA MAMORE";-;7;20;25;39;45;33;29;27;34;46;38;26;16;18;11;16;18;26;8;10;3;2;6;4;4;4;2;8;2;2;3;1;-;2;-;-;-;-;-;4;1;3;2;3;3;2;5;10;9;7;12;16;-;612
"110034 ALVORADA D'OESTE";-;47;32;33;12;17;22;8;13;4;5;3;1;1;4;-;5;2;4;1;-;2;1;1;-;-;-;1;-;-;1;-;1;-;2;-;-;-;-;-;-;-;-;-;1;1;4;7;30;31;26;30;27;-;380
"110037 ALTO ALEGRE DOS PARECIS";-;14;17;10;24;5;7;7;4;4;8;9;3;4;3;2;2;7;-;5;-;1;3;-;2;-;-;-;-;1;-;-;1;-;-;-;-;-;3;1;5;10;21;24;12;4;2;6;19;7;11;8;4;-;280
"110040 ALTO PARAISO";-;7;12;4;7;12;4;6;2;6;5;10;2;8;1;4;-;2;12;5;1;4;4;7;2;2;-;1;1;2;3;-;-;1;-;1;-;-;-;-;-;4;4;1;1;8;7;5;2;4;3;4;-;-;181
"110045 BURITIS";-;49;49;68;95;75;73;65;57;71;32;40;23;16;19;12;25;15;16;11;14;10;14;11;18;24;12;22;9;10;8;4;6;4;2;3;5;2;7;3;3;8;7;4;4;6;17;14;12;17;37;27;28;6;1189
"110050 NOVO HORIZONTE DO OESTE";-;-;-;1;2;2;1;2;2;9;15;13;4;1;2;-;1;-;-;2;-;1;2;1;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;1;-;-;4;3;2;-;-;1;-;-;-;-;76
"110060 CACAULANDIA";-;13;12;19;20;32;32;30;33;23;28;14;8;7;4;5;3;6;17;11;5;8;7;2;2;1;1;3;2;-;-;2;-;-;1;-;-;-;1;-;-;-;2;-;-;-;1;1;2;-;6;4;5;-;373
"110070 CAMPO NOVO DE RONDONIA";-;10;7;6;7;4;5;7;8;10;9;11;4;3;3;3;4;1;-;3;2;-;-;-;3;3;-;1;3;-;1;-;-;1;1;-;-;-;-;-;1;1;-;-;2;1;4;1;6;15;20;16;6;-;193
"110080 CANDEIAS DO JAMARI";-;5;5;5;6;4;5;7;12;24;33;20;5;4;3;4;1;2;8;3;2;-;-;-;13;4;1;2;3;-;1;2;3;1;-;1;-;1;-;-;-;-;-;-;-;-;3;-;2;1;1;-;-;-;197
"110090 CASTANHEIRAS";-;4;5;7;1;2;4;12;14;10;-;5;2;3;1;1;-;1;1;2;2;2;1;-;-;1;3;-;1;-;-;1;-;-;-;1;-;1;-;-;1;1;2;1;6;3;-;5;4;7;5;-;-;-;123
"110092 CHUPINGUAIA";-;12;9;20;11;9;12;24;16;35;37;13;16;16;18;13;16;18;13;14;13;16;10;5;10;5;5;8;9;5;4;1;3;3;-;4;6;-;1;3;1;3;1;2;2;1;5;5;-;3;1;-;-;-;457
"110094 CUJUBIM";-;4;3;3;3;14;16;17;29;35;26;25;17;11;7;9;9;3;7;3;12;4;1;4;1;3;2;1;3;1;4;1;2;4;-;1;-;1;1;3;-;-;2;-;-;1;-;-;1;1;3;3;3;-;304
"110100 GOVERNADOR JORGE TEIXEIRA";-;5;1;-;4;1;1;1;-;-;-;-;-;3;1;-;2;-;1;2;3;1;-;-;1;3;1;2;12;1;-;1;2;-;1;-;5;6;6;15;3;4;3;7;8;7;10;14;4;2;10;6;5;-;165
"110110 ITAPUA DO OESTE";-;11;15;13;22;18;21;25;21;32;17;18;16;9;7;3;1;-;4;7;5;12;9;5;10;4;13;7;6;3;3;2;2;2;3;1;1;2;1;2;-;-;1;1;-;-;-;23;12;7;4;2;-;-;403
"110120 MINISTRO ANDREAZZA";-;11;8;7;7;3;5;3;5;5;24;4;6;8;4;3;3;2;3;2;4;1;1;-;2;1;1;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;5;2;11;3;2;-;152
"110130 MIRANTE DA SERRA";-;4;7;7;9;6;4;20;9;5;2;4;4;5;6;12;7;2;7;2;2;5;1;8;8;6;6;1;2;-;7;6;3;2;-;-;4;1;1;1;2;-;-;-;-;1;-;1;-;-;3;19;4;-;216
"110140 MONTE NEGRO";-;22;14;16;8;8;17;21;15;11;19;15;17;22;15;14;10;4;6;6;3;2;2;4;9;3;3;-;2;6;-;1;2;3;1;1;3;1;1;1;1;2;6;9;17;16;48;41;42;34;22;14;11;-;571
"110143 NOVA UNIAO";-;-;1;-;-;1;-;-;3;1;6;6;2;1;4;1;-;2;2;3;1;-;2;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;41
"110145 PARECIS";-;4;4;21;10;11;14;14;5;10;19;16;12;10;9;6;6;-;3;2;2;1;2;7;2;3;-;1;-;-;-;-;1;2;1;1;-;4;3;6;-;2;2;1;2;-;3;1;1;3;-;2;1;3;233
"110146 PIMENTEIRAS DO OESTE";-;-;2;8;4;4;14;11;16;5;4;9;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;-;-;86
"110147 PRIMAVERA DE RONDONIA";-;10;3;8;4;6;4;1;8;4;5;11;5;4;1;-;-;1;-;-;-;-;2;-;-;-;1;-;-;-;1;-;1;3;5;4;4;2;3;5;5;4;10;9;7;12;15;11;17;18;19;17;4;-;254
"110148 SAO FELIPE D'OESTE";-;4;11;6;8;7;7;20;11;12;38;46;8;3;2;6;5;4;3;5;4;5;1;5;7;7;9;7;5;7;3;2;-;1;4;5;3;3;3;-;2;-;3;-;2;3;5;5;3;4;4;2;2;-;322
"110149 SAO FRANCISCO DO GUAPORE";-;12;19;10;8;18;22;24;19;16;25;28;10;15;12;15;19;25;27;19;23;15;9;7;10;15;10;7;3;4;6;4;2;4;3;6;2;3;4;1;2;4;3;-;1;1;4;2;4;4;4;2;4;-;516
"110150 SERINGUEIRAS";-;3;10;33;37;30;27;46;18;34;30;25;26;24;24;12;7;17;16;13;5;6;13;10;7;5;4;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;-;2;5;8;4;-;511
"110155 TEIXEIROPOLIS";-;-;4;3;2;-;1;2;7;5;14;13;9;4;3;1;4;5;2;-;1;-;-;1;1;-;1;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;2;2;2;3;1;2;-;100
"110160 THEOBROMA";-;10;13;9;12;8;3;5;3;7;7;2;3;6;1;5;-;3;2;-;1;1;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;1;-;-;-;1;2;-;-;5;4;1;-;121
"110170 URUPA";-;4;8;5;5;3;4;6;7;3;4;5;3;2;3;2;-;-;4;2;2;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;4;7;8;2;-;99
"110175 VALE DO ANARI";-;5;8;11;11;12;7;25;43;18;5;7;5;5;4;12;8;6;4;4;3;6;3;1;3;2;5;1;2;5;3;-;1;1;-;5;-;-;-;-;-;-;-;-;2;1;-;2;-;-;2;3;3;-;254
"110180 VALE DO PARAISO";-;1;3;4;6;6;2;5;2;1;9;8;5;7;8;10;9;6;3;3;4;2;9;2;1;3;1;1;2;1;5;1;-;1;2;-;-;-;2;1;-;-;-;1;-;-;-;-;-;1;3;2;-;-;143
"120001 ACRELANDIA";-;20;25;27;28;30;17;10;7;8;10;7;9;4;3;4;2;6;-;3;-;2;3;1;1;1;-;-;1;1;-;-;-;-;1;-;-;-;-;3;2;1;2;2;1;-;2;-;2;-;3;13;6;-;268
"120005 ASSIS BRASIL";-;121;124;128;93;94;68;69;58;71;56;76;84;38;36;30;37;17;18;29;15;13;7;14;1;2;1;8;2;2;6;1;4;4;3;6;3;2;6;3;8;9;11;21;26;30;30;40;29;24;87;35;72;15;1787
"120010 BRASILEIA";-;501;416;361;321;167;175;144;106;127;127;91;46;55;52;53;40;38;24;29;23;28;21;20;15;11;11;13;17;20;9;12;9;9;13;13;9;10;14;8;13;13;18;34;38;51;37;51;73;130;158;266;252;39;4331
"120013 BUJARI";-;20;5;12;25;24;26;29;19;23;13;4;2;-;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;2;-;-;1;1;1;-;1;10;22;11;5;-;263
"120017 CAPIXABA";-;11;14;12;6;10;9;8;6;7;7;17;5;1;2;1;6;2;3;1;3;-;-;-;-;1;1;1;-;-;1;-;2;-;1;-;1;2;3;1;-;4;5;6;7;10;15;47;54;55;52;13;4;-;417
"120020 CRUZEIRO DO SUL";-;515;591;728;522;468;291;266;339;350;213;164;135;101;110;123;127;87;117;146;186;153;137;102;86;59;54;64;71;69;52;63;46;43;38;30;38;57;43;56;65;83;142;153;169;298;338;398;398;438;477;361;281;17;10458
"120025 EPITACIOLANDIA";-;48;43;33;28;14;6;2;6;4;7;4;10;6;4;6;8;5;5;4;2;-;3;2;2;-;2;1;-;1;-;4;1;4;-;1;4;3;2;1;1;-;-;-;1;1;4;3;7;10;11;4;6;1;325
"120030 FEIJO";-;90;99;90;83;63;91;68;72;59;36;27;10;11;3;15;32;17;28;18;16;11;14;13;5;11;2;6;3;4;3;-;5;1;-;5;8;13;25;19;17;15;17;7;7;57;126;165;167;107;129;42;14;-;1946
"120032 JORDAO";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"120033 MANCIO LIMA";-;79;87;46;30;51;33;38;31;44;31;29;19;23;18;19;18;20;12;14;18;13;12;6;7;7;10;7;4;5;5;9;11;13;5;2;6;6;6;6;9;13;14;43;35;32;58;37;26;23;19;27;27;-;1163
"120034 MANOEL URBANO";-;4;2;12;7;7;6;3;3;28;10;9;4;5;7;3;6;6;1;4;3;3;2;2;5;3;10;3;1;-;1;3;1;1;-;2;-;1;-;-;4;6;19;28;58;45;28;6;22;10;11;5;2;-;412
"120035 MARECHAL THAUMATURGO";-;55;69;99;112;76;64;76;75;42;27;33;18;10;16;18;16;17;23;34;19;7;4;2;2;1;1;-;1;2;1;1;2;3;1;1;4;7;4;1;2;3;7;8;12;18;41;51;70;88;62;69;53;18;1446
"120038 PLACIDO DE CASTRO";-;89;57;32;25;9;7;8;8;10;6;7;7;8;4;3;2;1;1;1;1;-;-;2;1;1;1;-;-;-;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;4;28;120;169;111;1;729
"120039 PORTO WALTER";-;8;6;9;17;14;13;8;35;29;48;16;11;6;10;7;4;4;5;1;1;1;3;1;1;1;-;-;1;2;3;3;-;-;1;-;-;2;1;3;-;3;6;1;13;12;11;12;9;5;7;4;2;-;360
"120040 RIO BRANCO";-;744;798;1033;941;952;1033;1087;879;930;760;501;303;298;252;231;192;143;148;116;113;83;64;62;54;48;46;34;32;23;17;25;20;19;12;35;24;20;48;22;31;27;26;40;50;39;77;78;134;179;306;306;283;85;13803
"120042 RODRIGUES ALVES";-;60;74;64;81;67;56;73;85;56;34;61;34;28;21;24;12;18;22;27;28;32;17;22;14;3;6;11;11;8;17;17;19;12;6;3;9;9;5;10;12;14;8;19;23;44;50;72;77;71;61;57;36;7;1707
"120043 SANTA ROSA DO PURUS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;3
"120045 SENADOR GUIOMARD";-;117;51;31;30;20;18;10;8;4;1;3;3;3;1;1;1;-;1;3;2;2;1;-;-;1;1;-;-;1;-;1;-;-;-;2;2;2;1;2;1;2;2;1;2;1;2;5;7;21;114;71;6;1;560
"120050 SENA MADUREIRA";-;118;73;76;79;96;76;84;85;81;63;75;64;37;41;35;34;32;40;19;23;12;25;11;15;5;5;10;10;6;5;7;4;9;4;9;8;6;12;12;28;22;24;19;10;14;22;33;31;35;65;47;56;2;1814
"120060 TARAUACA";-;666;564;494;349;341;262;252;329;321;204;164;133;77;42;57;51;57;45;22;34;31;18;20;16;23;14;13;10;9;13;29;16;11;20;37;5;9;1;1;32;55;64;87;92;122;157;179;184;211;169;163;117;9;6401
"120070 XAPURI";-;133;81;135;117;136;136;142;106;92;88;58;36;56;31;26;17;20;19;21;7;9;2;5;7;5;4;2;3;8;7;7;4;7;4;-;2;3;2;-;1;3;2;9;4;4;30;42;102;286;234;120;78;24;2477
"120080 PORTO ACRE";-;14;11;28;14;20;4;4;6;14;30;53;22;7;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4;1;7;2;7;4;1;10;22;32;37;11;5;7;-;379
"130002 ALVARAES";-;15;11;19;7;4;1;5;16;19;37;29;37;30;14;17;21;13;14;15;6;2;9;3;2;3;-;1;-;-;2;1;2;2;14;8;11;5;5;7;18;16;10;15;10;23;10;14;9;11;19;8;9;-;579
"130006 AMATURA";-;-;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"130010 ANORI";-;-;1;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"130014 APUI";-;2;3;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"130020 ATALAIA DO NORTE";-;12;10;4;3;10;24;22;10;11;29;26;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;2;4;12;14;14;18;7;10;10;6;35;18;12;9;3;3;-;344
"130030 AUTAZES";-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"130040 BARCELOS";-;2;4;-;4;4;6;8;7;11;14;17;1;3;2;2;-;2;-;2;1;3;2;2;4;2;1;8;3;-;1;2;-;1;3;1;1;3;3;4;5;3;-;-;-;1;1;-;3;-;-;-;-;-;147
"130060 BENJAMIN CONSTANT";-;113;137;104;77;69;83;58;63;58;109;31;13;16;16;6;1;1;6;2;2;1;3;1;1;-;-;1;3;-;3;29;8;12;7;22;38;115;123;198;201;199;146;120;77;74;84;89;108;106;112;140;147;-;3133
"130063 BERURI";-;-;-;4;1;8;4;6;12;21;18;2;-;1;1;-;1;-;-;-;1;2;-;-;1;1;-;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88
"130068 BOA VISTA DO RAMOS";-;1;-;-;-;-;2;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"130070 BOCA DO ACRE";-;25;52;48;29;37;22;13;8;9;14;11;8;15;3;1;1;3;4;1;5;3;2;6;3;4;3;5;2;-;-;-;3;8;13;17;22;16;14;38;41;52;43;59;57;46;35;44;40;18;13;22;29;2;969
"130080 BORBA";-;2;7;11;3;6;1;8;5;9;19;38;12;2;2;2;2;4;1;-;4;-;2;1;3;3;1;-;1;-;3;4;2;1;2;2;-;2;6;4;-;1;1;3;1;2;-;1;2;2;4;1;-;-;193
"130083 CAAPIRANGA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"130090 CANUTAMA";-;-;-;1;7;7;22;41;43;20;11;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;153
"130100 CARAUARI";-;42;57;27;31;37;32;37;24;64;33;16;8;14;6;9;11;2;3;5;10;3;5;-;2;3;3;3;-;5;2;-;1;-;3;2;1;-;2;2;1;-;6;6;16;44;60;103;95;97;80;49;62;-;1124
"130110 CAREIRO";-;-;4;1;2;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"130115 CAREIRO DA VARZEA";-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"130120 COARI";-;25;26;48;72;106;146;113;94;78;57;19;1;5;7;4;-;3;1;4;3;4;1;1;2;-;-;4;12;4;6;3;-;1;2;-;-;-;-;-;-;1;-;-;-;1;2;3;8;4;20;23;14;-;928
"130130 CODAJAS";-;7;1;8;29;60;17;8;43;121;106;57;6;2;5;1;-;-;4;4;-;1;1;-;1;-;1;1;4;2;-;5;2;-;-;-;2;-;1;-;-;-;-;-;-;-;1;1;7;1;-;4;1;-;515
"130140 EIRUNEPE";-;16;33;17;16;14;19;24;27;35;74;53;7;2;5;4;5;5;2;8;6;5;2;-;-;3;2;2;-;-;-;-;1;-;1;3;2;2;-;2;5;7;11;8;7;2;5;6;6;17;25;21;21;4;542
"130150 ENVIRA";-;27;29;33;29;45;33;53;49;42;44;34;8;7;8;8;13;14;17;4;12;3;2;2;3;1;2;7;4;1;1;-;4;-;1;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;1;3;4;552
"130160 FONTE BOA";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"130165 GUAJARA";-;63;47;54;33;31;35;33;34;36;43;27;24;12;14;14;10;13;18;22;26;26;17;27;10;5;6;9;9;10;10;2;8;8;8;8;4;6;2;8;18;31;37;42;35;33;50;76;39;41;55;36;30;-;1295
"130170 HUMAITA";-;44;50;57;44;61;51;30;39;58;36;24;34;33;29;21;36;25;29;15;12;12;11;10;5;14;12;10;4;6;2;4;2;2;2;3;9;2;5;8;4;6;7;11;8;14;17;15;9;15;18;22;6;-;1003
"130180 IPIXUNA";-;53;38;41;27;47;54;37;43;61;29;47;26;30;9;21;20;20;32;37;36;12;8;6;13;11;12;33;17;16;6;5;15;4;-;3;2;-;3;2;1;2;-;8;23;12;25;15;35;23;30;33;22;-;1105
"130185 IRANDUBA";-;4;8;4;6;13;11;12;11;16;25;37;31;26;19;17;17;22;20;23;20;12;9;5;7;7;3;8;9;9;4;4;3;1;1;-;-;1;-;2;2;2;2;-;1;1;-;1;1;-;1;-;2;-;440
"130190 ITACOATIARA";-;2;1;4;6;13;13;19;19;14;10;16;6;3;2;2;2;2;1;7;3;2;1;1;2;2;4;1;2;-;2;3;3;-;-;-;-;2;-;1;1;-;-;-;-;1;1;-;1;-;-;1;1;-;177
"130210 JAPURA";-;2;7;23;14;7;22;43;33;26;35;38;11;3;5;-;1;1;4;8;9;9;-;1;6;6;7;5;1;-;-;-;-;-;-;-;-;-;-;1;4;5;9;12;11;43;33;48;29;18;34;30;15;-;619
"130220 JURUA";-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"130230 JUTAI";-;27;26;50;78;57;41;80;65;80;147;157;108;44;76;47;48;48;48;31;28;29;24;22;16;30;24;21;35;25;20;8;5;10;2;3;3;5;5;4;9;4;4;5;7;7;1;7;4;3;4;7;-;-;1639
"130240 LABREA";-;120;85;123;100;110;111;68;61;47;61;37;14;34;53;22;22;18;12;24;25;42;26;12;22;25;10;19;10;7;5;-;7;10;13;10;12;31;22;29;13;19;41;31;28;24;25;29;55;94;140;168;101;8;2235
