2018
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"280660 SANTO AMARO DAS BROTAS";-;-;-;-;-;-;-;-;-;-;-;2;2;1;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;3;1;-;1;2;-;2;-;-;-;1;6;-;-;-;-;-;-;-;-;-;24
"280670 SAO CRISTOVAO";-;2;4;5;2;6;3;4;4;11;13;24;14;10;19;16;22;15;34;23;20;16;22;24;39;39;29;26;25;19;33;25;29;27;32;11;8;18;11;10;3;3;4;2;6;1;8;2;3;2;2;1;2;-;733
"280680 SAO DOMINGOS";-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;2;1;-;1;2;-;3;-;2;-;1;2;-;1;2;-;-;2;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;25
"280690 SAO FRANCISCO";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"280700 SAO MIGUEL DO ALEIXO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"280710 SIMAO DIAS";-;2;7;-;2;4;4;5;6;7;8;10;8;5;5;4;2;3;7;9;12;8;9;16;12;13;14;9;8;4;8;7;9;11;6;3;5;4;4;1;3;-;1;1;-;2;1;1;-;2;1;2;1;-;276
"280720 SIRIRI";-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2;-;3;1;1;2;-;2;1;1;-;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;21
"280730 TELHA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"280740 TOBIAS BARRETO";-;-;-;-;-;1;1;-;4;2;4;1;-;1;-;-;1;2;9;4;9;9;7;9;4;5;-;5;-;3;6;3;3;2;2;-;1;-;-;-;2;2;3;2;-;-;-;-;-;-;-;-;-;-;107
"280750 TOMAR DO GERU";-;-;4;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;17
"280760 UMBAUBA";-;1;2;2;-;1;-;2;1;2;2;1;1;-;-;4;1;-;2;1;3;7;2;1;4;3;3;1;1;1;2;2;2;1;1;3;1;1;4;3;2;1;1;1;2;-;-;-;1;-;-;-;-;-;77
"290010 ABAIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"290020 ABARE";-;2;1;1;1;2;6;17;16;36;50;31;22;17;20;28;39;33;29;22;25;64;65;77;53;27;30;48;47;27;32;14;8;4;5;4;1;1;-;-;1;-;-;-;1;1;1;2;1;1;-;-;-;-;913
"290030 ACAJUTIBA";-;1;1;2;1;2;2;3;1;3;3;1;2;-;2;1;1;2;4;4;2;3;4;8;3;5;6;2;6;5;9;2;2;4;2;2;2;-;3;2;1;1;1;-;1;-;1;-;-;1;-;1;-;-;115
"290035 ADUSTINA";-;2;-;2;12;11;2;9;14;15;21;18;10;1;3;10;5;22;1;10;12;7;7;9;2;3;2;1;-;1;1;1;-;-;-;1;-;-;1;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;219
"290040 AGUA FRIA";-;1;2;-;-;2;-;6;2;9;14;23;19;-;14;5;11;18;15;17;15;12;6;9;3;11;3;2;3;-;1;5;4;6;2;4;3;1;1;-;-;1;-;-;-;-;3;-;1;1;-;-;-;-;255
"290050 ERICO CARDOSO";-;2;2;1;-;-;3;2;2;6;27;26;17;33;38;21;35;37;21;27;29;31;17;34;19;13;9;11;3;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;470
"290060 AIQUARA";-;-;1;1;1;2;1;1;1;3;3;1;2;-;-;3;4;3;24;16;17;8;6;13;4;2;1;2;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;123
"290070 ALAGOINHAS";-;14;20;10;32;32;37;52;62;92;80;38;29;22;32;42;43;82;69;91;103;89;133;142;123;153;144;186;184;184;132;78;70;55;48;40;31;34;31;25;14;33;18;20;16;22;23;14;15;16;11;11;6;-;3083
"290080 ALCOBACA";-;4;-;1;2;5;13;31;52;36;72;24;14;11;10;9;11;8;9;23;12;9;10;6;3;5;1;3;1;3;1;3;2;1;-;-;1;-;2;-;1;2;-;-;-;1;2;-;1;-;1;-;-;-;406
"290090 ALMADINA";-;-;-;-;4;8;9;5;6;10;3;2;8;6;2;7;17;13;14;11;8;7;10;5;2;4;1;-;-;3;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;169
"290100 AMARGOSA";-;-;4;2;2;6;6;13;28;42;70;76;41;32;61;60;53;57;32;32;22;14;8;8;4;2;1;1;1;-;-;1;-;-;-;1;-;2;-;-;-;-;1;-;1;2;1;-;-;1;1;-;-;-;689
"290110 AMELIA RODRIGUES";-;-;-;-;1;3;-;5;23;86;78;60;2;1;25;25;24;31;40;24;45;26;7;4;5;-;1;2;-;1;-;-;-;2;-;4;8;-;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;-;537
"290115 AMERICA DOURADA";-;1;-;-;2;2;10;8;23;29;35;36;13;2;4;8;16;18;43;16;30;18;20;18;13;10;7;9;8;6;5;1;1;1;1;-;1;-;1;3;2;-;-;1;1;-;-;-;1;-;-;-;1;-;425
"290120 ANAGE";-;1;-;6;18;10;28;32;32;31;46;14;2;1;-;3;6;2;4;3;2;2;2;1;-;-;-;1;3;-;-;2;-;9;3;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;269
"290130 ANDARAI";-;3;-;2;11;11;19;25;9;37;24;13;13;2;3;11;7;1;1;7;1;2;1;1;4;10;9;3;-;-;2;2;-;1;1;3;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;241
"290135 ANDORINHA";-;-;-;1;-;1;2;5;15;11;21;11;3;-;-;8;4;7;3;3;7;3;8;2;8;3;5;4;2;2;2;4;1;2;-;-;-;-;1;1;2;-;1;2;3;-;1;1;-;-;-;-;-;-;160
"290140 ANGICAL";-;-;1;1;1;-;1;2;6;13;15;36;20;7;2;5;2;4;1;3;3;3;1;3;2;3;4;3;3;5;3;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;158
"290150 ANGUERA";-;-;2;1;-;1;3;6;6;-;1;1;1;-;2;4;1;2;4;8;8;8;9;15;12;7;5;8;4;2;1;1;1;1;-;-;-;2;3;1;-;1;-;-;-;4;-;-;1;1;-;-;2;-;140
"290160 ANTAS";-;4;2;1;2;5;3;4;2;6;9;15;2;6;1;-;1;3;1;3;-;2;2;2;1;-;1;1;-;-;-;-;3;1;2;-;-;1;2;-;2;-;-;-;1;2;2;-;3;1;-;-;2;-;101
"290170 ANTONIO CARDOSO";-;2;-;-;-;1;1;7;5;24;25;20;5;3;3;1;2;2;4;2;1;1;1;1;-;1;1;3;3;1;1;-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;1;2;1;-;-;-;-;129
"290180 ANTONIO GONCALVES";-;-;-;-;-;1;1;2;3;8;5;11;6;5;4;-;2;5;4;12;18;6;3;2;1;2;4;2;-;2;3;1;3;-;1;2;2;1;1;1;1;-;1;-;-;1;1;-;-;-;-;1;-;-;129
"290190 APORA";-;-;-;-;-;-;2;-;1;8;7;4;-;-;-;1;-;1;-;9;2;1;3;1;-;-;-;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44
"290195 APUAREMA";-;-;-;-;-;2;1;2;-;8;9;34;33;43;46;41;36;31;20;9;13;15;3;1;3;3;3;3;3;1;1;-;2;1;-;-;1;-;-;2;3;-;-;1;1;-;-;1;-;-;-;1;-;-;377
"290200 ARACATU";-;4;3;-;-;3;16;19;21;23;37;73;26;1;1;2;2;4;2;4;4;2;3;6;2;-;1;-;2;4;-;-;-;1;2;-;2;1;-;-;-;1;-;-;-;-;-;1;2;7;1;-;-;-;283
"290205 ARACAS";-;-;-;-;1;-;-;-;-;1;-;-;1;-;1;-;-;1;-;1;-;2;1;4;-;1;4;1;2;1;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;1;1;-;1;-;-;-;28
"290210 ARACI";-;1;1;6;6;6;18;43;58;124;146;112;42;8;6;12;8;13;19;9;7;23;46;33;18;23;12;10;5;10;4;5;7;2;1;4;5;7;4;2;3;5;14;11;2;6;6;5;7;6;5;4;1;-;941
"290220 ARAMARI";-;2;12;4;1;4;-;2;8;9;-;-;-;-;-;3;1;1;2;-;-;-;-;-;-;-;-;1;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54
"290225 ARATACA";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;4
"290230 ARATUIPE";-;-;-;-;-;-;-;-;-;3;6;2;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"290240 AURELINO LEAL";-;-;-;2;1;1;1;2;5;1;6;1;1;1;3;6;2;4;3;1;-;-;-;2;-;1;3;-;-;-;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51
"290250 BAIANOPOLIS";-;-;-;-;-;6;4;3;8;11;19;43;22;12;4;8;4;19;2;3;21;5;5;2;4;2;9;2;3;1;1;-;2;1;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;230
"290260 BAIXA GRANDE";-;-;-;-;-;1;-;-;1;1;5;2;2;1;2;1;2;3;4;9;10;7;8;14;4;3;2;3;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;88
"290265 BANZAE";-;-;-;-;-;-;-;1;2;-;-;-;4;-;-;-;-;1;4;1;3;4;3;6;4;4;4;2;2;2;2;-;-;-;-;2;2;1;1;3;2;3;1;-;-;-;-;-;-;-;-;-;-;-;64
"290270 BARRA";-;1;4;-;3;4;11;22;87;78;31;46;10;4;5;12;10;19;19;18;16;13;11;14;6;5;5;4;3;3;7;6;2;1;-;1;3;2;2;-;-;1;-;2;1;1;3;2;1;3;-;-;-;-;502
"290280 BARRA DA ESTIVA";-;7;3;4;6;11;26;13;13;15;11;29;15;10;15;11;45;46;69;45;8;6;4;8;4;4;1;2;1;-;-;-;-;1;-;1;-;-;-;2;1;3;-;1;1;2;-;1;2;-;-;3;-;-;450
"290290 BARRA DO CHOCA";-;1;-;-;6;21;40;81;240;469;428;310;16;2;2;2;1;6;3;4;3;-;6;4;1;1;2;5;5;1;-;-;-;2;1;2;2;4;1;2;1;-;-;1;2;4;1;3;1;2;-;3;-;-;1692
"290300 BARRA DO MENDES";-;3;7;8;5;30;46;29;74;56;66;30;14;35;47;50;47;45;46;51;76;62;84;43;33;16;3;10;2;1;2;5;2;1;1;2;3;1;2;-;-;-;-;-;1;-;-;1;2;1;1;3;-;-;1047
"290310 BARRA DO ROCHA";-;-;-;-;1;-;1;2;6;13;18;36;14;23;36;57;51;34;33;31;30;10;14;4;6;4;4;3;1;1;1;1;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;440
"290320 BARREIRAS";-;53;112;209;325;473;587;644;782;803;714;612;403;499;550;520;400;325;331;329;263;236;225;244;235;188;189;89;80;78;46;36;24;31;32;27;28;15;28;35;22;13;18;15;8;8;4;13;10;13;13;16;13;12;10978
"290323 BARRO ALTO";-;-;2;5;3;5;10;3;14;13;28;11;5;8;11;13;16;14;23;23;13;14;17;7;7;2;2;2;-;-;1;-;1;-;-;1;-;-;1;-;-;-;-;1;1;8;4;4;7;3;5;-;-;-;308
"290327 BARROCAS";-;5;2;1;3;1;2;7;32;39;63;45;7;3;2;7;18;30;30;45;44;45;70;45;57;51;26;18;19;11;9;3;4;4;1;-;-;1;4;-;1;-;-;-;-;-;-;-;-;1;2;1;3;-;762
"290330 BARRO PRETO";-;-;1;-;-;1;1;3;7;18;11;27;10;5;5;10;19;25;18;19;29;12;10;3;3;6;2;4;1;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;254
"290340 BELMONTE";-;22;36;39;60;28;56;27;42;50;22;16;17;6;21;29;17;21;34;49;38;21;46;50;41;59;33;13;10;7;10;6;10;5;4;-;3;1;3;2;1;4;5;5;2;4;2;3;6;8;5;4;4;-;1007
"290350 BELO CAMPO";-;-;-;-;4;8;12;14;15;54;85;60;48;-;3;2;2;1;1;2;1;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;-;-;-;319
"290360 BIRITINGA";-;-;-;-;-;1;3;3;13;36;37;8;14;19;32;46;48;45;35;53;48;47;24;22;9;10;6;3;2;7;2;4;-;1;1;-;2;2;2;2;-;-;-;2;1;-;1;-;1;-;-;-;-;-;592
"290370 BOA NOVA";-;1;2;7;3;-;3;2;7;1;2;1;-;-;5;8;14;24;14;20;16;18;11;3;3;2;1;3;2;3;-;1;-;1;2;3;-;1;-;4;3;4;5;2;2;5;-;12;17;6;6;4;-;-;254
"290380 BOA VISTA DO TUPIM";-;1;-;-;-;-;1;3;3;7;9;23;6;3;4;10;9;11;16;-;11;-;1;2;2;-;3;-;1;-;1;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;134
"290390 BOM JESUS DA LAPA";-;13;25;68;53;57;77;139;210;259;180;95;35;28;46;53;42;30;48;33;30;26;20;24;19;17;14;12;10;7;7;5;5;7;-;5;10;1;2;2;3;1;-;-;1;-;1;1;2;4;3;2;3;-;1735
"290395 BOM JESUS DA SERRA";-;-;-;4;-;-;3;3;13;16;48;93;34;1;-;1;-;4;2;1;-;-;-;1;1;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;232
"290400 BONINAL";-;-;-;-;-;1;1;5;22;21;37;42;32;18;35;30;38;57;61;36;26;10;11;12;9;6;7;2;4;3;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;528
"290405 BONITO";-;15;20;68;111;160;162;115;85;109;85;113;16;3;1;16;10;10;1;2;-;3;4;2;2;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;2;4;2;-;1;-;-;-;-;1130
"290410 BOQUIRA";-;4;4;4;6;19;16;7;13;26;34;33;16;10;32;58;68;70;62;56;18;12;18;8;1;-;5;5;2;1;1;2;-;1;-;-;-;1;-;-;1;-;-;-;-;-;2;3;2;-;3;2;-;-;626
"290420 BOTUPORA";-;3;2;1;1;34;36;47;73;105;127;147;32;4;14;10;11;24;19;28;15;8;8;8;5;4;8;7;-;1;2;-;-;4;3;2;-;1;1;2;3;1;3;2;1;4;7;3;6;-;7;6;-;-;840
"290430 BREJOES";-;1;2;5;8;15;33;58;66;48;16;10;4;4;4;14;11;19;17;25;17;10;16;16;16;14;13;2;10;5;4;1;1;1;1;1;1;2;1;1;-;2;-;-;-;-;-;1;-;-;4;1;-;-;501
"290440 BREJOLANDIA";-;8;4;4;2;12;17;16;41;28;41;34;27;21;20;15;20;30;38;32;39;25;17;13;25;12;13;10;8;3;2;1;-;1;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;583
"290450 BROTAS DE MACAUBAS";-;5;2;3;3;6;1;2;3;6;28;8;10;14;9;12;5;6;8;8;7;9;12;23;8;6;5;2;1;2;1;4;-;2;5;2;1;4;1;1;-;-;-;-;1;-;1;-;-;2;1;-;1;-;241
"290460 BRUMADO";-;5;6;5;14;21;25;42;134;280;234;206;110;28;37;61;58;114;143;142;182;120;87;94;54;45;46;50;28;21;22;12;9;11;4;6;6;1;1;1;4;-;7;19;5;-;3;1;4;11;3;2;1;-;2525
"290470 BUERAREMA";-;2;5;7;3;4;15;14;13;14;8;6;18;7;5;9;16;5;5;6;4;-;2;4;1;3;1;-;1;2;1;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;1;2;1;-;191
"290475 BURITIRAMA";-;-;1;1;1;1;7;13;33;47;82;83;35;21;13;13;11;8;4;9;5;11;6;8;2;3;3;6;1;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;431
"290480 CAATIBA";-;19;25;18;10;13;6;17;17;14;37;36;33;4;4;2;3;9;6;1;9;3;-;6;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;297
"290485 CABACEIRAS DO PARAGUACU";-;-;1;2;1;9;6;22;17;33;38;66;48;5;2;1;4;3;9;9;15;13;20;9;11;11;2;3;3;1;-;-;1;3;1;6;9;2;4;6;3;3;-;-;1;2;1;3;4;4;1;-;-;-;418
"290490 CACHOEIRA";-;-;-;-;-;1;-;3;7;6;16;27;1;5;4;6;5;12;24;16;18;18;21;16;13;8;7;5;3;6;1;1;-;3;2;-;-;-;1;2;-;-;-;-;-;-;1;1;-;-;1;-;-;-;261
"290500 CACULE";-;4;6;5;10;20;30;43;91;161;210;103;64;39;21;17;14;13;11;7;12;12;18;4;3;3;-;2;4;5;3;2;2;1;-;-;3;-;-;-;-;-;-;-;-;1;-;1;1;1;-;1;3;-;951
"290510 CAEM";-;-;-;-;-;-;-;2;4;6;14;10;7;8;12;9;12;47;35;23;38;38;14;5;8;1;-;-;-;1;-;-;-;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;298
"290515 CAETANOS";-;6;5;-;1;3;2;1;6;8;20;62;8;7;11;16;8;13;10;9;10;3;4;7;3;1;2;-;2;1;2;-;-;1;-;-;-;2;1;1;-;-;2;-;2;-;1;-;-;2;2;3;-;-;248
"290520 CAETITE";-;4;2;8;16;38;112;189;402;623;690;250;33;25;22;20;33;52;50;28;27;38;36;32;16;14;7;11;14;5;6;3;2;-;2;2;1;2;1;1;-;3;-;-;-;-;-;3;-;-;2;-;-;-;2825
"290530 CAFARNAUM";-;3;-;6;8;11;7;23;36;67;100;82;19;34;31;39;33;31;33;35;28;13;20;6;13;7;2;-;1;4;3;2;7;-;1;-;1;3;-;-;1;1;1;1;-;1;1;-;-;-;-;-;-;-;715
"290540 CAIRU";-;-;-;-;-;2;1;4;5;8;8;12;13;8;6;4;3;9;3;3;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;1;-;1;1;1;1;2;-;-;1;1;1;-;-;1;-;-;-;103
"290550 CALDEIRAO GRANDE";-;-;2;1;1;2;3;3;4;21;43;62;23;16;26;27;13;6;29;31;28;34;40;32;22;12;10;15;3;12;7;3;1;-;1;1;2;-;1;-;2;-;2;1;-;-;-;-;-;-;-;1;-;-;543
"290560 CAMACAN";-;2;1;1;1;5;8;9;22;22;17;11;11;2;13;10;14;21;8;17;17;10;17;6;4;2;2;7;7;3;7;1;1;1;-;2;-;-;-;-;-;-;-;-;1;-;-;-;2;1;1;1;-;-;288
"290570 CAMACARI";-;24;33;42;39;45;63;97;125;123;139;110;74;45;49;52;58;89;87;132;125;175;210;265;177;167;146;117;154;135;98;73;94;99;77;72;63;61;54;51;55;48;48;35;33;41;37;37;25;34;23;12;17;-;4284
"290580 CAMAMU";-;-;-;1;-;-;-;-;-;10;12;14;1;5;-;5;5;6;4;11;16;5;2;1;3;-;1;1;-;-;-;-;-;-;1;-;-;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;108
"290590 CAMPO ALEGRE DE LOURDES";-;-;1;-;-;-;1;2;9;13;23;22;25;28;28;12;8;44;22;19;13;5;6;2;4;1;1;-;2;3;1;2;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;302
"290600 CAMPO FORMOSO";-;1;-;6;12;66;35;37;93;89;75;39;26;6;11;30;36;25;43;35;26;18;28;15;9;12;15;8;5;1;2;2;-;-;1;-;1;1;2;1;1;1;2;-;3;5;2;5;16;2;-;2;1;-;852
"290610 CANAPOLIS";-;2;-;2;4;11;13;37;30;35;47;59;37;12;9;8;1;10;6;7;5;12;13;13;11;4;10;10;6;6;-;3;1;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;428
"290620 CANARANA";-;-;2;4;3;13;16;13;52;87;80;61;36;37;56;69;106;76;78;94;102;89;73;58;34;13;15;7;7;14;4;2;2;-;1;1;-;-;1;-;1;-;-;2;2;3;4;2;3;-;-;-;-;-;1323
"290630 CANAVIEIRAS";-;4;1;2;5;25;19;15;25;44;22;47;24;29;44;23;18;21;10;8;9;3;9;8;15;8;6;3;1;5;5;3;3;4;-;3;-;1;3;1;3;4;2;-;1;1;3;-;1;2;5;10;2;-;510
"290640 CANDEAL";-;-;-;-;1;1;1;4;2;9;6;14;21;4;4;2;2;2;2;5;12;7;10;5;9;3;4;2;5;3;1;3;2;-;-;1;1;1;-;-;2;-;-;-;-;-;1;-;-;2;-;-;-;-;154
"290650 CANDEIAS";-;-;3;-;-;3;4;4;9;17;18;33;13;4;8;8;17;10;10;15;29;18;21;26;28;31;14;5;18;7;9;-;3;3;4;1;2;2;-;3;1;-;-;1;1;1;1;-;1;1;-;-;-;-;407
"290660 CANDIBA";-;2;3;5;8;2;15;12;23;21;26;39;26;13;23;17;23;18;34;41;52;28;16;13;3;4;1;3;2;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;1;-;479
"290670 CANDIDO SALES";-;3;4;15;16;30;54;78;65;98;162;145;50;40;55;55;73;48;44;13;17;5;11;3;6;12;8;1;-;-;-;1;1;1;-;-;-;1;-;2;-;2;-;-;-;-;1;2;1;2;3;4;2;-;1134
"290680 CANSANCAO";-;-;-;1;-;-;3;2;3;4;26;19;3;1;2;6;16;6;7;18;29;9;7;5;11;14;5;5;4;4;7;2;1;2;6;2;1;-;2;-;3;2;-;1;-;-;-;-;-;-;-;-;1;-;240
"290682 CANUDOS";-;-;-;-;-;-;-;-;2;4;-;-;-;-;-;-;2;-;5;3;13;4;5;3;1;3;2;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50
"290685 CAPELA DO ALTO ALEGRE";-;1;1;1;-;-;1;1;14;7;6;2;1;2;2;-;-;1;2;2;2;7;4;2;1;-;1;1;2;2;1;1;-;2;-;-;2;1;2;1;3;3;1;-;-;1;4;4;1;3;2;-;-;-;98
"290687 CAPIM GROSSO";-;3;1;2;23;14;34;23;89;136;73;113;40;19;18;18;25;36;34;35;35;24;26;38;14;12;3;3;3;2;-;2;1;1;4;1;1;1;2;5;-;3;2;2;3;4;-;2;1;1;-;-;1;-;933
"290689 CARAIBAS";-;1;1;-;-;-;8;18;18;15;34;23;8;-;-;2;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;2;1;-;136
"290690 CARAVELAS";-;-;2;1;1;4;2;-;11;19;42;46;17;7;3;5;3;4;10;18;10;14;6;3;3;-;-;-;-;-;-;-;-;-;-;-;5;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;240
"290700 CARDEAL DA SILVA";-;-;-;-;-;1;-;-;-;-;-;4;2;1;-;-;-;-;-;-;-;8;7;3;32;1;2;26;20;14;8;6;2;-;-;-;-;-;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;143
"290710 CARINHANHA";-;27;19;28;59;92;78;93;138;171;155;179;123;17;37;42;52;60;53;44;44;23;42;15;16;11;8;11;6;5;1;4;-;2;-;2;3;-;2;3;1;4;1;-;-;3;1;-;1;1;3;1;-;-;1681
"290720 CASA NOVA";-;2;4;6;5;11;23;13;25;40;47;40;43;17;12;10;33;47;69;52;57;43;30;35;22;27;18;13;17;22;19;22;21;33;16;10;21;42;19;27;24;25;17;13;11;7;6;13;9;4;10;7;8;-;1167
"290730 CASTRO ALVES";-;-;1;1;1;-;5;11;11;10;4;3;3;2;5;5;2;4;4;-;4;8;9;1;3;1;4;4;8;4;4;8;1;1;-;-;-;1;1;1;-;1;-;-;1;1;1;2;-;-;-;1;-;-;142
"290740 CATOLANDIA";-;-;1;-;-;4;18;3;6;14;9;4;5;1;3;1;1;-;-;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74
"290750 CATU";-;1;1;2;7;5;-;7;9;17;7;2;3;4;2;4;12;7;18;8;11;13;10;6;16;16;14;9;17;26;15;11;10;7;12;4;6;1;3;6;2;4;2;2;3;6;2;5;3;2;2;1;1;-;364
"290755 CATURAMA";-;1;2;-;1;3;3;11;33;41;44;30;28;25;34;16;8;19;7;9;14;11;3;2;3;2;-;2;3;-;1;1;3;-;1;-;1;-;-;-;-;1;-;-;3;-;2;2;3;2;1;2;1;-;379
"290760 CENTRAL";-;3;1;-;5;3;3;3;6;7;16;9;10;9;17;21;30;28;11;4;11;15;5;19;9;9;5;9;2;4;1;1;2;1;1;-;1;1;-;-;-;-;-;-;-;-;1;-;-;3;3;1;-;-;290
"290770 CHORROCHO";-;4;7;5;-;7;24;34;31;59;58;42;66;7;23;14;45;27;38;22;31;11;14;14;7;6;17;5;7;5;-;-;-;2;1;4;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;642
"290780 CICERO DANTAS";-;2;2;-;3;1;3;2;7;13;17;7;3;-;-;-;4;3;4;3;-;-;3;3;8;8;1;5;7;5;4;2;3;1;3;15;3;2;4;-;1;1;1;1;1;1;5;6;1;1;-;-;-;-;170
"290790 CIPO";-;-;-;-;-;-;-;-;-;4;3;-;1;-;-;3;1;4;5;7;4;3;7;5;3;1;-;3;1;-;-;1;1;2;2;2;1;4;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70
"290800 COARACI";-;5;3;18;26;15;24;18;24;39;64;73;19;7;4;3;5;7;2;5;17;6;-;6;5;4;1;1;1;2;-;2;3;1;-;1;-;3;2;3;-;1;2;1;1;4;4;11;26;25;58;88;19;-;659
