2014
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"110175 VALE DO ANARI";-;11;13;14;12;14;13;28;44;18;6;7;9;9;4;12;8;8;6;4;3;6;3;1;3;2;5;1;2;5;4;-;1;1;-;5;-;-;-;1;-;-;-;-;2;3;3;2;1;2;5;3;4;-;308
"110180 VALE DO PARAISO";-;2;3;4;12;17;7;22;6;12;25;17;15;18;10;16;12;11;3;3;4;2;9;2;2;3;1;2;3;1;5;1;-;1;2;-;-;-;2;1;-;-;-;2;-;-;-;-;-;1;3;2;-;-;264
"120001 ACRELANDIA";-;30;30;28;32;39;20;15;10;12;13;8;14;7;5;10;4;7;8;5;1;4;6;3;3;1;3;1;2;3;4;1;1;-;1;-;-;2;1;4;6;8;12;6;9;6;20;6;15;14;11;18;11;-;480
"120005 ASSIS BRASIL";-;123;127;150;167;226;161;147;96;100;73;82;84;40;36;33;39;17;18;29;15;13;7;14;2;3;4;8;4;2;6;1;4;4;3;6;3;2;6;3;8;9;11;21;26;30;31;42;29;24;88;35;73;15;2300
"120010 BRASILEIA";-;522;437;389;338;190;189;153;116;151;155;106;65;74;60;66;48;43;33;35;29;31;24;20;17;11;14;15;20;25;11;12;11;13;14;16;12;12;16;13;21;16;23;43;50;65;52;60;88;149;191;285;270;41;4860
"120013 BUJARI";-;20;5;12;25;24;26;29;19;23;13;4;2;-;1;1;-;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;1;-;2;2;-;2;5;2;-;1;10;22;11;5;-;272
"120017 CAPIXABA";-;13;15;16;8;12;13;11;9;8;9;19;7;2;8;16;20;4;3;3;6;1;-;-;1;2;1;1;-;-;1;-;2;-;1;-;1;2;3;1;-;6;5;6;7;10;15;47;54;56;53;13;7;-;498
"120020 CRUZEIRO DO SUL";-;1147;1290;1426;1033;991;703;651;667;646;441;419;370;240;286;240;262;223;265;261;293;279;265;225;232;194;197;188;209;195;220;310;302;355;575;966;1363;1821;1779;1858;2144;1917;2087;1877;1563;1622;1708;1797;1731;1568;1450;1086;849;524;45310
"120025 EPITACIOLANDIA";-;56;56;48;45;20;21;23;18;17;29;13;24;21;19;25;19;8;10;7;2;2;4;3;2;-;4;1;1;4;2;4;1;5;-;2;4;6;3;3;5;5;4;-;3;3;9;11;9;14;12;11;12;1;631
"120030 FEIJO";-;92;101;93;83;65;92;68;72;59;36;27;10;11;3;15;32;17;33;23;19;14;16;20;19;13;8;10;6;11;17;10;12;6;14;21;25;68;94;83;100;98;113;128;162;202;210;216;213;126;136;43;15;-;3180
"120032 JORDAO";-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"120033 MANCIO LIMA";-;80;89;48;34;53;35;39;35;44;34;30;20;24;20;19;18;20;14;14;18;17;12;7;8;8;10;7;14;6;11;12;20;17;12;12;9;36;49;22;19;22;44;65;55;55;80;113;138;115;51;50;40;1;1825
"120034 MANOEL URBANO";-;7;2;12;7;8;6;4;3;28;11;9;4;5;8;3;6;9;11;18;11;30;19;13;11;6;10;5;3;1;5;3;1;2;3;2;2;5;2;1;6;13;36;40;71;52;28;6;22;10;11;5;2;-;598
"120035 MARECHAL THAUMATURGO";-;55;69;99;112;76;64;77;75;42;27;33;18;10;16;18;16;17;23;34;19;7;4;2;2;1;1;-;1;2;1;1;2;3;1;1;4;7;4;1;2;3;7;8;12;18;41;51;70;88;62;69;53;18;1447
"120038 PLACIDO DE CASTRO";-;94;63;37;33;25;26;25;19;16;17;16;7;15;7;6;7;1;5;8;3;3;5;3;3;4;2;6;6;-;4;2;1;4;1;3;2;9;8;12;7;13;15;18;36;43;57;61;57;57;141;197;130;1;1341
"120039 PORTO WALTER";-;8;6;9;17;14;15;8;36;29;48;16;11;6;10;7;4;4;5;1;1;1;3;2;1;1;-;-;1;2;3;3;-;-;1;-;-;2;1;3;1;5;8;3;14;17;15;13;11;5;7;4;4;-;386
"120040 RIO BRANCO";-;840;899;1175;1092;1095;1211;1243;1021;1071;885;612;433;418;383;318;294;228;240;206;186;152;130;103;104;96;90;75;75;63;60;63;54;65;46;71;51;64;93;55;73;87;87;106;117;91;150;175;244;307;462;507;435;100;18301
"120042 RODRIGUES ALVES";-;62;81;66;85;69;58;79;88;59;41;67;35;33;25;31;18;20;29;35;33;36;22;24;14;4;7;12;12;10;17;17;19;12;8;3;12;10;5;12;14;17;10;23;25;47;57;77;92;83;72;62;45;7;1901
"120043 SANTA ROSA DO PURUS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;4
"120045 SENADOR GUIOMARD";-;119;52;32;30;20;18;10;13;5;6;4;4;5;4;7;2;-;5;3;2;5;2;1;-;1;2;2;-;1;-;1;-;-;-;2;2;2;1;2;1;2;2;1;2;1;3;6;8;21;114;72;6;1;605
"120050 SENA MADUREIRA";-;121;77;78;83;99;76;86;86;84;64;76;64;38;42;36;34;33;40;19;23;13;26;12;17;7;5;10;10;6;6;7;4;10;5;9;12;11;22;26;53;60;85;80;73;183;176;176;160;127;127;104;74;2;2957
"120060 TARAUACA";-;667;564;495;350;341;262;252;330;321;204;164;134;78;42;57;51;58;45;26;44;45;19;23;16;23;14;13;10;11;14;31;18;11;20;37;5;9;2;6;40;77;86;128;148;166;177;181;184;217;172;167;118;9;6682
"120070 XAPURI";-;139;96;160;152;156;156;157;118;111;103;80;55;73;44;51;27;29;28;32;14;18;14;14;16;8;6;7;8;17;8;10;8;11;5;2;2;6;2;3;3;6;8;14;16;14;37;49;110;299;243;127;83;24;2979
"120080 PORTO ACRE";-;15;11;28;14;20;4;7;7;14;32;54;22;8;-;-;1;2;2;2;1;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;4;1;8;3;9;12;6;25;28;38;38;14;14;7;-;454
"130002 ALVARAES";-;15;11;19;8;5;1;6;24;22;39;31;37;30;15;17;21;13;14;15;8;2;11;3;3;3;-;8;3;4;2;2;2;3;14;8;11;5;5;7;18;16;10;15;10;23;10;14;9;11;19;8;9;-;619
"130006 AMATURA";-;-;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;8
"130008 ANAMA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"130010 ANORI";-;-;1;-;1;4;4;5;4;2;3;4;2;4;2;-;1;2;3;-;-;2;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;-;-;-;50
"130014 APUI";-;3;3;-;2;2;2;1;-;-;2;-;1;1;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;25
"130020 ATALAIA DO NORTE";-;16;10;4;3;10;24;22;10;11;29;26;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;2;4;12;14;14;18;7;10;10;6;35;18;12;9;4;4;-;350
"130030 AUTAZES";-;-;-;-;-;-;3;4;9;7;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"130040 BARCELOS";-;2;4;-;4;4;7;8;7;11;15;20;5;5;5;7;1;9;7;10;16;26;21;7;4;2;1;9;4;-;2;3;-;2;4;5;5;4;3;4;5;3;2;2;1;1;1;-;3;-;-;-;-;-;271
"130050 BARREIRINHA";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"130060 BENJAMIN CONSTANT";-;114;139;104;77;69;83;58;63;58;110;33;13;16;17;8;1;2;6;4;2;1;3;1;1;-;-;1;3;-;3;29;8;12;7;22;38;115;123;199;201;199;147;120;77;74;85;94;115;112;113;140;148;-;3168
"130063 BERURI";-;-;2;6;2;9;11;12;18;22;18;3;1;2;2;1;1;1;-;-;1;2;-;-;1;1;1;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;122
"130068 BOA VISTA DO RAMOS";-;2;-;-;-;1;3;-;1;-;-;1;4;2;4;4;5;2;1;2;1;2;-;-;-;-;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;41
"130070 BOCA DO ACRE";-;25;54;48;29;39;25;13;10;11;18;13;8;15;3;1;1;3;6;2;5;3;2;6;3;4;3;5;2;-;-;-;3;8;13;17;22;16;14;38;41;52;43;59;57;46;35;44;40;18;13;22;29;2;989
"130080 BORBA";-;3;13;15;7;8;6;13;13;17;35;46;18;10;9;6;6;10;5;3;6;-;4;6;5;3;4;1;1;1;5;5;2;2;6;2;2;5;6;6;1;4;1;3;2;6;4;8;4;5;7;7;4;-;371
"130083 CAAPIRANGA";-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"130090 CANUTAMA";-;-;-;1;8;7;22;41;43;20;11;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;154
"130100 CARAUARI";-;42;57;27;31;37;32;40;24;64;35;20;17;19;13;12;12;5;4;5;10;3;5;-;3;3;3;3;1;5;2;-;1;-;3;2;1;-;2;2;1;-;6;6;16;44;60;103;95;97;80;49;62;-;1164
"130110 CAREIRO";-;-;4;1;2;-;3;1;2;-;1;-;2;1;2;1;1;1;-;2;4;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"130115 CAREIRO DA VARZEA";-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"130120 COARI";-;59;54;76;113;154;211;140;116;108;79;59;26;41;63;51;18;18;26;26;22;17;10;23;9;9;9;15;39;19;17;8;6;12;7;6;1;4;-;1;4;4;8;3;1;4;8;9;12;6;24;27;24;-;1806
"130130 CODAJAS";-;7;1;9;30;60;17;8;43;122;111;64;20;16;21;6;1;-;4;4;-;1;1;-;2;-;1;1;4;2;-;5;2;-;-;-;2;-;1;-;-;-;-;-;-;-;1;1;7;1;-;4;1;-;581
"130140 EIRUNEPE";-;16;33;17;16;14;19;24;27;35;74;53;7;2;5;4;5;5;2;8;6;5;2;-;-;3;2;2;-;-;-;-;1;-;1;3;2;2;-;2;5;7;11;8;7;2;5;6;6;17;25;21;21;4;542
"130150 ENVIRA";-;27;29;33;29;45;33;53;49;42;44;34;9;7;8;8;13;14;17;4;12;3;2;2;3;1;2;7;4;1;1;-;4;-;1;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;1;3;4;554
"130160 FONTE BOA";-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"130165 GUAJARA";-;69;52;65;38;43;43;39;36;44;52;37;31;17;18;18;13;16;21;27;32;31;19;43;17;16;7;19;17;19;22;12;38;36;26;24;21;27;27;28;35;37;46;43;45;39;56;81;52;45;83;56;42;1;1821
"130170 HUMAITA";-;52;61;85;55;82;71;50;43;69;40;28;35;40;32;24;38;27;30;15;13;12;11;12;6;14;12;11;4;6;2;4;2;2;2;3;9;2;5;8;4;6;7;11;8;14;17;16;11;15;18;24;8;-;1176
"130180 IPIXUNA";-;53;38;41;27;47;54;37;43;61;29;47;26;30;9;21;20;20;32;37;36;12;8;6;13;11;12;33;17;16;6;5;15;4;-;3;2;-;3;2;1;2;-;8;23;12;25;15;35;23;30;33;22;-;1105
"130185 IRANDUBA";-;6;9;4;6;13;11;16;12;18;27;40;31;26;19;17;18;24;22;23;21;12;9;5;7;7;3;8;9;9;4;4;3;1;1;-;-;1;-;2;2;2;2;-;1;1;-;1;1;1;1;-;4;-;464
"130190 ITACOATIARA";-;24;24;42;47;59;66;106;97;93;52;115;87;43;48;44;52;40;15;14;23;13;9;17;8;5;6;8;10;4;6;6;6;4;7;3;4;4;2;2;3;-;3;3;2;4;3;3;2;3;1;7;12;3;1264
"130200 ITAPIRANGA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
