2017
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"110045 BURITIS";-;62;61;73;100;79;77;72;59;85;39;46;32;22;27;15;32;20;23;14;21;12;22;17;19;24;15;23;10;12;13;5;7;5;5;6;11;7;9;9;6;11;8;7;8;9;23;20;20;23;39;35;35;6;1440
"110050 NOVO HORIZONTE DO OESTE";-;1;-;1;3;3;1;2;2;9;15;13;4;1;2;-;1;-;1;2;-;1;2;1;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;1;-;-;4;3;2;-;-;1;-;-;-;-;80
"110060 CACAULANDIA";-;21;16;28;24;35;35;32;33;26;32;18;8;7;5;6;3;8;17;11;5;9;7;2;2;1;1;3;2;-;-;2;-;-;1;-;-;-;1;-;-;-;2;-;-;-;1;1;2;-;6;4;6;-;423
"110070 CAMPO NOVO DE RONDONIA";-;10;7;8;10;4;5;7;8;11;9;11;7;4;4;6;5;1;-;4;2;-;-;-;3;3;-;1;3;-;1;-;1;1;2;2;-;-;-;-;1;1;1;1;2;1;4;1;6;15;20;17;7;-;217
"110080 CANDEIAS DO JAMARI";-;9;5;8;8;4;5;7;13;26;33;21;5;4;4;6;1;2;9;4;2;-;-;-;13;4;1;3;3;-;1;2;3;1;-;1;-;1;-;-;-;-;-;-;-;-;3;-;2;1;1;-;1;-;217
"110090 CASTANHEIRAS";-;4;5;7;1;2;4;12;14;11;2;5;2;3;1;1;-;1;1;2;2;2;1;-;-;1;3;-;1;-;-;1;-;-;-;1;-;1;-;-;1;1;2;1;6;3;-;5;4;7;5;-;-;-;126
"110092 CHUPINGUAIA";-;12;9;20;11;9;12;24;16;35;37;13;16;16;18;13;16;18;13;14;13;16;10;5;10;5;5;8;9;5;4;1;3;3;-;4;6;-;1;3;1;3;1;2;2;1;5;5;-;3;1;-;-;-;457
"110094 CUJUBIM";-;9;7;13;6;16;17;22;31;35;27;25;19;13;7;12;9;4;8;3;12;6;1;4;2;4;3;2;3;1;4;2;2;4;-;1;-;1;1;3;1;1;2;1;-;2;-;-;1;2;3;4;5;-;361
"110100 GOVERNADOR JORGE TEIXEIRA";-;5;1;-;4;2;2;1;-;-;2;-;-;3;1;-;2;-;1;2;3;1;-;-;1;3;1;2;12;1;-;1;2;-;1;-;5;6;6;15;3;4;3;7;8;7;10;14;4;3;11;6;6;-;172
"110110 ITAPUA DO OESTE";-;12;15;14;23;18;24;25;22;32;18;18;16;9;7;3;1;-;4;7;5;12;9;5;10;4;13;8;6;3;3;2;2;3;3;1;1;2;1;2;-;-;1;1;-;-;-;23;12;7;4;2;-;-;413
"110120 MINISTRO ANDREAZZA";-;11;8;7;8;4;5;3;5;5;26;4;6;8;4;3;3;2;3;2;4;1;1;1;2;1;1;-;1;1;1;1;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;5;2;11;3;2;-;159
"110130 MIRANTE DA SERRA";-;4;7;7;9;6;4;20;9;5;2;4;4;5;6;12;7;4;7;2;2;5;3;8;8;6;6;1;2;-;7;6;3;2;-;-;4;1;1;1;2;-;-;-;1;1;-;3;-;-;3;19;4;-;223
"110140 MONTE NEGRO";-;31;15;18;9;13;20;21;15;11;20;15;17;23;16;14;10;4;6;6;3;2;3;4;9;3;3;-;2;6;-;2;2;3;1;1;3;1;1;1;2;2;7;9;17;16;48;44;42;36;22;14;14;-;607
"110143 NOVA UNIAO";-;-;2;-;-;1;-;3;3;1;6;6;2;2;4;1;-;2;2;4;1;-;2;1;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;51
"110145 PARECIS";-;4;5;22;10;11;14;17;6;12;21;16;12;12;10;6;8;1;3;2;2;1;2;7;2;3;-;1;-;1;-;-;2;3;1;1;-;4;3;6;-;2;2;1;2;-;3;1;1;3;-;2;1;3;252
"110146 PIMENTEIRAS DO OESTE";-;-;2;8;4;4;14;12;16;5;6;10;3;1;2;-;1;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;1;-;96
"110147 PRIMAVERA DE RONDONIA";-;11;3;8;4;6;4;1;8;4;5;11;5;4;1;-;-;1;1;-;-;-;2;-;-;-;1;-;-;-;1;-;2;3;5;4;4;2;3;5;5;4;10;9;7;12;15;11;17;18;19;17;4;-;257
"110148 SAO FELIPE D'OESTE";-;6;11;6;8;7;7;20;16;12;38;46;8;5;3;7;6;9;7;6;4;5;1;5;7;7;10;8;5;7;3;2;-;1;4;5;3;3;3;-;2;-;3;-;2;3;5;5;4;4;4;2;2;-;347
"110149 SAO FRANCISCO DO GUAPORE";-;12;19;10;9;18;22;24;20;19;25;28;10;15;12;15;19;25;27;19;24;15;11;7;10;15;10;7;3;4;6;5;2;4;4;6;2;3;4;1;2;4;3;-;1;1;5;2;4;4;4;2;6;-;529
"110150 SERINGUEIRAS";-;3;14;37;37;30;27;47;18;34;30;25;27;24;24;12;7;17;16;13;5;6;13;10;7;5;4;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;-;2;5;9;6;-;524
"110155 TEIXEIROPOLIS";-;-;4;3;2;-;1;2;8;5;14;13;9;4;3;1;4;5;2;-;1;-;1;1;1;-;1;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;2;2;2;3;1;2;-;103
"110160 THEOBROMA";-;10;13;9;12;8;4;5;3;8;7;2;4;6;1;5;-;3;2;-;1;2;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;1;-;-;-;1;2;-;-;5;4;1;-;125
"110170 URUPA";-;5;9;5;7;5;6;6;8;3;4;5;3;2;3;3;-;-;4;2;2;-;-;1;-;-;1;2;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;4;7;8;2;-;112
"110175 VALE DO ANARI";-;7;10;12;11;13;10;28;44;18;6;7;6;5;4;12;8;8;6;4;3;6;3;1;3;2;5;1;2;5;3;-;1;1;-;5;-;-;-;-;-;-;-;-;2;3;3;2;-;-;2;3;4;-;279
"110180 VALE DO PARAISO";-;1;3;4;11;14;6;10;2;5;12;10;7;9;9;14;10;6;3;3;4;2;9;2;2;3;1;2;3;1;5;1;-;1;2;-;-;-;2;1;-;-;-;2;-;-;-;-;-;1;3;2;-;-;188
"120001 ACRELANDIA";-;30;29;28;30;38;20;15;10;11;13;8;14;7;5;10;4;7;8;5;1;4;6;3;3;1;3;1;2;3;4;1;1;-;1;-;-;2;1;4;6;8;12;6;9;6;19;5;14;14;11;15;11;-;469
"120005 ASSIS BRASIL";-;122;124;128;93;94;69;72;58;71;56;77;84;38;36;30;37;17;18;29;15;13;7;14;1;2;1;8;2;2;6;1;4;4;3;6;3;2;6;3;8;9;11;21;26;30;30;40;29;24;87;35;72;15;1793
"120010 BRASILEIA";-;519;435;376;335;180;181;149;110;135;140;100;55;59;53;59;41;40;29;33;24;29;24;20;16;11;12;14;19;22;11;12;11;11;13;15;11;11;16;11;18;15;21;41;45;61;51;59;82;139;182;281;266;39;4642
"120013 BUJARI";-;20;5;12;25;24;26;29;19;23;13;4;2;-;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;2;2;-;2;5;2;-;1;10;22;11;5;-;271
"120017 CAPIXABA";-;12;15;15;8;12;10;8;9;8;8;19;7;1;5;1;6;3;3;1;5;-;-;-;-;2;1;1;-;-;1;-;2;-;1;-;1;2;3;1;-;6;5;6;7;10;15;47;54;56;53;13;7;-;450
"120020 CRUZEIRO DO SUL";-;585;668;819;606;540;363;337;391;410;258;225;186;144;159;158;165;106;134;156;195;166;143;109;86;62;56;73;79;78;56;75;49;54;49;37;44;62;48;64;79;110;171;173;189;332;368;451;458;517;545;429;334;17;12168
"120025 EPITACIOLANDIA";-;50;48;37;31;17;16;14;12;8;17;9;14;8;8;8;12;5;5;7;2;-;4;3;2;-;4;1;1;4;1;4;1;5;-;1;4;5;2;3;4;2;3;-;3;3;7;8;9;11;12;5;7;1;448
"120030 FEIJO";-;90;99;90;83;64;91;68;72;59;36;27;10;11;3;15;32;17;33;23;19;14;16;20;19;13;8;10;6;11;17;10;12;6;14;21;25;68;94;83;100;98;113;128;162;202;210;216;211;124;135;43;14;-;3165
"120032 JORDAO";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"120033 MANCIO LIMA";-;80;87;47;31;51;34;38;31;44;32;29;20;23;18;19;18;20;14;14;18;17;12;6;7;7;10;7;12;6;8;12;19;17;9;11;8;36;48;21;18;22;43;62;50;52;79;109;131;113;49;48;39;-;1756
"120034 MANOEL URBANO";-;7;2;12;7;8;6;4;3;28;11;9;4;5;8;3;6;9;11;18;11;30;19;13;11;6;10;5;3;1;5;3;1;2;3;2;2;5;2;1;6;13;36;40;70;52;28;6;22;10;11;5;2;-;597
"120035 MARECHAL THAUMATURGO";-;55;69;99;112;76;64;76;75;42;27;33;18;10;16;18;16;17;23;34;19;7;4;2;2;1;1;-;1;2;1;1;2;3;1;1;4;7;4;1;2;3;7;8;12;18;41;51;70;88;62;69;53;18;1446
"120038 PLACIDO DE CASTRO";-;94;61;36;31;24;25;25;18;15;15;11;7;15;7;6;7;1;5;8;3;3;5;3;3;4;2;6;6;-;4;2;1;3;1;3;2;9;8;12;7;13;15;18;36;43;57;61;57;57;140;197;129;1;1322
"120039 PORTO WALTER";-;8;6;9;17;14;15;8;35;29;48;16;11;6;10;7;4;4;5;1;1;1;3;2;1;1;-;-;1;2;3;3;-;-;1;-;-;2;1;3;-;3;6;1;13;12;11;12;9;5;7;4;2;-;363
"120040 RIO BRANCO";-;783;844;1094;998;999;1081;1147;905;978;808;539;342;338;301;270;238;177;192;153;137;114;95;84;79;78;74;59;60;49;43;51;45;48;34;59;39;44;73;43;59;65;69;79;97;72;124;151;210;270;412;469;384;85;16041
"120042 RODRIGUES ALVES";-;60;79;65;83;67;57;77;88;59;41;66;35;30;24;28;15;19;26;33;31;36;20;23;14;3;7;12;11;9;17;17;19;12;7;3;9;10;5;11;12;14;9;21;24;44;51;74;81;74;70;62;42;7;1813
"120043 SANTA ROSA DO PURUS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;3
"120045 SENADOR GUIOMARD";-;117;51;31;30;20;18;10;10;4;6;3;3;3;2;4;1;-;5;3;2;3;2;-;-;1;2;2;-;1;-;1;-;-;-;2;2;2;1;2;1;2;2;1;2;1;3;6;8;21;114;72;6;1;584
"120050 SENA MADUREIRA";-;118;74;76;80;97;76;85;85;83;64;75;64;38;42;36;34;33;40;19;23;13;26;12;17;7;5;10;10;6;6;7;4;9;4;9;12;11;22;26;52;60;85;80;73;183;176;176;159;127;127;104;73;2;2935
"120060 TARAUACA";-;667;564;495;350;341;262;252;330;321;204;164;134;78;42;57;51;58;45;26;44;45;19;23;16;23;14;13;10;11;14;31;18;11;20;37;5;9;2;6;40;77;86;128;148;166;177;181;184;217;172;167;118;9;6682
"120070 XAPURI";-;135;89;151;140;151;146;148;115;101;100;73;48;69;41;42;25;26;21;26;12;18;11;14;16;8;5;7;8;17;8;10;8;11;5;1;2;6;2;2;2;5;6;14;16;12;36;47;108;288;240;122;79;24;2817
"120080 PORTO ACRE";-;15;11;28;14;20;4;6;7;14;32;54;22;8;-;-;1;2;2;2;1;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;4;1;8;3;9;12;6;24;28;38;38;13;14;7;-;451
"130002 ALVARAES";-;15;11;19;7;5;1;5;16;19;38;31;37;30;14;17;21;13;14;15;7;2;10;3;2;3;-;1;-;-;2;1;2;2;14;8;11;5;5;7;18;16;10;15;10;23;10;14;9;11;19;8;9;-;585
"130006 AMATURA";-;-;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"130010 ANORI";-;-;1;-;-;-;1;-;1;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"130014 APUI";-;2;3;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"130020 ATALAIA DO NORTE";-;12;10;4;3;10;24;22;10;11;29;26;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;2;4;12;14;14;18;7;10;10;6;35;18;12;9;3;3;-;344
"130030 AUTAZES";-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"130040 BARCELOS";-;2;4;-;4;4;7;8;7;11;14;17;1;3;3;2;-;2;-;2;1;3;2;2;4;2;1;8;4;-;2;2;-;1;3;1;1;3;3;4;5;3;-;-;-;1;1;-;3;-;-;-;-;-;151
"130060 BENJAMIN CONSTANT";-;113;139;104;77;69;83;58;63;58;110;33;13;16;16;8;1;2;6;4;2;1;3;1;1;-;-;1;3;-;3;29;8;12;7;22;38;115;123;198;201;199;146;120;77;74;84;90;109;106;112;140;148;-;3146
"130063 BERURI";-;-;-;4;1;8;4;6;16;22;18;3;-;2;2;1;1;1;-;-;1;2;-;-;1;1;1;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;99
"130068 BOA VISTA DO RAMOS";-;2;-;-;-;1;3;-;1;-;-;-;-;-;2;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"130070 BOCA DO ACRE";-;25;52;48;29;37;22;13;9;9;14;11;8;15;3;1;1;3;4;1;5;3;2;6;3;4;3;5;2;-;-;-;3;8;13;17;22;16;14;38;41;52;43;59;57;46;35;44;40;18;13;22;29;2;970
"130080 BORBA";-;2;9;13;4;8;3;10;11;15;31;39;13;3;4;3;2;5;2;1;4;-;2;1;3;3;1;1;1;-;3;4;2;1;2;2;-;3;6;4;-;1;1;3;1;3;-;1;2;2;4;1;3;-;243
"130083 CAAPIRANGA";-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"130090 CANUTAMA";-;-;-;1;8;7;22;41;43;20;11;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;154
"130100 CARAUARI";-;42;57;27;31;37;32;40;24;64;35;19;17;19;13;12;12;4;3;5;10;3;5;-;3;3;3;3;1;5;2;-;1;-;3;2;1;-;2;2;1;-;6;6;16;44;60;103;95;97;80;49;62;-;1161
"130110 CAREIRO";-;-;4;1;2;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"130115 CAREIRO DA VARZEA";-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"130120 COARI";-;38;34;68;93;137;188;124;100;83;62;21;8;19;18;11;10;5;1;5;4;5;1;1;4;3;-;4;12;6;9;5;1;6;6;-;1;-;-;-;-;2;-;1;-;3;5;7;10;5;21;25;14;-;1186
"130130 CODAJAS";-;7;1;8;29;60;17;8;43;121;109;64;19;16;21;6;1;-;4;4;-;1;1;-;2;-;1;1;4;2;-;5;2;-;-;-;2;-;1;-;-;-;-;-;-;-;1;1;7;1;-;4;1;-;575
"130140 EIRUNEPE";-;16;33;17;16;14;19;24;27;35;74;53;7;2;5;4;5;5;2;8;6;5;2;-;-;3;2;2;-;-;-;-;1;-;1;3;2;2;-;2;5;7;11;8;7;2;5;6;6;17;25;21;21;4;542
"130150 ENVIRA";-;27;29;33;29;45;33;53;49;42;44;34;8;7;8;8;13;14;17;4;12;3;2;2;3;1;2;7;4;1;1;-;4;-;1;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;1;3;4;553
"130160 FONTE BOA";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"130165 GUAJARA";-;67;50;61;35;31;41;37;36;41;48;36;30;17;15;15;11;15;21;26;29;26;18;32;13;7;6;17;16;14;15;4;14;11;11;12;6;10;6;11;24;37;40;42;40;37;55;77;42;43;57;43;36;-;1484
"130170 HUMAITA";-;47;52;69;48;66;61;38;40;64;39;25;34;38;32;22;36;25;29;15;13;12;11;11;5;14;12;10;4;6;2;4;2;2;2;3;9;2;5;8;4;6;7;11;8;14;17;16;10;15;18;23;6;-;1072
"130180 IPIXUNA";-;53;38;41;27;47;54;37;43;61;29;47;26;30;9;21;20;20;32;37;36;12;8;6;13;11;12;33;17;16;6;5;15;4;-;3;2;-;3;2;1;2;-;8;23;12;25;15;35;23;30;33;22;-;1105
"130185 IRANDUBA";-;6;8;4;6;13;11;13;12;16;26;38;31;26;19;17;17;22;21;23;20;12;9;5;7;7;3;8;9;9;4;4;3;1;1;-;-;1;-;2;2;2;2;-;1;1;-;1;1;1;1;-;2;-;448
"130190 ITACOATIARA";-;13;11;27;19;35;30;47;44;49;26;43;28;19;20;17;14;9;4;7;4;2;1;4;4;2;4;2;5;3;5;6;5;2;4;3;2;3;-;2;3;-;3;3;2;3;3;3;1;-;-;3;8;-;557
"130200 ITAPIRANGA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"130210 JAPURA";-;2;7;23;14;7;22;43;33;27;36;38;11;3;5;-;1;1;4;8;9;9;-;1;6;6;7;5;1;-;-;-;-;-;-;-;-;-;-;1;4;5;9;12;11;43;33;48;29;18;34;30;15;-;621
"130220 JURUA";-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"130230 JUTAI";-;27;26;50;78;57;41;80;65;80;147;157;108;44;76;47;48;48;48;31;28;29;24;22;16;30;24;21;35;25;20;8;5;10;2;3;3;5;5;4;9;4;4;5;7;7;1;7;4;3;4;7;-;-;1639
