2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Total"
"412570 SAO MIGUEL DO IGUACU";7;4;3;3;4;1;2;24
"412600 SAO SEBASTIAO DA AMOREIRA";-;-;1;-;-;-;-;1
"412610 SAO TOME";-;-;3;-;-;1;-;4
"412620 SAPOPEMA";1;2;-;-;5;-;-;8
"412625 SARANDI";11;7;8;5;7;11;1;50
"412627 SAUDADE DO IGUACU";-;-;1;-;-;-;-;1
"412630 SENGES";-;2;1;-;1;-;-;4
"412640 SERTANEJA";-;-;-;-;-;1;-;1
"412650 SERTANOPOLIS";-;-;1;-;1;1;-;3
"412660 SIQUEIRA CAMPOS";-;-;-;-;-;2;-;2
"412665 SULINA";-;1;-;-;-;-;-;1
"412680 TAPEJARA";1;2;1;3;1;1;-;9
"412700 TEIXEIRA SOARES";-;-;-;-;1;1;-;2
"412710 TELEMACO BORBA";4;2;13;5;5;5;-;34
"412730 TERRA RICA";1;-;1;-;-;-;-;2
"412740 TERRA ROXA";3;3;1;1;1;2;-;11
"412750 TIBAGI";-;1;-;1;1;1;-;4
"412760 TIJUCAS DO SUL";-;1;-;1;-;-;-;2
"412770 TOLEDO";24;23;31;26;10;18;1;133
"412785 TRES BARRAS DO PARANA";4;4;3;3;1;1;-;16
"412788 TUNAS DO PARANA";-;-;-;1;-;1;-;2
"412795 TUPASSI";-;-;2;-;1;-;-;3
"412796 TURVO";-;2;-;2;-;1;-;5
"412800 UBIRATA";1;1;-;3;2;2;-;9
"412810 UMUARAMA";4;8;5;8;5;4;-;34
"412820 UNIAO DA VITORIA";3;4;1;1;5;8;1;23
"412830 UNIFLOR";-;-;-;-;2;-;-;2
"412840 URAI";-;2;-;-;-;-;-;2
"412850 WENCESLAU BRAZ";-;-;-;-;1;-;-;1
"412853 VENTANIA";-;-;-;-;1;-;-;1
"412855 VERA CRUZ DO OESTE";1;-;1;1;2;2;-;7
"412860 VERE";2;-;-;-;-;-;-;2
"412862 ALTO PARAISO";-;-;1;-;-;-;-;1
"412870 VITORINO";5;-;2;3;1;1;-;12
"412880 XAMBRE";-;1;-;2;-;3;-;6
" MUNICIPIO IGNORADO - SC";4;3;2;-;-;-;-;9
"420010 ABELARDO LUZ";-;3;5;1;1;-;-;10
"420020 AGROLANDIA";2;2;1;-;-;-;-;5
"420030 AGRONOMICA";-;4;1;1;-;-;-;6
"420040 AGUA DOCE";-;1;2;1;1;1;-;6
"420055 AGUAS FRIAS";-;-;-;-;-;-;1;1
"420060 AGUAS MORNAS";2;1;1;-;2;1;-;7
"420070 ALFREDO WAGNER";-;-;1;-;-;-;-;1
"420080 ANCHIETA";-;-;1;-;-;-;2;3
"420090 ANGELINA";1;-;-;-;-;-;-;1
"420100 ANITA GARIBALDI";1;-;1;1;1;-;2;6
"420125 APIUNA";1;1;-;1;2;2;1;8
"420130 ARAQUARI";4;1;2;2;4;1;-;14
"420140 ARARANGUA";9;6;4;2;8;5;-;34
"420150 ARMAZEM";1;3;3;2;3;1;-;13
"420160 ARROIO TRINTA";-;-;-;1;-;-;-;1
"420170 ASCURRA";-;-;1;-;2;-;-;3
"420180 ATALANTA";-;1;-;1;1;-;-;3
"420190 AURORA";-;-;1;-;-;-;-;1
"420195 BALNEARIO ARROIO DO SILVA";3;6;6;4;-;7;-;26
"420200 BALNEARIO CAMBORIU";36;24;46;17;52;17;-;192
"420205 BALNEARIO BARRA DO SUL";2;1;3;6;5;3;1;21
"420207 BALNEARIO GAIVOTA";1;3;1;1;2;4;-;12
"420210 BARRA VELHA";3;6;4;10;3;9;-;35
"420213 BELA VISTA DO TOLDO";1;-;-;-;-;-;-;1
"420215 BELMONTE";1;-;-;1;-;-;-;2
"420220 BENEDITO NOVO";2;1;1;-;-;3;-;7
"420230 BIGUACU";5;12;16;6;8;12;3;62
"420240 BLUMENAU";90;103;118;97;102;48;11;569
"420243 BOCAINA DO SUL";1;-;2;-;3;2;-;8
"420245 BOMBINHAS";1;1;7;1;1;3;2;16
"420250 BOM JARDIM DA SERRA";-;-;-;3;-;-;1;4
"420253 BOM JESUS";1;-;-;-;-;1;-;2
"420260 BOM RETIRO";1;1;1;1;1;-;-;5
"420270 BOTUVERA";-;-;-;-;1;-;-;1
"420280 BRACO DO NORTE";2;6;12;3;7;3;2;35
"420285 BRACO DO TROMBUDO";-;-;-;-;-;-;1;1
"420287 BRUNOPOLIS";1;-;-;1;-;-;-;2
"420290 BRUSQUE";25;17;33;16;25;19;3;138
"420300 CACADOR";24;23;19;17;15;9;2;109
"420320 CAMBORIU";26;36;34;15;25;14;6;156
"420325 CAPAO ALTO";1;-;1;-;1;2;-;5
"420330 CAMPO ALEGRE";1;1;2;1;1;-;1;7
"420340 CAMPO BELO DO SUL";3;3;1;2;-;2;-;11
"420350 CAMPO ERE";1;1;-;1;-;-;-;3
"420360 CAMPOS NOVOS";7;4;7;3;2;6;4;33
"420370 CANELINHA";-;1;-;2;2;2;-;7
"420380 CANOINHAS";-;3;1;-;3;2;-;9
"420390 CAPINZAL";4;7;4;4;9;3;2;33
"420395 CAPIVARI DE BAIXO";3;5;7;-;1;3;2;21
"420400 CATANDUVAS";2;1;4;1;2;1;-;11
"420410 CAXAMBU DO SUL";-;-;-;1;-;-;-;1
"420415 CELSO RAMOS";-;-;1;-;-;-;-;1
"420417 CERRO NEGRO";-;-;-;1;-;-;-;1
"420420 CHAPECO";98;64;71;46;69;43;9;400
"420425 COCAL DO SUL";-;4;5;6;5;4;-;24
"420430 CONCORDIA";9;7;11;6;6;3;-;42
"420440 CORONEL FREITAS";-;-;1;-;-;2;-;3
"420445 CORONEL MARTINS";-;-;-;-;-;-;1;1
"420450 CORUPA";2;4;3;-;-;3;1;13
"420455 CORREIA PINTO";3;1;1;2;2;-;-;9
"420460 CRICIUMA";36;71;74;40;43;15;10;289
"420470 CUNHA PORA";5;2;1;1;2;1;-;12
"420480 CURITIBANOS";4;2;2;4;4;1;1;18
"420490 DESCANSO";-;-;1;-;-;-;-;1
"420500 DIONISIO CERQUEIRA";1;2;3;-;2;3;2;13
"420510 DONA EMMA";2;1;-;2;1;-;1;7
"420515 DOUTOR PEDRINHO";-;-;2;-;-;-;-;2
"420517 ENTRE RIOS";-;-;-;1;-;-;-;1
"420520 ERVAL VELHO";-;2;4;-;-;4;-;10
"420530 FAXINAL DOS GUEDES";1;1;-;-;1;1;-;4
"420540 FLORIANOPOLIS";299;42;31;14;16;16;6;424
"420543 FORMOSA DO SUL";-;-;3;-;-;-;-;3
"420545 FORQUILHINHA";6;3;11;5;9;4;-;38
"420550 FRAIBURGO";23;7;10;2;9;11;4;66
"420570 GAROPABA";3;13;5;3;1;3;-;28
"420580 GARUVA";3;-;4;2;2;1;-;12
"420590 GASPAR";10;10;26;9;12;2;-;69
"420600 GOVERNADOR CELSO RAMOS";1;2;1;1;4;-;-;9
"420610 GRAO PARA";-;-;1;-;1;2;-;4
"420620 GRAVATAL";1;1;3;4;1;-;2;12
"420630 GUABIRUBA";2;2;3;3;4;-;1;15
"420640 GUARACIABA";-;1;-;-;-;-;1;2
"420650 GUARAMIRIM";2;6;5;2;9;4;2;30
"420660 GUARUJA DO SUL";-;-;1;-;-;-;-;1
"420665 GUATAMBU";2;-;-;1;5;-;-;8
"420670 HERVAL D'OESTE";5;8;10;4;3;1;1;32
"420675 IBIAM";1;-;-;-;-;-;-;1
"420680 IBICARE";1;1;1;-;-;-;-;3
"420690 IBIRAMA";2;-;-;1;1;4;3;11
"420700 ICARA";7;16;13;14;19;7;-;76
"420710 ILHOTA";-;-;-;2;1;1;-;4
"420720 IMARUI";-;-;-;1;-;-;-;1
"420730 IMBITUBA";6;4;1;2;7;5;4;29
"420750 INDAIAL";2;1;10;11;5;7;-;36
"420765 IPORA DO OESTE";-;-;-;1;1;-;-;2
"420768 IPUACU";-;-;-;1;-;4;-;5
"420770 IPUMIRIM";-;1;-;-;-;1;-;2
"420780 IRANI";1;3;4;1;-;1;1;11
"420790 IRINEOPOLIS";-;1;-;-;-;1;-;2
"420800 ITA";-;1;1;-;1;-;-;3
"420820 ITAJAI";65;68;94;57;85;47;4;420
"420830 ITAPEMA";21;14;9;1;20;5;-;70
"420840 ITAPIRANGA";-;2;7;5;-;1;-;15
"420845 ITAPOA";2;-;5;1;1;7;2;18
"420850 ITUPORANGA";6;2;6;3;-;1;-;18
"420860 JABORA";2;2;-;-;1;1;1;7
"420870 JACINTO MACHADO";-;-;1;1;-;2;-;4
"420880 JAGUARUNA";8;2;8;2;2;3;1;26
"420890 JARAGUA DO SUL";19;31;65;37;38;24;1;215
"420895 JARDINOPOLIS";-;1;-;-;-;-;-;1
"420900 JOACABA";6;4;4;4;4;1;-;23
"420910 JOINVILLE";188;225;284;181;204;118;14;1214
"420930 LAGES";109;48;52;58;46;31;5;349
"420940 LAGUNA";9;3;3;1;7;3;1;27
"420945 LAJEADO GRANDE";-;-;2;2;1;1;-;6
"420950 LAURENTINO";-;-;-;-;1;-;-;1
"420960 LAURO MULLER";3;-;1;-;-;-;-;4
"420970 LEBON REGIS";-;1;3;-;-;4;-;8
"420980 LEOBERTO LEAL";-;-;1;-;-;-;-;1
"420985 LINDOIA DO SUL";2;-;1;1;-;-;1;5
"420990 LONTRAS";-;1;3;1;2;-;-;7
"421000 LUIZ ALVES";2;1;1;2;-;-;-;6
"421003 LUZERNA";2;-;2;1;1;1;-;7
"421010 MAFRA";-;3;2;1;2;1;1;10
"421020 MAJOR GERCINO";1;-;-;-;-;-;-;1
"421030 MAJOR VIEIRA";-;-;1;-;-;-;1;2
"421050 MARAVILHA";3;3;3;2;3;3;-;17
"421060 MASSARANDUBA";-;5;5;4;3;5;1;23
"421080 MELEIRO";1;-;1;-;-;-;-;2
"421105 MONTE CARLO";1;1;1;3;2;1;-;9
"421110 MONTE CASTELO";2;-;-;-;-;-;-;2
"421120 MORRO DA FUMACA";3;5;6;3;2;1;-;20
"421125 MORRO GRANDE";-;-;1;1;-;-;-;2
"421130 NAVEGANTES";23;19;24;20;41;21;4;152
"421140 NOVA ERECHIM";-;1;1;-;-;-;1;3
"421145 NOVA ITABERABA";-;-;1;-;-;-;1;2
"421150 NOVA TRENTO";-;1;1;3;1;-;2;8
"421160 NOVA VENEZA";1;1;2;1;3;1;-;9
"421170 ORLEANS";-;1;6;2;2;1;1;13
"421175 OTACILIO COSTA";1;1;3;2;5;1;3;16
"421180 OURO";-;1;4;3;1;-;-;9
"421187 PAIAL";-;1;-;-;2;-;-;3
"421189 PAINEL";-;1;-;2;4;-;2;9
"421190 PALHOCA";28;34;26;29;42;17;4;180
"421200 PALMA SOLA";1;1;2;-;-;1;-;5
"421205 PALMEIRA";-;-;1;3;2;1;-;7
"421220 PAPANDUVA";-;-;1;-;-;-;1;2
"421225 PASSO DE TORRES";4;3;3;1;3;-;-;14
"421227 PASSOS MAIA";-;1;-;1;-;-;1;3
"421230 PAULO LOPES";1;-;-;-;1;-;-;2
"421250 PENHA";2;4;7;-;5;4;7;29
"421260 PERITIBA";-;-;1;-;-;-;-;1
"421265 PESCARIA BRAVA";-;5;2;2;1;1;3;14
"421280 BALNEARIO PICARRAS";3;2;3;5;2;4;-;19
"421290 PINHALZINHO";4;2;11;3;2;4;1;27
"421300 PINHEIRO PRETO";-;3;2;1;-;1;-;7
"421310 PIRATUBA";-;-;-;-;1;-;-;1
"421315 PLANALTO ALEGRE";-;-;-;-;-;1;-;1
"421320 POMERODE";5;4;3;-;1;-;-;13
"421330 PONTE ALTA";-;-;2;-;-;-;-;2
"421335 PONTE ALTA DO NORTE";-;1;-;-;-;-;-;1
"421340 PONTE SERRADA";3;1;-;1;-;-;-;5
"421350 PORTO BELO";2;6;-;4;3;6;-;21
"421360 PORTO UNIAO";3;2;2;6;4;2;-;19
"421370 POUSO REDONDO";2;1;2;4;3;-;-;12
"421390 PRESIDENTE CASTELLO BRANCO";-;1;-;-;-;-;-;1
"421400 PRESIDENTE GETULIO";1;2;2;4;2;2;-;13
"421415 PRINCESA";-;-;-;-;2;-;-;2
"421420 QUILOMBO";-;-;-;-;3;1;-;4
"421450 RIO DO CAMPO";-;-;-;1;-;1;-;2
"421460 RIO DO OESTE";-;-;2;1;-;-;-;3
"421470 RIO DOS CEDROS";-;-;1;1;-;1;-;3
"421480 RIO DO SUL";3;3;7;7;7;5;-;32
"421490 RIO FORTUNA";-;-;-;1;-;1;-;2
"421500 RIO NEGRINHO";-;5;4;3;1;1;2;16
"421507 RIQUEZA";-;-;-;-;1;-;-;1
"421510 RODEIO";1;4;1;-;1;1;-;8
"421530 SALETE";4;4;2;-;1;-;-;11
"421540 SALTO VELOSO";-;-;-;2;1;2;1;6
"421545 SANGAO";-;-;-;1;2;-;-;3
"421550 SANTA CECILIA";-;3;5;2;1;1;-;12
"421555 SANTA HELENA";-;-;1;-;-;-;-;1
"421565 SANTA ROSA DO SUL";2;2;-;-;1;1;-;6
"421567 SANTA TEREZINHA";-;1;-;-;-;-;-;1
"421568 SANTA TEREZINHA DO PROGRESSO";-;-;1;-;-;-;-;1
"421570 SANTO AMARO DA IMPERATRIZ";5;2;2;1;8;3;-;21
"421575 SAO BERNARDINO";-;-;-;-;-;2;-;2
"421580 SAO BENTO DO SUL";4;6;18;9;7;12;1;57
"421590 SAO BONIFACIO";-;-;-;-;1;-;-;1
"421600 SAO CARLOS";1;-;-;-;1;-;-;2
"421605 SAO CRISTOVAO DO SUL";4;4;3;-;-;2;-;13
"421610 SAO DOMINGOS";-;-;3;1;4;1;-;9
"421620 SAO FRANCISCO DO SUL";11;10;12;13;18;11;1;76
"421630 SAO JOAO BATISTA";-;-;2;-;5;2;-;9
"421640 SAO JOAO DO SUL";-;-;-;2;-;-;-;2
"421650 SAO JOAQUIM";4;10;5;5;5;1;1;31
"421660 SAO JOSE";54;53;66;34;47;29;9;292
"421670 SAO JOSE DO CEDRO";2;1;1;-;-;-;1;5
"421680 SAO JOSE DO CERRITO";4;-;1;1;-;-;1;7
"421690 SAO LOURENCO DO OESTE";1;-;1;-;1;3;-;6
"421700 SAO LUDGERO";2;1;2;3;2;4;-;14
"421710 SAO MARTINHO";-;-;1;-;-;1;-;2
"421720 SAO MIGUEL DO OESTE";4;6;5;5;5;1;4;30
"421725 SAO PEDRO DE ALCANTARA";-;-;-;-;-;1;-;1
"421730 SAUDADES";-;1;1;-;1;-;-;3
"421740 SCHROEDER";1;1;2;2;2;1;-;9
"421750 SEARA";2;6;3;1;4;1;-;17
"421760 SIDEROPOLIS";-;-;2;3;-;-;-;5
"421770 SOMBRIO";-;1;-;1;1;1;-;4
"421780 TAIO";1;-;1;3;-;4;-;9
"421790 TANGARA";1;-;1;1;-;1;-;4
"421795 TIGRINHOS";2;-;-;-;-;1;-;3
"421800 TIJUCAS";4;9;11;2;2;-;-;28
"421810 TIMBE DO SUL";1;-;-;-;-;-;-;1
"421820 TIMBO";7;6;11;10;6;-;-;40
"421830 TRES BARRAS";-;-;-;1;1;1;-;3
"421835 TREVISO";-;1;2;-;1;1;-;5
"421840 TREZE DE MAIO";-;1;1;-;2;1;-;5
"421850 TREZE TILIAS";1;-;2;1;1;2;-;7
"421860 TROMBUDO CENTRAL";-;1;-;-;-;1;-;2
"421870 TUBARAO";18;12;27;20;26;9;2;114
"421880 TURVO";-;1;-;2;1;-;-;4
"421890 URUBICI";1;-;1;-;-;-;-;2
"421895 URUPEMA";1;1;-;1;-;-;-;3
"421900 URUSSANGA";-;1;5;2;3;4;-;15
"421910 VARGEAO";-;-;2;-;-;-;-;2
"421915 VARGEM";-;-;1;-;-;-;-;1
"421917 VARGEM BONITA";-;-;1;3;-;-;-;4
"421920 VIDAL RAMOS";-;-;-;-;-;1;-;1
"421930 VIDEIRA";25;11;18;9;27;7;2;99
"421935 VITOR MEIRELES";-;-;-;-;-;1;-;1
"421940 WITMARSUM";-;-;1;-;-;-;-;1
"421950 XANXERE";6;2;3;3;1;5;4;24
"421960 XAVANTINA";1;-;-;-;-;-;-;1
"421970 XAXIM";1;2;5;2;6;2;1;19
"421985 ZORTEA";-;-;1;2;2;-;-;5
"422000 BALNEARIO RINCAO";2;3;2;2;3;2;1;15
"430005 AGUA SANTA";-;-;1;-;-;-;2;3
"430010 AGUDO";1;1;-;1;-;2;-;5
"430020 AJURICABA";-;5;-;-;-;1;1;7
"430030 ALECRIM";-;-;-;1;-;-;-;1
"430040 ALEGRETE";14;6;26;8;6;5;7;72
"430047 ALMIRANTE TAMANDARE DO SUL";-;1;-;-;1;-;-;2
"430055 ALTO ALEGRE";-;-;-;1;-;-;-;1
"430060 ALVORADA";23;22;38;21;24;20;3;151
"430063 AMARAL FERRADOR";-;-;2;-;-;-;-;2
"430064 AMETISTA DO SUL";-;1;-;-;-;-;-;1
"430066 ANDRE DA ROCHA";1;-;-;-;-;-;-;1
"430080 ANTONIO PRADO";-;3;5;3;3;-;-;14
"430087 ARARICA";2;1;1;1;1;2;-;8
"430100 ARROIO DO MEIO";2;2;1;-;1;-;-;6
"430105 ARROIO DO SAL";1;3;2;1;5;-;-;12
"430110 ARROIO DOS RATOS";-;-;1;1;-;-;-;2
"430120 ARROIO DO TIGRE";-;-;2;-;1;-;-;3
"430130 ARROIO GRANDE";-;-;-;1;1;-;-;2
"430140 ARVOREZINHA";1;1;-;2;-;-;-;4
"430155 AUREA";-;-;1;-;-;-;-;1
"430160 BAGE";11;5;6;7;10;8;1;48
"430163 BALNEARIO PINHAL";7;6;3;5;6;5;1;33
"430165 BARAO";-;1;1;1;-;-;-;3
"430170 BARAO DE COTEGIPE";3;1;2;-;3;-;-;9
"430180 BARRACAO";-;1;-;-;-;-;-;1
"430190 BARRA DO RIBEIRO";-;2;-;-;-;-;-;2
"430200 BARROS CASSAL";3;1;3;1;-;-;-;8
"430210 BENTO GONCALVES";41;18;26;22;36;27;6;176
"430220 BOA VISTA DO BURICA";-;-;-;-;1;-;-;1
"430222 BOA VISTA DO CADEADO";-;-;-;2;-;-;-;2
"430225 BOA VISTA DO SUL";-;-;-;-;-;-;1;1
"430230 BOM JESUS";-;2;1;-;-;2;2;7
"430235 BOM PRINCIPIO";1;-;-;4;1;-;-;6
"430240 BOM RETIRO DO SUL";-;-;-;-;1;1;-;2
"430250 BOSSOROCA";-;-;-;-;-;1;-;1
"430265 BROCHIER";1;2;-;-;1;-;-;4
"430270 BUTIA";-;-;-;2;3;-;-;5
"430280 CACAPAVA DO SUL";8;8;10;9;10;7;2;54
"430300 CACHOEIRA DO SUL";4;7;5;4;1;-;-;21
"430310 CACHOEIRINHA";22;18;38;28;16;26;13;161
"430320 CACIQUE DOBLE";-;-;-;1;-;-;-;1
"430350 CAMAQUA";6;30;11;11;6;5;3;72
"430355 CAMARGO";-;-;1;-;-;-;-;1
"430390 CAMPO BOM";15;8;15;19;12;10;10;89
"430410 CAMPOS BORGES";-;2;1;-;-;-;-;3
"430420 CANDELARIA";-;-;2;-;1;3;-;6
"430430 CANDIDO GODOI";2;-;-;-;-;-;-;2
"430435 CANDIOTA";1;-;-;-;-;-;-;1
"430440 CANELA";9;2;6;6;24;12;3;62
"430450 CANGUCU";11;3;6;-;3;2;-;25
"430460 CANOAS";29;69;53;33;40;58;14;296
"430463 CAPAO DA CANOA";9;6;6;3;7;10;2;43
"430466 CAPAO DO LEAO";7;4;4;-;8;-;1;24
"430468 CAPELA DE SANTANA";-;-;2;1;-;-;-;3
"430469 CAPITAO";1;-;-;-;-;-;-;1
"430470 CARAZINHO";7;2;7;4;5;2;2;29
"430471 CARAA";-;-;1;-;-;-;-;1
"430480 CARLOS BARBOSA";11;13;2;2;-;-;-;28
"430490 CASCA";1;-;1;-;1;1;-;4
"430500 CATUIPE";4;3;-;-;3;1;-;11
"430510 CAXIAS DO SUL";173;119;179;118;144;129;65;927
"430511 CENTENARIO";-;-;2;-;-;-;-;2
"430512 CERRITO";-;-;-;1;1;-;-;2
"430515 CERRO GRANDE";1;-;-;-;-;-;-;1
"430517 CERRO GRANDE DO SUL";1;-;-;-;-;-;-;1
"430520 CERRO LARGO";-;-;2;2;-;3;-;7
"430535 CHARQUEADAS";-;4;8;3;3;3;-;21
"430537 CHARRUA";-;-;1;-;-;-;-;1
"430545 CIDREIRA";2;-;1;-;1;-;-;4
"430550 CIRIACO";-;1;-;-;1;-;-;2
"430560 COLORADO";-;1;-;-;1;-;-;2
"430570 CONDOR";-;1;-;-;-;-;-;1
"430580 CONSTANTINA";-;1;-;1;-;-;-;2
"430583 COQUEIRO BAIXO";-;-;-;-;2;-;-;2
"430593 CORONEL PILAR";-;-;-;-;1;-;-;1
"430595 COTIPORA";-;1;-;-;-;-;-;1
"430597 COXILHA";-;-;-;-;-;1;-;1
"430600 CRISSIUMAL";-;-;-;-;-;1;-;1
"430605 CRISTAL";-;1;1;1;-;-;-;3
"430610 CRUZ ALTA";2;2;6;6;1;1;-;18
"430620 CRUZEIRO DO SUL";5;2;4;2;5;1;-;19
"430630 DAVID CANABARRO";-;-;-;-;1;-;-;1
"430632 DERRUBADAS";-;-;-;-;-;-;1;1
"430635 DEZESSEIS DE NOVEMBRO";-;-;-;-;1;-;-;1
"430640 DOIS IRMAOS";8;6;4;5;6;1;5;35
"430660 DOM PEDRITO";3;5;1;-;2;2;1;14
"430676 ELDORADO DO SUL";2;-;1;-;1;1;-;5
"430680 ENCANTADO";1;2;1;3;2;1;-;10
"430690 ENCRUZILHADA DO SUL";2;2;5;1;1;2;7;20
"430693 ENTRE-IJUIS";1;1;-;3;3;-;-;8
"430695 ENTRE RIOS DO SUL";-;-;-;-;1;-;-;1
"430700 ERECHIM";13;6;26;15;11;7;3;81
"430705 ERNESTINA";-;-;-;1;2;-;-;3
"430710 HERVAL";-;-;1;-;-;-;-;1
"430730 ERVAL SECO";1;-;1;-;-;-;-;2
"430745 ESPERANCA DO SUL";-;-;1;-;-;-;-;1
"430750 ESPUMOSO";-;-;1;-;2;1;2;6
"430755 ESTACAO";-;1;-;-;-;1;-;2
"430760 ESTANCIA VELHA";12;5;16;6;14;8;3;64
"430770 ESTEIO";25;13;26;12;9;20;-;105
"430780 ESTRELA";8;3;1;2;2;-;-;16
"430781 ESTRELA VELHA";-;1;-;-;1;-;-;2
"430790 FARROUPILHA";19;14;10;11;8;15;5;82
"430800 FAXINAL DO SOTURNO";-;-;4;-;-;-;-;4
"430807 FAZENDA VILANOVA";4;-;1;-;2;-;-;7
"430810 FELIZ";2;3;1;1;2;-;1;10
"430820 FLORES DA CUNHA";4;9;9;6;3;7;4;42
"430830 FONTOURA XAVIER";1;2;1;-;2;-;-;6
"430840 FORMIGUEIRO";1;1;1;-;-;1;-;4
"430845 FORTALEZA DOS VALOS";-;-;-;1;1;-;-;2
"430850 FREDERICO WESTPHALEN";1;1;5;1;-;3;-;11
"430860 GARIBALDI";2;1;1;3;4;3;-;14
"430865 GARRUCHOS";-;1;-;-;-;-;-;1
"430890 GETULIO VARGAS";-;1;4;6;-;4;-;15
"430900 GIRUA";-;1;-;-;2;4;-;7
"430905 GLORINHA";1;6;6;5;2;3;1;24
"430910 GRAMADO";13;12;18;14;9;13;4;83
"430912 GRAMADO DOS LOUREIROS";-;1;-;-;-;-;-;1
"430915 GRAMADO XAVIER";-;2;-;1;-;-;-;3
"430920 GRAVATAI";46;29;43;31;17;18;2;186
"430930 GUAIBA";18;23;11;7;17;8;1;85
"430940 GUAPORE";2;-;3;2;2;1;2;12
"430950 GUARANI DAS MISSOES";-;-;2;-;-;-;1;3
"430955 HARMONIA";-;-;1;-;-;-;-;1
"430957 HERVEIRAS";-;-;-;1;1;1;-;3
"430960 HORIZONTINA";-;1;1;-;1;-;-;3
"430970 HUMAITA";-;-;-;-;1;-;-;1
"430975 IBARAMA";-;-;-;2;-;-;-;2
"430980 IBIACA";2;-;-;-;-;-;-;2
"430990 IBIRAIARAS";1;1;-;-;-;-;-;2
"430995 IBIRAPUITA";-;-;1;2;1;1;-;5
"431000 IBIRUBA";3;4;-;2;5;5;1;20
"431010 IGREJINHA";10;14;7;11;16;8;1;67
"431020 IJUI";11;7;13;7;6;4;-;48
"431030 ILOPOLIS";-;-;-;-;-;-;1;1
"431033 IMBE";4;7;14;8;7;2;-;42
"431036 IMIGRANTE";1;-;-;-;-;-;-;1
"431041 INHACORA";-;2;-;-;-;-;-;2
"431043 IPE";-;-;1;2;-;-;-;3
"431057 ITAPUCA";-;1;1;-;-;1;-;3
"431060 ITAQUI";2;2;4;1;-;-;1;10
"431065 ITATI";-;-;-;-;1;-;-;1
"431080 IVOTI";5;1;4;1;1;2;-;14
"431087 JACUIZINHO";-;-;-;-;-;-;1;1
"431090 JACUTINGA";-;-;-;1;-;-;-;1
"431100 JAGUARAO";2;3;4;1;1;-;-;11
"431110 JAGUARI";-;4;1;2;4;1;3;15
"431112 JAQUIRANA";-;-;-;1;-;1;-;2
"431120 JULIO DE CASTILHOS";-;2;1;2;-;-;4;9
"431123 LAGOA BONITA DO SUL";-;-;-;-;1;-;-;1
"431130 LAGOA VERMELHA";1;8;3;6;1;5;1;25
"431140 LAJEADO";32;25;19;27;39;24;8;174
"431142 LAJEADO DO BUGRE";1;1;-;-;-;-;-;2
"431150 LAVRAS DO SUL";-;-;1;-;-;2;-;3
"431160 LIBERATO SALZANO";1;1;-;-;2;-;1;5
"431164 LINHA NOVA";1;-;-;-;-;-;-;1
"431170 MACHADINHO";2;-;1;2;-;1;-;6
"431171 MACAMBARA";-;1;1;-;-;-;-;2
"431175 MANOEL VIANA";-;1;1;2;1;-;-;5
"431180 MARAU";17;9;20;7;8;13;1;75
"431190 MARCELINO RAMOS";1;2;-;-;-;3;-;6
"431198 MARIANA PIMENTEL";-;-;-;-;1;-;-;1
"431200 MARIANO MORO";-;-;-;-;-;-;1;1
"431205 MARQUES DE SOUZA";-;1;1;-;-;1;2;5
"431213 MATO CASTELHANO";-;1;2;9;1;1;1;15
"431215 MATO LEITAO";2;-;2;3;5;3;-;15
"431235 MONTAURI";-;1;-;-;-;-;-;1
"431240 MONTENEGRO";15;12;22;11;29;18;6;113
"431242 MORMACO";-;1;-;3;-;-;-;4
"431245 MORRO REDONDO";-;-;-;2;1;1;-;4
"431247 MORRO REUTER";-;1;-;-;-;-;1;2
"431250 MOSTARDAS";1;1;-;-;-;-;-;2
"431262 MULITERNO";1;-;-;-;-;-;-;1
"431265 NAO-ME-TOQUE";-;1;-;3;3;2;-;9
"431267 NICOLAU VERGUEIRO";1;-;-;-;-;-;-;1
"431270 NONOAI";1;1;3;-;-;-;-;5
"431275 NOVA ALVORADA";-;-;2;-;-;1;-;3
"431290 NOVA BASSANO";1;-;-;-;1;1;-;3
"431295 NOVA BOA VISTA";-;-;-;-;1;-;-;1
"431303 NOVA ESPERANCA DO SUL";-;-;-;-;-;1;-;1
"431306 NOVA HARTZ";4;1;1;2;-;-;-;8
"431320 NOVA PETROPOLIS";-;-;3;1;-;-;-;4
"431330 NOVA PRATA";8;3;1;3;4;11;-;30
"431335 NOVA ROMA DO SUL";-;-;-;2;-;-;-;2
"431337 NOVA SANTA RITA";10;4;5;-;1;6;-;26
"431340 NOVO HAMBURGO";15;16;13;5;9;6;-;64
"431342 NOVO MACHADO";-;-;-;1;-;-;-;1
"431349 NOVO BARREIRO";1;-;-;-;-;1;-;2
"431350 OSORIO";9;8;11;5;7;5;6;51
"431360 PAIM FILHO";-;-;-;-;-;1;-;1
"431365 PALMARES DO SUL";-;1;-;-;-;2;-;3
"431370 PALMEIRA DAS MISSOES";9;4;7;11;4;1;-;36
"431390 PANAMBI";1;4;1;3;-;1;1;11
"431395 PANTANO GRANDE";2;1;9;-;2;-;2;16
