Disease Name,Cases,Location Name,Country Code,Region Type,Lattitude,Longitude,Region Boundary,TimeStampStart,TimeStampEnd,Source File
Meningitis,0,Gampaha,LKA,city,6.99555,80.92297,"{'west': 80.92049, 'south': 6.69864, 'east': 81.05956, 'north': 7.00913}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leishmaniasis,0,Gampaha,LKA,city,6.99555,80.92297,"{'west': 80.92049, 'south': 6.69864, 'east': 81.05956, 'north': 7.00913}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dengue Fever,101,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dysentery,2,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Encephalitis,1,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Enteric Fever,2,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Food Poisoning,0,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leptospirosis,4,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Typhus Fever,0,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Viral Hepatitis,0,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Human Rabies,0,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Chickenpox,4,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Meningitis,2,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leishmaniasis,0,Kalutara,LKA,city,6.58227,79.96151,"{'west': 79.95693, 'south': 6.57254, 'east': 79.96688, 'north': 6.59118}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dengue Fever,44,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dysentery,3,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Encephalitis,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Enteric Fever,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Food Poisoning,1,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leptospirosis,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Typhus Fever,2,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Viral Hepatitis,1,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Human Rabies,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Chickenpox,5,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Meningitis,1,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leishmaniasis,0,Kandy,LKA,city,7.29497,80.63867,"{'west': 80.59229, 'south': 7.24218, 'east': 80.65777, 'north': 7.3217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dengue Fever,4,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dysentery,1,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Encephalitis,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Enteric Fever,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Food Poisoning,4,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leptospirosis,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Typhus Fever,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Viral Hepatitis,3,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Human Rabies,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Chickenpox,2,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Meningitis,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leishmaniasis,0,Matale,LKA,city,7.47354,80.62424,"{'west': 80.60563, 'south': 7.42466, 'east': 80.63226, 'north': 7.48865}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dengue Fever,5,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dysentery,6,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Encephalitis,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Enteric Fever,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Food Poisoning,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leptospirosis,1,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Typhus Fever,1,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Viral Hepatitis,1,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Human Rabies,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Chickenpox,4,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Meningitis,2,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leishmaniasis,0,NuwaraEliya,LKA,city,6.97375,80.76449,"{'west': 80.74499, 'south': 6.9247, 'east': 80.81502, 'north': 6.99217}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dengue Fever,11,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dysentery,1,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Encephalitis,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Enteric Fever,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Food Poisoning,2,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leptospirosis,4,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Typhus Fever,1,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Viral Hepatitis,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Human Rabies,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Chickenpox,8,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Meningitis,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leishmaniasis,0,Galle,LKA,city,6.03459,80.21702,"{'west': 80.17186, 'south': 6.02034, 'east': 80.24988, 'north': 6.09423}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dengue Fever,11,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dysentery,2,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Encephalitis,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Enteric Fever,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Food Poisoning,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leptospirosis,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Typhus Fever,1,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Viral Hepatitis,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Human Rabies,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Chickenpox,5,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Meningitis,0,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leishmaniasis,27,Hambantota,LKA,city,6.12845,81.12598,"{'west': 81.09705, 'south': 6.11608, 'east': 81.16193, 'north': 6.15419}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dengue Fever,4,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dysentery,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Encephalitis,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Enteric Fever,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Food Poisoning,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leptospirosis,2,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Typhus Fever,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Viral Hepatitis,2,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Human Rabies,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Chickenpox,5,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Meningitis,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leishmaniasis,1,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dengue Fever,19,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Dysentery,9,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Encephalitis,0,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Enteric Fever,1,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Food Poisoning,0,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
Leptospirosis,0,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",31-May-2014 00:00:00,06-Jun-2014 00:00:00,Data/Errors/line 225 in detect_diseases/vol_41_no_23-english.pdf
