2015
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"110060 CACAULANDIA";-;22;16;28;26;37;35;29;31;22;33;15;8;7;6;6;5;8;20;11;5;8;7;3;2;1;1;2;2;-;-;2;-;-;1;-;-;-;1;-;-;-;2;-;-;1;1;2;5;3;9;5;10;-;438
"110070 CAMPO NOVO DE RONDONIA";-;19;15;19;25;6;16;10;6;6;8;16;13;6;6;7;10;3;2;7;4;-;3;-;7;5;-;1;3;-;3;1;1;1;2;2;-;-;-;1;2;2;2;1;2;2;6;4;17;17;26;25;10;1;351
"110080 CANDEIAS DO JAMARI";-;22;11;15;18;10;14;21;12;19;6;10;8;8;9;18;7;9;16;7;5;8;8;5;17;7;3;3;5;2;2;5;5;3;-;1;6;2;2;-;3;3;3;-;2;6;7;10;11;4;9;3;15;-;405
"110090 CASTANHEIRAS";-;4;7;4;1;5;6;7;2;9;5;1;5;5;5;4;2;1;2;2;3;2;2;-;-;1;3;-;1;-;-;-;-;1;-;1;-;1;-;-;1;1;1;1;6;3;-;5;4;7;5;-;1;-;127
"110092 CHUPINGUAIA";-;19;13;20;11;11;20;28;21;38;32;16;17;22;23;21;24;24;13;17;14;17;10;5;11;7;6;9;10;6;7;1;3;3;-;4;6;-;1;3;3;4;1;2;2;1;7;6;-;3;3;1;2;1;549
"110094 CUJUBIM";-;11;9;14;6;36;34;37;14;13;16;20;20;16;11;14;9;4;9;4;14;6;1;4;2;4;3;2;3;1;4;2;2;4;1;1;-;1;1;3;1;1;3;1;-;2;3;7;14;7;11;16;16;-;438
"110100 GOVERNADOR JORGE TEIXEIRA";-;6;2;1;4;5;2;3;4;3;3;1;1;4;-;1;2;-;1;2;3;4;-;-;-;3;4;2;12;2;-;2;2;-;1;-;5;7;6;15;3;4;5;7;8;7;10;14;5;4;12;7;10;-;209
"110110 ITAPUA DO OESTE";-;12;14;15;24;19;24;25;26;31;22;20;20;11;10;8;3;-;5;10;5;17;10;7;11;4;12;8;7;8;5;2;3;3;3;2;1;3;3;2;-;-;2;1;-;-;-;22;11;9;4;4;9;-;477
"110120 MINISTRO ANDREAZZA";-;16;10;7;12;6;13;4;7;1;12;6;7;8;9;3;4;2;5;3;6;1;3;1;2;1;2;1;1;2;1;1;-;1;-;1;1;-;7;4;8;5;8;15;5;7;5;4;6;5;13;6;3;-;261
"110130 MIRANTE DA SERRA";-;4;7;9;12;6;7;20;10;4;1;4;4;5;9;12;7;4;7;2;2;5;3;8;6;6;5;1;5;1;7;6;3;2;-;-;4;-;1;1;2;-;-;-;1;-;-;3;-;-;3;20;7;-;236
"110140 MONTE NEGRO";-;33;18;18;12;13;23;28;11;14;19;14;17;27;18;14;13;4;6;7;4;2;4;4;10;4;6;1;2;6;1;1;2;3;1;1;3;1;1;1;2;2;7;10;17;17;48;44;42;38;23;15;19;-;651
"110143 NOVA UNIAO";-;-;2;-;1;1;2;3;1;2;4;5;3;6;6;2;-;2;2;7;1;2;3;4;1;-;2;1;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;1;1;-;1;-;-;71
"110145 PARECIS";-;5;10;31;14;16;18;19;8;13;18;11;12;15;13;8;10;2;1;4;8;1;6;9;4;5;-;1;-;3;-;3;1;3;1;2;4;7;4;6;6;14;11;18;15;9;16;3;6;9;-;6;2;3;414
"110146 PIMENTEIRAS DO OESTE";-;2;4;12;9;4;15;14;16;7;7;5;12;2;2;2;1;2;1;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;2;-;-;3;-;130
"110147 PRIMAVERA DE RONDONIA";-;11;5;9;4;4;4;-;8;4;4;11;7;5;1;-;-;1;1;-;2;-;2;-;-;-;1;-;-;-;1;1;2;3;6;5;4;2;4;5;5;4;11;9;7;13;14;13;18;18;19;19;6;-;273
"110148 SAO FELIPE D'OESTE";-;9;12;10;11;11;11;13;9;9;1;6;6;5;5;8;8;8;7;7;3;5;3;6;7;7;12;8;4;8;3;2;-;1;1;5;4;3;4;-;3;3;2;-;2;3;6;5;3;6;6;3;6;-;290
"110149 SAO FRANCISCO DO GUAPORE";-;17;24;14;12;27;24;26;21;20;27;28;25;15;13;16;24;26;28;21;26;16;12;8;10;15;9;8;3;4;6;4;2;4;4;7;2;4;4;1;2;4;3;-;1;1;6;10;8;11;8;4;8;1;624
"110150 SERINGUEIRAS";-;4;19;51;46;33;37;62;24;42;34;25;32;24;24;14;8;18;16;13;6;6;14;8;7;6;4;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;1;2;6;8;6;-;611
"110155 TEIXEIROPOLIS";-;-;4;3;2;2;3;-;7;6;4;3;5;5;3;2;6;5;2;1;2;-;1;1;1;-;1;-;1;1;1;-;-;-;1;-;-;1;-;-;1;-;-;1;1;1;1;2;2;2;3;1;2;-;91
"110160 THEOBROMA";-;12;14;12;15;9;6;6;5;11;7;5;5;7;2;7;4;3;2;-;1;2;-;-;1;1;-;1;-;-;-;-;1;-;-;1;1;-;1;2;-;-;1;1;-;-;2;3;1;-;10;10;2;-;174
"110170 URUPA";-;10;19;9;15;12;10;8;8;4;6;9;4;3;3;4;-;-;4;2;3;-;-;1;2;-;1;3;-;-;-;1;1;1;-;-;1;-;-;-;-;-;1;-;-;-;1;-;3;5;7;9;3;3;176
"110175 VALE DO ANARI";-;10;13;13;12;10;8;8;3;8;4;3;9;10;6;12;9;8;6;4;3;6;3;1;4;2;5;2;2;5;4;-;1;1;-;5;-;1;-;1;-;-;-;-;2;3;3;2;1;2;5;5;9;-;234
"110180 VALE DO PARAISO";-;2;3;4;13;17;6;21;6;12;25;17;15;16;10;15;12;11;4;4;4;2;9;2;3;3;1;1;3;1;5;1;-;1;2;-;-;-;4;1;-;-;-;2;-;-;1;-;-;-;3;3;2;-;267
"120001 ACRELANDIA";-;32;38;32;31;40;19;17;10;12;14;9;14;7;8;16;4;9;9;8;2;4;7;4;4;1;3;1;2;2;4;1;-;3;1;-;-;2;1;4;7;8;12;6;10;6;20;7;15;15;12;20;11;-;524
"120005 ASSIS BRASIL";-;126;134;150;139;189;144;130;88;96;74;82;87;42;38;33;38;17;18;29;16;14;8;15;2;2;1;9;4;3;7;1;4;4;4;8;4;3;6;3;11;11;11;24;27;32;32;40;30;28;89;42;84;15;2248
"120010 BRASILEIA";-;403;308;255;192;74;69;79;53;61;79;41;33;37;19;23;24;17;18;14;8;15;11;12;8;7;5;10;10;13;7;5;8;3;8;8;5;6;9;4;11;5;12;16;27;32;22;27;46;77;119;194;204;23;2776
"120013 BUJARI";-;32;20;21;32;39;39;46;33;38;28;14;15;9;12;7;10;4;4;6;3;2;4;3;5;2;1;2;5;5;3;1;2;3;1;2;2;-;1;5;2;2;5;3;4;8;3;10;2;13;28;16;10;-;567
"120017 CAPIXABA";-;23;17;22;13;16;10;11;14;14;16;23;11;5;12;19;22;10;7;7;7;6;4;2;2;2;1;1;1;1;1;2;4;-;4;-;2;3;5;2;1;9;9;6;10;12;18;50;64;65;64;14;11;-;655
"120020 CRUZEIRO DO SUL";-;1129;1352;1208;819;787;637;578;471;436;358;336;300;182;192;174;183;127;144;165;190;167;152;121;105;80;62;83;86;80;55;83;47;62;47;40;53;57;50;61;77;111;180;176;192;337;361;453;451;515;557;446;378;259;15752
"120025 EPITACIOLANDIA";-;255;202;170;131;66;72;52;60;71;70;57;51;54;58;67;41;29;23;26;22;17;16;11;10;4;11;5;11;12;6;11;6;15;5;8;11;12;10;12;13;14;14;25;23;31;39;44;51;80;79;109;103;17;2412
"120030 FEIJO";-;94;104;95;86;67;91;56;60;49;28;27;12;15;5;16;32;17;35;24;19;14;16;21;20;14;8;10;6;13;18;13;13;6;15;22;26;68;95;84;99;98;112;129;168;210;208;221;212;127;136;44;19;-;3197
"120032 JORDAO";-;-;1;1;1;1;2;1;2;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;13
"120033 MANCIO LIMA";-;99;103;53;46;65;45;56;50;53;45;42;29;25;29;20;23;31;22;18;24;21;17;10;13;8;12;10;19;9;14;17;22;18;12;13;10;39;49;21;19;20;42;60;52;58;82;108;132;116;56;51;42;10;2060
"120034 MANOEL URBANO";-;8;2;12;7;9;8;5;3;28;10;10;5;5;7;3;7;9;11;18;12;30;20;13;11;6;10;5;3;1;5;4;1;2;3;2;2;5;2;1;6;13;38;48;78;53;28;6;23;12;12;6;3;-;631
"120035 MARECHAL THAUMATURGO";-;58;69;97;103;94;45;52;50;40;21;28;19;10;19;20;16;19;26;34;23;8;4;3;5;2;1;2;1;2;2;2;4;4;4;2;4;7;4;1;2;3;7;8;12;18;41;53;72;92;64;70;58;20;1425
"120038 PLACIDO DE CASTRO";-;134;108;50;40;34;33;28;20;22;20;19;9;17;9;7;10;2;4;5;4;5;6;4;4;6;3;7;7;1;4;3;2;4;2;3;2;10;8;14;8;14;16;22;36;44;57;63;59;61;148;207;139;2;1546
"120039 PORTO WALTER";-;10;17;16;17;18;15;4;10;12;15;9;13;10;12;9;6;6;5;3;3;1;4;2;2;3;-;-;2;3;3;4;1;-;1;2;-;2;1;6;-;4;6;2;14;12;11;12;9;7;7;8;8;2;349
"120040 RIO BRANCO";-;1063;1175;1712;1525;1151;997;826;696;690;601;433;356;346;304;259;226;168;199;156;149;126;107;78;79;75;68;58;59;46;44;48;45;43;34;58;40;48;69;43;51;64;60;77;86;80;148;163;227;283;457;503;392;95;16886
"120042 RODRIGUES ALVES";-;80;103;96;107;109;79;86;86;57;50;80;46;47;39;38;26;28;40;47;43;44;35;27;26;9;19;19;14;14;21;17;22;13;10;4;12;14;9;14;19;18;10;23;25;49;58;82;91;86;74;71;51;11;2298
"120043 SANTA ROSA DO PURUS";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;1;-;-;-;10
"120045 SENADOR GUIOMARD";-;109;51;34;37;16;19;8;6;3;6;8;5;7;6;12;5;6;10;12;5;2;3;-;4;1;3;2;-;3;1;1;1;2;-;-;2;4;1;1;1;3;-;1;5;1;3;13;57;104;138;75;9;-;806
"120050 SENA MADUREIRA";-;121;77;78;80;98;72;87;88;87;72;76;66;40;46;40;36;35;42;20;26;14;27;15;18;9;5;12;10;6;6;8;4;10;4;10;13;12;23;26;54;60;89;81;75;182;176;175;156;130;163;139;79;2;3080
"120060 TARAUACA";-;678;588;503;365;362;275;253;323;300;189;159;138;81;45;59;54;62;45;26;44;47;22;25;16;24;18;13;10;11;14;32;21;14;21;37;6;9;4;7;41;79;88;128;149;168;183;181;188;222;174;173;128;9;6811
"120070 XAPURI";-;145;96;164;156;157;160;156;121;111;106;82;57;75;44;53;33;34;29;31;14;16;15;14;16;9;6;7;8;17;8;11;8;12;4;4;2;7;3;3;2;6;8;14;17;16;37;49;111;299;245;135;84;24;3041
"120080 PORTO ACRE";-;33;37;54;44;54;27;42;27;28;48;72;35;19;15;9;12;12;10;13;8;9;5;8;4;5;8;5;4;3;-;3;1;5;1;3;2;2;6;6;6;14;9;15;23;9;30;33;46;52;26;35;22;2;1001
"130002 ALVARAES";-;15;14;22;22;8;9;7;7;4;19;30;37;30;14;17;21;13;14;15;10;5;11;4;4;2;1;7;3;5;2;2;2;3;15;9;12;5;5;6;18;17;11;16;10;23;11;14;15;18;34;22;17;-;657
"130006 AMATURA";-;-;-;2;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;1;-;-;-;-;-;-;-;-;-;10
"130008 ANAMA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"130010 ANORI";-;-;1;-;-;-;1;-;1;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;12
"130014 APUI";-;4;3;1;2;2;2;2;-;-;2;-;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;1;1;-;30
"130020 ATALAIA DO NORTE";-;12;9;4;6;19;48;20;2;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;2;5;12;14;14;18;7;10;10;6;35;18;12;9;3;4;-;306
"130030 AUTAZES";-;-;-;-;1;1;3;3;9;7;1;-;1;1;-;2;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;37
"130040 BARCELOS";-;2;4;-;4;2;3;2;-;-;2;4;4;5;5;7;1;9;7;10;16;26;21;7;4;2;1;9;4;1;2;3;-;2;3;1;1;4;3;4;5;2;2;3;1;-;1;-;2;-;-;-;-;-;201
"130050 BARREIRINHA";-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"130060 BENJAMIN CONSTANT";-;112;139;104;76;65;71;39;31;18;24;27;15;17;18;9;1;2;6;4;2;1;3;1;1;-;-;1;3;1;3;29;8;12;8;22;38;115;123;199;200;198;147;119;76;71;85;93;115;112;113;140;154;-;2971
"130063 BERURI";-;-;2;10;10;5;9;6;7;2;-;1;1;2;2;1;1;1;-;-;1;2;-;-;2;1;1;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;73
"130068 BOA VISTA DO RAMOS";-;2;2;3;2;5;1;-;-;-;-;1;4;2;4;5;5;2;1;2;1;1;-;-;-;-;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;48
"130070 BOCA DO ACRE";-;30;53;53;33;45;29;19;15;17;17;18;11;22;8;5;5;8;9;3;6;7;5;11;6;4;5;7;3;1;-;-;3;9;14;19;23;17;14;38;43;54;44;60;58;48;36;46;44;22;18;26;29;2;1122
"130080 BORBA";-;4;10;15;6;20;16;14;9;15;17;4;4;3;7;4;2;10;3;2;4;-;4;5;4;3;2;1;1;1;5;4;2;2;5;2;2;5;6;6;1;4;1;3;2;6;4;8;4;5;6;8;3;-;284
"130083 CAAPIRANGA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"130090 CANUTAMA";-;-;-;1;8;7;21;7;-;4;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;53
"130100 CARAUARI";-;42;68;69;137;118;32;34;14;27;12;15;17;19;13;12;12;6;4;5;10;3;6;-;3;3;3;3;1;5;2;-;1;-;3;2;1;-;2;2;1;-;7;6;16;44;60;103;95;98;80;49;62;-;1327
"130110 CAREIRO";-;-;3;-;-;1;4;1;5;-;1;1;1;1;3;1;1;2;-;2;4;2;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;38
"130115 CAREIRO DA VARZEA";-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"130120 COARI";-;44;37;73;100;141;153;45;19;21;20;14;15;29;25;15;10;5;1;5;4;5;1;2;4;3;1;8;20;15;15;8;3;9;7;-;1;3;-;-;1;4;8;3;-;4;8;11;11;5;23;29;14;-;1002
"130130 CODAJAS";-;4;3;3;3;1;2;-;-;1;5;6;15;16;21;6;1;-;4;4;-;1;1;-;2;-;2;1;5;2;-;5;2;-;-;-;2;1;1;-;-;-;-;-;-;-;1;1;1;-;1;4;2;-;130
"130140 EIRUNEPE";-;16;33;18;22;22;17;21;18;16;16;12;7;3;6;4;5;5;2;8;6;5;2;-;-;3;2;3;1;-;-;-;1;-;1;3;2;2;-;2;5;7;11;8;7;2;5;7;7;17;25;22;21;4;432
"130150 ENVIRA";-;28;30;33;30;39;26;10;5;11;26;19;9;6;8;8;14;14;17;4;12;3;2;2;3;1;2;7;4;1;1;-;4;-;1;1;-;-;-;-;-;-;-;1;-;1;2;-;-;1;1;1;3;4;395
"130160 FONTE BOA";-;-;1;-;1;2;-;-;-;-;-;1;-;1;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"130165 GUAJARA";-;88;71;93;43;58;41;44;35;45;57;45;36;25;26;25;24;27;26;27;37;34;20;43;20;20;11;24;17;18;17;9;20;17;14;14;12;11;10;13;22;43;40;44;46;39;58;78;44;49;58;46;38;9;1831
"130170 HUMAITA";-;48;54;69;52;71;72;41;41;61;40;26;34;39;32;24;37;27;30;15;13;12;11;12;6;15;12;11;4;6;2;5;2;2;2;3;9;2;5;8;4;6;7;11;8;12;18;16;11;15;19;26;28;-;1136
"130180 IPIXUNA";-;61;40;50;34;51;61;35;38;59;19;38;27;31;9;22;21;20;33;37;37;12;8;7;16;12;12;34;17;16;6;5;16;4;-;4;2;1;3;2;3;4;-;9;23;12;25;15;37;24;37;42;38;-;1169
"130185 IRANDUBA";-;8;16;14;11;19;15;20;14;23;32;42;34;29;21;25;20;27;23;23;22;18;12;8;9;10;9;12;11;13;5;4;6;3;1;5;1;4;-;5;4;2;7;1;3;1;-;2;3;2;7;4;7;-;617
"130190 ITACOATIARA";-;20;16;41;65;61;44;54;39;51;28;46;38;28;28;25;24;18;8;11;19;4;7;9;8;3;5;6;9;4;6;6;5;3;7;3;3;5;2;4;3;-;3;3;1;3;3;3;2;-;1;7;12;-;804
"130195 ITAMARATI";-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
