2014
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"110010 GUAJARA-MIRIM";-;26;33;48;42;45;40;54;37;48;47;38;21;30;20;23;22;10;23;20;15;11;12;7;9;6;9;8;3;5;1;-;2;3;1;-;5;1;3;3;1;3;3;2;3;2;4;11;9;12;11;19;20;-;831
"110011 JARU";-;155;164;96;71;99;63;67;46;49;60;53;39;58;30;29;22;22;14;23;17;26;32;24;15;9;16;10;11;12;12;6;9;2;3;1;5;6;13;13;17;32;23;39;54;58;104;103;153;109;159;187;124;3;2567
"110012 JI-PARANA";-;154;154;163;147;149;200;224;177;200;141;83;54;62;56;55;53;27;41;34;41;14;14;23;22;22;25;14;15;17;9;16;6;17;13;13;9;6;11;5;11;7;10;7;10;5;9;31;32;55;42;63;89;-;2857
"110013 MACHADINHO D'OESTE";-;50;37;24;40;58;62;37;21;42;29;23;16;23;34;15;36;38;33;23;7;10;24;9;7;1;4;7;5;3;6;2;11;4;2;1;5;-;3;3;3;3;4;4;11;13;32;49;94;71;71;38;50;-;1198
"110014 NOVA BRASILANDIA D'OESTE";-;18;47;63;47;53;57;49;56;59;68;73;75;69;80;66;72;61;52;57;39;31;47;26;23;12;17;11;15;11;8;9;6;9;13;6;10;8;5;6;6;7;11;3;4;6;6;10;7;13;8;10;12;-;1537
"110015 OURO PRETO DO OESTE";-;11;15;19;18;21;9;19;13;23;26;19;17;21;19;11;5;7;5;6;10;8;4;6;9;4;5;1;2;5;5;6;2;3;-;-;-;-;5;1;2;1;4;2;4;2;4;3;5;3;8;9;5;-;412
"110018 PIMENTA BUENO";-;71;92;111;109;111;150;120;115;120;118;88;82;72;57;71;64;33;29;25;25;12;16;8;2;11;4;10;7;8;6;9;8;10;7;3;12;4;10;5;7;4;10;13;13;10;4;20;13;25;47;33;48;-;2062
"110020 PORTO VELHO";-;171;181;197;184;242;264;273;215;243;224;241;243;234;219;206;169;157;146;135;126;101;75;86;61;69;70;78;78;65;47;35;37;29;19;19;17;19;24;21;19;20;39;41;33;51;61;70;58;62;82;75;70;4;5705
"110025 PRESIDENTE MEDICI";-;19;29;55;40;67;73;43;42;67;49;32;32;26;30;53;23;14;11;13;18;6;9;5;-;6;2;4;4;12;4;1;7;2;2;4;3;3;3;3;2;3;-;4;3;12;3;3;2;14;6;9;3;-;880
"110026 RIO CRESPO";-;6;11;5;3;3;-;5;16;6;6;4;6;11;10;6;7;6;10;3;1;3;3;-;1;3;1;1;1;-;1;2;-;-;1;2;-;-;-;-;-;-;1;-;-;1;-;-;-;2;3;-;-;1;152
"110028 ROLIM DE MOURA";-;74;50;136;99;59;64;76;102;47;94;89;60;59;38;44;38;30;39;34;33;31;25;17;20;22;19;12;10;11;21;16;12;13;7;9;8;10;12;5;10;7;6;2;6;12;7;11;10;17;30;33;32;2;1730
"110029 SANTA LUZIA D'OESTE";-;27;23;20;20;14;8;11;8;10;13;10;8;1;3;3;2;4;-;6;6;4;-;4;2;1;-;3;-;-;1;1;2;-;-;1;-;1;4;1;7;-;1;1;3;7;3;17;14;4;17;20;18;1;335
"110030 VILHENA";-;163;186;168;186;139;216;169;173;175;252;176;165;207;149;173;144;95;138;117;96;86;76;68;68;71;41;53;36;35;32;37;36;42;30;24;27;20;15;35;23;20;68;30;54;43;46;123;109;116;163;109;112;4;5139
"110032 SAO MIGUEL DO GUAPORE";-;12;23;45;10;8;9;9;9;12;12;7;4;5;-;10;3;6;4;8;19;14;3;6;4;2;1;-;1;2;-;1;1;-;-;-;2;-;-;-;1;1;1;2;1;1;3;5;3;15;10;2;5;-;302
"110033 NOVA MAMORE";-;13;24;26;41;48;43;27;25;40;49;47;33;30;43;20;28;25;34;19;18;13;9;14;6;10;7;6;10;2;2;5;2;1;3;1;-;1;-;-;4;3;5;3;3;3;5;7;12;12;12;12;22;1;829
"110034 ALVORADA D'OESTE";-;55;42;39;22;25;29;20;16;13;10;9;15;14;7;4;6;4;6;5;4;2;1;2;2;1;1;3;2;1;4;-;1;-;3;2;1;-;2;-;-;-;1;1;4;4;5;10;33;36;31;33;52;-;583
"110037 ALTO ALEGRE DOS PARECIS";-;16;22;12;27;11;10;11;9;7;11;11;5;6;6;3;3;7;2;5;1;1;3;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;3;1;6;11;21;23;14;6;4;7;23;7;11;9;9;2;349
"110040 ALTO PARAISO";-;10;16;8;15;13;8;6;5;14;14;17;5;11;2;5;2;3;14;8;2;5;4;7;5;3;-;1;1;2;3;-;1;1;-;1;1;-;-;1;-;4;4;3;1;8;6;7;2;5;4;7;3;-;268
"110045 BURITIS";-;76;68;92;104;101;89;81;51;77;51;47;42;39;41;25;37;23;39;24;25;19;21;25;19;23;13;26;10;13;14;6;8;4;7;8;11;8;10;10;8;14;8;8;15;14;33;24;39;34;42;43;42;11;1722
"110050 NOVO HORIZONTE DO OESTE";-;2;6;2;5;9;7;22;21;19;7;5;3;4;7;1;2;3;3;3;-;3;4;2;1;1;-;-;1;2;1;1;-;-;-;-;2;-;-;1;1;3;-;1;3;4;3;-;-;1;-;1;2;-;169
"110060 CACAULANDIA";-;22;16;28;26;37;35;29;31;22;33;15;8;7;6;6;5;9;21;13;5;10;7;3;2;1;1;2;2;-;-;2;-;-;1;-;-;-;1;-;-;-;3;-;-;1;1;2;5;3;9;5;10;-;445
"110070 CAMPO NOVO DE RONDONIA";-;19;15;19;25;11;17;10;6;6;8;16;13;6;6;8;11;3;2;7;4;-;3;-;8;5;1;2;3;-;3;2;1;1;3;3;1;-;-;3;6;5;4;6;26;37;78;26;40;24;33;28;12;1;577
"110080 CANDEIAS DO JAMARI";-;23;11;16;18;10;14;21;13;19;6;11;9;8;9;18;7;9;16;7;5;8;8;6;18;8;3;4;5;2;2;5;5;3;1;1;6;2;2;-;3;3;4;-;3;6;7;10;12;5;9;3;16;-;420
"110090 CASTANHEIRAS";-;4;7;4;1;5;6;7;2;9;5;1;5;5;5;4;2;1;2;2;3;2;2;-;-;1;3;-;1;-;-;-;-;1;-;1;-;1;-;-;1;1;1;1;6;3;-;5;4;7;6;-;1;-;128
"110092 CHUPINGUAIA";-;19;13;20;11;12;20;29;21;40;32;18;17;22;23;23;24;24;14;18;14;17;10;6;11;8;6;10;10;7;7;2;3;3;-;4;7;-;2;3;3;5;2;2;2;1;7;6;1;6;3;1;2;1;572
"110094 CUJUBIM";-;11;9;15;6;36;34;37;14;13;16;20;20;16;11;14;9;4;9;4;14;6;1;4;2;4;3;2;3;1;4;2;3;4;1;1;1;1;1;3;1;1;3;1;-;2;3;7;14;7;11;16;16;-;441
"110100 GOVERNADOR JORGE TEIXEIRA";-;6;2;1;4;5;2;4;5;3;3;1;1;4;-;1;2;-;1;2;3;4;-;-;-;3;4;2;12;2;-;2;2;-;1;-;5;7;6;15;3;4;5;7;8;7;10;14;6;4;12;7;10;-;212
"110110 ITAPUA DO OESTE";-;12;15;15;24;19;24;25;26;31;22;20;20;11;10;8;3;-;6;10;5;17;10;7;11;5;12;8;7;8;6;3;8;4;3;2;2;3;3;3;2;-;3;2;4;-;-;25;16;9;4;4;10;-;507
"110120 MINISTRO ANDREAZZA";-;16;10;7;12;6;13;4;7;1;12;6;7;8;12;3;4;2;5;3;6;1;3;1;2;1;2;1;1;2;1;1;-;1;-;1;1;-;7;4;8;5;8;15;5;7;5;4;6;5;13;6;3;-;264
"110130 MIRANTE DA SERRA";-;4;8;9;16;6;9;21;11;4;1;4;4;5;9;12;7;4;7;2;2;5;3;8;6;6;5;1;5;1;7;6;3;2;-;-;5;-;1;1;2;-;-;-;1;-;-;3;-;-;3;20;7;-;246
"110140 MONTE NEGRO";-;33;18;18;12;14;23;28;11;14;21;14;17;27;18;14;14;4;6;7;4;2;4;4;10;4;6;1;2;6;1;1;2;3;1;1;3;1;1;2;2;2;7;10;17;17;48;44;42;38;23;16;19;-;657
"110143 NOVA UNIAO";-;-;2;1;1;3;3;6;1;2;4;5;3;6;6;2;-;2;2;7;1;2;3;4;1;-;2;1;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;1;1;-;1;-;-;78
"110145 PARECIS";-;5;11;31;14;16;20;19;8;16;18;11;12;16;13;8;10;2;1;4;8;1;6;9;4;5;-;1;-;3;-;3;1;3;1;3;4;7;4;6;6;14;11;18;15;9;16;3;6;9;-;6;2;3;422
"110146 PIMENTEIRAS DO OESTE";-;2;4;12;9;4;15;14;16;7;7;5;12;2;2;2;1;2;1;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;-;2;2;-;-;3;-;132
"110147 PRIMAVERA DE RONDONIA";-;11;5;9;4;4;4;-;8;4;4;11;7;5;1;-;-;1;1;-;2;-;2;-;-;-;1;-;1;-;1;2;2;5;6;5;4;2;4;5;5;5;11;9;7;13;14;13;18;19;19;19;6;-;279
"110148 SAO FELIPE D'OESTE";-;9;12;12;12;12;17;19;10;13;5;7;6;5;9;13;8;9;7;7;4;5;4;7;8;7;13;9;6;9;6;3;1;1;1;5;4;3;5;-;3;3;2;-;3;3;6;6;3;6;6;3;6;-;343
"110149 SAO FRANCISCO DO GUAPORE";-;17;24;14;12;27;25;26;21;23;27;30;27;15;17;16;24;27;28;22;26;17;12;9;10;15;9;9;3;4;6;4;2;4;4;7;2;4;4;1;2;4;3;-;2;2;6;11;8;11;8;4;8;2;645
"110150 SERINGUEIRAS";-;4;20;54;47;34;39;65;30;44;36;27;32;24;24;14;8;18;16;13;6;7;14;8;7;6;4;2;1;1;-;1;-;-;1;-;-;-;1;-;1;-;-;-;1;2;1;2;1;2;6;8;6;-;638
"110155 TEIXEIROPOLIS";-;-;4;3;2;2;3;-;7;6;4;3;5;5;3;2;6;5;2;1;2;-;1;1;1;-;1;-;1;1;1;-;-;-;1;-;-;1;-;-;1;-;-;1;1;1;1;2;2;2;3;1;2;-;91
"110160 THEOBROMA";-;12;14;14;15;9;6;6;5;11;7;5;5;7;2;7;4;4;3;-;1;2;-;-;1;1;-;3;-;-;-;-;1;-;-;1;1;-;1;3;1;-;1;1;-;-;2;3;1;-;10;10;2;-;182
"110170 URUPA";-;10;19;9;16;12;10;8;8;4;6;9;4;3;4;4;-;-;4;2;3;1;1;1;2;-;1;3;-;-;-;1;2;1;-;-;1;1;-;-;-;-;1;-;-;5;6;10;13;8;12;17;11;13;246
"110175 VALE DO ANARI";-;11;13;13;12;10;9;8;3;8;4;3;9;10;6;12;9;8;6;4;3;6;3;1;4;2;5;2;2;5;4;-;1;1;-;5;-;1;-;1;-;-;-;-;2;3;3;2;1;2;5;5;10;-;237
"110180 VALE DO PARAISO";-;2;3;4;13;17;6;21;6;12;26;17;15;16;10;15;12;11;4;4;4;2;9;2;3;3;1;1;3;1;5;1;-;1;2;-;-;-;4;1;-;-;-;3;-;-;1;-;-;-;3;3;2;-;269
"120001 ACRELANDIA";-;32;38;32;33;40;19;17;10;12;14;9;14;8;8;16;4;9;9;8;2;4;7;4;4;1;3;1;2;3;4;1;-;3;1;-;-;2;1;4;7;8;12;7;10;7;20;7;15;15;12;21;11;-;531
"120005 ASSIS BRASIL";-;126;134;150;139;189;145;131;89;98;75;84;87;42;38;34;41;17;18;29;16;14;8;15;2;3;4;9;5;3;7;1;4;4;4;8;4;3;6;3;11;11;11;24;28;32;32;42;30;28;89;42;85;15;2269
"120010 BRASILEIA";-;404;308;255;192;75;69;79;53;61;79;41;33;37;21;23;25;18;18;14;9;15;11;12;8;7;6;10;10;13;7;5;8;3;8;8;5;6;9;4;11;5;12;16;28;32;22;27;46;77;120;195;205;27;2792
"120013 BUJARI";-;33;20;21;32;39;39;46;33;38;29;16;17;13;13;7;12;8;4;6;3;2;5;3;5;2;3;2;6;5;3;2;4;3;1;2;2;1;1;5;3;2;5;3;4;8;3;10;2;13;28;19;11;-;597
"120017 CAPIXABA";-;23;18;22;14;16;13;14;14;15;16;23;12;6;12;21;23;10;8;7;7;6;4;3;3;3;1;1;1;1;1;2;4;-;4;-;2;3;5;2;1;9;9;6;10;12;18;50;64;65;64;14;11;-;673
"120020 CRUZEIRO DO SUL";-;1136;1356;1210;823;794;641;586;478;445;372;351;332;209;247;218;230;186;235;238;264;259;241;215;204;177;177;166;199;181;213;295;285;341;559;941;1313;1789;1750;1816;2102;1861;2017;1821;1499;1552;1626;1721;1637;1470;1380;1038;825;479;42500
"120025 EPITACIOLANDIA";-;256;203;170;132;66;73;54;61;72;70;57;52;57;60;69;42;31;25;28;23;18;16;11;11;4;12;6;12;15;6;11;6;16;5;8;11;13;10;12;14;14;15;25;24;32;39;44;51;81;80;110;104;17;2454
"120030 FEIJO";-;94;104;95;86;68;91;56;60;49;28;27;12;15;5;16;32;17;35;25;19;14;16;21;20;14;8;10;6;13;18;13;13;6;15;23;26;68;95;84;100;98;112;129;168;210;208;221;214;127;137;46;20;-;3207
"120032 JORDAO";-;-;1;1;1;1;2;1;2;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;13
"120033 MANCIO LIMA";-;99;103;53;47;65;45;56;53;53;46;42;29;26;31;20;23;31;22;19;25;21;17;11;13;9;12;11;20;9;14;18;23;21;16;20;23;49;56;34;30;30;62;71;65;77;93;122;148;129;76;67;50;17;2322
"120034 MANOEL URBANO";-;8;2;12;7;9;8;5;3;28;10;10;5;5;8;3;7;9;11;18;12;30;20;13;11;6;10;5;3;1;5;4;1;2;3;2;2;5;3;1;6;13;38;48;78;54;28;6;23;12;12;6;3;-;634
"120035 MARECHAL THAUMATURGO";-;58;69;97;103;94;45;52;50;40;21;28;19;10;19;20;16;19;26;34;23;8;4;3;5;2;1;2;1;2;2;2;4;4;4;4;12;8;6;1;3;4;9;11;14;20;47;55;74;98;66;70;59;20;1468
"120038 PLACIDO DE CASTRO";-;135;110;50;40;34;33;28;22;26;20;21;10;18;11;10;12;2;4;5;5;6;7;4;4;6;3;7;7;1;4;3;2;4;2;3;2;10;8;14;8;14;16;22;36;44;57;63;59;61;149;207;140;2;1571
"120039 PORTO WALTER";-;10;17;16;17;18;15;4;10;12;15;9;13;10;12;9;6;6;5;3;3;1;4;2;2;3;-;-;2;3;3;4;1;1;2;2;3;3;4;7;1;5;10;4;17;21;16;17;12;9;9;10;10;3;401
"120040 RIO BRANCO";-;1086;1190;1742;1552;1168;1017;855;718;710;620;451;383;366;329;272;245;179;215;172;155;132;108;81;82;81;72;61;61;49;52;53;46;49;40;63;41;50;79;46;57;74;70;89;93;85;154;169;236;292;468;509;421;101;17489
"120042 RODRIGUES ALVES";-;80;103;96;107;109;79;86;86;58;50;80;47;47;39;39;26;28;41;48;43;46;36;27;26;10;19;20;14;14;21;18;24;13;11;6;24;17;18;25;28;32;34;42;50;66;81;105;124;111;87;90;65;14;2610
"120043 SANTA ROSA DO PURUS";-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;1;-;3;-;-;-;-;1;-;-;-;14
"120045 SENADOR GUIOMARD";-;109;51;34;39;16;19;8;6;3;6;8;6;7;6;12;5;6;10;13;6;2;4;-;4;1;4;2;1;3;2;1;2;3;-;-;3;5;1;2;1;3;-;2;5;1;5;13;58;104;138;76;10;-;826
"120050 SENA MADUREIRA";-;124;80;80;83;100;72;87;88;88;74;78;68;41;46;41;36;37;42;21;26;14;27;15;19;9;6;12;10;6;6;8;4;11;5;10;13;13;24;27;55;60;90;81;75;182;177;175;157;130;164;139;80;2;3118
"120060 TARAUACA";-;678;588;503;365;362;276;254;324;300;189;160;138;81;45;59;55;62;45;26;44;47;22;25;16;24;18;13;10;11;14;32;21;14;22;40;8;12;4;8;41;80;90;129;149;170;184;183;191;222;175;173;128;9;6839
"120070 XAPURI";-;146;96;165;156;157;160;157;121;111;106;82;57;76;44;53;33;35;30;33;14;16;15;14;16;9;6;7;8;17;8;11;8;12;4;4;2;7;3;3;3;6;8;14;17;16;37;49;111;300;246;135;84;24;3052
"120080 PORTO ACRE";-;33;37;54;44;55;27;43;27;28;48;72;35;19;15;9;13;12;11;14;10;10;5;8;4;5;9;5;4;3;-;3;1;5;1;3;2;3;6;6;6;14;9;15;23;9;30;34;46;52;27;35;22;2;1013
"130002 ALVARAES";-;15;14;22;22;8;9;8;15;6;20;30;37;30;15;17;21;13;14;16;10;5;11;4;4;2;1;7;3;5;2;2;2;3;15;9;12;5;5;6;18;18;11;16;10;23;11;14;15;18;34;22;17;-;672
"130006 AMATURA";-;-;-;2;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;1;2;-;1;-;-;-;-;-;-;-;-;-;14
"130008 ANAMA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"130010 ANORI";-;-;1;-;1;6;4;5;4;2;3;4;2;3;2;-;-;2;3;-;-;2;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;-;-;-;-;-;52
"130014 APUI";-;4;3;1;2;2;2;2;-;-;2;-;1;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;1;1;-;31
"130020 ATALAIA DO NORTE";-;16;9;4;6;19;48;20;2;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;2;5;12;14;14;18;7;10;10;6;35;18;12;9;4;5;-;312
"130030 AUTAZES";-;-;-;-;1;1;3;3;9;7;1;-;1;1;-;2;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;37
"130040 BARCELOS";-;2;4;-;4;2;3;2;-;-;2;4;4;5;5;7;1;9;7;10;16;27;21;7;4;2;1;9;4;1;2;3;-;2;4;5;5;4;3;4;5;2;2;3;1;-;1;-;2;-;-;-;-;-;211
"130050 BARREIRINHA";-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"130060 BENJAMIN CONSTANT";-;113;139;104;76;65;71;39;31;18;24;27;15;17;18;9;1;2;6;4;2;1;4;1;1;-;-;1;3;1;3;29;8;12;8;22;38;115;123;199;200;198;148;119;76;71;85;93;115;112;113;140;154;-;2974
"130063 BERURI";-;-;2;10;10;5;9;6;7;2;-;1;1;2;2;1;1;1;-;-;1;2;-;-;2;1;1;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;73
"130068 BOA VISTA DO RAMOS";-;3;2;3;2;5;1;-;-;-;-;1;4;2;4;5;5;2;1;2;1;1;-;-;-;-;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;49
"130070 BOCA DO ACRE";-;30;56;54;33;45;29;19;17;18;20;21;11;22;8;5;5;9;10;3;7;7;5;11;6;4;5;7;3;1;-;-;3;9;14;19;23;17;14;38;43;54;44;61;58;48;36;46;44;22;19;26;29;2;1140
"130080 BORBA";-;4;13;16;9;20;18;17;11;16;20;8;9;9;9;6;6;10;4;3;6;2;4;5;4;3;3;1;1;1;5;5;2;2;6;2;2;5;6;6;1;4;1;3;2;6;4;8;4;5;6;8;3;-;334
"130083 CAAPIRANGA";-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"130090 CANUTAMA";-;-;1;1;8;7;21;7;-;4;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;54
"130100 CARAUARI";-;42;68;69;137;118;32;34;14;27;12;15;17;19;13;12;12;6;4;5;10;3;6;-;3;3;3;3;1;5;2;-;1;-;3;2;1;-;2;2;1;-;7;6;16;44;60;103;95;98;80;49;62;-;1327
"130110 CAREIRO";-;-;3;-;-;1;4;1;5;-;1;1;2;1;3;1;1;2;-;2;4;4;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;44
"130115 CAREIRO DA VARZEA";-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"130120 COARI";-;65;57;81;119;156;173;58;33;41;34;45;26;41;63;52;18;18;27;26;22;17;10;23;9;9;9;15;40;19;17;9;6;12;7;6;1;4;-;1;4;4;9;3;1;4;8;11;12;6;26;29;24;-;1510
"130130 CODAJAS";-;4;3;5;4;1;2;-;-;2;7;6;16;16;21;6;1;-;4;4;-;1;1;-;2;-;2;1;5;2;-;5;2;-;-;-;2;1;1;-;-;-;-;-;-;-;1;1;1;-;1;4;2;-;137
"130140 EIRUNEPE";-;16;33;18;22;22;17;21;18;16;16;12;7;3;6;4;5;5;2;8;6;5;2;-;-;3;2;3;1;-;-;-;1;-;1;3;3;2;-;2;5;7;11;8;7;2;5;7;7;17;25;22;21;4;433
"130150 ENVIRA";-;28;30;33;30;39;26;10;5;11;26;19;9;6;8;8;14;14;17;4;12;3;2;2;3;1;2;7;4;1;1;-;4;-;1;1;-;-;-;-;-;-;-;1;-;1;2;-;-;1;1;1;3;4;395
"130160 FONTE BOA";-;-;1;-;1;2;-;-;-;-;-;1;-;1;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"130165 GUAJARA";-;88;71;93;43;58;41;44;35;45;57;47;36;25;26;25;25;27;26;28;38;34;20;43;20;22;11;25;17;25;23;16;41;41;28;28;29;31;27;35;40;55;57;57;66;57;88;110;86;86;119;80;60;13;2368
"130170 HUMAITA";-;52;62;84;58;80;77;48;42;63;40;28;35;40;32;24;38;27;31;15;13;12;11;12;7;15;12;11;4;6;2;5;2;2;2;3;9;2;5;8;4;6;7;11;8;12;18;16;11;15;19;26;29;-;1201
"130180 IPIXUNA";-;61;40;50;34;51;61;35;38;59;19;38;28;31;9;22;21;20;33;37;37;12;8;7;16;12;12;34;17;16;6;5;16;4;1;4;2;1;3;2;4;7;4;10;24;13;26;15;37;25;37;44;40;-;1188
"130185 IRANDUBA";-;8;16;14;11;19;15;20;14;23;32;42;34;29;21;25;20;27;24;23;22;18;12;8;9;10;9;12;11;13;5;4;6;3;1;5;1;4;-;5;4;2;7;1;3;1;-;2;4;2;7;4;7;-;619
"130190 ITACOATIARA";-;26;24;49;81;78;69;91;82;83;46;103;83;44;47;44;52;39;14;14;24;13;10;17;10;4;6;8;11;4;6;6;5;4;8;3;3;5;2;4;3;-;3;3;1;4;3;3;2;3;1;9;12;3;1272
