2017
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"110010 GUAJARA-MIRIM";-;24;30;43;37;36;24;38;17;27;20;20;10;9;8;8;11;3;10;4;4;4;4;2;4;5;6;7;2;3;-;-;1;2;1;-;3;1;3;1;-;1;1;1;2;1;2;9;3;12;8;16;19;-;507
"110011 JARU";-;155;160;94;66;94;60;64;36;41;51;48;32;33;17;21;14;16;10;14;12;24;27;23;13;7;16;5;8;9;9;6;9;2;3;1;4;6;13;13;17;32;23;39;50;56;103;101;149;104;151;185;121;3;2370
"110012 JI-PARANA";-;107;95;108;90;85;110;79;60;73;67;42;35;32;31;23;43;23;32;27;31;10;11;14;11;14;17;11;11;9;9;14;4;15;12;11;6;4;11;4;7;5;7;3;4;2;3;26;20;41;38;59;71;-;1677
"110013 MACHADINHO D'OESTE";-;46;28;18;35;46;35;12;7;18;10;16;9;19;31;13;35;33;26;22;6;7;16;5;6;1;3;5;3;3;6;2;11;2;1;-;3;-;1;1;1;-;3;2;5;1;2;2;8;2;4;12;35;-;618
"110014 NOVA BRASILANDIA D'OESTE";-;9;17;28;20;24;26;24;32;37;48;59;60;58;66;62;64;53;48;54;33;24;45;25;21;12;17;11;15;11;7;9;6;9;12;6;9;8;5;6;6;7;10;1;3;6;5;10;6;12;7;5;9;-;1167
"110015 OURO PRETO DO OESTE";-;7;5;14;12;9;6;7;7;5;7;7;5;8;10;5;-;2;3;4;6;8;3;2;6;2;1;1;-;4;3;4;2;-;-;-;-;-;4;1;1;-;1;1;3;1;4;2;4;3;5;4;3;-;202
"110018 PIMENTA BUENO";-;54;69;71;70;88;112;85;68;81;80;55;55;42;30;34;36;27;22;22;19;9;13;4;1;11;4;8;6;7;4;7;6;6;7;-;11;3;7;4;5;1;4;10;9;5;4;12;9;18;38;30;35;-;1418
"110020 PORTO VELHO";-;147;152;172;161;187;201;157;125;181;157;184;187;186;147;161;149;138;124;103;105;91;66;71;48;49;47;61;63;50;37;29;34;26;18;18;7;17;18;11;12;13;29;25;19;33;32;45;47;38;67;58;56;-;4359
"110025 PRESIDENTE MEDICI";-;18;26;51;39;65;66;39;36;59;45;25;26;23;15;29;12;7;7;9;17;5;5;4;-;5;2;3;4;12;4;1;6;2;1;2;3;1;2;2;2;1;-;2;1;9;2;3;2;14;6;6;3;-;729
"110026 RIO CRESPO";-;4;9;2;1;3;-;2;9;-;3;4;5;4;5;4;4;6;9;1;1;3;3;-;1;3;1;1;1;-;1;2;-;-;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;2;3;-;-;-;101
"110028 ROLIM DE MOURA";-;36;25;65;47;48;57;58;64;32;60;55;47;37;30;43;37;30;33;33;33;30;23;15;19;21;15;12;10;11;21;16;12;13;7;8;7;9;11;5;10;6;5;1;6;12;6;10;7;16;15;14;18;-;1261
"110029 SANTA LUZIA D'OESTE";-;18;12;15;10;11;5;8;7;7;11;10;6;1;1;2;2;3;-;6;6;3;-;4;2;1;-;3;-;-;-;1;2;-;-;1;-;1;3;1;7;-;1;1;3;6;3;16;13;3;15;17;17;-;265
"110030 VILHENA";-;144;157;129;156;118;181;131;136;125;217;149;138;185;131;155;126;77;124;104;88;77;68;58;60;61;37;48;32;33;30;34;33;35;27;16;27;20;11;35;20;18;68;28;53;40;43;112;98;103;154;101;105;1;4457
"110032 SAO MIGUEL DO GUAPORE";-;3;19;39;9;3;5;4;7;9;11;5;3;4;-;9;2;4;4;7;19;14;3;6;4;2;1;-;1;1;-;-;1;-;-;-;-;-;-;-;1;1;1;2;-;-;2;3;2;13;9;1;-;-;234
"110033 NOVA MAMORE";-;7;19;23;40;43;36;21;23;32;40;35;24;16;22;14;14;19;26;8;13;2;6;7;5;7;4;4;8;2;2;4;2;1;3;-;-;1;-;-;4;3;5;2;3;3;5;7;10;10;12;12;19;-;628
"110034 ALVORADA D'OESTE";-;53;34;35;12;19;22;7;9;5;5;3;2;3;4;1;5;2;4;2;2;2;1;1;-;-;-;3;-;-;3;-;1;-;2;1;1;-;1;-;-;-;-;-;3;2;4;8;32;33;28;32;51;-;438
"110037 ALTO ALEGRE DOS PARECIS";-;14;20;10;25;6;7;8;6;5;10;10;4;5;3;2;3;7;2;5;-;1;3;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;3;1;5;10;21;23;13;6;3;6;20;7;11;8;4;-;300
"110040 ALTO PARAISO";-;7;14;6;11;12;4;5;3;9;13;12;4;9;1;5;1;3;13;5;1;5;4;7;2;3;-;1;1;2;3;-;-;1;-;1;-;-;-;-;-;4;3;2;1;8;6;5;2;4;4;6;1;-;214
"110045 BURITIS";-;57;54;67;85;78;68;46;29;52;25;23;26;21;23;15;27;17;21;12;16;13;20;16;15;19;11;21;8;12;13;5;7;4;4;6;11;7;9;9;6;10;6;6;8;8;19;16;18;21;31;30;33;6;1190
"110050 NOVO HORIZONTE DO OESTE";-;1;1;1;3;7;2;3;1;6;5;2;3;1;2;-;2;3;3;3;-;1;2;1;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;2;-;1;3;3;2;-;-;1;-;-;-;-;70
"110060 CACAULANDIA";-;22;16;28;26;37;35;28;29;20;25;15;8;7;6;6;3;8;19;11;5;8;7;2;2;1;1;2;2;-;-;2;-;-;1;-;-;-;1;-;-;-;2;-;-;-;1;2;2;-;6;4;10;-;410
"110070 CAMPO NOVO DE RONDONIA";-;15;11;17;25;5;15;9;3;5;6;15;11;5;6;6;10;3;2;7;4;-;1;-;6;5;-;1;3;-;3;1;1;1;2;2;-;-;-;1;2;1;1;1;2;2;4;3;8;15;24;19;8;-;297
"110080 CANDEIAS DO JAMARI";-;13;9;9;10;6;7;6;5;7;4;9;7;5;5;7;2;4;13;6;3;1;2;2;16;4;2;3;5;-;1;4;3;2;-;1;1;1;1;-;-;2;1;-;2;-;4;1;3;2;2;-;8;-;211
"110090 CASTANHEIRAS";-;4;6;4;-;1;5;6;2;6;2;1;2;3;1;1;-;1;1;2;2;2;1;-;-;1;3;-;1;-;-;-;-;-;-;1;-;1;-;-;1;1;1;1;6;3;-;5;4;7;5;-;1;-;95
"110092 CHUPINGUAIA";-;13;8;19;9;10;14;25;14;34;32;13;15;16;19;14;16;19;13;16;14;16;10;5;10;5;5;9;8;5;5;1;3;3;-;4;6;-;1;3;1;3;1;2;2;1;5;6;-;3;3;1;-;-;460
"110094 CUJUBIM";-;10;8;14;6;35;34;37;13;13;16;16;19;13;7;13;9;4;9;4;12;6;1;4;2;4;3;2;3;1;4;2;2;4;1;1;-;1;1;3;1;1;2;1;-;2;2;-;1;2;3;6;8;-;366
"110100 GOVERNADOR JORGE TEIXEIRA";-;6;2;1;3;2;2;-;-;2;3;-;-;3;-;-;2;-;1;2;3;2;-;-;-;3;4;2;12;2;-;2;2;-;1;-;5;7;6;15;3;4;4;7;8;7;10;14;5;4;12;7;10;-;190
"110110 ITAPUA DO OESTE";-;12;14;14;22;18;24;24;22;30;18;19;16;9;8;4;1;-;4;7;5;14;9;7;9;4;12;8;6;3;3;2;2;3;3;2;1;2;1;2;-;-;1;1;-;-;-;22;11;5;4;4;8;-;420
"110120 MINISTRO ANDREAZZA";-;13;10;6;9;4;7;3;5;1;10;3;6;8;7;3;4;2;4;2;4;1;3;1;2;1;1;-;1;2;1;1;-;-;-;-;-;-;2;-;-;-;-;1;1;-;-;1;4;2;10;3;2;-;151
"110130 MIRANTE DA SERRA";-;4;7;7;10;6;4;20;10;4;1;4;4;5;5;12;7;4;7;2;2;5;3;8;6;6;5;1;2;-;7;6;3;2;-;-;4;-;1;1;2;-;-;-;1;-;-;3;-;-;3;20;7;-;221
"110140 MONTE NEGRO";-;30;14;16;10;13;21;23;10;11;17;14;17;24;14;14;11;4;6;6;4;2;3;4;10;3;6;1;2;6;-;1;2;3;1;1;3;1;1;1;2;2;7;9;16;17;48;43;42;36;22;14;14;-;602
"110143 NOVA UNIAO";-;-;2;-;-;1;-;3;-;2;4;4;2;2;5;1;-;2;2;4;1;-;2;1;1;-;2;1;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;1;1;-;1;-;-;50
"110145 PARECIS";-;2;5;21;10;11;14;15;5;10;16;9;10;12;10;6;8;1;1;2;2;1;2;8;2;4;-;1;-;1;-;-;1;3;1;1;-;3;3;4;-;2;2;1;2;-;3;1;1;4;-;1;2;3;227
"110146 PIMENTEIRAS DO OESTE";-;2;2;9;4;4;14;12;11;3;3;2;2;1;2;1;1;-;1;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;2;-;-;1;-;85
"110147 PRIMAVERA DE RONDONIA";-;11;4;8;4;3;3;-;7;4;4;11;6;5;1;-;-;1;1;-;2;-;2;-;-;-;1;-;-;-;1;1;2;3;6;5;4;2;4;5;5;4;11;9;7;13;14;13;18;18;19;18;5;-;265
"110148 SAO FELIPE D'OESTE";-;6;11;6;8;7;7;8;7;5;1;3;2;4;3;7;6;8;7;6;3;5;1;5;7;7;10;8;4;8;3;2;-;1;1;5;3;3;3;-;3;1;2;-;2;3;6;5;3;5;4;1;2;-;228
"110149 SAO FRANCISCO DO GUAPORE";-;12;19;11;10;21;21;24;21;19;21;25;9;14;12;16;20;25;27;20;25;15;11;7;10;15;9;8;3;4;6;4;2;4;4;6;2;4;4;1;2;4;3;-;1;1;5;2;5;4;4;2;7;-;531
"110150 SERINGUEIRAS";-;3;15;40;38;32;29;49;18;29;28;22;27;24;24;13;7;18;16;13;5;6;14;8;7;5;4;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;-;2;4;8;6;-;524
"110155 TEIXEIROPOLIS";-;-;4;3;2;2;3;-;6;6;3;3;5;4;3;1;5;5;2;1;1;-;1;1;1;-;1;-;1;-;1;-;-;-;1;-;-;1;-;-;1;-;-;1;1;1;-;2;2;2;3;1;2;-;83
"110160 THEOBROMA";-;11;14;10;15;9;4;5;4;10;7;4;5;7;1;7;-;3;2;-;1;2;-;-;1;1;-;1;-;-;-;-;1;-;-;-;-;-;1;2;-;-;1;-;-;-;2;3;-;-;6;7;2;-;149
"110170 URUPA";-;5;9;5;8;4;6;5;4;2;4;5;3;3;3;3;-;-;3;2;2;-;-;1;1;-;1;2;-;-;-;1;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;2;4;7;8;3;-;109
"110175 VALE DO ANARI";-;7;10;12;11;10;6;8;3;8;4;3;6;6;6;12;9;8;6;4;3;6;3;1;4;2;5;1;2;5;3;-;1;1;-;5;-;-;-;-;-;-;-;-;2;3;3;2;-;-;2;5;9;-;207
"110180 VALE DO PARAISO";-;1;3;4;12;14;5;9;2;5;12;10;7;7;9;13;10;6;4;3;4;2;9;2;3;3;1;1;3;1;5;1;-;1;2;-;-;-;4;1;-;-;-;2;-;-;1;-;-;-;3;3;2;-;190
"120001 ACRELANDIA";-;32;36;32;31;40;19;17;10;10;13;9;14;7;8;16;4;8;8;8;2;4;7;4;3;1;3;1;2;2;4;1;-;3;1;-;-;2;1;4;7;8;12;6;10;6;19;6;14;14;12;17;11;-;509
"120005 ASSIS BRASIL";-;125;131;128;64;54;53;56;51;69;57;79;87;40;38;31;38;17;18;29;16;14;8;15;1;2;1;9;3;3;7;1;4;4;4;8;4;3;6;3;11;11;11;23;26;32;31;40;30;28;88;42;84;15;1753
"120010 BRASILEIA";-;403;308;255;191;73;67;77;50;55;70;40;31;34;17;23;24;17;18;14;8;15;11;12;8;7;5;10;10;13;7;5;8;3;8;8;5;6;9;3;10;4;12;16;25;30;21;26;43;72;114;192;202;23;2718
"120013 BUJARI";-;32;20;19;30;37;38;44;32;35;28;12;10;7;10;6;8;3;4;6;3;2;3;3;4;2;1;2;2;5;3;1;2;2;1;1;2;-;1;5;2;2;4;3;3;8;2;7;2;12;28;15;9;-;523
"120017 CAPIXABA";-;22;17;21;13;16;9;10;13;13;13;22;11;4;8;4;7;9;7;4;6;2;4;2;1;2;1;1;-;1;1;2;3;-;2;-;2;3;5;2;1;8;8;6;10;12;18;49;62;64;63;14;11;-;589
"120020 CRUZEIRO DO SUL";-;625;797;673;438;409;339;316;235;246;217;194;173;135;153;150;155;96;124;145;178;154;130;105;79;57;51;65;74;71;51;66;40;51;40;33;38;53;44;55;70;103;169;169;186;328;354;443;442;502;553;442;355;16;11187
"120025 EPITACIOLANDIA";-;248;193;146;117;55;61;42;52;53;52;47;34;31;44;45;30;25;16;26;18;14;16;11;10;4;11;5;11;12;5;11;6;14;4;6;10;11;9;11;10;11;12;23;23;30;37;41;48;72;76;103;98;17;2117
"120030 FEIJO";-;92;102;92;86;67;89;56;59;49;28;26;12;14;5;16;32;17;35;23;19;14;16;20;20;14;8;10;6;13;17;13;13;6;15;22;26;68;94;84;99;98;112;129;168;210;208;221;211;125;136;44;19;-;3178
"120032 JORDAO";-;-;1;1;-;-;2;1;1;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;10
"120033 MANCIO LIMA";-;84;87;38;31;54;36;42;35;46;38;34;23;24;19;20;21;23;16;15;23;20;15;8;7;6;9;8;15;7;10;15;20;16;12;12;9;37;48;20;17;17;41;57;50;54;82;107;128;114;50;50;41;1;1812
"120034 MANOEL URBANO";-;8;2;12;7;9;8;5;3;28;10;10;5;5;7;3;7;9;11;18;12;30;20;13;11;6;10;5;3;1;5;4;1;2;3;2;2;5;2;1;6;13;38;48;78;53;28;6;23;12;12;6;3;-;631
"120035 MARECHAL THAUMATURGO";-;54;68;94;101;92;43;51;49;36;21;27;18;10;17;18;16;17;24;34;22;8;4;2;4;1;1;2;1;2;2;1;4;3;4;2;4;7;4;1;2;3;7;8;12;18;41;53;72;90;64;70;57;18;1384
"120038 PLACIDO DE CASTRO";-;134;107;49;37;31;29;26;17;17;17;13;8;16;8;7;8;2;4;5;3;4;5;4;4;6;3;6;7;1;4;3;2;3;2;3;2;9;8;13;8;14;16;20;36;43;57;63;58;60;148;207;138;2;1497
"120039 PORTO WALTER";-;9;12;13;16;16;12;3;9;10;15;8;11;6;10;9;5;5;5;2;3;1;3;2;1;3;-;-;2;2;3;4;1;-;1;1;-;2;1;5;-;3;6;2;14;12;11;12;9;7;7;8;7;-;309
"120040 RIO BRANCO";-;1042;1145;1676;1480;1102;913;781;624;638;564;408;320;314;272;243;207;147;177;133;122;103;84;67;66;69;64;51;55;39;39;43;43;39;31;52;33;37;62;38;48;55;55;68;79;71;134;152;211;267;426;490;381;83;15843
"120042 RODRIGUES ALVES";-;67;80;72;87;75;63;67;77;44;37;66;41;36;27;29;17;20;32;43;37;42;28;24;15;6;10;15;12;12;19;17;21;12;8;4;11;14;6;13;17;17;9;21;25;46;55;82;89;81;73;70;48;7;1946
"120043 SANTA ROSA DO PURUS";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;1;-;-;-;9
"120045 SENADOR GUIOMARD";-;108;48;33;35;16;16;7;2;2;4;2;3;1;1;3;2;2;9;8;3;2;1;-;2;1;2;1;-;2;-;1;1;-;-;-;1;2;1;1;-;3;-;1;2;1;3;13;56;102;138;74;6;-;722
"120050 SENA MADUREIRA";-;119;75;76;76;95;68;85;87;85;68;76;64;38;43;38;36;35;42;20;26;14;27;14;18;8;5;9;10;6;6;8;4;9;4;10;12;12;23;26;54;60;88;81;75;182;176;174;155;130;163;138;78;2;3033
"120060 TARAUACA";-;675;584;500;364;358;274;252;322;300;188;158;137;80;45;58;52;61;45;26;44;47;20;25;16;24;16;13;10;11;14;32;20;14;21;37;6;9;4;7;41;79;87;128;149;167;183;181;186;222;174;171;128;9;6774
"120070 XAPURI";-;139;90;153;143;152;148;148;118;101;102;75;49;70;40;43;29;31;23;26;12;16;11;14;16;8;5;7;8;17;8;11;8;11;4;3;2;7;3;2;2;5;6;14;17;14;36;47;109;289;242;130;80;24;2868
"120080 PORTO ACRE";-;31;33;50;39;40;15;30;18;24;43;61;26;16;10;6;10;9;7;10;6;5;4;6;3;2;7;5;1;1;-;3;-;5;1;3;2;2;5;5;5;13;9;14;20;8;28;32;43;49;22;29;19;2;837
"130002 ALVARAES";-;15;14;22;21;8;9;7;7;3;19;30;37;30;14;17;21;13;14;15;8;5;10;4;3;2;-;-;-;-;2;1;2;2;14;9;12;5;5;6;18;17;11;16;10;23;11;14;15;18;34;22;17;-;632
"130006 AMATURA";-;-;-;2;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;9
"130010 ANORI";-;-;1;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"130014 APUI";-;3;3;1;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;12
"130020 ATALAIA DO NORTE";-;12;9;4;6;19;47;20;2;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;2;4;12;14;14;18;7;10;10;6;35;18;12;9;3;4;-;304
"130030 AUTAZES";-;-;-;-;-;1;-;1;1;-;-;-;-;1;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;12
"130040 BARCELOS";-;2;4;-;4;2;3;2;-;-;2;1;-;3;3;2;-;2;-;2;1;3;2;2;4;2;1;8;4;1;2;2;-;1;3;1;1;3;3;4;5;2;-;1;-;-;1;-;2;-;-;-;-;-;91
"130050 BARREIRINHA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"130060 BENJAMIN CONSTANT";-;112;139;104;76;65;71;39;31;17;24;27;15;17;17;9;1;2;6;4;2;1;3;1;1;-;-;1;3;-;3;29;8;12;8;22;38;115;123;198;200;198;147;119;76;71;84;89;109;106;112;139;154;-;2948
"130063 BERURI";-;-;-;8;9;4;2;-;5;2;-;1;-;2;2;1;1;1;-;-;1;2;-;-;1;1;1;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;49
"130068 BOA VISTA DO RAMOS";-;2;2;3;2;5;1;-;-;-;-;-;-;-;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"130070 BOCA DO ACRE";-;27;52;50;31;41;25;18;12;15;16;15;9;19;5;5;3;7;6;1;5;6;4;10;4;4;4;7;2;1;-;-;3;9;14;19;23;17;14;38;42;54;44;60;58;47;36;45;43;22;17;25;28;2;1064
"130080 BORBA";-;3;9;14;6;20;15;14;9;14;16;2;4;2;4;3;2;5;1;1;4;-;2;2;3;3;-;1;1;-;3;4;2;1;2;2;-;3;6;4;-;1;1;3;1;3;-;1;2;2;4;2;3;-;210
"130083 CAAPIRANGA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"130090 CANUTAMA";-;-;-;1;8;7;21;7;-;4;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;53
"130100 CARAUARI";-;42;68;69;137;118;32;34;14;27;12;14;17;19;13;12;12;5;3;5;10;3;5;-;3;3;3;3;1;5;2;-;1;-;3;2;1;-;2;2;1;-;7;6;16;44;60;103;95;98;80;49;62;-;1323
"130110 CAREIRO";-;-;3;-;-;-;3;1;4;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;18
"130115 CAREIRO DA VARZEA";-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"130120 COARI";-;44;37;73;99;139;150;42;17;16;17;7;8;19;18;12;10;5;1;5;4;5;1;1;4;3;-;4;13;6;9;6;1;6;6;-;1;-;-;-;-;2;1;1;-;3;5;9;10;5;22;26;14;-;887
"130130 CODAJAS";-;4;3;3;3;1;2;-;-;1;5;6;15;16;21;6;1;-;4;4;-;1;1;-;2;-;2;1;5;2;-;5;2;-;-;-;2;1;1;-;-;-;-;-;-;-;1;1;1;-;1;4;2;-;130
"130140 EIRUNEPE";-;16;33;18;22;21;17;21;18;16;16;12;7;3;6;4;5;5;2;8;6;5;2;-;-;3;2;2;-;-;-;-;1;-;1;3;2;2;-;2;5;7;11;8;7;2;5;7;7;17;25;22;21;4;429
"130150 ENVIRA";-;27;30;33;29;39;26;10;5;11;26;19;8;6;8;8;13;14;17;4;12;3;2;2;3;1;2;7;4;1;1;-;4;-;1;1;-;-;-;-;-;-;-;1;-;1;2;-;-;-;1;1;3;4;390
"130160 FONTE BOA";-;-;1;-;-;2;-;-;-;-;-;1;-;1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"130165 GUAJARA";-;69;53;65;34;28;33;30;28;33;46;35;29;17;15;17;13;18;21;25;30;27;18;32;14;8;8;18;16;16;16;6;14;12;11;12;8;11;7;12;22;37;39;42;41;38;57;78;43;47;57;45;37;-;1488
"130170 HUMAITA";-;47;53;68;51;65;67;37;39;58;39;25;34;38;32;22;36;25;30;15;13;12;11;11;6;15;12;10;4;6;2;5;2;2;2;3;9;2;5;8;4;6;7;11;8;12;18;16;10;15;19;24;27;-;1098
"130180 IPIXUNA";-;61;40;49;33;51;61;35;38;58;18;37;25;30;9;22;21;20;32;37;36;12;8;6;15;11;12;34;17;16;6;5;16;4;-;3;2;1;3;2;3;3;-;8;23;12;25;15;37;24;36;42;38;-;1152
"130185 IRANDUBA";-;8;15;14;11;19;14;16;14;21;31;39;34;29;21;24;19;25;21;23;21;18;12;8;9;10;9;12;11;13;5;3;4;3;1;4;1;2;-;5;4;2;7;1;3;1;-;1;3;2;7;3;5;-;588
"130190 ITACOATIARA";-;15;11;34;53;55;33;33;29;40;20;30;23;20;20;17;14;9;4;7;5;2;1;4;5;2;3;2;6;3;5;6;5;2;4;3;1;4;-;3;3;-;3;3;1;3;3;3;1;-;-;5;8;-;566
"130195 ITAMARATI";-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"130200 ITAPIRANGA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
