2021
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"120013 BUJARI";-;27;15;17;29;32;30;35;28;29;22;7;3;2;5;5;2;2;2;2;2;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;1;-;1;8;25;12;5;-;356
"120017 CAPIXABA";-;18;14;15;10;13;7;7;7;10;8;15;4;4;2;2;4;4;4;2;1;1;1;-;-;1;1;1;-;-;1;-;2;-;-;-;1;1;1;-;1;1;2;-;4;8;12;47;57;56;55;12;4;-;421
"120020 CRUZEIRO DO SUL";-;225;333;219;125;186;144;119;96;134;139;92;95;76;83;108;97;59;58;49;63;33;34;33;27;26;28;24;39;34;17;28;9;28;15;16;12;16;15;25;23;33;58;58;39;61;69;71;98;97;131;133;76;-;3906
"120025 EPITACIOLANDIA";-;213;151;109;74;31;28;15;17;27;23;20;15;23;31;28;15;19;4;17;12;10;8;1;7;3;5;3;6;4;3;2;1;4;3;4;2;5;3;3;2;2;4;10;4;1;8;8;12;12;19;60;56;-;1147
"120030 FEIJO";-;90;98;91;81;66;84;49;44;39;27;25;12;13;5;16;32;17;30;18;16;11;14;13;6;11;2;6;3;5;3;2;6;1;1;6;9;13;25;20;17;15;17;8;13;65;124;169;167;108;129;43;17;-;1902
"120032 JORDAO";-;-;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"120033 MANCIO LIMA";-;34;51;19;23;43;32;38;31;44;32;26;20;22;18;18;19;19;12;12;15;11;10;5;4;5;5;6;7;6;6;9;11;9;8;3;5;6;3;3;2;2;3;-;2;6;19;10;10;6;8;6;4;-;728
"120034 MANOEL URBANO";-;3;1;11;6;5;7;4;3;28;9;10;4;5;6;3;6;6;1;4;4;3;2;2;5;3;10;3;1;-;1;3;1;1;-;2;-;1;-;-;3;6;19;36;65;46;28;6;21;11;12;5;2;-;424
"120035 MARECHAL THAUMATURGO";-;32;39;59;85;80;29;44;44;31;15;27;18;10;16;17;15;17;23;34;21;7;4;2;3;1;1;1;1;2;1;1;3;2;3;1;-;-;-;-;-;1;3;2;8;8;2;8;5;8;14;7;8;-;763
"120038 PLACIDO DE CASTRO";-;113;68;19;10;7;5;3;1;10;7;6;7;8;4;3;2;-;2;3;1;1;-;3;1;1;1;-;1;-;-;-;-;-;1;-;-;1;-;1;1;-;-;-;-;-;-;1;4;31;127;172;105;-;731
"120039 PORTO WALTER";-;6;9;9;13;13;5;2;6;7;13;6;10;5;10;9;4;5;5;2;3;1;3;1;1;3;-;-;2;2;3;4;1;-;1;1;-;2;1;5;-;3;6;2;14;12;11;12;9;7;7;7;7;-;270
"120040 RIO BRANCO";-;795;864;1340;1188;848;648;532;448;476;405;249;186;146;130;145;109;65;72;58;37;35;22;25;8;14;13;19;17;12;10;8;11;5;3;17;9;10;28;13;19;14;17;24;25;28;53;57;74;126;231;169;98;1;9956
"120042 RODRIGUES ALVES";-;40;51;46;47;54;33;42;55;20;20;38;34;28;20;21;10;14;11;17;13;15;14;8;10;2;4;7;3;7;13;8;17;7;3;-;8;10;6;10;12;16;8;11;10;13;23;23;27;14;6;15;10;-;954
"120043 SANTA ROSA DO PURUS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;1;-;-;-;6
"120045 SENADOR GUIOMARD";-;103;46;28;31;14;14;7;1;1;1;-;2;1;-;-;2;1;3;2;1;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;7;52;94;131;67;-;-;615
"120050 SENA MADUREIRA";-;52;32;26;33;67;53;54;72;72;54;70;54;32;37;34;31;28;35;17;20;13;23;11;12;4;4;7;10;6;5;8;4;8;4;9;7;7;12;12;29;22;24;19;10;14;23;30;27;39;99;75;39;-;1489
"120060 TARAUACA";-;586;499;425;304;291;206;186;234;257;124;113;60;56;32;22;25;32;21;10;14;17;8;12;4;4;4;-;1;3;1;4;5;4;1;-;1;1;1;1;-;1;6;7;9;9;7;7;9;12;17;15;26;-;3694
"120070 XAPURI";-;76;39;86;67;95;90;92;77;72;77;33;19;38;24;14;16;18;9;10;3;6;-;1;3;-;2;-;1;5;5;7;3;7;2;1;2;2;1;-;-;2;1;4;3;1;8;9;55;211;184;82;20;-;1583
"120080 PORTO ACRE";-;20;23;39;30;34;9;20;12;17;37;54;23;8;-;2;3;4;2;2;2;3;-;1;2;-;1;1;-;-;-;2;-;2;1;2;1;-;1;-;-;2;-;1;1;-;1;-;2;6;12;12;5;-;400
"130002 ALVARAES";-;15;14;22;20;7;8;5;6;3;18;28;37;30;14;17;21;13;14;15;7;4;9;4;2;2;-;-;-;-;2;1;2;2;14;9;12;5;5;6;18;16;11;16;10;23;11;14;15;18;34;22;17;-;618
"130006 AMATURA";-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;8
"130010 ANORI";-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"130014 APUI";-;3;3;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;10
"130020 ATALAIA DO NORTE";-;9;6;4;6;19;46;20;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;2;4;12;14;14;17;7;10;10;6;34;16;12;4;1;3;-;283
"130030 AUTAZES";-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"130040 BARCELOS";-;2;4;-;4;1;1;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;2;-;1;3;1;1;2;-;-;-;-;-;1;-;-;1;-;2;-;-;-;-;-;32
"130050 BARREIRINHA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"130060 BENJAMIN CONSTANT";-;9;19;14;14;17;29;10;10;8;5;5;8;8;6;5;-;-;-;1;1;-;3;1;1;-;-;1;3;-;3;29;8;12;8;22;38;115;123;198;200;197;146;114;76;64;74;61;47;39;26;23;27;-;1828
"130063 BERURI";-;-;-;8;7;4;1;-;1;1;-;-;-;1;1;-;1;-;-;-;1;2;-;-;1;1;-;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;35
"130068 BOA VISTA DO RAMOS";-;1;2;3;2;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"130070 BOCA DO ACRE";-;18;20;5;9;11;4;8;5;8;11;10;8;13;4;3;3;4;5;-;1;1;1;5;1;1;-;1;-;-;-;-;-;1;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;2;-;-;169
"130080 BORBA";-;1;2;7;5;17;13;6;1;7;4;1;3;-;2;1;-;1;-;-;1;-;1;1;2;3;-;-;-;-;-;3;1;1;-;2;-;-;1;1;-;1;1;3;1;2;-;1;1;-;3;2;-;-;103
"130083 CAAPIRANGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"130090 CANUTAMA";-;-;-;1;6;5;21;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;42
"130100 CARAUARI";-;1;10;42;112;93;10;5;2;4;2;2;1;1;1;-;2;-;1;1;5;-;-;-;1;-;2;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;303
"130110 CAREIRO";-;-;1;-;-;-;1;-;3;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;9
"130115 CAREIRO DA VARZEA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"130120 COARI";-;30;29;53;78;104;106;31;10;11;12;4;1;4;7;4;-;3;1;4;3;4;1;1;2;-;-;4;12;4;6;4;-;1;2;-;-;-;-;-;-;-;-;-;-;-;2;3;8;3;21;24;14;-;611
"130130 CODAJAS";-;4;3;2;1;-;1;-;-;-;-;-;1;-;2;-;-;-;4;4;-;1;1;-;1;-;1;1;5;2;-;5;2;-;-;-;2;1;-;-;-;-;-;-;-;-;1;1;1;-;1;4;2;-;54
"130140 EIRUNEPE";-;12;17;12;16;15;12;9;14;8;5;2;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;1;-;1;3;1;-;1;-;-;135
"130150 ENVIRA";-;23;28;29;28;39;25;10;5;11;26;18;6;6;8;8;13;14;17;4;12;3;2;2;3;1;2;7;4;1;1;-;4;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;365
"130160 FONTE BOA";-;-;1;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"130165 GUAJARA";-;11;2;4;4;3;4;6;2;7;9;8;6;4;5;8;4;6;6;12;7;8;3;8;8;6;6;7;2;10;8;2;4;7;2;3;2;1;1;1;2;1;-;2;2;5;4;4;4;3;2;1;2;-;239
"130170 HUMAITA";-;35;28;42;37;49;49;22;28;46;28;18;23;23;20;15;25;21;25;12;10;9;10;8;5;12;8;9;4;5;1;3;1;1;2;2;9;2;5;8;4;6;7;9;8;11;18;10;6;10;16;21;25;-;811
"130180 IPIXUNA";-;61;40;47;31;48;58;27;32;56;16;35;24;30;9;21;21;20;32;37;36;12;8;6;15;5;5;28;9;14;6;5;16;4;-;3;2;1;3;2;1;3;-;8;23;12;25;15;37;23;36;42;38;-;1088
"130185 IRANDUBA";-;5;15;13;11;16;12;13;12;18;28;36;33;26;19;23;18;25;20;22;21;17;9;7;8;10;6;10;9;12;4;3;4;3;1;-;1;1;-;5;3;2;4;1;2;1;-;1;2;-;2;2;4;-;520
"130190 ITACOATIARA";-;2;1;10;38;30;12;2;1;4;2;1;-;3;1;1;2;1;1;7;3;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;2;-;-;131
"130195 ITAMARATI";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"130200 ITAPIRANGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
