2022
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"110034 ALVORADA D'OESTE";-;50;34;35;12;18;22;7;9;5;5;2;2;1;3;1;5;2;4;2;1;2;1;1;-;-;-;3;-;-;3;-;-;-;-;1;1;-;1;-;-;-;-;-;3;2;4;8;32;33;28;32;51;-;426
"110037 ALTO ALEGRE DOS PARECIS";-;1;3;1;4;3;1;1;1;3;9;7;3;4;2;2;2;7;2;2;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;5;10;21;23;12;4;-;2;14;4;-;-;1;-;159
"110040 ALTO PARAISO";-;4;12;5;1;5;2;1;1;2;2;7;-;3;1;3;-;2;12;5;-;4;4;6;1;2;-;1;1;2;3;-;-;1;-;1;-;-;-;-;-;4;2;1;1;8;6;4;2;4;3;6;1;-;136
"110045 BURITIS";-;32;21;41;53;48;42;15;17;20;15;8;9;6;7;7;10;6;2;3;5;5;8;4;9;7;2;2;2;1;6;1;1;1;1;-;2;1;6;-;1;3;3;1;2;1;3;-;4;1;5;2;3;-;455
"110050 NOVO HORIZONTE DO OESTE";-;-;1;1;2;6;2;3;-;3;4;2;3;1;2;-;1;2;1;1;-;1;2;1;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;1;-;-;-;-;47
"110060 CACAULANDIA";-;13;12;19;22;34;32;26;27;16;21;11;8;6;5;5;2;5;17;7;3;3;4;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;1;1;2;-;6;4;9;-;329
"110070 CAMPO NOVO DE RONDONIA";-;14;10;14;20;4;15;9;3;3;4;7;3;4;3;-;5;2;1;4;-;-;1;-;2;2;-;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;-;1;7;1;1;-;147
"110080 CANDEIAS DO JAMARI";-;5;5;3;6;3;4;2;2;4;3;8;5;4;4;4;1;3;11;4;1;1;2;2;14;4;2;2;4;-;1;3;3;1;-;1;-;1;-;-;-;1;-;-;1;-;-;-;1;1;1;-;6;-;134
"110090 CASTANHEIRAS";-;4;5;4;-;1;5;6;1;5;-;1;2;3;1;1;-;1;1;2;2;1;1;-;-;-;3;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;53
"110092 CHUPINGUAIA";-;8;5;7;8;9;13;12;12;22;30;10;12;10;16;14;15;15;11;13;12;15;7;4;10;3;1;6;8;4;5;1;1;3;-;3;4;-;-;2;-;3;1;2;1;1;4;5;-;3;2;-;-;-;353
"110094 CUJUBIM";-;4;3;3;3;32;33;31;11;12;14;16;17;11;7;10;9;2;8;3;12;4;1;4;1;3;2;1;3;1;4;-;2;2;-;-;-;-;-;2;-;-;2;-;-;1;-;-;1;1;2;3;5;-;286
"110100 GOVERNADOR JORGE TEIXEIRA";-;6;2;1;3;1;1;-;-;2;1;-;-;-;-;-;2;-;-;2;2;-;-;-;-;3;3;2;12;2;-;1;1;-;1;-;5;7;6;13;3;4;4;7;8;7;10;14;5;3;11;7;9;-;171
"110110 ITAPUA DO OESTE";-;10;12;11;18;10;12;17;13;20;12;14;14;5;5;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;22;11;4;1;3;8;-;226
"110120 MINISTRO ANDREAZZA";-;13;10;6;8;3;6;3;4;1;7;3;6;8;4;3;4;2;4;-;1;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;101
"110130 MIRANTE DA SERRA";-;4;7;7;9;6;4;20;9;4;1;4;3;5;5;12;7;2;7;2;2;5;1;8;6;6;5;1;2;-;7;6;3;2;-;-;4;-;1;1;2;-;-;-;-;-;-;1;-;-;3;20;7;-;211
"110140 MONTE NEGRO";-;21;11;11;9;7;16;21;9;8;14;12;14;21;11;12;9;1;5;3;3;1;-;-;2;-;3;1;-;-;-;-;1;2;1;1;1;-;1;-;-;-;2;1;1;-;-;-;2;1;1;1;1;-;242
"110143 NOVA UNIAO";-;-;-;-;-;-;-;-;-;2;4;4;2;-;5;1;-;2;2;3;1;-;2;-;1;-;2;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;34
"110145 PARECIS";-;2;2;7;4;2;2;-;-;2;2;1;4;8;7;5;4;-;-;1;1;-;1;3;1;4;-;-;-;-;-;-;1;-;1;-;-;3;3;1;-;2;1;-;1;-;3;1;1;4;-;1;2;-;88
"110146 PIMENTEIRAS DO OESTE";-;2;2;2;4;3;10;7;8;2;-;1;2;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;47
"110147 PRIMAVERA DE RONDONIA";-;2;2;4;3;2;3;-;5;2;3;7;4;3;1;-;-;1;-;-;2;-;-;-;-;-;1;-;-;-;-;-;1;3;6;5;4;2;4;5;5;4;8;8;5;9;8;4;2;-;2;3;1;-;134
"110148 SAO FELIPE D'OESTE";-;4;11;5;6;3;7;8;2;4;1;2;1;2;2;5;3;3;2;2;-;5;-;5;6;7;9;7;4;6;3;2;-;1;-;4;3;1;3;-;2;1;2;-;2;3;6;5;3;5;4;1;2;-;175
"110149 SAO FRANCISCO DO GUAPORE";-;11;16;8;8;12;10;15;15;10;13;19;5;8;4;11;15;17;23;16;22;13;8;5;9;15;9;7;3;2;5;3;1;3;3;6;2;4;4;1;2;4;2;-;1;1;3;1;5;2;4;2;4;-;392
"110150 SERINGUEIRAS";-;3;11;36;38;32;28;47;17;29;28;21;24;17;19;12;6;13;7;1;-;1;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;2;2;1;2;-;404
"110155 TEIXEIROPOLIS";-;-;4;3;2;2;3;-;4;5;2;3;5;3;3;1;4;5;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;1;-;1;-;2;2;2;3;1;1;-;69
"110160 THEOBROMA";-;11;14;9;12;8;3;5;4;7;7;3;3;6;-;5;-;3;1;-;1;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;1;3;-;-;6;7;1;-;126
"110170 URUPA";-;4;7;4;4;2;4;5;3;2;3;5;3;2;2;2;-;-;3;1;2;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;67
"110175 VALE DO ANARI";-;4;8;10;9;8;1;2;-;1;2;1;5;6;6;9;7;4;1;-;2;4;2;1;3;2;5;1;2;5;3;-;1;1;-;5;-;-;-;-;-;-;-;-;-;1;-;2;-;-;2;5;8;-;139
"110180 VALE DO PARAISO";-;1;3;4;7;6;1;4;2;1;8;7;2;3;8;9;9;6;4;3;4;2;8;2;2;3;1;-;2;1;5;1;-;1;2;-;-;-;3;1;-;-;-;1;-;-;-;-;-;-;3;3;2;-;135
"120001 ACRELANDIA";-;6;8;5;2;4;6;2;2;2;-;-;2;-;2;5;-;2;-;3;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;1;2;1;-;2;-;-;-;1;14;2;-;79
"120005 ASSIS BRASIL";-;107;95;100;44;32;16;34;34;43;36;55;63;21;26;13;16;7;4;10;11;8;5;10;1;1;1;8;2;1;4;-;2;2;2;2;2;-;3;-;3;3;2;4;6;6;3;8;6;7;28;23;59;-;979
"120010 BRASILEIA";-;328;252;204;138;27;18;24;15;22;40;21;13;17;3;12;11;7;13;7;5;10;5;6;3;5;3;4;4;3;2;3;5;3;6;4;1;5;5;1;4;-;6;5;7;13;7;11;19;26;65;148;141;-;1707
"120013 BUJARI";-;14;4;6;20;24;23;27;16;24;11;5;2;1;3;4;1;1;1;2;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;1;-;1;8;25;12;5;-;249
"120017 CAPIXABA";-;15;4;1;2;2;2;2;-;2;3;7;3;3;2;1;4;4;4;2;-;1;1;-;-;1;1;1;-;-;1;-;-;-;-;-;1;1;-;-;-;1;2;-;4;8;11;47;56;54;53;12;4;-;323
"120020 CRUZEIRO DO SUL";-;189;286;185;86;160;113;73;64;100;106;61;76;58;66;93;76;49;48;39;50;28;29;23;15;21;21;21;37;30;12;24;6;24;9;8;6;15;14;15;10;19;26;28;20;29;35;37;37;40;53;68;45;-;2783
"120025 EPITACIOLANDIA";-;175;124;92;62;17;16;8;11;12;17;15;13;17;27;22;10;14;4;12;11;4;5;-;6;3;2;1;5;3;2;2;1;3;3;2;-;3;2;2;2;2;4;8;3;1;7;6;5;9;15;58;55;-;903
"120030 FEIJO";-;86;73;62;54;42;62;27;33;25;13;12;9;11;4;16;31;14;30;18;16;10;14;13;6;10;2;3;3;2;3;1;6;-;1;1;-;-;1;2;-;-;-;2;5;55;109;160;127;51;58;24;5;-;1312
"120032 JORDAO";-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"120033 MANCIO LIMA";-;28;42;16;17;26;21;23;21;29;21;8;10;14;9;11;13;15;9;6;11;3;7;4;1;3;3;2;5;2;2;4;8;4;6;2;3;4;1;-;2;2;1;-;1;3;17;7;8;6;6;4;3;-;474
"120034 MANOEL URBANO";-;3;1;5;4;3;3;2;-;4;-;2;-;2;1;1;2;1;-;1;2;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;31;54;39;15;2;3;3;1;1;1;-;197
"120035 MARECHAL THAUMATURGO";-;7;3;13;10;29;7;7;11;3;4;11;9;4;6;8;5;14;15;28;19;5;1;-;2;-;-;1;-;-;-;-;2;-;3;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;4;2;8;-;245
"120038 PLACIDO DE CASTRO";-;109;62;13;4;5;1;1;-;8;6;4;5;7;4;2;1;-;2;2;-;1;-;3;1;1;1;-;1;-;-;-;-;-;1;-;-;1;-;1;1;-;-;-;-;-;-;1;4;31;127;170;104;-;685
"120039 PORTO WALTER";-;5;9;8;12;12;5;2;4;6;13;6;10;4;7;9;4;5;5;2;3;1;3;1;1;2;-;-;2;2;3;4;1;-;1;1;-;2;1;5;-;3;6;2;14;12;11;12;9;7;7;7;7;-;258
"120040 RIO BRANCO";-;439;504;784;674;373;114;34;32;40;31;40;29;38;42;61;63;31;50;27;17;20;13;17;5;9;10;11;14;10;10;5;11;3;2;14;6;7;17;8;10;8;15;20;25;26;46;53;66;115;209;164;91;1;4464
"120042 RODRIGUES ALVES";-;29;38;18;34;26;17;7;4;15;10;17;17;13;6;8;6;7;6;9;7;11;11;4;3;2;3;3;2;7;9;1;7;-;-;-;2;2;2;2;5;9;6;5;2;10;6;14;7;12;6;8;2;-;457
"120043 SANTA ROSA DO PURUS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;5
"120045 SENADOR GUIOMARD";-;98;46;24;26;14;12;1;-;-;1;-;1;1;-;-;1;1;2;2;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;7;52;94;130;67;-;-;586
"120050 SENA MADUREIRA";-;36;21;12;13;14;15;13;8;23;18;35;35;19;25;21;24;18;22;9;14;8;21;9;11;4;4;5;3;6;3;7;4;5;3;5;6;7;11;12;28;20;16;13;8;7;16;24;11;21;78;48;24;-;843
"120060 TARAUACA";-;69;61;60;46;38;40;27;34;26;14;17;14;8;5;11;11;10;6;2;7;8;2;2;3;4;4;-;1;3;1;4;5;3;1;-;-;1;1;1;-;1;6;7;7;6;6;7;9;12;15;8;22;-;656
"120070 XAPURI";-;20;10;8;4;8;3;2;1;8;4;2;7;14;8;6;7;7;3;2;1;1;-;1;-;-;1;-;-;1;2;3;1;4;1;1;2;-;1;-;-;2;-;2;3;1;3;9;54;204;178;76;20;-;696
"120080 PORTO ACRE";-;8;9;8;6;3;2;9;7;12;28;51;21;8;-;2;3;3;2;2;2;3;-;-;1;-;-;1;-;-;-;2;-;2;-;2;-;-;1;-;-;2;-;1;-;-;-;-;2;6;9;10;3;-;231
"130002 ALVARAES";-;15;14;22;19;7;8;4;5;3;15;27;36;30;12;17;20;12;11;14;5;2;8;3;1;2;-;-;-;-;2;1;2;2;14;9;12;5;5;6;18;16;11;16;10;23;11;14;15;18;34;22;17;-;595
"130006 AMATURA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;5
"130010 ANORI";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"130014 APUI";-;3;3;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"130020 ATALAIA DO NORTE";-;9;6;4;6;19;46;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;2;4;12;14;14;17;7;10;10;6;34;16;12;4;1;3;-;280
"130030 AUTAZES";-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"130040 BARCELOS";-;1;4;-;4;1;-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;1;3;1;1;2;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;27
"130050 BARREIRINHA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"130060 BENJAMIN CONSTANT";-;7;10;6;6;12;23;8;4;4;1;-;2;3;1;2;-;-;-;-;-;-;-;-;1;-;-;1;3;-;3;29;8;12;8;22;38;115;123;198;200;197;146;114;76;64;74;61;47;39;26;23;27;-;1744
"130063 BERURI";-;-;-;5;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"130068 BOA VISTA DO RAMOS";-;1;2;3;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"130070 BOCA DO ACRE";-;4;5;1;-;1;1;1;1;-;-;3;-;1;1;1;-;1;1;-;-;-;-;2;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;2;-;-;32
"130080 BORBA";-;1;2;7;5;16;13;6;1;7;4;1;3;-;2;-;-;1;-;-;1;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;1;-;-;-;1;-;-;-;1;-;-;78
"130083 CAAPIRANGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"130090 CANUTAMA";-;-;-;1;6;5;21;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;42
"130100 CARAUARI";-;1;10;42;111;86;5;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;263
"130110 CAREIRO";-;-;1;-;-;-;1;-;2;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;7
"130115 CAREIRO DA VARZEA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"130120 COARI";-;30;29;53;78;104;106;31;10;11;12;4;1;3;7;3;-;-;-;4;3;4;1;1;2;-;-;4;12;4;6;3;-;1;2;-;-;-;-;-;-;-;-;-;-;-;2;3;8;3;20;24;14;-;603
"130130 CODAJAS";-;4;3;2;1;-;1;-;-;-;-;-;1;-;2;-;-;-;-;1;-;1;1;-;-;-;1;-;3;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;1;-;1;4;2;-;35
"130140 EIRUNEPE";-;-;-;1;7;8;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;3;-;-;1;-;-;25
"130150 ENVIRA";-;4;10;20;25;34;22;6;3;5;8;15;3;2;7;6;10;8;12;2;8;3;2;1;1;-;2;4;3;-;1;-;4;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;234
"130160 FONTE BOA";-;-;1;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"130165 GUAJARA";-;11;2;3;4;2;1;3;-;3;5;2;4;3;4;8;3;4;4;12;6;8;3;7;7;5;4;6;2;9;5;2;2;7;2;3;1;1;1;-;2;1;-;2;1;4;2;2;3;2;2;1;2;-;183
"130170 HUMAITA";-;34;26;40;35;43;44;22;22;20;16;8;10;6;4;10;14;2;9;4;10;6;6;5;5;7;7;4;1;4;-;2;1;1;2;2;7;2;5;8;4;6;5;9;8;11;18;10;5;10;15;20;25;-;600
"130180 IPIXUNA";-;60;40;45;31;48;58;26;30;35;13;17;20;10;6;20;20;19;31;37;20;10;8;4;10;4;2;15;9;4;5;2;5;-;-;3;2;1;3;2;1;3;-;8;23;12;25;15;37;23;35;41;38;-;936
"130185 IRANDUBA";-;5;15;13;11;15;5;6;6;6;3;5;5;2;1;4;7;5;7;1;9;8;5;1;4;8;4;7;8;8;3;-;-;1;1;-;1;1;-;2;-;-;-;-;-;-;-;-;-;-;1;2;3;-;199
"130190 ITACOATIARA";-;2;1;10;38;30;12;2;1;2;2;-;-;2;1;-;2;1;1;2;2;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;-;-;119
"130195 ITAMARATI";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"130210 JAPURA";-;2;7;24;14;7;20;20;8;14;23;37;11;3;2;-;2;1;4;7;9;9;-;1;6;6;7;5;1;-;-;-;-;-;-;-;-;-;-;1;4;5;9;12;10;43;33;48;29;18;34;30;16;-;542
