2020
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"110040 ALTO PARAISO";-;5;12;5;7;12;4;5;3;5;4;9;2;9;1;4;-;2;12;5;1;4;4;7;2;3;-;1;1;2;3;-;-;1;-;1;-;-;-;-;-;4;2;1;1;8;6;4;2;4;4;6;1;-;179
"110045 BURITIS";-;43;43;63;80;74;63;37;25;35;17;12;15;14;16;11;14;10;11;9;9;8;14;6;13;16;7;16;6;9;8;4;4;3;1;3;5;2;6;2;3;7;5;3;3;5;12;10;8;13;23;20;24;6;876
"110050 NOVO HORIZONTE DO OESTE";-;-;1;1;2;6;2;3;1;5;5;2;3;1;2;-;2;3;2;3;-;1;2;1;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;2;-;1;3;3;2;-;-;1;-;-;-;-;65
"110060 CACAULANDIA";-;13;12;19;22;34;32;26;29;17;21;11;8;7;5;5;3;6;19;11;5;7;7;2;2;1;1;2;2;-;-;2;-;-;1;-;-;-;1;-;-;-;2;-;-;-;1;1;2;-;6;4;9;-;358
"110070 CAMPO NOVO DE RONDONIA";-;15;11;14;22;4;15;9;3;3;6;14;7;4;3;-;7;2;1;6;1;-;1;-;6;5;-;1;2;-;2;1;-;1;1;-;-;-;-;1;1;1;-;-;2;2;3;2;8;15;22;15;6;-;245
"110080 CANDEIAS DO JAMARI";-;5;6;4;6;3;4;2;2;5;3;8;5;4;4;4;2;4;12;4;2;1;2;2;15;4;2;2;4;-;1;3;3;2;-;1;-;1;-;-;-;1;-;-;1;-;3;-;2;2;2;-;6;-;149
"110090 CASTANHEIRAS";-;4;5;4;-;1;5;6;2;5;-;1;2;3;1;1;-;1;1;2;2;2;1;-;-;-;3;-;1;-;-;-;-;-;-;-;-;1;-;-;1;1;1;1;6;3;-;5;4;7;5;-;1;-;89
"110092 CHUPINGUAIA";-;13;8;19;9;9;14;24;14;34;32;13;15;16;19;14;16;19;13;16;14;16;10;5;10;5;5;9;8;5;5;1;3;3;-;4;6;-;1;3;1;3;1;2;2;1;5;6;-;3;3;1;-;-;458
"110094 CUJUBIM";-;4;4;3;3;32;33;32;11;12;14;16;17;11;7;10;9;3;8;4;12;4;1;4;1;3;2;1;3;1;4;-;2;3;-;1;-;1;1;3;-;-;2;-;-;1;1;-;1;1;2;3;6;-;297
"110100 GOVERNADOR JORGE TEIXEIRA";-;6;2;1;3;1;1;-;-;2;1;-;-;3;-;-;2;-;1;2;3;1;-;-;-;3;3;2;12;2;-;2;2;-;1;-;5;7;6;15;3;4;4;7;8;7;10;14;5;3;11;7;9;-;181
"110110 ITAPUA DO OESTE";-;11;14;13;21;18;19;23;21;30;17;19;15;9;8;4;1;-;4;7;4;13;9;6;9;4;12;7;6;3;3;2;2;2;3;1;1;2;1;2;-;-;1;1;-;-;-;22;11;4;4;4;8;-;401
"110120 MINISTRO ANDREAZZA";-;13;10;6;8;3;7;3;5;1;7;3;6;8;7;3;4;2;4;2;4;1;3;-;2;1;1;-;1;2;1;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;4;2;10;3;2;-;143
"110130 MIRANTE DA SERRA";-;4;7;7;10;6;4;20;10;4;1;4;4;5;5;12;7;2;7;2;2;5;1;8;6;6;5;1;2;-;7;6;3;2;-;-;4;-;1;1;2;-;-;-;-;-;-;1;-;-;3;20;7;-;214
"110140 MONTE NEGRO";-;22;13;14;9;8;18;23;10;10;16;13;15;22;13;12;10;2;5;5;4;2;2;4;9;3;6;1;2;6;-;-;2;3;1;1;3;1;1;1;1;2;6;9;16;17;48;41;41;34;22;14;11;-;554
"110143 NOVA UNIAO";-;-;1;-;-;-;-;-;-;2;4;4;2;1;5;1;-;2;2;3;1;-;2;-;1;-;2;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;38
"110145 PARECIS";-;2;4;20;10;11;14;12;4;9;14;9;10;10;9;6;6;-;1;2;2;1;2;8;2;4;-;1;-;-;-;-;1;2;1;1;-;3;3;4;-;2;2;1;2;-;3;1;1;4;-;1;2;3;210
"110146 PIMENTEIRAS DO OESTE";-;2;2;9;4;4;14;11;10;3;-;1;2;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;68
"110147 PRIMAVERA DE RONDONIA";-;10;4;8;4;3;3;-;7;4;4;11;5;5;1;-;-;1;-;-;2;-;2;-;-;-;1;-;-;-;1;-;1;3;6;5;4;2;4;5;5;4;11;9;7;13;14;13;18;18;18;18;5;-;259
"110148 SAO FELIPE D'OESTE";-;4;11;6;8;7;7;8;2;5;1;3;2;2;2;6;5;4;3;5;3;5;-;5;6;7;9;7;4;8;3;2;-;1;1;5;3;3;3;-;3;1;2;-;2;3;6;5;3;5;4;1;2;-;203
"110149 SAO FRANCISCO DO GUAPORE";-;12;19;11;9;21;21;24;20;15;21;25;9;13;10;16;19;25;27;20;24;15;9;6;9;15;9;8;3;4;5;4;2;4;3;6;2;4;4;1;2;4;2;-;1;1;3;2;5;4;4;2;5;-;509
"110150 SERINGUEIRAS";-;3;11;36;38;32;29;48;18;29;28;22;26;24;24;13;7;18;16;13;5;6;14;8;7;5;4;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;-;2;4;7;4;-;511
"110155 TEIXEIROPOLIS";-;-;4;3;2;2;3;-;5;6;3;3;5;4;3;1;4;5;2;1;1;-;-;1;1;-;1;-;1;-;1;-;-;-;1;-;-;1;-;-;1;-;-;1;-;1;-;2;2;2;3;1;2;-;79
"110160 THEOBROMA";-;11;14;10;15;9;3;5;4;9;7;4;4;7;1;7;-;3;2;-;1;1;-;-;1;1;-;1;-;-;-;-;1;-;-;-;-;-;1;2;-;-;1;-;-;-;2;3;-;-;6;7;1;-;144
"110170 URUPA";-;4;8;5;6;2;4;5;3;2;3;5;3;3;3;2;-;-;3;2;2;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;4;7;8;3;-;94
"110175 VALE DO ANARI";-;5;8;11;11;9;3;5;2;8;3;3;5;6;6;12;9;6;4;4;3;6;3;1;4;2;5;1;2;5;3;-;1;1;-;5;-;-;-;-;-;-;-;-;-;1;-;2;-;-;2;5;8;-;180
"110180 VALE DO PARAISO";-;1;3;4;7;6;1;4;2;1;8;7;2;4;8;9;9;6;4;3;4;2;9;2;2;3;1;-;2;1;5;1;-;1;2;-;-;-;3;1;-;-;-;1;-;-;-;-;-;-;3;3;2;-;137
"120001 ACRELANDIA";-;19;32;28;29;31;16;11;7;7;10;8;9;3;6;9;2;7;-;5;-;2;3;2;1;1;-;-;1;1;-;-;-;1;1;-;-;-;-;3;2;1;1;2;2;-;2;-;-;-;4;15;5;-;289
"120005 ASSIS BRASIL";-;124;128;128;61;53;47;51;47;67;57;77;84;40;36;25;36;15;12;24;16;13;8;14;1;2;1;9;3;2;6;1;4;2;3;8;4;3;6;3;11;11;11;23;26;22;22;32;27;28;85;42;83;15;1659
"120010 BRASILEIA";-;381;287;239;167;65;56;60;34;40;57;33;24;27;11;21;22;13;16;10;7;13;10;12;6;5;5;7;5;10;5;3;7;3;8;7;2;6;7;1;5;3;10;10;19;26;16;21;38;64;100;183;192;23;2402
"120013 BUJARI";-;28;16;19;30;32;31;36;28;30;22;7;3;2;5;5;2;2;2;2;2;1;1;1;1;-;-;-;-;3;-;-;1;-;-;-;-;-;-;1;1;2;-;-;2;1;1;2;1;10;25;13;5;-;376
"120017 CAPIXABA";-;20;14;16;10;13;7;7;8;10;8;15;6;4;2;2;4;4;5;2;1;1;2;-;-;1;1;1;-;-;1;-;2;-;-;-;1;1;1;-;1;1;2;-;4;9;14;47;57;58;55;12;6;-;436
"120020 CRUZEIRO DO SUL";-;546;710;579;335;326;257;226;160;174;165;117;115;92;92;113;111;77;101;133;168;136;122;95;75;51;42;48;56;52;36;39;18;34;19;18;19;22;24;36;29;36;66;65;44;69;80;88;103;112;164;165;223;16;6799
"120025 EPITACIOLANDIA";-;221;163;117;82;36;33;23;28;40;32;31;20;28;38;36;22;20;7;20;17;13;12;9;8;3;5;4;6;8;3;6;3;10;3;5;4;8;7;5;4;6;7;19;13;20;23;29;36;54;52;91;83;17;1590
"120030 FEIJO";-;91;102;92;85;66;88;56;59;49;28;25;12;14;5;16;32;17;30;18;16;11;14;13;6;12;2;6;3;6;3;2;6;1;1;6;9;13;25;20;17;15;17;8;13;65;124;169;167;108;130;43;19;-;1955
"120032 JORDAO";-;-;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"120033 MANCIO LIMA";-;45;70;35;27;53;35;41;33;45;34;32;22;24;19;20;21;22;13;15;22;14;15;6;7;6;9;8;7;6;6;11;12;11;8;3;6;7;3;3;5;2;5;1;2;6;20;13;10;7;9;15;19;1;891
"120034 MANOEL URBANO";-;5;2;12;7;7;8;4;3;28;9;10;4;5;6;3;6;6;1;4;4;3;2;2;5;3;10;3;1;-;1;3;1;1;-;2;-;1;-;-;3;6;19;36;65;46;28;6;21;11;12;5;2;-;432
"120035 MARECHAL THAUMATURGO";-;53;66;93;101;91;40;51;49;36;21;27;18;10;17;17;16;17;24;34;21;8;4;2;4;1;1;2;1;2;2;1;4;3;4;2;4;7;4;1;2;3;7;8;12;18;41;53;72;86;62;66;57;18;1364
"120038 PLACIDO DE CASTRO";-;113;68;21;10;7;5;3;1;11;7;6;7;8;4;3;2;-;2;3;1;1;-;3;1;2;1;-;1;-;-;1;1;-;1;-;-;1;-;1;1;-;-;-;-;-;-;1;4;31;128;175;106;2;744
"120039 PORTO WALTER";-;8;12;13;16;16;9;3;7;10;14;8;11;6;10;9;4;5;5;2;3;1;3;1;1;3;-;-;2;2;3;4;1;-;1;1;-;2;1;5;-;3;6;2;14;12;11;12;9;7;7;8;7;-;300
"120040 RIO BRANCO";-;829;922;1408;1236;893;692;571;482;496;434;263;195;157;138;153;122;76;102;77;66;60;37;42;24;37;30;24;20;15;14;14;15;12;10;25;17;11;37;16;22;18;23;30;33;36;67;73;119;166;290;304;243;83;11279
"120042 RODRIGUES ALVES";-;63;68;64;78;71;54;59;67;35;27;57;34;28;23;22;14;17;22;27;28;30;20;22;15;3;8;13;9;9;19;15;20;12;6;3;11;10;6;12;14;16;8;14;13;14;25;25;34;21;15;20;21;7;1348
"120043 SANTA ROSA DO PURUS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;1;-;-;-;6
"120045 SENADOR GUIOMARD";-;105;46;30;32;14;15;7;1;2;3;-;2;1;-;-;2;1;3;2;1;-;1;-;1;1;1;-;-;2;-;-;1;-;-;-;-;-;-;1;-;1;-;-;1;1;-;8;55;101;133;72;5;-;652
"120050 SENA MADUREIRA";-;53;36;30;35;70;53;57;74;74;58;71;59;35;38;34;34;31;40;20;25;13;25;11;16;5;5;9;10;6;5;8;4;8;4;9;7;7;12;12;29;22;24;19;10;14;23;30;28;39;100;75;44;2;1562
"120060 TARAUACA";-;669;575;482;333;333;228;218;258;285;151;140;71;56;37;29;28;37;25;12;16;19;10;15;7;11;8;3;3;3;3;8;8;8;4;2;3;2;1;1;2;2;14;9;18;16;20;46;40;51;72;89;68;9;4558
"120070 XAPURI";-;114;66;106;89;120;97;102;85;77;80;42;20;42;25;16;16;19;9;11;5;6;-;1;3;-;2;-;1;5;5;7;3;7;2;2;2;3;1;-;-;2;1;4;3;2;10;10;55;216;191;90;43;24;1842
"120080 PORTO ACRE";-;21;23;40;30;34;9;21;12;18;37;54;23;8;-;2;3;4;2;2;2;3;-;1;2;-;2;1;-;-;-;2;-;3;1;2;1;-;1;5;2;9;3;8;6;2;13;24;36;40;18;12;8;2;552
"130002 ALVARAES";-;15;14;22;20;7;8;5;6;3;18;28;37;30;14;17;21;13;14;15;7;4;9;4;2;2;-;-;-;-;2;1;2;2;14;9;12;5;5;6;18;17;11;16;10;23;11;14;15;18;34;22;17;-;619
"130006 AMATURA";-;-;-;2;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;9
"130010 ANORI";-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"130014 APUI";-;3;3;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;10
"130020 ATALAIA DO NORTE";-;12;9;4;6;19;47;20;2;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;2;4;12;14;14;17;7;10;10;6;34;16;12;4;1;3;-;292
"130030 AUTAZES";-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"130040 BARCELOS";-;2;4;-;4;2;2;2;-;-;-;1;-;1;2;2;-;2;-;1;1;3;1;1;3;2;1;8;3;-;1;2;-;1;3;1;1;2;3;4;5;2;-;1;-;-;1;-;2;-;-;-;-;-;77
"130050 BARREIRINHA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"130060 BENJAMIN CONSTANT";-;112;137;104;76;65;69;39;31;17;23;25;13;16;16;7;1;1;6;2;2;1;3;1;1;-;-;1;3;-;3;29;8;12;8;22;38;115;123;198;200;198;146;114;76;65;76;62;54;49;39;42;88;-;2537
"130063 BERURI";-;-;-;8;7;4;2;-;1;1;-;-;-;1;1;-;1;-;-;-;1;2;-;-;1;1;-;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;36
"130068 BOA VISTA DO RAMOS";-;1;2;3;2;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"130070 BOCA DO ACRE";-;18;20;6;11;22;6;9;6;10;12;13;8;13;4;3;3;4;6;1;5;3;3;10;4;4;3;6;2;-;-;-;3;9;13;19;22;16;14;38;42;53;43;60;58;46;35;45;41;18;17;11;6;2;826
"130080 BORBA";-;3;6;12;5;17;13;6;1;8;4;1;3;1;2;2;-;2;-;-;1;-;1;1;2;3;-;-;-;-;-;3;1;1;-;2;-;-;1;2;-;1;1;3;1;2;-;1;1;-;3;2;-;-;119
"130083 CAAPIRANGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"130090 CANUTAMA";-;-;-;1;7;6;21;7;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;48
"130100 CARAUARI";-;42;68;69;137;118;32;30;13;27;10;10;8;14;6;9;11;2;3;5;10;3;5;-;2;3;3;3;-;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;27;-;681
"130110 CAREIRO";-;-;3;-;-;-;2;1;4;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;14
"130115 CAREIRO DA VARZEA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"130120 COARI";-;31;29;53;78;106;108;31;10;11;12;5;1;5;7;4;-;3;1;4;3;4;1;1;2;-;-;4;12;4;6;4;-;1;2;-;-;-;-;-;-;1;1;-;-;-;2;3;8;3;21;24;14;-;620
"130130 CODAJAS";-;4;3;3;3;1;2;-;-;1;1;-;1;-;2;-;-;-;4;4;-;1;1;-;1;-;1;1;5;2;-;5;2;-;-;-;2;1;-;-;-;-;-;-;-;-;1;1;1;-;1;4;2;-;61
"130140 EIRUNEPE";-;16;33;18;22;21;17;21;18;16;16;12;7;3;5;4;5;5;2;8;6;5;2;-;-;3;2;2;-;-;-;-;1;-;1;3;2;2;-;2;5;7;11;8;7;2;5;7;6;16;23;21;16;4;418
"130150 ENVIRA";-;27;30;33;29;39;26;10;5;11;26;19;8;6;8;8;13;14;17;4;12;3;2;2;3;1;2;7;4;1;1;-;4;-;1;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;1;3;4;389
"130160 FONTE BOA";-;-;1;-;-;2;-;-;-;-;-;1;-;1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"130165 GUAJARA";-;65;46;53;29;22;17;23;11;20;31;20;15;9;9;16;7;9;13;19;25;24;16;23;10;6;8;9;4;12;10;3;4;7;3;3;2;1;1;1;2;1;-;4;2;5;4;4;6;3;2;4;27;-;670
"130170 HUMAITA";-;44;51;57;47;60;57;29;38;51;34;24;27;25;25;17;30;21;29;13;12;9;10;9;6;12;10;10;4;6;2;4;2;2;2;2;9;2;5;8;4;6;7;9;8;12;18;10;7;10;16;22;25;-;959
"130180 IPIXUNA";-;61;40;47;31;48;58;28;32;57;17;35;24;30;9;21;21;20;32;37;36;12;8;6;15;11;12;34;17;16;6;5;16;4;-;3;2;1;3;2;1;3;-;8;23;12;25;15;37;23;36;42;38;-;1120
"130185 IRANDUBA";-;5;15;13;11;18;13;14;12;18;29;38;33;29;19;23;18;25;20;22;21;17;9;7;8;10;6;10;9;12;4;3;4;3;1;-;1;1;-;5;3;2;4;1;2;1;-;1;2;-;4;2;4;-;532
"130190 ITACOATIARA";-;2;1;10;38;31;14;2;1;4;4;2;1;4;1;1;2;2;1;7;3;2;1;-;2;1;1;1;1;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;1;-;-;3;1;-;150
"130195 ITAMARATI";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"130200 ITAPIRANGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
