2018
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"110011 JARU";-;152;146;86;63;66;39;49;30;32;41;46;26;31;16;20;14;13;9;14;12;24;27;23;12;7;16;5;8;9;9;5;9;2;3;1;4;5;13;13;17;32;23;39;50;56;101;101;149;103;151;184;120;3;2229
"110012 JI-PARANA";-;95;92;102;82;73;106;75;59;70;61;41;35;32;30;23;43;23;30;27;31;10;11;14;11;14;17;11;11;9;9;13;3;15;12;11;5;4;10;4;7;5;6;2;4;2;3;25;19;39;37;58;70;-;1601
"110013 MACHADINHO D'OESTE";-;13;8;8;26;44;34;5;5;16;10;15;8;19;30;13;35;33;26;22;6;7;14;5;6;-;3;5;3;3;5;2;11;1;1;-;2;-;1;1;1;-;3;2;5;1;1;2;8;2;2;7;11;-;491
"110014 NOVA BRASILANDIA D'OESTE";-;9;14;22;17;21;23;24;29;30;43;56;57;56;62;60;62;48;45;51;32;23;44;24;19;12;17;11;13;10;7;9;4;9;12;6;9;7;5;6;6;7;10;1;3;6;5;10;6;12;7;5;9;-;1095
"110015 OURO PRETO DO OESTE";-;4;4;9;11;7;5;4;6;-;4;6;5;7;10;5;-;2;2;2;6;7;1;2;5;1;1;1;-;2;1;2;1;-;-;-;-;-;3;1;1;-;1;1;2;-;1;1;2;3;3;3;1;-;146
"110018 PIMENTA BUENO";-;49;63;71;66;87;109;81;67;76;77;55;52;40;29;34;36;27;22;22;19;9;12;4;1;10;4;8;6;7;4;7;6;6;7;-;11;3;6;3;5;1;4;10;9;5;4;11;8;17;38;30;35;-;1373
"110020 PORTO VELHO";-;131;128;128;127;162;167;128;110;172;147;176;183;180;144;159;144;138;124;101;103;90;64;71;45;47;47;59;61;50;35;29;33;26;15;16;5;15;16;11;10;12;28;24;18;29;29;44;47;36;63;54;52;-;4033
"110025 PRESIDENTE MEDICI";-;18;25;51;39;62;62;35;33;55;39;19;26;22;15;25;12;7;7;9;17;5;5;4;-;5;2;3;4;12;4;1;5;2;-;2;2;1;-;2;2;1;-;2;1;9;-;2;2;14;6;6;3;-;685
"110026 RIO CRESPO";-;4;9;2;1;3;-;2;7;-;3;4;5;4;5;4;4;6;9;1;1;3;3;-;1;3;1;1;1;-;1;2;-;-;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;2;3;-;-;-;99
"110028 ROLIM DE MOURA";-;34;25;65;47;48;57;55;60;32;56;53;45;35;27;43;37;30;33;33;32;29;23;15;17;21;13;11;8;8;20;15;8;7;7;6;5;8;9;4;8;6;5;-;6;12;6;7;6;11;9;6;10;-;1173
"110029 SANTA LUZIA D'OESTE";-;18;12;15;10;11;5;8;7;6;11;10;6;1;1;2;1;3;-;6;6;3;-;4;2;1;-;3;-;-;-;1;2;-;-;1;-;1;3;1;7;-;1;1;3;6;3;16;13;3;15;17;17;-;263
"110030 VILHENA";-;143;157;129;155;118;180;131;136;125;216;149;136;184;129;155;126;77;123;104;88;77;68;58;59;61;36;48;32;32;30;34;33;35;27;15;25;20;11;35;20;18;68;28;53;40;42;112;98;103;153;100;105;1;4438
"110032 SAO MIGUEL DO GUAPORE";-;3;18;38;8;2;5;4;7;9;11;5;3;4;-;9;2;4;4;7;19;14;3;6;4;2;1;-;1;1;-;-;1;-;-;-;-;-;-;-;1;1;1;2;-;-;2;3;2;13;9;1;-;-;230
"110033 NOVA MAMORE";-;7;19;23;40;43;36;20;23;31;39;35;24;16;22;14;14;19;26;8;13;2;4;7;5;7;4;4;8;2;2;4;2;1;3;-;-;1;-;-;4;3;5;2;3;3;5;6;10;10;12;11;18;-;620
"110034 ALVORADA D'OESTE";-;50;34;35;12;18;22;7;9;5;5;2;2;2;3;1;5;2;4;2;1;2;1;1;-;-;-;3;-;-;3;-;1;-;2;1;1;-;1;-;-;-;-;-;3;2;4;8;32;33;28;32;51;-;430
"110037 ALTO ALEGRE DOS PARECIS";-;14;18;10;25;4;7;7;4;3;10;10;3;5;3;2;3;7;2;5;-;1;3;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;3;1;5;10;21;23;12;5;2;6;20;7;11;8;4;-;287
"110040 ALTO PARAISO";-;7;13;5;8;12;4;5;3;6;4;9;3;9;1;4;-;3;12;5;1;4;4;7;2;3;-;1;1;2;3;-;-;1;-;1;-;-;-;-;-;4;3;2;1;8;6;5;2;4;4;6;1;-;189
"110045 BURITIS";-;51;52;66;84;77;66;45;28;43;19;20;23;19;19;13;24;15;19;11;13;12;16;13;14;19;9;21;8;11;10;4;7;3;2;3;8;5;9;3;3;8;6;5;4;5;15;12;10;17;30;29;29;6;1063
"110050 NOVO HORIZONTE DO OESTE";-;-;1;1;2;6;2;3;1;6;5;2;3;1;2;-;2;3;2;3;-;1;2;1;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;2;-;1;3;3;2;-;-;1;-;-;-;-;66
"110060 CACAULANDIA";-;13;12;19;22;34;32;26;29;17;21;11;8;7;5;5;3;6;19;11;5;7;7;2;2;1;1;2;2;-;-;2;-;-;1;-;-;-;1;-;-;-;2;-;-;-;1;1;2;-;6;4;9;-;358
"110070 CAMPO NOVO DE RONDONIA";-;15;11;15;22;5;15;9;3;4;6;15;8;4;4;3;9;3;2;6;2;-;1;-;6;5;-;1;3;-;2;1;1;1;1;2;-;-;-;1;1;1;-;1;2;2;3;2;8;15;22;16;7;-;266
"110080 CANDEIAS DO JAMARI";-;6;7;6;8;3;6;3;4;6;3;8;7;4;5;5;2;4;13;6;3;1;2;2;16;4;2;2;5;-;1;4;3;2;-;1;1;1;-;-;-;2;-;-;2;-;3;-;2;2;2;-;6;-;175
"110090 CASTANHEIRAS";-;4;5;4;-;1;5;6;2;5;-;1;2;3;1;1;-;1;1;2;2;2;1;-;-;1;3;-;1;-;-;-;-;-;-;1;-;1;-;-;1;1;1;1;6;3;-;5;4;7;5;-;1;-;91
"110092 CHUPINGUAIA";-;13;8;19;9;9;14;24;14;34;32;13;15;16;19;14;16;19;13;16;14;16;10;5;10;5;5;9;8;5;5;1;3;3;-;4;6;-;1;3;1;3;1;2;2;1;5;6;-;3;3;1;-;-;458
"110094 CUJUBIM";-;4;4;4;3;33;34;32;11;13;15;16;17;11;7;10;9;3;8;4;12;4;1;4;1;3;2;1;3;1;4;1;2;4;1;1;-;1;1;3;-;-;2;-;-;1;1;-;1;1;3;5;6;-;308
"110100 GOVERNADOR JORGE TEIXEIRA";-;6;2;1;3;1;2;-;-;2;1;-;-;3;-;-;2;-;1;2;3;2;-;-;-;3;4;2;12;2;-;2;2;-;1;-;5;7;6;15;3;4;4;7;8;7;10;14;5;3;11;7;9;-;184
"110110 ITAPUA DO OESTE";-;11;14;13;21;18;21;23;21;30;17;19;16;9;8;4;1;-;4;7;5;14;9;7;9;4;12;8;6;3;3;2;2;2;3;2;1;2;1;2;-;-;1;1;-;-;-;22;11;5;4;4;8;-;410
"110120 MINISTRO ANDREAZZA";-;13;10;6;8;3;7;3;5;1;8;3;6;8;7;3;4;2;4;2;4;1;3;-;2;1;1;-;1;2;1;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;4;2;10;3;2;-;144
"110130 MIRANTE DA SERRA";-;4;7;7;10;6;4;20;10;4;1;4;4;5;5;12;7;2;7;2;2;5;1;8;6;6;5;1;2;-;7;6;3;2;-;-;4;-;1;1;2;-;-;-;-;-;-;1;-;-;3;20;7;-;214
"110140 MONTE NEGRO";-;22;13;14;9;9;18;23;10;11;16;14;17;23;13;14;11;4;6;6;4;2;3;4;10;3;6;1;2;6;-;-;2;3;1;1;3;1;1;1;1;2;7;9;16;17;48;42;42;34;22;14;11;-;572
"110143 NOVA UNIAO";-;-;1;-;-;1;-;1;-;2;4;4;2;1;5;1;-;2;2;3;1;-;2;-;1;-;2;-;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;41
"110145 PARECIS";-;2;4;20;10;11;14;12;4;9;14;9;10;10;9;6;6;1;1;2;2;1;2;8;2;4;-;1;-;1;-;-;1;2;1;1;-;3;3;4;-;2;2;1;2;-;3;1;1;4;-;1;2;3;212
"110146 PIMENTEIRAS DO OESTE";-;2;2;9;4;4;14;11;10;3;-;1;2;1;2;1;1;-;1;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;2;-;-;-;-;77
"110147 PRIMAVERA DE RONDONIA";-;10;4;8;4;3;3;-;7;4;4;11;6;5;1;-;-;1;1;-;2;-;2;-;-;-;1;-;-;-;1;1;2;3;6;5;4;2;4;5;5;4;11;9;7;13;14;13;18;18;19;18;5;-;264
"110148 SAO FELIPE D'OESTE";-;5;11;6;8;7;7;8;2;5;1;3;2;3;3;6;5;4;4;5;3;5;1;5;7;7;10;8;4;8;3;2;-;1;1;5;3;3;3;-;3;1;2;-;2;3;6;5;3;5;4;1;2;-;211
"110149 SAO FRANCISCO DO GUAPORE";-;12;19;11;9;21;21;24;20;16;21;25;9;14;12;16;20;25;27;20;24;15;11;7;10;15;9;8;3;4;6;4;2;4;3;6;2;4;4;1;2;4;3;-;1;1;5;2;5;4;4;2;5;-;522
"110150 SERINGUEIRAS";-;3;14;39;38;32;29;48;18;29;28;22;26;24;24;13;7;18;16;13;5;6;14;8;7;5;4;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;-;2;4;7;4;-;517
"110155 TEIXEIROPOLIS";-;-;4;3;2;2;3;-;5;6;3;3;5;4;3;1;5;5;2;1;1;-;-;1;1;-;1;-;1;-;1;-;-;-;1;-;-;1;-;-;1;-;-;1;-;1;-;2;2;2;3;1;2;-;80
"110160 THEOBROMA";-;11;14;10;15;9;3;5;4;9;7;4;4;7;1;7;-;3;2;-;1;1;-;-;1;1;-;1;-;-;-;-;1;-;-;-;-;-;1;2;-;-;1;-;-;-;2;3;-;-;6;7;1;-;144
"110170 URUPA";-;4;8;5;6;2;4;5;3;2;3;5;3;3;3;2;-;-;3;2;2;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;2;4;7;8;3;-;95
"110175 VALE DO ANARI";-;5;8;11;11;9;3;5;2;8;3;3;5;6;6;12;9;7;5;4;3;6;3;1;4;2;5;1;2;5;3;-;1;1;-;5;-;-;-;-;-;-;-;-;2;2;-;2;-;-;2;5;8;-;185
"110180 VALE DO PARAISO";-;1;3;4;7;6;1;4;2;1;9;7;5;5;8;9;9;6;4;3;4;2;9;2;2;3;1;-;3;1;5;1;-;1;2;-;-;-;4;1;-;-;-;1;-;-;1;-;-;-;3;3;2;-;145
"120001 ACRELANDIA";-;31;36;32;30;32;17;13;10;8;11;8;12;4;7;10;3;7;1;6;1;2;4;2;1;1;-;-;1;2;3;1;-;2;1;-;-;-;-;3;2;4;3;3;5;2;3;1;5;2;6;17;11;-;366
"120005 ASSIS BRASIL";-;124;131;128;64;54;53;56;51;69;57;78;87;40;38;31;38;17;18;29;16;14;8;15;1;2;1;9;3;3;7;1;4;4;4;8;4;3;6;3;11;11;11;23;26;32;31;40;30;28;88;42;84;15;1751
"120010 BRASILEIA";-;392;300;250;184;68;67;76;49;54;67;37;28;31;17;23;24;16;17;13;7;14;10;12;8;7;5;10;10;13;6;5;8;3;8;8;5;6;9;2;9;4;11;15;25;30;21;26;43;72;114;191;199;23;2652
"120013 BUJARI";-;32;20;19;30;35;38;43;31;35;26;12;10;6;10;6;8;3;3;6;3;2;3;3;4;2;-;1;2;5;3;1;2;2;-;1;2;-;1;4;2;2;4;2;3;8;2;7;2;12;27;14;9;-;508
"120017 CAPIXABA";-;21;16;16;12;15;8;10;13;12;12;21;10;4;6;4;6;9;7;4;5;2;4;2;1;1;1;1;-;1;1;2;3;-;2;-;2;3;5;2;1;7;8;6;9;12;18;49;62;64;61;13;8;-;562
"120020 CRUZEIRO DO SUL";-;624;794;669;432;403;329;306;229;233;209;182;167;130;141;146;153;96;118;143;175;147;128;103;79;55;49;57;66;64;47;57;38;48;34;27;34;51;42;53;64;91;148;158;177;302;327;398;393;435;497;403;338;16;10605
"120025 EPITACIOLANDIA";-;239;177;135;108;46;46;30;46;48;38;40;25;29;39;41;24;24;13;22;18;14;13;10;9;4;10;5;9;11;3;11;5;13;4;5;9;8;9;8;7;10;10;22;22;30;36;40;47;72;75;101;93;17;1930
"120030 FEIJO";-;91;102;92;86;67;89;56;59;49;28;26;12;14;5;16;32;17;35;23;19;14;16;20;20;14;8;10;6;13;17;12;13;6;15;22;26;68;94;84;99;98;112;129;168;210;208;221;211;124;136;44;19;-;3175
"120032 JORDAO";-;-;1;1;-;-;2;-;1;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"120033 MANCIO LIMA";-;83;87;37;31;54;36;42;35;45;35;33;23;24;19;20;21;22;16;15;23;19;15;6;7;6;9;8;15;7;10;15;20;16;12;12;9;37;48;20;17;17;41;57;50;54;82;105;127;113;48;49;41;1;1794
"120034 MANOEL URBANO";-;8;2;12;7;9;8;5;3;28;10;10;4;5;7;3;7;9;11;18;12;30;20;13;11;6;10;5;3;1;5;4;1;2;3;2;2;5;2;1;6;13;38;48;78;53;28;6;23;12;12;6;3;-;630
"120035 MARECHAL THAUMATURGO";-;54;67;94;101;91;41;51;49;36;21;27;18;10;17;18;16;17;24;34;21;8;4;2;4;1;1;2;1;2;2;1;4;3;4;2;4;7;4;1;2;3;7;8;12;18;41;53;72;90;64;70;57;18;1379
"120038 PLACIDO DE CASTRO";-;132;104;46;32;17;12;9;8;12;9;9;8;12;5;3;4;2;2;4;1;3;1;4;3;6;3;5;7;1;2;3;2;3;2;3;2;9;8;13;8;14;16;20;36;43;56;63;57;57;148;204;134;2;1369
"120039 PORTO WALTER";-;9;12;13;16;16;12;3;9;10;15;8;11;6;10;9;5;5;5;2;3;1;3;2;1;3;-;-;2;2;3;4;1;-;1;1;-;2;1;5;-;3;6;2;14;12;11;12;9;7;7;8;7;-;309
"120040 RIO BRANCO";-;1026;1127;1645;1453;1084;905;776;617;629;552;398;311;303;260;230;200;140;172;129;118;101;81;64;62;69;61;49;52;38;38;43;39;35;28;48;32;36;61;37;44;52;54;65;71;65;128;145;205;255;418;470;365;83;15469
"120042 RODRIGUES ALVES";-;66;80;70;87;75;61;66;76;43;33;65;41;35;27;29;17;20;30;41;36;41;27;24;15;6;10;15;12;11;19;17;21;12;8;4;11;11;6;13;17;16;9;20;25;46;54;81;87;79;66;70;45;7;1903
"120043 SANTA ROSA DO PURUS";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;1;-;-;-;8
"120045 SENADOR GUIOMARD";-;108;48;32;35;16;16;7;2;2;4;2;3;1;1;3;2;2;8;7;3;2;1;-;2;1;2;1;-;2;-;1;1;-;-;-;1;2;1;1;-;2;-;1;1;1;2;12;56;102;137;74;6;-;714
"120050 SENA MADUREIRA";-;119;75;76;76;94;68;83;87;83;67;76;64;38;43;37;36;35;41;20;26;14;25;12;18;8;5;9;10;6;6;8;4;9;4;10;12;12;23;26;53;60;87;81;75;182;176;174;155;130;163;136;78;2;3017
"120060 TARAUACA";-;675;584;500;364;358;274;252;322;300;186;158;137;80;45;58;52;61;45;26;44;47;20;25;16;24;16;13;10;11;14;32;20;14;21;37;6;8;4;7;41;79;87;128;149;167;183;181;185;222;174;171;128;9;6770
"120070 XAPURI";-;137;84;141;123;140;142;142;114;94;99;67;42;65;33;32;25;28;22;22;10;10;7;8;9;7;5;5;5;17;7;10;5;10;4;3;2;4;3;1;1;5;5;12;10;9;34;43;108;288;239;129;79;24;2670
"120080 PORTO ACRE";-;30;32;47;33;38;14;28;18;22;41;61;26;15;8;5;8;9;7;10;4;5;4;6;3;2;5;3;1;1;-;3;-;5;1;3;2;2;5;5;4;11;8;14;20;8;28;32;43;49;22;28;17;2;798
"130002 ALVARAES";-;15;14;22;20;8;8;7;7;3;18;28;37;30;14;17;21;13;14;15;7;5;9;4;3;2;-;-;-;-;2;1;2;2;14;9;12;5;5;6;18;17;11;16;10;23;11;14;15;18;34;22;17;-;625
"130006 AMATURA";-;-;-;2;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;9
"130010 ANORI";-;-;1;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"130014 APUI";-;3;3;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;11
"130020 ATALAIA DO NORTE";-;12;9;4;6;19;47;20;2;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;2;4;12;14;14;18;7;10;10;6;35;18;12;9;3;4;-;304
"130030 AUTAZES";-;-;-;-;-;1;-;1;1;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;10
"130040 BARCELOS";-;2;4;-;4;2;2;2;-;-;2;1;-;3;3;2;-;2;-;2;1;3;2;2;4;2;1;8;3;-;1;2;-;1;3;1;1;3;3;4;5;2;-;1;-;-;1;-;2;-;-;-;-;-;87
"130050 BARREIRINHA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"130060 BENJAMIN CONSTANT";-;112;137;104;76;65;70;39;31;17;24;25;13;16;16;7;1;1;6;2;2;1;3;1;1;-;-;1;3;-;3;29;8;12;8;22;38;115;123;198;200;198;147;119;76;71;84;88;108;106;112;139;153;-;2931
"130063 BERURI";-;-;-;8;7;4;2;-;1;1;-;-;-;1;1;-;1;-;-;-;1;2;-;-;1;1;-;1;-;-;1;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;36
"130068 BOA VISTA DO RAMOS";-;1;2;3;2;4;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"130070 BOCA DO ACRE";-;26;50;49;29;41;24;16;11;15;15;14;8;19;5;4;3;7;6;1;5;6;4;10;4;4;3;7;2;1;-;-;3;9;14;19;23;16;14;38;42;54;43;60;58;47;36;45;43;22;17;25;28;2;1047
"130080 BORBA";-;3;7;12;5;18;13;12;4;8;4;1;3;2;3;3;2;5;1;1;4;-;2;2;3;3;-;1;1;-;3;4;2;1;2;2;-;2;6;4;-;1;1;3;1;2;-;1;2;2;4;2;1;-;169
"130083 CAAPIRANGA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"130090 CANUTAMA";-;-;-;1;7;6;21;7;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;50
"130100 CARAUARI";-;42;68;69;137;118;32;31;14;27;10;10;8;14;6;9;11;3;3;5;10;3;5;-;3;3;3;3;1;5;2;-;1;-;3;2;1;-;2;2;1;-;7;6;16;44;60;103;95;98;80;49;62;-;1287
"130110 CAREIRO";-;-;3;-;-;-;3;1;4;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;18
"130115 CAREIRO DA VARZEA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"130120 COARI";-;31;29;56;79;107;108;31;11;11;12;5;1;5;8;6;2;4;1;5;4;4;1;1;4;-;-;4;13;4;6;4;-;1;2;-;-;-;-;-;-;1;1;-;-;1;2;3;8;4;21;24;14;-;639
"130130 CODAJAS";-;4;3;3;3;1;2;-;-;1;3;-;2;2;5;1;-;-;4;4;-;1;1;-;1;-;2;1;5;2;-;5;2;-;-;-;2;1;1;-;-;-;-;-;-;-;1;1;1;-;1;4;2;-;72
"130140 EIRUNEPE";-;16;33;18;22;21;17;21;18;16;16;12;7;3;6;4;5;5;2;8;6;5;2;-;-;3;2;2;-;-;-;-;1;-;1;3;2;2;-;2;5;7;11;8;7;2;5;7;7;17;25;22;21;4;429
"130150 ENVIRA";-;27;30;33;29;39;26;10;5;11;26;19;8;6;8;8;13;14;17;4;12;3;2;2;3;1;2;7;4;1;1;-;4;-;1;1;-;-;-;-;-;-;-;1;-;1;2;-;-;-;1;1;3;4;390
"130160 FONTE BOA";-;-;1;-;-;2;-;-;-;-;-;1;-;1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"130165 GUAJARA";-;68;52;64;34;28;33;30;28;33;46;34;29;16;15;17;12;18;21;25;28;27;18;30;11;6;8;12;10;15;11;4;10;12;8;8;7;9;5;9;21;31;36;42;37;35;54;78;41;47;57;41;37;-;1408
"130170 HUMAITA";-;45;52;59;48;64;58;32;39;53;36;24;34;34;30;21;36;25;30;15;13;12;11;10;6;15;12;10;4;6;2;5;2;2;2;3;9;2;5;8;4;6;7;11;8;12;18;15;9;15;19;23;27;-;1048
"130180 IPIXUNA";-;61;40;47;32;51;61;35;38;58;18;36;25;30;9;22;21;20;32;37;36;12;8;6;15;11;12;34;17;16;6;5;16;4;-;3;2;1;3;2;3;3;-;8;23;12;25;15;37;23;36;42;38;-;1147
"130185 IRANDUBA";-;6;15;14;11;18;13;15;12;20;29;38;33;29;21;24;18;25;20;22;21;18;12;8;8;10;8;12;11;13;4;3;4;3;1;-;1;2;-;5;3;2;7;1;3;1;-;1;2;-;6;3;5;-;561
"130190 ITACOATIARA";-;15;11;34;53;55;32;33;29;40;19;28;18;20;20;13;14;9;4;7;5;2;1;4;4;2;3;2;5;3;5;6;4;2;4;3;1;4;-;3;3;-;3;3;1;3;2;3;1;-;-;3;1;-;540
"130195 ITAMARATI";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"130200 ITAPIRANGA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
